date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIC SECURITIES BROKERAGE (HK) LTD,TRADEGO MARKETS LIMITED,VALUABLE CAPITAL LTD,VICTORY SECURITIES CO LTD,PHILLIP SECURITIES (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,PATRONS SECURITIES LTD
2024-11-29,35.607137205719965,33.11405254459245,20.967291640304346,0.11426316970193104,0.001464912432076039,4.182617976063507,0.001171929945660831,2.667898521296882,0.035450880856240145,0.021680703994725378
2024-12-03,36.74233481662123,34.17279090157378,24.83735545516211,0.25788161649629704,0.0015116155714906038,1.685149039097725,0.040511297315948186,2.0801644202396496,0.17957992989308375,0.002720908028683087
2024-12-04,36.815794570041746,34.24111330965833,24.488663587529235,0.3156505128427197,0.001817565333067484,1.586128680656891,0.048468408881799575,2.251236421537386,0.24930937818575657,0.001817565333067484
2024-12-05,36.74195714656229,34.20569484429205,24.589197749421036,0.2920411265253669,0.0021162400472852674,1.580226675308585,0.04565032102001077,2.270725570737092,0.2705764060457592,0.0018139200405302295
2024-12-06,36.70888561153507,34.17490620582455,24.620829470014996,0.3095990848915556,0.0021143352138935506,1.5492036160085743,0.056482954999727705,2.296772138063794,0.27939429612164773,0.0018122873261944717
2024-12-09,36.70777686088877,34.18142496029625,24.620689903052504,0.31381827650458877,0.003322426411501902,1.524087606585327,0.057991442818942286,2.2997231542886802,0.28935313656534745,0.0018122325880919464
2024-12-10,36.76974772251192,34.224003346430365,24.776013384511256,0.27259635441556024,0.003328035403519603,1.4349883562630434,0.05718169920592772,2.19408297693856,0.26624283228156825,0.0018152920382834199
2024-12-11,36.68904910042444,34.14889187345489,25.28163349069877,0.19713068886187154,0.007849001394193967,1.40497124956072,0.05071662439325332,1.9936463541252676,0.22430030907254297,0.0018113080140447616
2024-12-12,36.55749821330988,34.01531919645012,25.551044892238046,0.17205888276091216,0.11009362078757667,1.3794790845131875,0.06256686645851352,1.9046798000735943,0.24545462995262998,0.0018048134555340438
2024-12-13,36.598230884031295,34.05321935001721,25.570178821109117,0.2068813930905168,0.11021628802202206,1.3406637002023012,0.04938653343063283,1.8559097898353059,0.2135064158677968,0.0018068243938036404
2024-12-16,36.575431427339,34.03200534920214,25.78086466669674,0.20464586439448762,0.11014762701232718,1.288967995884692,0.04905481749456101,1.7376841485496644,0.21939240462291398,0.0018056988034807731
2024-12-17,36.67587355852421,34.12727347293443,25.5402300494735,0.21607180078010974,0.10773412413198208,1.3054840924228417,0.021426114323167305,1.7237459861117133,0.28035014374961165,0.0018106575484366737
2024-12-18,36.77030396284549,34.19456830386197,25.35365978849168,0.21481280743003012,0.10680129721521216,1.3620947310563318,0.030557878240046535,1.6719092589554174,0.2934766524044073,0.001815319499408705
2024-12-19,36.77586729192905,34.249368165668606,25.31573711927482,0.20546473869530132,0.10712005522553265,1.382877549097978,0.031167699684265148,1.688199966393352,0.24298701792684385,0.001210396104243307
