date,RAFFAELLO SECURITIES (HK) LTD,CHONG HING SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,ASTRUM CAPITAL MANAGEMENT LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-11-18,43.99193371618956,34.385822629433164,10.433562754811275,4.985533295339968,0.0,2.6741484371575117,1.8521765814738504,0.0,0.6849765464030512,0.9918460391916181
2024-11-19,43.972656763507295,34.3707550063538,10.472810131019674,4.983348670084571,0.0,2.672976644318829,1.8513649708601725,0.0,0.6846763945488804,0.9914114193067789
2024-11-20,43.95339669747273,34.35570058254128,10.457273006000612,5.0085410187902415,0.0,2.699180938198064,1.8505540712189565,0.0,0.6843765056283124,0.9909771801497963
2024-11-21,43.943772990015766,34.34817831494132,10.454983359607638,5.029339639166229,0.0,2.698589945699772,1.850148887721142,0.0,0.6842266596601857,0.9907602031879489
2024-11-22,43.94617852177055,34.35005857300825,10.444607451362508,5.067933741337216,0.0,2.66589299204064,1.8502501669604439,0.0,0.6842641150001643,0.9908144385202378
2024-11-25,43.9413677215952,34.34629826270676,10.4434640773298,5.078325980579974,0.0,2.665601156006087,1.850047619568906,0.0,0.6841892084204535,0.9907059737928166
2024-11-27,43.93896271646562,34.34441841627077,10.415526413731198,5.11088731746831,0.0,2.6654552619480265,1.8499463625019155,0.0,0.6841517612802942,0.9906517503338661
2024-12-02,43.934153495906486,34.34065934065934,10.414386410402347,5.1212731491615955,0.0,2.665163521737227,1.8497438816163916,0.0,0.6840768792960028,0.9905433212206121
2024-12-03,43.823156883298395,34.258167365478684,10.340234102026555,4.901511180992313,0.5459468902865129,2.6150856044723967,1.8453004891684137,0.0,0.6824336128581412,0.9881638714185884
2024-12-04,43.823156883298395,34.25270789657582,10.340234102026555,4.906970649895178,0.5459468902865129,2.6150856044723967,1.8453004891684137,0.0,0.6824336128581412,0.9881638714185884
2024-12-05,43.82076450228739,34.26175632444944,10.339669610979485,4.901243599122165,0.5459170861129612,2.6149428424810837,1.8451997510618088,0.0,0.6823963576412014,0.9881099258644598
2024-12-17,43.83272902013892,34.271110916954264,10.337032021318421,4.880739155126469,0.54606613953082,2.615656808352628,1.8457035516141715,0.0,0.682582674413525,0.9883797125507842
2024-12-19,43.83033559392371,34.269239589817516,10.336467581823543,4.885933012263976,0.5460363223361617,2.615513983990215,1.8456027694962267,0.0,0.6825454029202023,0.9883257434284528
2025-01-03,43.89200515092651,34.24493092083725,10.323678983783312,4.866097736647969,0.5456489949145514,2.613658685640701,1.8442936028111836,0.0,0.6820612436431892,0.9876246807953379
2025-01-06,43.88961031875075,34.24306245157629,10.323115704012483,4.871288425233798,0.5456192232564738,2.6135160793985093,1.8441929746068815,0.0,0.6820240290705922,0.9875707940942176
2025-01-09,43.45857113237814,34.24306245157629,10.317659511779919,4.887657001931492,0.5456192232564738,2.597147502700815,1.8441929746068815,0.0,1.1185194076757712,0.9875707940942176
2025-01-15,43.46805793558105,34.25053755225444,10.319911808685971,4.8668944214627965,0.5457383293858261,2.597714447876532,1.844595553324092,0.0,1.1187635752409435,0.9877863761883453
2025-01-17,43.477548881538006,34.25801591720434,10.316706514263256,4.851581349141367,0.5458574875271565,2.5982816406292644,1.8449983078417886,0.0,1.1190078494306706,0.9880020524241531
2025-01-20,43.47517575651718,34.25614601982446,10.316143399851535,4.856774813326929,0.5458276931138378,2.5981398192218683,1.8448976027247717,0.0,1.1189467708833676,0.9879481245360465
2025-01-21,43.47280289054569,34.2542763265618,10.315580346909146,4.8619677105961205,0.5457979019528648,2.5979980132956366,1.8447969086006832,0.0,1.118885699003373,0.9878942025346855
2025-01-23,43.470430283581116,34.252406837382935,10.315017355426026,4.867160041041762,0.5457681140437051,2.597856222848036,1.844696225467723,0.0,1.1188246337895955,0.9878402864191063
2025-01-24,43.470430283581116,34.252406837382935,10.30955967428559,4.872617722182199,0.5457681140437051,2.597856222848036,1.844696225467723,0.0,1.1188246337895955,0.9878402864191063
2025-02-04,43.487043972963235,34.265497548564625,10.308040052850545,4.841721355332554,0.5459766977145415,2.5988490811212177,1.8454012382751503,0.0,1.1192522303148102,0.9882178228633203
2025-02-05,43.50842309961326,34.2823431730286,10.313107697686105,4.794939585290712,0.5462451111062556,2.6001267288657766,1.846308475539144,0.0,1.119802477767824,0.9887036511023226
2025-02-07,43.506046603087206,34.2804706190804,10.312544379991042,4.800139831110237,0.5462152743639324,2.5999847059723176,1.8462076273500914,0.0,1.1197413124460611,0.9886496465987173
2025-02-11,43.48966014485629,34.2804706190804,10.318006532734682,4.8110641365975155,0.5462152743639324,2.5999847059723176,1.8462076273500914,0.0,1.1197413124460611,0.9886496465987173
2025-02-19,40.86782682790941,34.27500846633676,10.318006532734682,4.816526289341155,3.1680485913108076,2.5999847059723176,1.8462076273500914,0.0,1.1197413124460611,0.9886496465987173
2025-02-20,40.76081019074879,34.27688072191754,10.318570148797168,4.811326938623899,3.2392335088600954,2.6383638866432144,1.846308475539144,0.0,1.119802477767824,0.9887036511023226
2025-02-28,39.598444463864375,34.273136415275715,10.3338285414664,4.788953945643625,3.2388796644236653,2.6380756794546887,1.846106790177401,1.174298697893909,1.11968015380582,0.988595647994407
2025-03-04,39.6006073913851,34.27500846633676,10.32893083822196,4.789215525622959,3.2390565769781188,2.638219775177793,1.8462076273500914,1.1743628398824546,1.1197413124460611,0.9886496465987173
2025-03-19,39.6006073913851,34.26408416084947,10.32893083822196,4.838374900315713,3.2390565769781188,2.5999847059723176,1.8462076273500914,1.1743628398824546,1.1197413124460611,0.9886496465987173
2025-03-24,39.602770555203534,34.265955819695414,10.318570148797168,4.844101645290275,3.2392335088600954,2.6001267288657766,1.846308475539144,1.1744269888784495,1.119802477767824,0.9887036511023226
2025-03-25,39.61358992011715,34.275317181916535,10.294069435793201,4.845425040159984,3.2401184582937197,2.600837076134588,1.8468128817930478,1.1747478390103705,1.1201084046377952,0.9889737621436143
2025-03-26,39.61142557422908,34.273444500295035,10.29350700439277,4.850623948248355,3.239941429726599,2.600694975632144,1.8467119784950938,1.174683654959897,1.1200472058919946,0.9889197281290294
2025-04-02,39.61142557422908,34.273444500295035,10.29350700439277,4.845160303341565,3.2454050746333896,2.600694975632144,1.8467119784950938,1.174683654959897,1.1200472058919946,0.9889197281290294
2025-04-09,39.61142557422908,34.273444500295035,10.29350700439277,4.845160303341565,3.190768625565487,2.600694975632144,1.8467119784950938,1.229320104027799,1.1200472058919946,0.9889197281290294
2025-04-10,39.60926146483244,34.27157202329571,10.292944634447492,4.850358941859067,3.1905943028223644,2.600552890656585,1.8466110862225331,1.2292529420120413,1.1199860138331932,0.9888657000185754
2025-04-25,39.60926146483244,34.27157202329571,10.292944634447492,4.85582228826801,3.1905943028223644,2.5950895442476427,1.8466110862225331,1.2292529420120413,1.1199860138331932,0.9888657000185754
2025-04-28,39.61142557422908,34.273444500295035,10.29350700439277,4.850623948248355,3.190768625565487,2.595231330725354,1.8467119784950938,1.229320104027799,1.1200472058919946,0.9889197281290294
