date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG BANK LTD
2024-03-01,66.55586643554818,14.242399416616156,4.937073732863911,5.099785289453247,3.059848476996816,1.7109464538808756,1.969174175242094,0.0,0.8515895676384502,1.5733164517602654
2024-03-04,65.72319748567298,13.878296310072729,4.972363849554955,5.035869229109247,3.022540358714933,1.5880190563822905,1.9598309405957077,1.408534991907107,0.8576226506581216,1.553725127331921
2024-03-05,65.71093969630292,13.888809080689468,4.965396554424433,5.044741495033158,3.023448160340381,1.6134035068863122,1.9422302999618908,1.3986945579347119,0.8599501500240732,1.5523864984026579
2024-03-06,65.72248460189905,13.892225038093356,4.958083780648682,5.0538410516427685,3.0253113911613383,1.620269024564574,1.9375014881283161,1.3659736744041073,0.8729221105455341,1.551387838912272
2024-03-07,65.69855626735321,13.8767573437386,4.927906301267852,5.088689115145395,3.0266998200205344,1.6257859064511448,1.94667339596927,1.376903205273185,0.8794847053157112,1.5525439394650946
2024-03-08,65.64010880315189,13.895246165628983,4.9355975915101435,5.107109903966275,3.0328031596364022,1.6261878409788388,1.9403495507417274,1.3783535342053193,0.8899756240835518,1.5542678260968719
2024-03-11,65.48958987444144,13.770198738516642,4.946318954479658,5.118744557621024,3.0521952328015587,1.6177261314332003,2.1721186119302254,1.3802677902040659,0.896382467453721,1.556457641118471
2024-03-12,65.36716227929737,14.007387739386907,4.9547304389339155,5.148312137636527,3.07502423933345,1.6260276936254734,1.9681520025134107,1.3867844950069788,0.902639612285304,1.5637793619806575
2024-03-13,65.346231842058,13.951245438768535,4.9599946277204,5.154817122803119,3.0731844334741054,1.6922884345638094,1.9629902101720127,1.3881255747857715,0.9058307123063112,1.565291603347933
2024-03-14,65.4093441192257,13.81079686211556,4.926044122023683,5.181318096595973,3.0734228012977733,1.6230567389016044,2.119186800969139,1.374872373756015,0.9310264848996904,1.5509316002148759
2024-03-15,65.34301268768117,13.89768391125052,4.92748028313414,5.188244190221798,3.083847297211652,1.642008008529065,2.061574477496362,1.3748358789586361,0.9304228334389683,1.5508904320776884
2024-03-18,65.36007174239401,13.918583675909293,4.927193663352288,5.195735605698939,3.0871985298906024,1.638920016844213,2.005775072474385,1.3877149906822694,0.9263779211286396,1.5524287816253584
2024-03-19,65.25480734470442,13.940289358344149,4.915152484648704,5.195175930014436,3.092172549634898,1.7425590234157038,2.0052545768781687,1.3835124356283721,0.923330869042077,1.5477454276890659
2024-03-20,65.24939344048474,13.904709602802988,4.926768807073048,5.204558013175876,3.0889766166204384,1.738287271077299,2.0241092868683936,1.3833436100210932,0.9322967906222387,1.5475565612538866
2024-03-21,65.26701395628656,13.882348658434463,4.945299321665648,5.2272283525727925,3.091385579109407,1.7194387914404232,1.978554986533111,1.3847581168286198,0.9551632552841511,1.5488089818448225
2024-03-22,65.20504426685785,13.890266315257247,4.950212054231113,5.243263647365355,3.103177416699165,1.7147935703068071,1.9622882919574665,1.3855564369317361,0.995481077453856,1.5499169229394019
2024-03-25,65.12145831772837,13.899159598151083,4.935626037451359,5.263089307505128,3.1035690961065354,1.7177372025243949,2.0201277456834794,1.3850620026143976,1.0023501875878127,1.5518205046474405
2024-03-26,65.08416983157072,13.847134333366235,4.92860492865878,5.329495009802866,3.118467080159597,1.717860926929013,2.0309685241989084,1.3841402666448144,1.0074328038392155,1.5517262948298602
2024-03-27,65.18940063408873,13.903762684421153,4.920847766118068,5.343841891263078,3.1268995284794787,1.6889209449159055,1.890446750266623,1.366775265100867,1.018262500257925,1.550842035088185
2024-03-28,65.12394693961383,13.9397573529955,4.968398393683696,5.3962232035848565,3.135391281652042,1.7168782926024366,1.759406027132617,1.3549666795173037,1.047729128969963,1.5573027002477602
2024-04-02,65.07543567839275,13.895163516765944,4.99341716960597,5.392475494365674,3.120381568520815,1.77069877606782,1.7922003917775753,1.3553565658934374,1.0471200305854804,1.5577508080245208
2024-04-03,65.06526577404438,13.9245716833341,5.023674527032165,5.391092361302608,3.123808669659592,1.7588831756398275,1.7461339416282033,1.3462932142670205,1.0621741110111804,1.5581025420809282
2024-04-05,65.02170033641154,13.968046754433146,5.023209767026285,5.403858862452444,3.1272139492409394,1.7711782957744127,1.7108393619238191,1.3483255897252533,1.0651724163461909,1.5604546666659571
2024-04-08,65.09439310685126,13.89160405510315,5.043782366339409,5.398587569487074,3.126417754301348,1.7648158600161015,1.7081149445219663,1.3493465325016778,1.061257707797879,1.5616801030801442
2024-04-09,65.04320094028952,13.855666813907433,5.150022053306756,5.405685889439587,3.129868228304394,1.7313395289067983,1.7088146044709314,1.3509811114928554,1.060821949559069,1.5635988803226462
2024-04-10,65.03281694394816,13.805072962327388,5.231908554581968,5.402719717400738,3.1225568098902268,1.7293042136343189,1.7073263755517358,1.3420495227311822,1.0608871132163447,1.5653577867179327
2024-04-11,65.04309977965133,13.821100674360052,5.230864613347797,5.401206177610846,3.123218028431535,1.696317764585787,1.7137900627658929,1.342301204654457,1.0624503477249876,1.5656513468673174
2024-04-12,65.06440864468334,13.839267173521913,5.228416772932722,5.40640692353779,3.125029208250977,1.6441432993886123,1.7181881031245794,1.3405319778140705,1.0664061836688816,1.5672017130771103
2024-04-15,65.08775729014043,13.84718417225706,5.139503705219273,5.44251540856404,3.142856553441832,1.6434292023322832,1.7119214278831674,1.33819710234051,1.076933047941803,1.5697020898796015
2024-04-16,64.98451586097976,13.803622780398097,5.157821417899474,5.482885345087394,3.20832128073577,1.6534474890636253,1.7081862713581069,1.3316528562532,1.0975879322138884,1.5719587660106975
2024-04-17,65.00492578199128,13.780727693611883,5.156000574920019,5.486832059310168,3.2055261264396386,1.6513918674983112,1.7263866326000652,1.331062626560121,1.0858846117553975,1.571262025313121
2024-04-18,64.85806605858431,13.909771876737434,5.169886201761276,5.502091118384788,3.215435487541027,1.6491932333342234,1.700454179224001,1.333504536052573,1.0851160289213317,1.5764812794590288
2024-04-19,64.91274221093298,13.843884551806546,5.148099513322004,5.50932266106146,3.2181469583547577,1.6537098700958583,1.720932010062983,1.3338351183978656,1.0827157454477452,1.576611360517808
2024-04-22,64.87862992634888,13.868509436866383,5.108850830855398,5.5125329518630295,3.2188638595419516,1.645754087869319,1.7657357450699078,1.3336007649653043,1.0911880450659068,1.5763343515539145
2024-04-23,64.90265987462173,13.8635718533109,5.113260305368991,5.515260216264459,3.2255478083692593,1.62585750476725,1.7332735180124574,1.334062607226647,1.108679878100044,1.5778264339582653
2024-04-24,64.66519649035473,13.761454575962667,5.114069016214364,5.5219962863199035,3.2258823205798093,1.910276770980486,1.7550655053771573,1.354709475402973,1.112476776665401,1.5788727821425164
2024-04-25,64.91499076104017,13.599576137959623,5.1050578758464,5.518021617875282,3.2234104567272728,1.8871681449368478,1.720914603904641,1.3386653157374873,1.1136833697429103,1.578511716229365
2024-04-26,64.99527984381857,13.440613933039028,5.102084426117248,5.497452510425908,3.208615803960832,1.9814844377185152,1.722952924761662,1.3629910705218113,1.1107316493128954,1.5777934003235417
2024-04-29,65.09737187361439,13.46543829186746,5.097645838652505,5.5056829243864955,3.200566106260394,1.8765890234792562,1.7441517446446397,1.331285911124768,1.1048219335623526,1.5764463524077323
2024-04-30,65.10341131491005,13.501300480958589,5.0946301271428025,5.48930427232813,3.170548162867122,1.8760127170337175,1.7710760102224146,1.3120691141376977,1.1059070111924583,1.5757407892070128
2024-05-02,65.15737984097738,13.577699878716087,5.022546567973244,5.488551817072721,3.1449710042054435,1.9217009013760944,1.7007337121253328,1.30579436934278,1.103325916313846,1.5772959918970666
2024-05-03,65.1374229461601,13.59816879091654,5.021967280550341,5.483743896365208,3.1425806133308254,1.9207984923379557,1.726315633774821,1.2899841761427597,1.1029068962345732,1.5761112741868717
2024-05-06,65.13970383083725,13.618769631970604,5.016636125436374,5.485402875559162,3.14048434603875,1.9227859239532172,1.728932002142122,1.268655881352932,1.1025642742036028,1.576065108505985
2024-05-07,65.07072397555775,13.671738761591687,5.039762258283078,5.474343193092842,3.1373680828326487,1.927205271222226,1.7310552474226866,1.268620945922877,1.1028195156570042,1.5763627484171938
2024-05-08,65.04477521997096,13.669825267147608,5.075322831279264,5.466687932331519,3.137535996856499,1.937742049173612,1.7255049705804475,1.266059939453763,1.1005297500552345,1.5760160431510923
2024-05-09,65.06576758556392,13.66844720811862,5.079744775385999,5.462156144921608,3.129085797287459,1.9316478615892145,1.7240900642924981,1.2670600135625583,1.0948090799720187,1.577191469306105
2024-05-10,65.1391560720027,13.640053268198457,5.077056170837417,5.445594454663028,3.111070542229471,1.923227073497502,1.7270670288655001,1.2666481429560064,1.0932221480845228,1.5769050986653983
2024-05-13,65.1170773901577,13.586017887232128,5.077556596666399,5.445475983319883,3.113197431241757,1.9300067784254065,1.7902231321625974,1.2670404352809317,1.0960652123439776,1.57733915316921
2024-05-14,65.12904385814889,13.5564511566302,5.080383965979956,5.4265283553692525,3.1114893977757325,1.9352324982351812,1.8122589379095821,1.2683532592280264,1.101285082488335,1.5789734882348556
2024-05-16,65.2566668438086,13.660026060861144,5.018202478189917,5.361268799220236,3.1151605160377227,1.945204696073451,1.6899866346257997,1.2682136724773114,1.1004732879729562,1.5847970107328504
2024-05-17,65.31106631112668,13.659100592656282,5.02170709521947,5.330727036862342,3.113995845396406,1.9218376477064913,1.6889720413971816,1.2679105619100102,1.0931972478413283,1.5914856198838103
