date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF EAST ASIA (TRUSTEES) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,DBS BANK LTD
2024-03-01,0.0,94.03168958305018,0.0,4.615224051224173,0.0,0.5201078814877419,0.4723197343011459,0.3606587499367553,0.0,0.0
2024-03-04,30.04471814883045,65.7797657875051,0.0,3.228130634027911,0.0,0.36342872832522105,0.33012388308882845,0.2538328182224975,0.0,0.0
2024-03-05,30.02881826163547,65.74751721777405,0.0,3.22830058992576,0.0,0.36298929319108447,0.3299438770781454,0.30243076039549643,0.0,0.0
2024-03-06,29.318427811166046,64.19213105616635,0.0,3.1907964479278004,0.0,0.35440207123453366,0.3277918818181102,0.26948219972901727,2.346968531958145,0.0
2024-03-07,29.299585759659806,64.21020006234363,0.0,3.188392706259776,0.0,0.35546906279180907,0.33758614401367676,0.2633060574388334,2.345460207492471,0.0
2024-03-08,29.239511303253384,64.14129117536457,0.0,3.321952123316501,0.0,0.3547487769595415,0.3369020942828981,0.2648869178952868,2.3407076089278145,0.0
2024-03-11,29.25144319438503,64.15509473907177,0.0,3.3236067863589014,0.0,0.3561259128180024,0.3165254165124679,0.24200107408985705,2.3552028767639674,0.0
2024-03-12,29.246556627440377,64.15302782165368,0.0,3.324026458841617,0.0,0.3561079153657709,0.3220332064872238,0.24316411778606603,2.35508385242526,0.0
2024-03-13,28.973863156100606,63.55365874050932,0.24077850069672657,3.2946369604522596,0.0,0.35162044105614815,0.3192608817241166,0.22482750717861658,2.333106413956202,0.7082473983260096
2024-03-14,28.974170051726546,63.55484269716206,0.24078298621830607,3.2988899170808827,0.0,0.3516269914793445,0.3135616231600259,0.2248316955452365,2.333033445187587,0.7082605924400174
2024-03-15,28.930967408303015,63.45761376899236,0.24042299472951642,3.445559136749844,0.0,0.35110127857018353,0.31367411479200497,0.22391425911462698,2.3295453574430165,0.7072016813054391
2024-03-18,28.892080777062457,63.36845304313019,0.2400998378780413,3.584314407626156,0.0,0.3506293570559404,0.3132524997986494,0.2185047847613509,2.326414173822553,0.706251118864664
2024-03-19,29.007424537593373,63.21376900243558,0.23911070151391417,3.5694325272901564,0.0,0.35022549075708215,0.30872452165921505,0.2911415601605589,2.316830073817798,0.7033415847723112
2024-03-20,28.99723208717789,63.191557337098025,0.23902668426633553,3.5844755959707917,0.0,0.3501024306783028,0.3085004604326635,0.3099949551268432,2.3160160003167913,0.7030944489323592
2024-03-21,29.238340370233434,62.96901155413356,0.2381661565269671,3.572607515291609,0.0,0.34884201553200356,0.30750498527947734,0.31728615146605144,2.3076780357953366,0.7005632157415576
2024-03-22,29.245865511432413,62.98266601436222,0.23822651556270583,3.573512930014844,0.0,0.3489304234233249,0.30838929304518997,0.29317528148311717,2.308493269473114,0.7007407612030656
2024-03-25,32.98096251524905,59.83683147431733,0.2263881956115305,3.551711130764263,0.0,0.331590833901028,0.291750671411229,0.3042228218590151,1.8106238878803047,0.6659184690062573
2024-03-26,33.04503484245994,59.798464725429035,0.22607759343768896,3.541590772247279,0.0,0.3308079292758447,0.29135039262233164,0.29352917716643856,1.8081397313452614,0.6650048360161809
2024-03-27,33.04716638117792,59.801228679783826,0.22609217635902581,3.536462102845942,0.0,0.3308292677284391,0.29136918590384375,0.293548110988387,1.8082563636884639,0.6650477315241556
2024-03-28,33.05029699003772,59.79927935585616,0.22611359441836185,3.5358130639753313,0.0,0.3308606076934057,0.29052207365628474,0.2935759192520801,1.8084276625928133,0.665110732517841
2024-04-02,33.05026085312632,59.79921397183675,0.2261133471876961,3.5359185370903794,0.0,0.3308602459332536,0.29052175600193986,0.2935755982586867,1.80842568527351,0.6651100052914678
2024-04-03,33.05067227132855,59.78638549766403,0.22610494166672906,3.536333768505167,0.0,0.3401414282036722,0.2933536682000729,0.29356468490095144,1.808358458989861,0.6650852805409637
2024-04-05,28.562496376986363,64.77218183160767,0.19445573441504138,3.0576227238438967,0.0,0.648280269106705,0.25351717557675657,0.37388792083591776,1.562789147196802,0.5747688204308536
2024-04-08,28.61305336538414,64.88493860039658,0.19479993039073432,3.071743120038926,0.0,0.6494277562734829,0.2538712581647603,0.1908244216072499,1.5655553589361462,0.5757861888079868
2024-04-09,28.61266417823395,64.88106215668871,0.19479728077383401,3.071701339005083,0.0,0.649418922929677,0.2538678050753532,0.19517589550808828,1.5655340646680782,0.5757783571172168
2024-04-10,28.62151581039612,64.76766072296064,0.19455640440564143,3.1887785233012047,0.0,0.6483008696586235,0.2534307409248367,0.1881310350517883,1.5628388083086677,0.5747870849924803
2024-04-11,28.217808122089654,65.2549259305024,0.19181217811140408,3.1514396179362256,0.0,0.6391565585344067,0.25190556409213427,0.18547743886343152,1.5407949009671582,0.5666796889031913
2024-04-12,28.34594539505528,65.2165495292204,0.19167201033461223,3.1514639329130465,0.0,0.6387825813094264,0.2573999638736893,0.1853419002312836,1.446579102377727,0.5662655846845295
2024-04-15,30.03870838036426,63.7049570586105,0.18602761491853653,3.063266772128694,0.0,0.6199715850271965,0.25361463672140666,0.1798839151543498,1.4039799537581787,0.5495900833168809
2024-04-16,30.69771667640412,63.063857273479684,0.18534522893835478,3.0545505845387044,0.0,0.617877441201004,0.2550247730686667,0.17922406547657327,1.3988298783926458,0.5475740785002488
2024-04-17,30.70949293433204,63.08633884891236,0.1854163310742138,3.0440156577472797,0.0,0.6181144713421095,0.25233100476596515,0.17965302598011487,1.3993664975040567,0.5252712283418597
2024-04-18,30.704958281993473,63.07702333808304,0.18538895196375071,3.0479780485074737,0.0,0.618023198775709,0.25454470346195274,0.1877299489288102,1.3991598630091795,0.5251936652766187
2024-04-19,29.364435349815583,64.68918591896849,0.17729520569653717,2.8718551240363803,0.0,0.5910414239441627,0.23843751104327834,0.34442973423319506,1.2210550723168114,0.5022646599455567
2024-04-22,29.066100715347034,65.15865129015913,0.17549393488188023,2.84838844575889,0.0,0.5850366046766518,0.23703784239045683,0.22347989182141328,1.2086494866371982,0.4971617883273469
2024-04-23,28.291196606691475,66.08457029455346,0.17081425354436672,2.7731806058674557,0.0,0.5716760666217733,0.23030224615682862,0.2179354269359162,1.17641991442994,0.4839045851987815
2024-04-24,30.48564304422346,64.04077731657183,0.16557930093721906,2.6889949804462026,0.0,0.55496005622523,0.2232441621917366,0.21125634947162433,1.1604704517263882,0.4690743382063131
2024-04-25,32.38970486712985,61.812138009643604,0.17592006793607534,2.859576859520401,0.0,0.5930360328044192,0.23735709719823836,0.22701292885194377,1.206885144068881,0.4983689928465894
2024-04-26,39.19290644370539,54.53752472333173,0.1901501712593659,3.093842101680435,0.0,0.6410064782473329,0.25692621998812243,0.24445240569380355,1.3045095964746471,0.5386818596191749
2024-04-29,40.66712978641564,53.21015325996928,0.1855350478904345,3.0228966739098624,0.0,0.6264398508665862,0.25087059775634873,0.23851931605924243,1.2728479225260425,0.5256075446065588
2024-04-30,40.65919425210763,53.205363563401654,0.1855029540512066,3.0257973345360725,0.0,0.6263314893462789,0.24812439080320858,0.24217189921789378,1.2819974914847252,0.5255166250513298
2024-05-02,41.37076270994166,52.39127848680217,0.1887494042912044,3.078751210840262,0.0,0.6371094511043568,0.2554918903438014,0.24989357751229882,1.3044334741632455,0.5235297950010045
2024-05-03,41.37239982931316,52.393583899002174,0.18875770997092756,3.0814535722451617,0.0,0.6371374863030337,0.24917759530873196,0.24944620147202226,1.3044908741147696,0.5235528322700181
2024-05-06,41.352573031430175,52.36994153340221,0.18866725205744203,3.1219436351865504,0.0,0.636832152403702,0.2535480782664333,0.24932665995546374,1.3038657260206785,0.5233019312773441
2024-05-07,44.66085329966829,49.456992388072614,0.17836346831341798,2.9523095500677994,0.0,0.6029187661298636,0.23970092387858646,0.18148201365546904,1.2326570222013662,0.4947225680125936
2024-05-08,46.70822287511255,47.62278136322796,0.17176836078016272,2.8433127928461808,0.0,0.5807922912829009,0.23300682634494857,0.1766069061542518,1.187078711295485,0.4764298729555655
2024-05-09,46.55271502862365,47.74550197585976,0.17230033677561066,2.8646709222144144,0.0,0.582591036732298,0.23548577402143892,0.17807436457430767,1.1907551589034626,0.47790540229505224
2024-05-10,49.498597655286495,45.114125108366125,0.16268894307867862,2.707083962515109,0.0,0.5500924826196021,0.22211267956298258,0.16972115091452245,1.1243315125946407,0.45124650506184244
2024-05-13,49.49038578983284,45.10664063116883,0.16266195282492105,2.704264840772158,0.0,0.5500012217421566,0.24103594191623698,0.16969299401065102,1.124144984904078,0.45117164282813216
2024-05-14,49.302526021091985,45.246905483224644,0.16423234183337077,2.7342186934199857,0.0,0.552093463951679,0.2404461403682803,0.17826861634061683,1.1284213091994846,0.45288793056995674
2024-05-16,49.79473393675733,45.53822610530134,0.16569684142696264,2.759800506123442,0.0,0.5570166151687658,0.24403040325018635,0.20866120832521415,0.2749079416431886,0.4569264420035652
2024-05-17,49.795192497497965,45.53700448587325,0.16569836733262208,2.760065947790181,0.0,0.5570217447463616,0.24451270374418466,0.20866312989062213,0.2749104732761417,0.45693064984867443
2024-05-20,50.28666550415347,45.007289248309306,0.16715330932680356,2.780346305982486,0.0,0.5619127665539384,0.2476282248895636,0.21073746530771809,0.27732437027855966,0.46094280519815317
2024-05-21,57.69795460020827,36.91464351486549,0.19178849812612636,3.193727636347523,0.0,0.6447279207890351,0.2722702123059779,0.23781403340796353,0.31819665840722844,0.5288769255423986
