date,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.,CHINA SECURITIES (INTERNATIONAL),BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,37.8201715704968,0.0,35.21801174227643,0.0,0.0,15.278407355580379,0.0,11.683409331646393
2024-03-04,28.090096035895325,21.764485587928792,14.957297134630643,0.0,13.90519795144546,8.646755791485235,1.9907795388954903,6.0324041066502625,0.0,4.61298385306879
2024-03-05,28.10437718924949,21.771202879867342,14.961632909167957,0.0,13.906683811684248,8.656719506777646,1.9776456573610868,6.028654366694522,0.0,4.593083679197708
2024-03-06,28.099356908319457,21.76936852879262,14.956602993080907,0.0,13.930425418659539,8.655712926509496,1.9826817963979453,6.013450667390583,0.0,4.5924007608494595
2024-03-07,28.087695087314344,21.760333785399546,14.950395689920237,0.0,13.93025239149637,8.652120624552198,1.9762505511365671,6.052457051728163,0.0,4.590494818452575
2024-03-08,28.079988040150806,21.752807199395026,14.95300340838209,0.0,13.953064320005268,8.640042381571803,1.9812755741632542,6.050675487698353,0.0,4.589143588633398
2024-03-11,28.07229498217408,21.760999742750084,14.950685957929553,0.0,13.946456913687857,8.635950931170271,1.9820185761517581,6.0646224743173756,0.0,4.586970421819025
2024-03-12,28.177156294275196,21.76389265601055,14.950068789764268,0.0,13.942745438026563,8.526643167297635,1.9851328008523832,6.068611131174621,0.0,4.585749722598785
2024-03-13,28.164165892404775,21.789788886967155,14.937741929074377,0.0,13.942333313120425,8.533606699658284,1.9842767844344453,6.065994263043614,0.0,4.582092231296924
2024-03-14,28.150368067534426,21.810318373484957,14.937032242772897,0.0,13.940793705154656,8.531122358020337,1.9836991129280959,6.06422830374251,0.0,4.582437836362121
2024-03-15,28.15060627194975,21.82298181760256,14.915361967175603,0.0,13.944955119832025,8.533965075848679,1.9849002916121912,6.068563889886167,0.0,4.578665566093024
2024-03-18,28.178410433811933,21.786452695354317,14.922322406726284,0.0,13.940431169754957,8.525300492612928,2.0007368316959493,6.068965385563841,0.0,4.577380584479787
2024-03-19,28.114105641794897,21.78238990549169,14.919436431867188,0.0,13.953102953673671,8.523492258067876,2.000312471116781,6.126843480933599,0.0,4.5803168570542985
2024-03-20,24.945983668968267,19.339133402969292,13.247029599801758,0.0,12.404491880092793,7.562841338990947,1.7820473574469742,5.444292858254828,11.207582212630859,4.066597680844279
2024-03-21,24.953222346988625,19.342631880795896,13.250169437776641,0.0,12.387158861691374,7.556031730099515,1.79104309100974,5.441312774969009,11.20960968082417,4.068820195845031
2024-03-22,24.98523539299725,19.02851704182076,13.28576814737262,0.0,12.464963270528207,7.525002730933796,1.8334762111850156,5.548593096739202,11.221351889234596,4.107092219188557
2024-03-25,24.97555469118861,19.027709368211372,13.304550264680506,0.0,12.409124017343947,7.561385581364104,1.8425614915869666,5.547075162498251,11.223802224037243,4.108237199089003
2024-03-26,24.996275694532613,19.02119586729197,13.30098811822032,0.0,12.42695310873686,7.527542198906151,1.82903186552867,5.564028525510803,11.21996013013667,4.114024491135945
2024-03-27,25.003924730771704,19.024184632871535,13.28918478666531,0.0,12.424191937765675,7.52847689330047,1.8293192579471995,5.564323738558484,11.221723101869626,4.114670920249992
2024-03-28,25.001059328252552,19.025780057491986,13.289604534340762,0.0,12.424737636808105,7.529108253730461,1.8272396324366427,5.5647903792718685,11.2226641888947,4.115015988772922
2024-04-02,24.962553771731944,18.98705581047338,13.280383391060289,0.0,12.43931412206624,7.581381443273544,1.8502624597288477,5.569806325716968,11.199822065263268,4.129420610685522
2024-04-03,24.84762255218449,18.97662445777091,13.285955904730073,0.0,12.416394225144664,7.577216286516429,1.8789428495671752,5.592978585156711,11.193668963100732,4.230596175828817
2024-04-05,24.864097751701348,18.97408883456422,13.28517042341201,0.0,12.421416080491273,7.549975066093645,1.8554323167012454,5.615738174202824,11.192173284727899,4.241908068105535
2024-04-08,24.854343287105106,18.971553888878034,13.278694764953295,0.0,12.438559592432116,7.547234529553464,1.862606674159933,5.6149879093872865,11.190678006001498,4.241341347529269
2024-04-09,24.705098309664127,18.963343439488945,13.278141375456935,0.0,12.540257830247675,7.614201761864739,1.862047882163934,5.607611851412601,11.185834939590805,4.24346261011024
2024-04-10,24.697952148893563,18.957858130373097,13.286414806334951,0.0,12.53316924017521,7.621146781370486,1.8723873680012517,5.605989801772208,11.182599341260886,4.242482381818341
2024-04-11,24.695604123213354,18.953968766397377,13.28912692031915,0.0,12.530597955138203,7.619088881429252,1.8781827020842319,5.609536083104915,11.180305136992994,4.243589431320522
2024-04-12,24.727487640606807,18.96704899081526,13.295329617713564,0.0,12.536029838686103,7.630283236266097,1.8893728202613893,5.618354238420971,11.094027953458365,4.242065663771443
2024-04-15,24.727389589321728,18.965266392977874,13.28938087377623,0.0,12.553401113522614,7.633770656561409,1.8966150336588365,5.629203205661323,11.063306156758262,4.241666977761724
2024-04-16,24.74148424549729,18.97455834329313,13.253083563447374,0.0,12.584048882088222,7.622169056132567,1.9128860053732588,5.631961209446645,11.039032898303306,4.240775796418207
2024-04-17,24.761020296604055,18.98536346077272,13.267315452455813,0.0,12.59988049312661,7.631213698707724,1.9278402443137193,5.635168346150835,10.946283818886107,4.245914188982416
2024-04-18,24.497244778965495,18.98701763525981,13.54673827753208,0.0,12.846112003527072,7.623212255428935,1.928008214979855,5.635659332363868,10.689723370981726,4.246284130961157
2024-04-19,24.782062645942684,18.992002397412815,13.262744331004928,0.0,12.877719488504184,7.6115915036308905,1.9428795236012861,5.648531932635247,10.61525526283812,4.267212914429847
2024-04-22,24.794745149949655,19.0005824077534,13.266753742874982,0.0,12.890643278140235,7.628658457771068,1.953668725308242,5.641172300250747,10.565537840690224,4.258238097261451
2024-04-23,24.892251574536232,18.992981222969142,18.160458732034147,0.0,12.885486375081037,7.652555019346654,1.9528871599504227,5.643869300047176,5.56297602732616,4.256534588709027
2024-04-24,24.88267782625324,18.99909881565772,18.164078265165163,0.0,12.889636758652292,7.6617096068700805,1.9572326902906851,5.661792053931776,5.525125073079598,4.258648910099447
2024-04-25,24.890263229407843,19.004890628946356,18.16986336803925,0.0,12.893566122365213,7.660823296659312,1.9608034608025762,5.663518032767594,5.4970682443141285,4.259203616697728
2024-04-26,24.870631058605504,19.012618541923793,18.177251735889485,0.0,12.898809002153783,7.6768314689135755,1.9625925522218555,5.6415224972246305,5.499303503956107,4.260439639111265
2024-04-29,24.850041324414747,19.013938569846704,18.18744035642213,0.0,12.907887262844705,7.686786977049471,1.9590094000924467,5.636954965331872,5.499685315339203,4.258255828658721
2024-04-30,24.845522550274787,19.013137102463016,18.18741757849152,0.0,12.908334976790032,7.692661727358788,1.9589268247684157,5.636717358823813,5.499453494962558,4.257828386067073
2024-05-02,24.850278890291513,19.015258781078888,18.188455202602338,0.0,12.894896734460387,7.682609116718966,1.9638570053405402,5.63734636089851,5.500067179743579,4.267230728865277
