date,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CMBC SECURITIES CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,EFG BANK AG,CITIBANK N.A.,MASON SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,0.0,62.63609663137733,0.0,37.36390336862268,0.0,0.0
2024-03-04,0.0,0.0,93.78146773686457,0.0,3.8851260907049565,0.0,2.3334061724304767,0.0,0.0
2024-03-06,0.0,0.0,93.77874837449521,0.0,3.887913114384066,0.0,2.333338511120723,0.0,0.0
2024-03-08,0.0,0.0,93.77955039713164,0.0,3.8870772615832565,0.0,2.3333723412851026,0.0,0.0
2024-03-13,0.0,0.0,93.77619081983902,0.0,3.889176617310966,0.0,2.3346325628500226,0.0,0.0
2024-03-15,0.0,0.0,93.77598153435159,0.0,3.8891679376214108,0.0,2.3348505280269958,0.0,0.0
2024-03-18,0.0,0.0,93.77587689195819,0.0,3.8891635977911614,0.0,2.3349595102506493,0.0,0.0
2024-03-19,0.0,0.0,93.77483048086849,0.0,3.8891202000213587,0.0,2.3360493191101583,0.0,0.0
2024-03-20,0.0,0.0,93.77284236413432,0.0,3.8890377469269497,0.0,2.338119888938732,0.0,0.0
2024-04-02,0.0,0.0,93.77409800700065,0.0,3.8763690738809635,0.0,2.349532919118394,0.0,0.0
2024-04-03,0.0,0.0,93.77210992132433,0.0,3.8762868917646256,0.0,2.3516031869110434,0.0,0.0
2024-04-08,0.0,0.0,93.77148212230829,0.0,3.876260940241315,0.0,2.352256937450398,0.0,0.0
2024-04-09,0.0,0.0,93.77127285783764,0.0,3.876252289810764,0.0,2.3524748523515986,0.0,0.0
2024-04-11,0.0,0.0,93.77158675489386,0.0,3.8762652654710683,0.0,2.3521479796350646,0.0,0.0
2024-04-12,0.0,0.0,93.77148212230829,0.0,3.876260940241315,0.0,2.352256937450398,0.0,0.0
2024-04-16,0.0,0.0,93.76698314201172,0.0,3.876074964492614,0.0,2.3569418934956583,0.0,0.0
2024-04-24,0.0,11.174240384996422,83.28923504396427,0.0,3.4429530304575446,0.0,2.0935715405817668,0.0,0.0
2024-04-26,0.0,11.174229310311869,83.28915249678674,0.0,3.4429496181791768,0.0,2.093668574722209,0.0,0.0
2024-04-29,0.0,11.17420716100862,83.28898740292257,0.0,3.4431410113688408,0.0,2.093664424699968,0.0,0.0
2024-05-02,0.0,11.174140713625716,83.28849212525698,0.0,3.443516969837951,0.0,2.093850191279365,0.0,0.0
2024-05-03,0.0,11.173908154008705,83.28675869981276,0.0,3.443445302314855,0.0,2.0958878438636668,0.0,0.0
2024-05-06,0.0,11.173897079982686,83.28667615754374,0.0,3.443540995762881,0.0,2.0958857667106963,0.0,0.0
2024-05-09,0.0,11.173886005978614,83.2865936154383,0.0,3.4435375830066386,0.0,2.095982795576434,0.0,0.0
2024-05-10,0.0,11.170564795505749,81.28030722166173,0.0,3.442514061460216,2.0112541140747826,2.095359807297523,0.0,0.0
2024-05-16,0.0,11.169978253520538,81.27603937006882,0.0,3.4475840843754426,2.011148507509454,2.0952497845257474,0.0,0.0
2024-05-21,0.0,11.169967187282687,81.27595884887505,0.0,3.4475806688105584,2.01114651503935,2.0953467799923486,0.0,0.0
2024-05-22,0.0,11.169351147800384,81.27652250058189,0.0,3.447604577906876,2.011160462412988,2.0953613112978626,0.0,0.0
2024-05-23,0.0,11.16846001165477,81.27724720712115,0.0,3.4476353186608537,2.0111783950347806,2.0954790675284514,0.0,0.0
2024-06-13,0.0,11.168548019485815,81.27716668353413,0.0,3.447631902994451,2.0111764025054555,2.0954769914801497,0.0,0.0
2024-06-17,0.0,11.168724034624757,81.27700563683877,0.0,3.44762507168195,2.0111724174586505,2.0954728393958866,0.0,0.0
2024-06-18,0.0,11.168988056025302,81.27676406799235,0.0,3.4476148247639573,2.011166439918053,2.095466611300344,0.0,0.0
2024-06-19,0.0,11.169175134950324,81.27668354536264,0.0,3.4476114091381618,2.011164447412417,2.0953654631364573,0.0,0.0
2024-06-24,0.0,11.169263141462544,81.27660302289249,0.0,3.4476079935191346,2.0111624549107288,2.095363387215103,0.0,0.0
2024-06-26,0.0,11.16948445818947,81.27821350261071,0.0,3.445694827081462,2.0112023056946344,2.09540490642373,0.0,0.0
2024-06-27,0.0,11.168196496121784,81.27821350261071,0.0,3.445694827081462,2.0112023056946344,2.096692868491416,0.0,0.0
2024-06-28,0.0,11.168285015060002,81.27885771236848,0.0,3.4449295392771786,2.011218246450396,2.0967094868439458,0.0,0.0
2024-07-09,0.0,10.491356888312566,76.35241244156703,6.061164501395029,3.2361266929444388,1.8893150000509649,1.9696244757299788,0.0,0.0
2024-07-22,6.175498611499142,9.843719811933568,71.63913715272179,5.687005572390469,3.0339137750719707,1.7726865738123079,1.8480385025707484,0.0,0.0
2024-07-25,6.175493218782928,9.843711215965731,71.63907459428549,5.6870006062478,3.03391112572541,1.77268502582465,1.8481242131679905,0.0,0.0
2024-07-31,4.446829702626634,7.0882285622300865,51.585639152776416,4.095077481066752,2.184649165830359,1.2764694489927837,1.330728581094167,0.0,0.0
