date,CMBC SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,JOY RICH SECURITIES INVESTMENT LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,6.261305991248165,0.0,0.0,0.871481636371799,0.5746586213396505,0.46336981240532055,0.0,8.170816061364935
2024-03-04,0.0,6.261305991248165,0.0,0.9770244303909829,0.9136295483715038,0.5746586213396505,0.46336981240532055,0.0,9.18998840375562
2024-03-05,0.0,6.27033124007037,6.107656635451878,0.9863204366778556,0.9136295483715038,0.5746586213396505,0.46336981240532055,0.0,15.31596629431658
2024-03-07,12.400460564584566,6.27033124007037,6.107656635451878,0.9863204366778556,0.9136295483715038,0.5746586213396505,0.46336981240532055,0.0,27.716426858901144
2024-03-08,12.400460564584566,6.27033124007037,6.107656635451878,0.9863204366778556,0.9226547971937104,0.5746586213396505,0.46788243681642383,0.0,27.729964732134455
2024-03-11,12.400460564584566,6.273038814717033,6.107656635451878,0.9863204366778556,0.9226547971937104,0.5845863950440778,0.48494015709039434,0.0,27.759657800759513
2024-03-12,12.400460564584566,6.273038814717033,6.100887698835223,0.9863204366778556,0.9226547971937104,0.5845863950440778,0.49261161858927,0.0,27.760560325641737
2024-03-13,12.400460564584566,6.273038814717033,6.100887698835223,0.9861399317014115,0.9226547971937104,0.5845863950440778,0.49757550544148366,0.0,27.765343707517502
2024-03-14,12.400460564584566,6.273038814717033,6.100797446347001,0.9849666493545246,0.904153037108187,0.5845863950440778,0.4901748014072742,0.0,27.73817770856266
2024-03-15,12.400460564584566,6.273038814717033,6.100797446347001,0.9823493271960847,0.904153037108187,0.5845863950440778,0.49098707380127277,0.0,27.73637265879822
2024-03-18,12.400460564584566,6.276269853795383,6.100797446347001,0.9820785697314186,0.904153037108187,0.582330082838526,0.49098707380127277,0.0,27.737076628206353
2024-03-19,12.400460564584566,6.276269853795383,6.100436436394112,0.9820785697314186,0.9045140470610752,0.582330082838526,0.49098707380127277,0.0,27.737076628206353
2024-03-20,12.400460564584566,6.276269853795383,6.100436436394112,0.9820785697314186,0.9045140470610752,0.5904528067785121,0.49098707380127277,0.0,27.745199352146336
2024-03-21,12.400460564584566,6.276269853795383,6.100436436394112,0.9820785697314186,0.9045140470610752,0.5868427072496294,0.5379183676767472,0.0,27.788520546492933
2024-03-22,12.400460564584566,6.276269853795383,6.100255931417668,0.9820785697314186,0.9045140470610752,0.5868427072496294,0.5373768527474148,0.0,27.787798526587153
2024-03-25,12.400460564584566,6.277172378677603,6.100255931417668,0.9812662973374199,0.9044869713146086,0.5868427072496294,0.5299761487132053,0.0,27.780460999294704
2024-03-27,12.400460564584566,6.277172378677603,6.100255931417668,0.9812662973374199,0.9044869713146086,0.5868427072496294,0.5306079161307599,0.0,27.781092766712256
2024-03-28,12.400460564584566,6.277172378677603,6.1001656789294465,0.9812662973374199,0.9044869713146086,0.5868427072496294,0.5306079161307599,0.0,27.781002514224035
2024-04-02,12.400460564584566,6.282948537923816,6.1001656789294465,0.9846056394016364,0.9044869713146086,0.5878354846200721,0.5301566536896495,0.0,27.790659530463795
2024-04-03,12.411200610682991,6.282948537923816,6.09989492146478,0.9818958084427688,0.9044869713146086,0.5878354846200721,0.5297053912485391,0.0,27.797967725697575
2024-04-05,12.412554398006323,6.282948537923816,6.09989492146478,0.9818055559545468,0.9044869713146086,0.5878354846200721,0.5297053912485391,0.0,27.799231260532686
2024-04-08,12.412554398006323,6.282948537923816,6.09989492146478,0.9816250509781027,0.9044869713146086,0.5878354846200721,0.5297053912485391,0.0,27.799050755556244
2024-04-09,12.414359447770765,6.278029687063224,6.09989492146478,0.9825275758603234,0.9044869713146086,0.5878354846200721,0.5297053912485391,0.0,27.79683947934231
2024-04-10,12.415713235094096,6.27760098774417,6.09989492146478,0.9825275758603234,0.9044869713146086,0.5878354846200721,0.5298633331029278,0.0,27.79792250920098
2024-04-11,12.415713235094096,6.277605500368582,6.09989492146478,0.9825275758603234,0.9044869713146086,0.5878354846200721,0.5298633331029278,0.0,27.797927021825387
2024-04-12,12.415713235094096,6.277605500368582,6.097187346818118,0.9837008582072102,0.9044869713146086,0.5923481090311754,0.5297730806147056,0.0,27.800815101448496
2024-04-16,12.415713235094096,6.277605500368582,6.097097094329896,0.9837008582072102,0.9044869713146086,0.5923481090311754,0.5297730806147056,0.0,27.80072484896027
2024-04-18,12.442879234048936,6.27539431440714,6.093667499777458,0.9829562751793782,0.9044869713146086,0.5923481090311754,0.5339246950729207,0.0,27.82565709883162
2024-04-19,12.442879234048936,6.272686739760479,6.093667499777458,0.9829562751793782,0.9044418450704975,0.591806594101843,0.5336539376082545,0.0,27.82209212554685
2024-04-22,12.444413526348713,6.272686739760479,6.093667499777458,0.982775770202934,0.9044418450704975,0.591806594101843,0.5294120706618174,0.0,27.81920404592374
2024-04-23,12.477626442014433,6.290737237404892,6.092855227383459,0.9912595040958082,0.9044418450704975,0.591806594101843,0.5298633331029278,0.0,27.878590183173863
2024-04-24,12.518871829131918,6.32954580734038,6.092155770599738,1.012920101269104,0.9044418450704975,0.6668064118143799,0.5441006631199586,0.0,28.068842428345974
2024-04-25,12.546850100480759,6.343986205455911,6.092155770599738,1.043154684823496,0.928268501961123,0.6668064118143799,0.6231618428024885,0.0,28.244383517937894
2024-04-26,12.611470882047756,6.343986205455911,6.07870814985465,1.0436961997528285,0.952817178757525,0.6698749964139302,0.6042088202758547,0.0,28.304762432558455
2024-04-29,12.61896183857019,6.343986205455911,6.075007797837546,1.0436961997528285,0.952817178757525,0.6698749964139302,0.5981619035649762,0.0,28.302506120352906
2024-04-30,12.675550148685424,6.380087200744737,6.0749852347154905,1.0518189236928144,0.962564447485508,0.6698749964139302,0.593739531642095,0.0,28.40862048338
2024-05-02,12.747391129310188,6.380087200744737,6.0749852347154905,1.0518189236928144,0.962564447485508,0.672311813595926,0.5873316049783284,0.0,28.476490354522994
2024-05-03,12.75921420526728,6.380087200744737,6.0749852347154905,1.0509163988105938,0.962564447485508,0.672311813595926,0.5850752927727767,0.0,28.48515459339231
2024-05-06,12.823293471904945,6.378282150980295,6.0749852347154905,1.0947727904123425,0.962564447485508,0.672311813595926,0.5859778176549973,0.0,28.592187726749508
2024-05-07,12.826001046551609,6.429184554337541,6.0749852347154905,1.0906211759541273,0.962564447485508,0.6632865647737194,0.5685590874281385,0.0,28.61520211124613
2024-05-08,12.826001046551609,6.474310798448574,6.0749852347154905,1.0906211759541273,0.962564447485508,0.6632865647737194,0.5687395924045827,0.0,28.66050886033361
2024-05-09,12.826001046551609,6.483336047270781,6.0749852347154905,1.0688651819007808,0.9315175915371173,0.6632865647737194,0.5777648412267893,0.0,28.625756507976284
2024-05-10,12.826001046551609,6.611404328057892,5.9725486605834455,1.0789734605816523,0.9315175915371173,0.6632865647737194,0.5687395924045827,0.0,28.65247124449002
2024-05-13,12.826001046551609,6.611404328057892,5.972458408095223,1.07843194565232,1.0037195821147702,0.6624742923797208,0.5993351859118632,0.0,28.7538247887634
2024-05-14,12.826001046551609,6.615014427586775,5.972458408095223,1.07843194565232,1.0037195821147702,0.6624742923797208,0.6286672445840346,0.0,28.786766946964455
2024-05-16,12.826001046551609,6.615014427586775,5.972458408095223,1.07843194565232,1.0037195821147702,0.6660843919086035,0.6277647197018139,0.0,28.789474521611112
2024-05-17,12.826001046551609,6.581911619956686,5.971375378236559,1.07843194565232,1.093972070336836,0.6557053557630658,0.6091727071280684,0.0,28.81657012362514
