date,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,97.47462824232808,0.0,0.0,0.34588493012300875,1.5703450339433902,0.0,0.0,0.554239423744726,0.05490236986079504
2024-03-04,97.47876045438038,0.0,0.0,0.34588293619475513,1.5675908786826582,0.0,0.0,0.5528636773779657,0.054902053364246854
2024-03-05,97.48150555704859,0.0,0.0,0.34588293619475513,1.5648457760144459,0.0,0.0,0.5528636773779657,0.054902053364246854
2024-03-06,97.66642068897042,0.0,0.0,0.3465507610227208,1.4303470100783013,0.0,0.0,0.5016734826233673,0.05500805730519378
2024-03-07,97.50139101930979,0.0,0.0,0.39193327067901823,1.5499929452011278,0.0,0.0,0.5016745864691432,0.05500817834091483
2024-03-08,97.4147431837041,0.0,0.0,0.4029364578832386,1.6283858695547537,0.0,0.0,0.4989260987032047,0.05500839015470835
2024-03-11,97.40509887276032,0.0,0.0,0.41256576298261943,1.628397066492399,0.0,0.0,0.4989295293669811,0.05500876839768259
2024-03-12,97.502217386905,0.0,0.0,0.22056692869098765,1.7219384414244543,0.0,0.0,0.5001355108068145,0.05514173217274691
2024-03-13,97.48431505104432,0.0,0.0,0.22056528677347173,1.7398465527299918,0.0,0.0,0.5001317877588471,0.05514132169336793
2024-03-14,97.42226542877324,0.0,0.0,0.21918808322640448,1.803270010493457,0.0,0.0,0.5001348213493053,0.05514165615758604
2024-03-15,98.45238805063585,0.0,0.0,0.22289847141800764,0.7635665761513124,0.0,0.0,0.5054222839403324,0.05572461785450191
2024-03-18,98.42171840302254,0.0,0.0,0.2535504021978083,0.7635767881572458,0.0,0.0,0.5054290435020047,0.055725363120397435
2024-03-19,98.38411548886393,0.0,0.0,0.2535485654166444,0.8011856042368801,0.0,0.0,0.505425382050322,0.055724959432229534
2024-03-20,98.38294134868742,0.0,0.0,0.2537327998438567,0.8017677647813297,0.0,0.0,0.5057926361722594,0.055765450515133354
2024-03-21,98.07067634372325,0.0,0.0,0.3081006778214912,1.061065275520077,0.0,0.0,0.504392874370206,0.055764828564975784
2024-03-22,98.33928983845018,0.0,0.0,0.03495054637490137,1.0640344338374974,0.0,0.0,0.5058043071375726,0.055920874199842194
2024-03-25,94.42374266723982,0.0,0.0,0.1632575521459463,1.3911972067577292,0.0,3.4796795618545087,0.48815357327606096,0.05396943872593267
2024-03-26,94.10665154077891,0.0,0.0,0.33865941602703664,1.5328723607502643,0.0,3.4796917686602686,0.4881552857314018,0.053969628052117385
2024-03-27,94.04563318541553,0.0,0.0,0.33875338753387535,1.6156242239713232,0.0,3.4806573165333248,0.46534728295490124,0.053984603591055835
2024-03-28,94.0158835044122,0.0,0.0,0.35495221776305064,1.629136205558093,0.0,3.4806911392049713,0.4653518048847904,0.05398512817688983
