date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,CORE PACIFIC - YAMAICHI INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,51.02787354358254,0.7026821283575468,13.096656404833155,8.379166391971674,5.098282890409413,0.021968878735543203,2.6058038281416374,1.0565092900201491,1.4204717065196575,0.7843646148907045,84.19377967746202
2024-03-04,51.051640032167846,0.7064104905138587,13.108978989363878,8.260614571228304,5.108752084150823,0.021326688534572192,2.6003676134171387,1.0567482445135339,1.4178518691928126,0.7843198109231949,84.11701039400596
2024-03-05,51.02761696619527,0.6900920641407894,13.111965920531185,8.210201296333056,5.1065268204311804,0.0213714925020818,2.609731642626646,1.180914973138487,1.4573917438864354,0.7841853990206661,84.1999983188058
2024-03-06,51.042540645059766,0.702826471806207,13.105245325404747,8.271897031653294,5.105912707383182,0.0213714925020818,2.514373865110369,1.1880836079400239,1.5475380732485533,0.7843646148907045,84.28415383499892
2024-03-07,51.07711661351971,0.6905800540202481,13.16889682858006,8.230094780620274,5.090291057378166,0.0213714925020818,2.4954068521979695,1.1912875396566358,1.5656648624235894,0.7843198109231949,84.31502989182194
2024-03-08,50.96443583000553,0.6882651823655852,13.188013188050823,8.309031381331327,5.083799933238653,0.0213714925020818,2.5002307460331705,1.2043432664423763,1.5646222740996412,0.7843347455790314,84.30844803964821
2024-03-11,50.94862951298109,0.6868355624356329,13.20466532930856,8.31710654974214,5.071763870080153,0.0213714925020818,2.505547483510977,1.205672450811828,1.5535371004782519,0.784349680234868,84.29947903208557
2024-03-12,50.946038275520166,0.6868427310704344,13.200722580167715,8.37156091848692,5.086011531748206,0.0213714925020818,2.4292612614979556,1.2000868895289638,1.5637771965991305,0.7842152683323391,84.28988814545392
2024-03-13,50.89575119846674,0.687918026290665,13.186684003681371,8.31506005385286,5.080082473381102,0.0213714925020818,2.367192831841315,1.349762010322719,1.6122980265800537,0.7841704643648296,84.30029058128375
2024-03-14,50.88423291982609,0.6594559325637922,13.198616793694764,8.353077863096903,5.089715326395668,0.021789662865504784,2.3735549952276793,1.3593912043466043,1.5584026620032367,0.7840360524623008,84.28227341248254
