date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,0.0,0.0,58.08663221342984,0.0,0.0,41.91336778657017,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,58.12692719913149,0.0,0.0,41.87307280086851,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,57.578248889775615,0.0,0.0,42.421751110224385,0.0,0.0,0.0,0.0
2024-03-07,98.00817738335166,0.0,0.8859767074890078,0.0,0.0,1.1058459091593342,0.0,0.0,0.0,0.0
2024-03-08,97.36763380202738,0.0,0.8801863060313301,0.0,0.0,1.0996702246104157,0.0,0.652509667330866,0.0,0.0
2024-03-11,97.02060289701684,0.0,0.8792186816762391,0.0,0.0,1.460323606571238,0.0,0.6398548147356692,0.0,0.0
2024-03-12,96.8028835066595,0.0,0.8803852510131783,0.0,0.0,1.6760274522200838,0.0,0.6407037901072349,0.0,0.0
2024-03-13,96.79735330726024,0.0,0.8753914649582261,0.0,0.0,1.6865531918478411,0.0,0.6407020359336926,0.0,0.0
2024-03-14,96.7978306597692,0.0,0.8833294625452417,0.0,0.0,1.6781353791593574,0.0,0.6407044985261958,0.0,0.0
2024-03-15,96.42585922665393,0.0,0.8799350339319519,0.0,0.29721042530630387,1.7587528931808445,0.0,0.6382424209269791,0.0,0.0
2024-03-18,96.38180163351919,0.0,0.9197966658157607,0.0,0.29721042530630387,1.7629488544317717,0.0,0.6382424209269791,0.0,0.0
2024-03-19,96.04595882340939,0.0,0.9198352617469159,0.0,0.29197772501484776,2.103958987373456,0.0,0.6382692024553908,0.0,0.0
2024-03-20,84.21390032482218,11.913537546688303,0.8109479264869657,0.0,0.2574142789780543,2.241487111505756,0.0,0.5627128115187456,0.0,0.0
2024-03-21,84.21390032482218,11.916312105079186,0.8109479264869657,0.0,0.2574142789780543,2.238712553114874,0.0,0.5627128115187456,0.0,0.0
2024-03-22,83.51273906497401,11.817097410401537,0.8041960094327302,0.0,0.25527105892227975,2.2255760451503175,0.8270927219178906,0.5580276892012263,0.0,0.0
