date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,68.1148569246865,0.0,31.8851430753135,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,62.45497157734735,0.0,29.23570267071398,0.0,0.0,0.0,8.309325751938665,0.0
2024-03-12,0.0,43.43325210685514,30.429292204065543,20.331474221321084,0.0,0.0,0.0,5.805981467758228,0.0
2024-03-14,0.0,40.58900324970265,28.44252370673619,19.000057173020185,0.0,0.0,6.547566549321628,5.42084932121935,0.0
2024-03-20,0.0,40.59260139174718,28.446030065233746,18.991891693964156,0.0,0.0,6.548146979305226,5.421329869749694,0.0
2024-03-21,0.0,36.54728719203887,25.611199938490138,17.099227353300954,9.965644134674141,0.0,5.895581953932252,4.881059427563645,0.0
2024-03-22,0.0,36.548907807873015,25.612335615563342,17.099985584095343,9.966086041089719,0.0,5.891409083066429,4.881275868312152,0.0
2024-03-28,0.0,36.55004232447648,25.613130649444027,17.100516385663095,9.966395398899932,0.0,5.891591958611101,4.878323282905368,0.0
2024-04-03,0.0,36.553284188621994,24.68231431224597,17.102033143166366,9.967279384193763,0.0,5.89211452273185,5.802974449040061,0.0
2024-04-05,0.0,36.57102350676961,24.68231431224597,17.084293825018744,9.967279384193763,0.0,5.89211452273185,5.802974449040061,0.0
2024-04-08,0.0,36.577836598515624,24.66828281261914,17.08747658694566,9.969136263832093,0.0,5.893212209177895,5.804055528909586,0.0
2024-04-09,0.0,34.289444449037056,23.058948514696095,16.002920513261596,9.336387055409869,6.357466851879538,5.5191652243904565,5.4356673913253895,0.0
2024-04-10,0.0,34.324911343892204,23.05065445859271,15.99428302885045,9.331347794133736,6.349883566784486,5.51618628666789,5.432733521078529,0.0
2024-04-15,0.0,34.32533888784145,23.050941572745497,15.993236671129853,9.331464023459073,6.349962659612149,5.516254995135806,5.432801190076172,0.0
2024-04-16,0.0,34.361978377829374,23.053238743482325,15.953307053699486,9.332393962308588,6.350595473172305,5.5168047245042,5.4316816650037225,0.0
2024-04-17,0.0,34.38905693886279,23.042480738948818,15.950459086345914,9.330727953295794,6.34946177164431,5.515819870411031,5.4219936404913485,0.0
2024-04-19,0.0,34.414411639832196,23.034730068978497,15.940591836134118,9.32859787832611,6.348012278136577,5.514560685714827,5.4190956128776735,0.0
2024-04-22,0.0,34.440326436390286,23.029855030448783,15.937218191244213,9.324963675965336,6.346668793565654,5.51339359169042,5.407574280695308,0.0
2024-04-23,0.0,34.482682814543026,23.01934726333639,15.917502911088333,9.320709001044063,6.3437730168647555,5.510878011119729,5.405106982003702,0.0
2024-04-24,0.0,34.482682814543026,23.01934726333639,15.917502911088333,9.320709001044063,6.3437730168647555,5.501752667431288,5.4142323256921445,0.0
2024-04-25,0.0,34.82286687135899,22.619922148130396,15.937821519245038,9.3348970002344,6.352864091202106,5.5096370671965955,5.421991302632476,0.0
2024-04-26,0.0,34.959812742838665,22.36651706536536,15.981435893424495,9.360442253718592,6.370248913290267,5.524714370725911,5.436828760636709,0.0
2024-04-29,0.0,34.98293454959324,22.355833722422634,15.976777646052561,9.357713884639661,6.368392121731811,5.5231040344351205,5.435244041124973,0.0
2024-05-02,0.0,35.00458572177779,22.348389061518603,15.971457258837718,9.354597695479686,6.366271399219789,5.521264799218731,5.4334340639476855,0.0
2024-05-07,0.0,34.99002079640481,22.339090205035216,16.006420376640403,9.350705376387216,6.363622481487388,5.518967477079164,5.431173286965796,0.0
2024-05-13,0.0,35.01165340022106,22.33165668953589,16.00109410896941,9.347593852475228,6.3615049339098535,5.517130995382522,5.429366019506037,0.0
2024-05-16,0.0,35.03327161197367,22.32422811951742,15.995771384837784,9.34448439864461,6.359388795126182,5.515295735488014,5.427559954412322,0.0
2024-05-21,0.0,35.121154222326666,22.16992771263765,16.020685587392446,9.359038893796836,6.369293856704881,5.52388608051089,5.436013646630627,0.0
2024-05-22,0.0,35.14962544774733,22.157458275920224,16.01468310272964,9.355532334285872,6.366907467653101,5.521816441150172,5.43397693051366,0.0
2024-05-23,0.0,33.71055584580443,21.225165825689327,15.340852739896876,8.961890967368594,6.099014838024977,5.289481679845907,5.205338085572121,4.167700017797766
2024-05-24,0.0,33.71190022516687,21.2220242797051,15.341464534194191,8.962248368217162,6.099258067170084,5.289692624751143,5.20554567482484,4.167866225970612
2024-05-28,0.0,33.738325428068464,21.213564295190853,15.335348786201703,8.958675642005533,6.096826648370605,5.287583932521755,5.203470527081308,4.166204740559775
2024-06-05,0.0,33.73845992364944,21.213648861648085,15.335011276224304,8.95871135516764,6.096850952962838,5.28760501112195,5.20349127036903,4.166221348856717
2024-06-14,0.0,33.76486411819113,21.205195552068552,15.328900512415162,8.955141447839917,6.094421452554786,5.285497982652457,5.201417759918766,4.16456117435923
2024-06-17,44.6222486401528,18.698147989146623,11.742913674506825,8.48898725640577,4.959136203519895,3.374940110204836,2.9269782674092424,2.8804167162615224,2.30623114239249
2024-06-18,44.612305558027074,18.716043688715445,11.740517647355547,8.487095673170344,4.958031169595185,3.37418807937475,2.926326054977552,2.879774879042671,2.3057172497414355
2024-06-19,44.6154553618746,18.73942884121373,11.741125936711917,8.465410531802505,4.9583812260529,3.374426310294712,2.9199135471714537,2.8799782024504297,2.3058800424277517
2024-06-20,44.6154553618746,18.73942884121373,11.807096478543885,8.399439989970537,4.9583812260529,3.374426310294712,2.9199135471714537,2.8799782024504297,2.3058800424277517
2024-06-25,44.609746669860876,18.75909197384035,11.805585722308729,8.394394291836589,4.957746785115862,3.373994541519245,2.919098716711302,2.874756301198986,2.3055849976080576
2024-06-27,44.610041911206324,18.7592161274159,11.80456080292883,8.39356740661051,4.959103259999412,3.3740168716771666,2.919118036225465,2.874775327241085,2.3056002566953095
2024-07-03,44.61191186381703,18.760002471558824,11.80086384850526,8.393919246075633,4.9593111344530225,3.3741583028748847,2.9192403990872546,2.874895831356259,2.3056969022718334
2024-07-08,44.61388040435567,18.760830273458076,11.801384572184345,8.389877045774947,4.959529968495413,3.3743071906298696,2.9193692131825837,2.8750226887078485,2.305798643211244
2024-07-11,44.63357536895761,18.769112312249366,11.806594337604801,8.34943541387901,4.961719371575496,3.3757967911773488,2.920657979655988,2.8762918782419273,2.3068165466584594
2024-07-16,44.63948724960951,18.753496349048273,11.808158164299222,8.350541327202547,4.967233203885704,3.376243927835561,2.9210448315104056,2.8766728536435986,2.307122092965179
2024-07-17,44.64737219373206,18.756808893163935,11.810243911090962,8.352016334103721,4.968110596496361,3.3768402943342672,2.903897185241551,2.8771809778651654,2.3075296139719774
2024-07-18,44.655259923878,18.738039196760358,11.805705371562476,8.353491862175835,4.968988299120163,3.377436871549877,2.904410208880867,2.888730987102389,2.307937278970038
2024-07-24,44.63140807170941,18.728030589899436,11.850164269212112,8.349029985717655,4.966334198023448,3.3756328707422165,2.905507461125313,2.8871880202810862,2.3067045332893232
2024-07-25,44.629733486171766,18.731079941700546,11.849719647037702,8.348716727286622,4.966147859483339,3.3755062158543265,2.905398445501919,2.8870796920093134,2.3066179849544635
2024-07-29,44.62106705185187,18.746861164282862,11.847418606699602,8.347095529947522,4.9651835070015915,3.37485074245955,2.9048342600848387,2.8865190638232887,2.3061700738488797
2024-07-30,44.62096858898475,18.747040461138376,11.84739246364922,8.347077110868547,4.965172550602828,3.37484329536108,2.904827850146021,2.886512694299613,2.306164984949565
2024-07-31,44.594104468903076,18.756263223672022,11.840259723507925,8.3420517407583,4.962183261131005,3.3728114659676276,2.8986683607086765,2.8847748650662046,2.3488828902851577
2024-08-01,44.57640955027897,18.792909581691163,11.835561514298636,8.338741618748479,4.960214269264269,3.371473136044075,2.8975181705350677,2.87922130442472,2.347950854714623
2024-08-02,44.57739223290214,18.793323869559366,11.835822428103784,8.338925445498335,4.959882718647184,3.371547459842217,2.8975820460419834,2.8775211843416018,2.3480026150633875
2024-08-07,44.59998119752575,18.799872042968172,11.839946393520066,8.341830984201293,4.961610894692809,3.330822301144059,2.898591652955344,2.8785238014322965,2.3488207315602074
2024-08-08,44.60145656358294,18.800493942178598,11.840338058596126,8.338798934684695,4.961775024634267,3.3309324846471395,2.898687538281382,2.8786190229144006,2.3488984304804474
