date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,EFG BANK AG,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,41.37816924566993,21.90554632233653,10.272784256095381,6.671251725809392,6.586990006475254,3.7813091276043536,2.4475048793980143,4.656910702140352,0.0,2.2995337344707893
2024-03-04,41.87243042161845,21.537934261205958,10.20419258947828,6.673421752856096,6.571691653160093,3.804821840428685,2.3389583885052825,4.699612837426321,0.0,2.2969362553208335
2024-03-05,41.859561301615294,21.623698826164155,10.201488986793754,6.65230241790733,6.571100765876281,3.8169715032456177,2.339023033625827,4.643916573143802,0.0,2.2919365916279397
2024-03-06,41.875900167981655,21.587085384103833,10.258328692108702,6.6487186684134185,6.566136653320802,3.837869495718039,2.2773725412022627,4.643864983010332,0.0,2.3047234141409603
2024-03-07,41.990778594993536,21.537302489125036,10.12815352487449,6.643963058361259,6.560866394168423,3.9188966703680737,2.2519532074757342,4.67319184386462,0.0,2.294894216768823
2024-03-08,42.03302394460253,21.504098129357523,10.145338641635213,6.635450902249565,6.5654869634562285,3.891578229212839,2.2916250148606494,4.638710312493345,0.0,2.2946878621321045
2024-03-11,41.977388837386584,21.483603205570347,10.225947879853553,6.671289069921553,6.559711684287772,3.877015120730288,2.2773318493360177,4.6367162194577425,0.0,2.2909961334561393
2024-03-12,42.021735871514814,21.482269578491454,10.24459906956256,6.661591162835924,6.551436882671394,3.854238082797451,2.24911367105721,4.646891282215899,0.0,2.2881243988532964
2024-03-13,41.877970212146224,21.500410430589376,10.329428606487268,6.662859710399617,6.545641167012538,3.880552767164342,2.248029911706638,4.626633574503659,0.0,2.3284736199903455
2024-03-14,42.11162239623047,21.45466115623755,10.500589809925826,6.658074674762468,6.539844514677955,3.67542095229521,2.13384761026391,4.6345387565733,0.0,2.2914001290333093
2024-03-15,42.11023036567648,21.446655040322803,10.551097134993169,6.649869117946007,6.535694663577596,3.6591101589346566,2.0965667520643416,4.63040302476826,0.0,2.3203737417166908
2024-03-18,42.024985589233296,21.425605732133533,10.620761550111595,6.613191093410281,6.518699585201272,3.6741032135487086,2.1901330649211346,4.632979662814264,0.0,2.299540508625916
2024-03-19,42.25250921171268,21.28371940127642,10.608558513411538,6.58294613886477,6.503909056097784,3.6794673572113847,2.1816477967174253,4.6153238209733605,0.0,2.291918703734634
2024-03-20,42.196131900203724,21.313627343945736,10.603382049890476,6.561282966758353,6.49957006639601,3.72061194082774,2.195816747941643,4.617264279375457,0.0,2.292312704660856
2024-03-21,42.131392806868675,21.27283339513658,10.614918180629966,6.588200155451385,6.504243602561329,3.7686440973827855,2.2011997064602493,4.624266331377456,0.0,2.294301724131578
2024-03-22,42.14029272955499,21.288825030161306,10.60426584242959,6.559987758880868,6.500654255517032,3.785776249064928,2.2141641863594126,4.613476767456854,0.0,2.292557180575019
2024-03-25,42.153293060850366,21.279721359858048,10.65110276962217,6.565906840133212,6.498988053120408,3.7340943648383957,2.212061604817815,4.614869130797972,0.0,2.2899628159616134
2024-03-26,42.0980528706884,21.282632058194743,10.683325502536485,6.550795677086209,6.484279200966002,3.7852635058363853,2.221020826667954,4.6067239164943565,0.0,2.287906441529466
2024-03-27,42.100120359235326,21.23687992730772,10.75111336504598,6.5603573992586,6.481770140500326,3.7409989749986923,2.2174473993562085,4.60844169975936,0.0,2.3028707345377866
2024-03-28,41.99379151322663,21.2564147013145,10.84273868741148,6.558651319522451,6.482673930830142,3.679103142416736,2.2681877408793993,4.614566792597882,0.0,2.3038721718007733
2024-04-02,41.92043068848009,21.222922781809558,10.90647882220766,6.544105104853733,6.474073925659604,3.689764247288766,2.3275985293264734,4.605506577727545,0.0,2.3091193226465747
2024-04-03,41.95384302739351,21.175553200235623,10.97300161746441,6.548929133002297,6.46538566809919,3.6759344378532224,2.2700370589088763,4.602391296730605,0.0,2.334924560312267
2024-04-05,41.86815776292087,21.09618568337718,11.060349717992732,6.543469003874415,6.474363677147746,3.6747195483638007,2.341259666544246,4.6054358742250425,0.0,2.336059065553964
2024-04-08,41.84182537148921,21.055287719702235,11.045007131051706,6.537327461971675,6.4704442778227715,3.759859714409734,2.344894222808749,4.595006036974978,0.0,2.3503480637689362
2024-04-09,41.84543478408391,21.057440723767233,11.039913771050607,6.5430106421642185,6.471607036821959,3.759993795613229,2.344977844609386,4.5950067978892815,0.0,2.3426146040001745
2024-04-10,41.82202901983364,21.07921038099565,11.056776149395448,6.546399382582785,6.466544991469633,3.7551418289489247,2.352474383670258,4.590458511760562,0.0,2.3309653513430972
2024-04-11,41.737395609344894,21.137516805843227,11.060067130522873,6.535628779880566,6.467888245280746,3.765979091890175,2.374655990725222,4.59009007949638,0.0,2.3307782670159165
2024-04-12,41.7328240830444,21.11560499108514,11.07986527336809,6.561434577841206,6.463820966722604,3.754946729124848,2.362727473402937,4.598241759312117,0.0,2.3305341460986604
2024-04-15,41.704713950232566,21.093098433579073,11.092859529866534,6.574511426899299,6.466586168657579,3.789565800890968,2.358921482301877,4.588721336883117,0.0,2.3310218706889945
2024-04-16,40.82228038401746,22.052391681722128,11.03408802505275,6.480980432515356,6.445081780061414,3.844933330563692,2.436742369900198,4.564677255378002,0.0,2.3188247407889957
2024-04-17,40.724791261032,21.97936371214253,11.004585878463452,6.510496287879572,6.439483508705589,4.021155808831029,2.4419590131552935,4.561241999286808,0.0,2.316922530503718
2024-04-18,40.731364535880516,21.98672779260412,10.884354232848235,6.493837932920769,6.448332792572635,4.104342244539047,2.4615363157868253,4.567879233920127,0.0,2.3216249189277236
2024-04-19,40.737129542990026,21.946102034838418,10.892286402762492,6.483188674177518,6.451620244371771,4.136459863491846,2.4601872454258005,4.569856750393037,0.0,2.3231692415490883
2024-04-22,40.698357088678435,21.956697283587364,10.892402028994317,6.491250304817305,6.450859491629466,4.138207746194973,2.481775084841954,4.569312585632923,0.0,2.321138385623257
2024-04-23,40.653609420974156,21.937648431674635,10.87286085439556,6.456938643730664,6.436291713152409,4.1816179823479995,2.547989487377052,4.5973730663431915,0.0,2.3156704000043336
2024-04-24,40.709921680817544,21.93261839301212,10.881439826767531,6.472056912574624,6.439439458750025,4.114442794699292,2.5710740607988543,4.560842237620765,0.0,2.3181646349592433
2024-04-25,40.71042624730269,21.964736564033554,10.872916622503341,6.476511903305174,6.440224306809346,4.081172345297232,2.575052793536036,4.5609259289023365,0.0,2.31803328831029
2024-04-26,40.66723545228629,22.10593605671764,10.859919617600951,6.47399986935481,6.429729265882056,4.002600691081668,2.5884727794468,4.555517025539867,0.0,2.316589242089912
2024-04-29,40.71808712771342,22.153509993286637,10.875965865151688,6.4636246829900035,6.415150625401811,3.8774875836202995,2.6120023977467213,4.563997402420393,0.0009762379253521366,2.3191980837436748
2024-04-30,26.08351560408041,14.010774495618492,6.924377820009211,4.140542417926841,4.069809342887752,2.1946019968289012,1.6352021869228677,2.928288679813458,0.000623808268534313,1.5693321565302283
2024-05-02,40.97773350416064,22.137465337317288,10.91574451262211,6.511585738210603,6.4185790385731964,3.0672167606201968,2.798580280202792,4.6453690412042326,0.0009833995628847996,2.5267423875260557
2024-05-03,40.933359187645266,22.469494154765272,10.817437115647515,6.520119364313988,6.404045701872711,2.9057819031856,2.8513856358124476,4.56789061042883,0.0009818178513832413,2.5295045084769896
2024-05-06,41.238818446756554,22.212743663747364,10.924527841493964,6.500638646389109,6.39041218266871,2.9008231258282415,2.846519686818663,4.483866338435801,0.00098014235876449,2.5006699255028306
2024-05-07,41.24264237786958,22.137649736201602,10.934014477653642,6.517527444994466,6.391955919010664,2.903215652174157,2.848867425046562,4.516399940219143,0.0009809507556623263,2.5067460760745184
2024-05-08,41.3101437268118,22.11009165992002,10.945203934239155,6.544176938543754,6.388412393268658,2.8156027637516257,2.8435188745539683,4.53645605603459,0.0009806248133125204,2.505413028063117
2024-05-09,41.3447950726186,22.113937064646176,10.955875863573922,6.542832976219754,6.397840133858399,2.7227657102284093,2.8014272325516933,4.611151631269806,0.0009815455406317322,2.508392769492614
2024-05-10,41.287436196511266,22.15234150440061,10.953314221897058,6.566251304259553,6.410577390580717,2.694144791041478,2.842157467683573,4.584927966818325,0.000981226495511324,2.507867930311911
2024-05-13,41.3142508217269,22.260191675882524,10.959656050366993,6.555553925999516,6.387819147479948,2.5889980179410137,2.8386147879309482,4.586364297882952,0.000981119063525347,2.507570155725681
2024-05-14,41.388521724759116,22.067495688336628,11.052137552882593,6.528240105754725,6.32799301297301,2.6525100437715663,2.897792927810978,4.579092701256676,0.0009813104338266918,2.505234932020886
2024-05-16,41.42124711835912,22.032649950666507,11.033802428257736,6.504815545402446,6.3148971497611575,2.6054841819481562,3.0291185650364825,4.57320832202412,0.0009800469098112678,2.4837966916344625
2024-05-17,41.35330352123761,21.99578744977393,11.039628492839736,6.512577518600581,6.3131635266480215,2.6706541607780463,3.049531192791332,4.574795514234202,0.0009799929186452238,2.4895786301778906
