date,454,460,7,181,482,76,30,452,466,154,Others
2017-03-17,33.49142550911039,15.986066452304396,12.94033583422651,5.435512683101107,4.085387638442302,2.6384423008217217,2.633637013219007,2.6259378349410505,2.4383708467309755,2.1436227224008575,15.58126116470168
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
