date,CITIBANK N.A.,CNI SECURITIES GROUP LTD,KGI ASIA LTD,SINOMAX SECURITIES LTD,GRAND CHINA SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA VERED SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,29.39468082597311,0.0,1.0783551525435329,0.0,1.549671265583663,0.0,0.0,0.3096443076525814,0.38372023323393695,32.71607178498683
2024-03-04,29.399145824228846,0.0,1.1065854640959156,0.0,1.4092398688307382,0.8407636682400577,0.0,0.3122080808445835,0.38372023323393695,33.45166313947408
2024-03-05,29.326772454333994,0.0,1.118396104643341,0.0,1.5566712305910395,0.8407636682400577,0.0,0.33533965245332176,0.3914945153581789,33.56943762561993
2024-03-06,29.31735274833642,0.0,1.1349598078500964,0.0,1.6913701457124095,0.8393233462220789,0.0,0.3391709090211451,0.3948648688802491,33.717041826022395
2024-03-07,29.32305642352761,0.0,1.177622146022626,0.0,1.6337572649932606,0.8391217011395619,0.0,0.31768130451290266,0.3951529332838448,33.686391773479805
2024-03-08,29.333599580699214,0.0,1.154202510010292,0.0,1.7083659455245581,0.8396978299467533,0.0,0.29587482916070484,0.3948648688802491,33.72660556422177
2024-03-11,29.416952159495324,0.0,1.127671778439124,0.0,1.4349352136314784,0.8392945397817193,0.0,0.27977202899970277,0.3786756493981683,33.47730136974552
2024-03-12,29.392465244867672,0.0,1.1760377918028495,0.0,1.4847127425728228,0.8393233462220789,0.0,0.2805498028894113,0.3864533882952534,33.55954231665009
2024-03-13,29.400185370884035,0.0,1.2106055202343387,0.0,1.5165438591701526,0.8415702485701257,0.0,0.297487989820841,0.3879801296343108,33.654373118313806
2024-03-14,29.36041837667398,0.0,1.2443090554550407,0.0,1.487737418810578,0.8415241582655504,0.0,0.3110846296705601,0.4032475430248852,33.64832118190059
2024-03-15,29.338006966074232,0.0,1.2319510925407833,0.0,1.6062759208902266,0.844116737897912,0.0,0.3181134011182962,0.40278663997913206,33.74125075850058
2024-03-18,29.344776479558732,0.0,1.2403308860413833,0.0,1.704649914718173,0.8508862513824121,0.0,0.32154136752108564,0.4022105111719405,33.864395410393726
2024-03-19,29.33812219183567,0.0,1.2423473368665536,0.0,1.704649914718173,0.8501660903734227,0.0,0.32165659328252394,0.39780312579692567,33.85474525287327
2024-03-20,29.338295030477823,0.0,1.3465114252067745,0.0,1.477136648758255,0.8495899615662312,0.0,0.3338129111142643,0.38072090666369807,33.72606688378705
2024-03-21,29.34028267486264,0.0,1.3783425418041042,0.0,1.7348678706553669,0.8737873714682737,0.0,0.33580055549907495,0.40131751152079376,34.064398525810255
2024-03-22,29.339101610807894,0.0,1.4186715583075085,0.0,1.7226827463832666,0.9007501996448354,0.0,0.34493219709306,0.3844081310297236,34.11054644326629
2024-03-26,29.342212706366727,0.0,1.465798894735772,0.0,1.7226827463832666,0.9038612952036694,0.0,0.3384795544525154,0.3822476480027555,34.15528284514471
2024-03-27,29.41454823036024,0.0,1.5065600078445698,0.0,1.6262675904997712,0.9021617152224545,0.0,0.3162697889352835,0.3784163914349321,34.14422372429725
2024-03-28,29.411725199204998,0.0,1.4957575927097293,0.0,1.7324193232248029,0.9018736508188587,0.0,0.3248829146027962,0.38072090666369807,34.24737958722488
2024-04-02,29.414922714084913,0.0,1.4957575927097293,0.0,1.7324193232248029,0.8903510746750289,0.0,0.32891581625313665,0.3861941303320172,34.248560651279625
2024-04-03,29.414922714084913,0.0,1.4957575927097293,0.0,1.7237773911169305,0.8845612106142774,0.0,0.3190064007694431,0.39670848106326184,34.234733790358554
2024-04-05,29.415959745937855,0.0,1.4971979147277081,0.0,1.7324193232248029,0.8883060478610221,0.0,0.32269362513546856,0.40157676948402987,34.25815342637088
2024-04-08,29.415959745937855,0.0,1.5939875543358781,0.0,1.7467361240835113,0.8883060478610221,0.0,0.32871417117061963,0.38446574391044275,34.358169387299334
2024-04-09,29.34630322089779,0.0,1.7307893396034966,0.0,1.5666958718361716,0.8897164111810268,0.0,0.3338417175546239,0.3916673540003363,34.259013915073446
2024-04-10,29.34610157581527,0.0,1.7587315867522837,0.0,1.747974801018973,0.8897106498929549,0.0,0.33724087751705367,0.3801447778565066,34.459904268853045
2024-04-11,29.34339377042147,0.0,1.8306900747705006,0.0,1.6825841814027391,0.8897394563333145,0.0,0.32306810886014303,0.3795686490493151,34.44904424083749
2024-04-12,29.42166159480073,0.0,1.9545577683166706,0.0,1.6067080174956203,0.8637272406886187,0.0,0.29719992541724527,0.377408166022347,34.52126271274123
2024-04-15,29.34134851315594,0.0,2.233836207602744,0.0,1.5810414791352394,0.8617107898634487,0.0,0.29878427963702187,0.37585261824293,34.69257388763732
2024-04-16,29.341406126036663,0.0,2.1717295221875017,0.0,1.6725019272768882,0.8734350110897954,0.0,0.2849283818240666,0.3888731292854576,34.73287409770037
2024-04-17,29.34085880366983,0.0,2.185959903725131,0.0,1.6025022772031223,0.8734350110897954,0.0,0.29086250853813894,0.3888731292854576,34.682491633511475
2024-04-18,29.44111912387055,0.0,2.1598439848951414,0.0,1.6860121478055285,0.8502746330406976,0.0,0.27988725476114107,0.40255618845625546,34.81969333282932
2024-04-19,29.43783518966956,0.0,2.1510580205854715,0.0,1.6549876115382671,0.8556902438282976,0.0,0.29247566919827506,0.40255618845625546,34.79460292327613
2024-04-22,29.4352426100372,0.0,2.1788562355324603,0.0,1.590173120729225,0.8548260506175104,0.0,0.2880705883384889,0.40252680588708867,34.74969541114197
2024-04-23,29.50238259580552,0.0,2.1738439149098943,0.0,1.6735677655701924,0.8548260506175104,0.0,0.29717342349211445,0.40252680588708867,34.90432055628232
2024-04-24,29.471172834126747,0.0,2.2054733864247074,0.0,1.6296379440218418,0.7708552769693511,0.0,0.2929964896399762,0.40252680588708867,34.772662737069716
2024-04-25,29.471172834126747,0.0,2.211234674496622,0.0,1.6179425292358545,0.7701639224007213,0.0,0.29322694116285275,0.40252680588708867,34.766267707309886
2024-04-26,29.47376541375911,0.0,2.196255325509643,0.0,1.6765636353675881,0.7629623123108277,0.0,0.2766632379560975,0.40252680588708867,34.788736730790355
2024-04-29,29.472267478860413,0.0,2.1965145834728794,0.0,1.6483333238152054,0.7637400862005362,0.0,0.271622110893172,0.40252680588708867,34.7550043891293
2024-04-30,29.468724286696187,0.0,2.1965145834728794,0.0,1.6569752559230777,0.7614931838524894,0.0,0.2752822572052595,0.40252680588708867,34.761516373036976
2024-05-02,29.47151851141106,0.0,2.291431804457677,0.0,1.471173715603823,0.7669664075208085,0.0,0.1502911124850663,0.40252680588708867,34.55390835736553
2024-05-03,29.471345672768905,0.0,2.184502297842937,0.0,1.497963705138227,0.7669664075208085,0.0,0.1382500204147642,0.40252680588708867,34.46155490957273
2024-05-06,29.473621381557315,0.0,2.09497188120538,0.0,1.613563950301199,0.7665343109154149,0.0,0.142052470542228,0.40252680588708867,34.493270800408624
2024-05-07,29.45182412426603,0.0,2.2315144085097627,0.0,1.546617782905548,0.7665343109154149,0.0,0.14579730778897268,0.40252680588708867,34.54481474027282
2024-05-08,29.453523704247242,0.0,2.1746504952399626,0.0,1.6827282136045372,0.757460282202149,0.0,0.1569165937677684,0.40252680588708867,34.627806094948745
2024-05-09,29.44563073958872,0.0,2.146132119283984,0.0,1.7520077026693135,0.7561927988263277,0.0,0.16610584824247263,0.4028148702906844,34.6688840789015
2024-05-10,29.44413280469002,0.0,2.137663025818269,0.0,1.8143160331670727,0.7638841184023341,0.0,0.1662498804442705,0.40252680588708867,34.72877266840906
2024-05-13,29.44612044907483,0.0,2.080856725429188,0.0,2.0390638808524724,0.7653244404203128,0.0,0.17823335963385345,0.4028148702906844,34.91241372570135
2024-05-14,29.465017473950716,0.0,2.0700255038539885,0.0,2.0760513502741653,0.7801597572054936,0.0,0.17932800436751725,0.4028148702906844,34.97339695994256
