date,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CMB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD
2024-03-01,83.04501106829548,0.0,0.0,8.067557596130195,0.0,7.059112896613922,0.0,1.8283184389604,0.0,0.0
2024-03-04,76.81576952236543,0.0,6.345716451857468,7.59666413949962,0.0,6.557998483699773,0.0,1.698256254738438,0.9855951478392722,0.0
2024-03-05,75.61012015822077,0.0,6.276587805060078,7.493096499738787,0.0,6.455705649675349,0.0,1.664303306216882,0.9702216583327113,1.5299649227554295
2024-03-06,75.71183020700994,0.0,6.285031014124505,7.555489126373216,0.0,6.3149241461774155,0.0,1.7039085270159182,0.9715267917196023,1.4572901875794035
2024-03-07,75.36824877250409,0.0,6.3085850319892876,7.588156524326737,0.0,6.30114566284779,0.0,1.6961761642612705,1.2870108614789466,1.4506769825918762
2024-03-08,76.44005120182051,0.0,6.0233252737875125,7.260702602759209,0.0,6.037548001706727,0.0,1.6213909827904993,1.2302659650120893,1.3867159721234532
2024-03-11,76.56528242752333,0.0,5.983332146164257,7.279720777833179,0.0,6.05456229076145,0.0,1.5029560510007836,1.2251584870717287,1.3889878196452738
2024-03-12,76.59589626674266,0.0,5.970361926474779,7.388144770589912,0.0,6.0344827586206895,0.0,1.5032772869763467,1.1470504417212881,1.3607865488743232
2024-03-13,76.5208719190768,0.0,5.976634848268985,7.465450918934321,0.0,6.069240632568742,0.0,1.5101866362729734,1.0827753241202451,1.3748397207579426
2024-03-14,76.30045480386583,0.0,5.997725980670836,7.454519613416714,0.0,6.083001705514497,0.0,1.5065378055713472,1.22228538942581,1.4354747015349631
2024-03-15,76.1671633319143,0.0,6.059316021001845,7.556406981694338,0.0,6.087696892294593,0.0,1.5041861785156805,1.2132822477650063,1.411948346814247
2024-03-18,76.19419405209739,0.0,6.061466392220882,7.559088650720421,0.0,6.0827595996877,0.0,1.5047199943218115,1.213712825608631,1.3840584853431754
2024-03-19,76.14047534586733,0.0,6.087264987584249,7.598439162823696,0.0,6.087264987584249,0.0,1.5040794608017027,1.1706278822277403,1.4118481731110322
2024-03-20,76.09496810772501,0.0,6.137491141034728,7.6045357902197015,0.0,6.080793763288448,0.0,1.5024805102763998,1.1693834160170093,1.410347271438696
2024-03-21,75.9903791737408,0.0,6.317204301075269,7.6400679117147705,0.0,6.069609507640068,0.0,1.5775325410299943,1.0257498585172609,1.3794567062818337
2024-03-22,76.02264685067233,0.0,6.319886765746638,7.69992922859165,0.0,6.043878273177636,0.0,1.521585279547063,1.0261854210898798,1.3658881811748054
2024-03-25,54.7716150081566,0.0,4.537112561174552,5.424143556280588,28.099510603588907,4.353588907014682,0.0,1.09094616639478,0.7391924959216966,0.9838907014681892
2024-03-26,54.76698141943345,0.0,4.467458625241141,5.406640268047518,27.98253629810133,4.294852269265916,0.0,1.3554675601583916,0.7361153416590517,0.9899482180932074
2024-03-27,54.86856154980424,0.0,4.4643311130319825,5.3948238165454825,28.026643616209896,4.301622006406671,0.0,1.2152336401077948,0.7372756393959424,0.9915086184979915
2024-03-28,54.851827377624154,0.0,4.462969552178112,5.408427794439079,28.018095867432525,4.300310069638591,0.0,1.230112336705129,0.7370507802572053,0.9912062217252071
2024-04-02,54.42208224509654,0.0,4.496338403236544,5.510319045424284,28.227582321913246,4.322220515184104,0.0,1.2597941312029497,0.7425615814001127,1.0191017565422236
2024-04-03,54.84137219499613,0.0,3.9669847820479753,5.483621356719113,28.434356461181327,4.271343822543203,0.0,1.2277534175909208,0.748001031725561,1.0265669331957699
2024-04-05,54.617304492512474,0.0,3.9985440931780367,5.371256239600665,28.66056572379368,4.326123128119801,0.0,1.2375207986688852,0.7539517470881864,1.0347337770382694
2024-04-08,54.61542461906495,0.0,3.9991679234489577,5.372094232669405,28.66503718342088,4.326798065422019,0.0,1.2325133912319934,0.7540693743824431,1.0348952103593532
2024-04-09,54.56247075339261,0.0,3.9983361930016112,5.407372744761608,28.659075547236522,4.31549940206936,0.0,1.2322570581812509,0.7539125461446472,1.0710757552123953
2024-04-10,54.54309044572736,0.0,3.9995839184480158,5.398658136994851,28.668018931710616,4.332449160035367,0.0,1.2326415977531595,0.7541478129713424,1.0714099963592865
2024-04-11,54.54309044572736,0.0,3.9995839184480158,5.346647942996827,28.668018931710616,4.332449160035367,0.0,1.2430436365527644,0.7957559681697612,1.0714099963592865
2024-04-12,54.54403579045935,0.0,4.010820371430058,5.332154190292878,28.67398428965302,4.328148572023097,0.0,1.2433022941268272,0.7959215523071321,1.0716329397076418
2024-04-15,54.535524810152914,0.0,4.010194528243004,5.36773119733694,28.66951003848954,4.327473213356912,0.0,1.2223031311765318,0.7957973577447206,1.0714657234994278
2024-04-16,54.38742151419231,0.0,4.000830263089616,5.407088371127601,28.60256343728919,4.3173680660059155,0.0,1.24020549011468,0.9496134087488972,1.0949094494317886
2024-04-17,54.595072252832935,0.0,4.028485289531137,5.416363447343799,28.651626988252417,4.0128911529265,0.0,1.2475309283709326,0.9512423328828361,1.0967876078594447
2024-04-18,54.45683173450868,0.0,4.023852735286492,5.413533834586466,28.58179932590096,4.003111226341717,0.0,1.244490536686544,1.1822660098522169,1.09411459683692
2024-04-19,54.21444065695693,0.0,4.069827497159385,5.48497056089247,28.468133457287472,4.1937816341287055,0.0,1.291188926763764,1.1775643012085528,1.100092965602727
2024-04-22,54.17051874678993,0.0,4.08834103749358,5.444273240883411,28.31022085259373,4.170518746789933,0.0,1.335387776065742,1.273754494093477,1.20698510529019
2024-04-23,54.13715224309619,0.0,4.090955754029361,5.502515142182528,28.292783081819117,4.167949902474079,0.0,1.3345652397084489,1.2678369777230265,1.2062416589672518
2024-04-24,53.94723386849372,0.0,4.110849780141119,5.670313938030473,28.182840781265977,4.146640760813989,0.0,1.498108191021577,1.2373453318335208,1.206667348399632
2024-04-25,53.89487664095623,0.0,4.152832405373653,5.695458956939266,28.15548858354191,4.142616335495735,0.0,1.5170863768708178,1.2361444552280738,1.20549624559432
2024-04-26,47.46502316793378,12.083314589050339,3.6708803814836473,4.9934769895181965,24.79643708668856,3.5134284043366772,0.0,1.3270952359530344,1.0886679562733366,1.0616761887624275
2024-04-29,46.724794193148625,13.716030804638399,3.633708064087811,4.859697264760556,24.395857307249713,3.456669912366115,0.0,1.1418960786049392,1.071080817916261,1.0002655572275825
2024-04-30,46.58752561772553,11.98329530953946,3.1785313792970107,4.133637523684312,28.436642047871313,3.0161246664862147,0.0,0.9048373999458644,0.9241715324233402,0.8352345230269518
2024-05-02,46.29601168062706,11.907323445784984,3.135326212249289,4.268808114961961,28.748174902021056,3.0162145546760932,0.0,0.8991008991008992,0.9183124567739953,0.8107277338046569
2024-05-03,46.10810810810811,11.965250965250965,3.0965250965250966,4.328185328185328,28.888030888030887,3.0154440154440154,0.0,0.8996138996138997,0.8841698841698841,0.8146718146718147
2024-05-06,46.09920864697934,11.962941517081644,3.072765875313646,4.30804863925883,28.88245512449334,3.018722254391044,0.0,0.8994402624975874,0.9033005211349161,0.8531171588496429
2024-05-07,46.09209155119843,11.961094600331931,3.0800108070554635,4.299664209348103,28.877996063144078,3.0259755297387008,0.0,0.8993014010575475,0.9108803890539967,0.8529854490717512
2024-05-08,46.03639728562616,11.948642813078347,3.115360888340531,4.349167180752621,28.84793337446021,3.0228254164096238,0.0,0.898365206662554,0.9099321406539173,0.8713756940160395
2024-05-09,45.93721144967682,11.922899353647276,3.1086488150200062,4.3782702369959985,28.785780240073873,3.193290243151739,0.0,0.8964296706678978,0.9079716835949523,0.8694983071714374
2024-05-10,45.95135467980296,11.926570197044335,3.101908866995074,4.352678571428571,28.794642857142854,3.198121921182266,0.0,0.8967056650246306,0.9082512315270935,0.8697660098522167
2024-05-13,45.94958629978834,11.92611121801039,3.101789493938811,4.340965941889552,28.79353473157591,3.2133923417356165,0.0,0.8966711564364056,0.908216278622282,0.8697325380026939
2024-05-14,46.11997373401831,11.97033489126656,2.9549229402448915,4.144617405075515,28.90030514890494,3.225308045888215,0.0,0.8999961373556336,0.9115840704546333,0.8729576267913014
2024-05-16,45.58295792929678,11.830953653508438,3.7833091547682676,4.306329693823012,28.563793235092007,3.130487897991906,0.0,0.939146369397572,0.9620523784072688,0.900969687714744
2024-05-17,45.66594590493532,11.756003186525549,3.839004590114184,4.343537802056067,28.38283828382838,3.1144493759720797,0.0,0.9407837335457683,0.9938924926975456,0.9635446303251015
2024-05-20,45.57622504537205,11.717332123411978,3.8452813067150635,4.4464609800362975,28.289473684210524,3.1231094978826377,0.0,0.9717180883242589,0.9792800967937084,1.0511191772534785
2024-05-21,45.541786307994556,11.708478162309204,4.053951941967659,4.461991839202056,28.268097325071786,2.9469548133595285,0.0,0.9898745655130724,0.9785401239232281,1.050324920658909
2024-05-22,45.298759864712515,11.645997745208568,4.565952649379932,4.430665163472379,28.117249154453212,2.9274708756106724,0.0,1.0108981585869974,0.9733183013904547,1.0296880871852687
2024-05-23,45.034970265923626,11.59067958260089,4.824774656842578,4.506863148445974,27.98369300968695,3.081871563750608,0.0,0.9948760145117252,0.9312937128324046,1.0509780454052435
2024-05-24,44.97852474323062,11.57422969187675,4.821661998132586,4.582633053221288,27.94397759103641,3.07749766573296,0.0,1.0420168067226891,0.9299719887955181,1.0494864612511672
2024-05-27,47.88592859922867,10.964865725506847,4.514736581396172,4.344903230371864,26.472773590913917,2.915472525917277,0.0,0.9871563528287868,0.9163924565686586,0.997770937267806
2024-05-28,49.49175824175824,10.642170329670328,4.381868131868131,4.1723901098901095,25.693681318681318,2.82967032967033,0.0,0.9581043956043956,0.8894230769230769,0.9409340659340659
2024-05-29,49.75256031342361,10.650216509725755,4.453914358375146,3.9487249982816692,25.71310743006392,2.8318097463743213,0.0,0.9416454739157331,0.8900955392123169,0.8179256306275344
2024-05-30,49.793630047465086,10.659008048428149,4.5057439636788885,3.8659971108206648,25.73433308110339,2.83414734814611,0.0,0.8977092935268626,0.8908302951090321,0.8186008117218133
