date,QUAM SECURITIES LTD,GRANSING SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,CMB WING LUNG BANK LTD,SUNCORP SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,18.71670243075454,0.0,43.57904596546369,0.0,15.204002963487987,11.98394689734953,10.516301742944252
2024-03-04,0.0,0.0,19.387277987880147,0.0,43.94399440433399,0.0,15.292662352527516,12.078554445512383,9.297510809745962
2024-03-05,0.0,0.0,14.9953230941666,22.98943259482424,34.00922937095246,0.0,11.763592890262025,9.34230305740537,6.900118992389302
2024-03-06,40.69308627975138,0.0,9.056609431878137,13.523881234194693,20.011200898152524,0.0,6.929626605565746,5.590903676216795,4.194691874240726
2024-03-08,40.105758940228,0.0,9.11150604673598,13.595733419808372,20.151000499375808,0.0,6.9664436116067066,5.847796359255796,4.2217611229893395
2024-03-11,41.39847009790108,0.0,9.358602141313245,14.034795548186255,17.664059693477295,0.0,7.191418717023246,6.0587404823424995,4.293913319756385
2024-03-12,41.392339017504135,0.0,9.39177262033276,14.03271700616146,17.6589753402898,0.0,7.190353673648022,6.0603115077482,4.273530834315622
2024-03-13,41.392849871507956,0.0,9.39188853126604,14.032890194481748,17.659193282992973,0.0,7.190442415213498,6.059152127362278,4.273583577175509
2024-03-14,41.263496849626094,0.0,9.682421591498105,13.989037288532352,17.59662623717234,0.0,7.167972219081492,6.040217223383712,4.260228590705903
2024-03-15,33.43456750700767,18.973014747511304,8.943947031808047,11.277075564071565,13.217262646020783,0.0,5.807991792857647,4.894205918809401,3.451934791913579
2024-03-20,33.43323433680527,18.972258217375067,8.943590400795182,11.27662590187363,13.218729321173461,0.0,5.8077602049481465,4.894010767204883,3.453790849824359
2024-03-21,33.43056831532807,18.970745338083493,8.9428772240845,11.275726685048182,13.219668779209204,0.0,5.807297084530754,4.893620510680983,3.4594960630348224
2024-03-25,33.43507747272236,18.973304136241204,11.096152438600463,11.277247569344206,11.056173883758161,0.0,5.808080380116476,4.894001434971854,3.459962684245268
2024-03-27,33.43528190779091,18.973420146402532,11.095608845896523,11.277316522822233,11.056241485505684,0.0,5.808115892979026,4.894031358800193,3.4599838398029026
2024-04-03,33.4369752595771,18.97438106771265,11.096170790285385,11.277887669915595,11.056801436108755,0.0,5.808410048818624,4.889214654627631,3.4601590729542635
2024-04-05,33.43630856517477,18.974002740619742,11.095949545543723,11.277662801950674,11.058574860054787,0.0,5.808294235876935,4.889117169373157,3.4600900814062174
2024-04-11,33.51981742954518,18.95019851060672,11.082028891119576,11.263514175379003,11.044701094820136,0.0,5.801007319464821,4.882983425679148,3.4557491533854137
2024-04-15,33.53116890316745,18.956615988237143,11.101718269023117,11.267328560237292,11.048441378710622,0.0,5.802971828421587,4.834835630660458,3.4569194415423317
2024-04-16,33.54252806773884,18.963037813892818,11.083559089326773,11.27114552945078,11.04620600237418,0.0,5.804937668389544,4.836473500600599,3.452112328226465
2024-04-17,33.542862277323245,18.963226756985417,11.083669523211464,11.2712578324011,11.044323312767853,0.0,5.804995507375375,4.835525314388238,3.4541394755473105
2024-04-22,33.542741961105634,18.963158737038338,11.083629766759458,11.271217403081177,11.047631507647331,0.0,5.804974685207698,4.832518853402374,3.4541270857579907
2024-04-23,37.355204416625675,17.87529666062354,10.447793687998514,10.624619959170655,10.413860545855986,0.0,5.471959922100165,4.555291094721648,3.2559737129038155
2024-04-24,37.616695144858895,18.000425793609647,10.520929445721452,10.698993521133767,9.786875890872874,0.0,5.510264271045344,4.587050029298926,3.2787659034591012
2024-04-25,37.616979766264464,18.000561991286517,10.521009050846656,10.699074473555624,9.786949941885636,0.0,5.510305963680911,4.586328100702432,3.2787907117777593
2024-04-26,37.61699043965096,18.000567098739495,10.520983662209407,10.699077509295273,9.786952718820414,0.0,5.510307527167018,4.58632940202042,3.278791642097012
2024-04-29,37.61699755524532,18.000570503709756,10.520966736443238,10.699079533122664,9.786954570111142,0.0,5.510308569491583,4.586330269566155,3.27879226231014
2024-04-30,37.612728682318135,17.998527753009512,10.519772790275605,10.697865374260102,9.785843921518241,0.0,5.509683245606066,4.585809801097238,3.2897684319151024
2024-05-03,37.609172028262805,17.996825814890013,10.545254800661844,10.696853785694216,9.783027376527055,0.0,5.501597462618757,4.585376167601412,3.2818925637438996
2024-05-07,37.60917226535065,17.996825928341824,10.545254867139025,10.696853853127077,9.783027438199163,0.0,5.501597497300773,4.585375566108561,3.281892584432918
2024-05-09,37.60915448377015,17.996817419459816,10.545221513410308,10.696848795664854,9.78302281279319,0.0,5.501594896150762,4.585373398147399,3.2819666806035217
2024-05-13,37.60926117350542,17.99686847287255,10.544967747890531,10.696879140509932,9.783050565294634,0.0,5.50161050308772,4.585386405945121,3.2819759908940918
2024-05-14,37.609513200772795,17.9969890735289,10.54436829162291,10.696950822461,9.783116123495555,0.0,5.501647370492662,4.585417133547037,3.281997984079141
2024-05-16,37.61024488138436,17.99733919898523,10.544573428812509,10.697158928093156,9.779523948800936,0.0,5.50175440321843,4.58545212545563,3.283953085249746
2024-05-17,37.61042626481172,17.997425994991943,10.544624282266788,10.697210517423548,9.77957111264093,0.0,5.501780936602439,4.584991968448738,3.283968922813892
2024-05-21,37.61084238634402,17.997625118406013,10.543634548522375,10.697328871297033,9.777788032723828,0.0,5.501841808273969,4.585042696772582,3.285896537660181
2024-05-22,37.66997532954426,18.025921547742367,10.56021158065788,10.714147546455726,9.789372467874943,0.0,5.510491976111303,4.592251444361213,3.1376281072523144
2024-05-23,37.66284102868971,18.022507626008228,10.558211586608376,10.712118398538115,9.787518462722243,0.0,5.509448346343293,4.591381719783026,3.1559728313070066
2024-05-24,37.66284174198469,18.022507967335752,10.558209892674059,10.712118601414481,9.78751864808765,0.0,5.509448450686507,4.591381806739014,3.1559728910778455
2024-05-28,37.684223002539,18.03273937635506,10.507354676236085,10.718199889716477,9.793075039393132,0.0,5.5125761741238835,4.593988342150939,3.1578434994854234
2024-05-29,37.6840337656368,18.03264882228585,10.50730191199973,10.718146066689684,9.793025862017672,0.0,5.512548491906891,4.594467437556376,3.1578276419070033
2024-05-31,37.68406232957572,18.03266249076632,10.507234077861323,10.718154190885503,9.793033284986091,0.0,5.512552670336923,4.59447092009458,3.1578300354935402
2024-06-05,37.683348244093025,18.032320784970743,10.507034973442787,10.717951089684737,9.794742641180369,0.0,5.512448211486388,4.594383858223278,3.1577701969186696
2024-06-07,37.68375526950158,18.032515555687162,10.50606834196364,10.718066856425867,9.794848436161733,0.0,5.512507752546032,4.5944334830855595,3.1578043046284248
2024-06-12,37.68375526950158,18.032515555687162,10.50606834196364,10.718066856425867,9.792953488665296,0.0,5.512507752546032,4.5944334830855595,3.1596992521248617
2024-06-19,37.68304833626036,18.032177272398304,10.509661075922667,10.717865789475713,9.790874864550114,0.0,5.512404339949679,4.5943283441017595,3.159639977341401
2024-06-20,37.683466066333374,18.032377165534907,10.508669043497914,10.717984600852617,9.79098339990096,0.0,5.512465446924011,4.594379273875209,3.159675003081003
2024-06-21,37.67347164792653,18.027594613899524,10.524826235425776,10.715141974264327,9.795964354322209,0.0,5.511003429443112,4.59316075144147,3.1588369932770517
2024-06-25,37.67347164792653,18.027594613899524,10.524750458210612,10.715141974264327,9.795964354322209,0.0,5.511003429443112,4.59316075144147,3.1589127704922157
2024-07-02,37.67275796375502,18.027253100140275,10.524551077917728,10.714938987205052,9.795778780113128,0.0,5.510899029297739,4.593073738857227,3.160747322713833
2024-07-03,37.67285787791122,18.027300911287625,10.524313774771823,10.714967404930366,9.795804760079132,0.0,5.510913645079969,4.593085920420558,3.160755705519308
2024-07-04,37.6728471727977,18.027295788652566,10.524310784184436,10.714964360166872,9.795801976504755,0.0,5.510912079099594,4.593084615249967,3.1607832233441076
2024-07-05,37.67286858303082,18.027306033925598,10.5242599333593,10.714970449695588,9.79580754365509,0.0,5.510915211061236,4.59308722559189,3.16078501968048
2024-07-11,37.67289713004615,18.027319694307756,10.52419213216921,10.71497856907798,9.79581496653205,0.0,5.510919387015628,4.5930907060524016,3.1607874147988193
2024-07-12,37.67291854033605,18.02732993960796,10.524141281209209,10.714984658622848,9.795820533697153,0.0,5.510922518985576,4.593093316401248,3.160789211139956
2024-07-18,37.672204877120265,18.026988435876497,10.52394191538354,10.71478167752383,9.797529331615909,0.0,5.510818121905679,4.593006306371932,3.160729334202351
2024-07-19,37.5725581939249,17.97930528031139,10.685040644327797,10.686440027259122,9.771613903926202,0.0,5.496241466535174,4.580857353428557,3.227943130286859
2024-07-22,37.571138488886774,17.97862591985484,10.688415471698418,10.686036232748565,9.771244676751985,0.0,5.496033787258706,4.580684262572458,3.227821160228254
2024-07-23,37.571138488886774,17.97862591985484,10.688377686008373,10.686036232748565,9.771244676751985,0.0,5.496071572948751,4.580684262572458,3.227821160228254
2024-08-01,37.57152889707677,17.97881273886236,10.687544098720121,10.686147273196942,9.771346211443285,0.0,5.496128683577845,4.58063739604718,3.2278547010754965
2024-08-02,37.57154309389111,17.978819532353974,10.687548137125898,10.686151311074912,9.77134990365364,0.0,5.496092974253398,4.580639126891268,3.227855920755804
2024-08-09,37.57189801773648,17.978989371312885,10.686704436914388,10.686252259015914,9.771442209819337,0.0,5.4961448937193635,4.580682398418581,3.227886413063049
2024-08-12,37.56834908100878,17.977291126106408,10.687584144845676,10.685242865423247,9.770519226633215,0.0,5.4956257431972135,4.580249719931218,3.2351380928542355
2024-08-15,37.56840018093997,17.977315578560717,10.687462663374832,10.68525739933779,9.770532516353745,0.0,5.49563321826876,4.580255949921389,3.2351424932428055
2024-08-16,37.56556150652003,17.975957209675535,10.686655116960015,10.684450019553081,9.769794253329776,0.0,5.495217967330128,4.579909865037838,3.2424540615935973
2024-08-20,37.54712057407905,17.967132813096022,10.681409038447448,10.67920502352273,9.76499826177361,0.0,5.492520365079024,4.577661587492664,3.289952336509452
2024-08-21,37.54712057407905,17.967132813096022,10.681409038447448,10.67920502352273,9.76499826177361,0.0,5.492520365079024,4.583325817738942,3.2842881062631744
2024-08-27,37.54712057407905,17.967132813096022,10.83245517834817,10.67920502352273,9.76499826177361,0.0,5.492520365079024,4.583325817738942,3.1332419663624522
2024-09-13,37.54722691214822,17.967183698228695,10.832297048985586,10.679235268346437,9.765025917451188,0.0,5.492535920573069,4.583244394177266,3.133250840089542
2024-09-16,37.467210146838966,17.97227366744915,10.846697459852976,10.682260616098587,9.767792276508432,0.0,5.4940919150598795,4.584542793152197,3.1851311250398155
2024-09-20,37.46721061858036,17.972273893734094,10.846696337343358,10.68226075059658,9.767792399492556,0.0,5.494091984234782,4.584542850875167,3.1851311651431007
2024-09-23,37.496953920111864,17.986541162441924,10.843966276948631,10.690740850857514,9.771766317565971,0.0,5.498453462760431,4.5881822848801646,3.1233957244334967
2024-09-24,37.49697872588929,17.986553061278762,10.843973450678382,10.690747923222341,9.771772781991343,0.0,5.498457100213571,4.5881191660380605,3.1233977906882466
2024-09-25,37.50001590977774,17.98800993783316,10.836751982266943,10.691613853450619,9.772564276982767,0.0,5.498902464770491,4.588490794955452,3.123650779962834
2024-09-26,37.514198307172116,17.994812951087503,10.840850410476857,10.695657390840625,9.77626023248507,0.0,5.500982133754524,4.590226148883064,3.087012425300242
2024-09-27,37.514212731401486,17.994819870102734,10.840816128736023,10.695661503326626,9.776263991462374,0.0,5.500984248885104,4.59022791382748,3.0870136122581746
2024-09-30,37.514226919178896,17.994826675696675,10.840782408965225,10.69566554839791,9.776267688819917,0.0,5.500986329343,4.590229649839705,3.0870147797586713
2024-10-02,37.51426238866938,17.99484368970405,10.84069810942664,10.695675661089508,9.776276932226011,0.0,5.500991530494623,4.590233989876012,3.087017698513777
2024-10-03,37.511425041363665,17.993482670773954,10.83987818591984,10.694866706185763,9.7698649777952,0.0,5.500575469442001,4.5898868129034565,3.1000201356161194
2024-10-04,37.535412013735915,18.00498874315666,10.620151120690572,10.701705621847411,9.776112393910278,0.0,5.504092855189716,4.817972593610864,3.039564657858588
2024-10-07,36.88162736785666,17.69138128401389,11.80773513872045,10.452095975609408,9.748984586250335,0.0,5.558810666448896,4.819572638040407,3.039792343059957
2024-10-08,36.960058525879475,17.723642751998227,11.78516361406072,10.471156101795884,9.663487492134552,0.0,5.53728522251219,4.778483372990496,3.0807229186284633
2024-10-09,36.927786054333254,17.71352268558172,11.690761204213889,10.465177150589826,9.615156912854811,0.0,5.511786360947364,4.946587277173566,3.129222354305573
2024-10-10,36.914730386095535,17.707260141838532,11.68662798324299,10.461477229865467,9.611757513320725,0.0,5.509837691346109,4.980193023793373,3.128116030497268
2024-10-14,36.91679462850096,17.708250317762513,11.687281490198266,10.462062227363633,9.61229499516719,0.0,5.502702308801349,4.943244766408947,3.1673692657971415
2024-10-16,36.91324331292033,17.706546822486395,11.698279614359702,10.46105579966677,9.611370313235149,0.0,5.502172960773129,4.942136601342158,3.1651945752163644
2024-10-17,36.98446864314589,17.74071219326931,11.523237800785493,10.481240754630573,9.629915771803418,0.0,5.517450294757487,4.951672618225484,3.1713019233823547
2024-10-21,36.994813965393924,17.74567463808148,11.4798409689486,10.484172574855224,9.632609458789759,0.0,5.537641688024794,4.953057703662202,3.172189002244019
2024-10-23,37.2468776153332,17.17960340541877,11.55805870557683,10.555606338741244,9.698241109239289,0.0,5.575372332575274,4.986805293373365,3.199435199742035
2024-10-24,37.24674474613068,17.17954212135014,11.558017475005542,10.55556868417565,9.698206513116217,0.0,5.575352443786656,4.986787504154916,3.1997805122802023
2024-10-25,37.24604545016242,17.179219580826828,11.557800476847007,10.555370506679232,9.698024432326067,0.0,5.5752477682905255,4.986693878781209,3.2015979060867132
2024-10-28,37.25024628282489,17.181157156369647,11.559091517117974,10.556561004748303,9.699118233756643,0.0,5.575876578212313,4.987256308061165,3.190692918909065
2024-10-30,37.25025327723207,17.181160382442517,11.559074910738499,10.556562986933482,9.69912005494144,0.0,5.575877625183946,4.987257244508701,3.1906935180193456
2024-11-01,37.25010989240987,17.181094248190803,11.559030417191337,10.556522352286096,9.699082720789798,0.0,5.575856162344057,4.98723804740451,3.1910661593835288
2024-11-04,37.269616865970036,17.19009156798938,11.505201412178842,10.562050545437959,9.704161893730193,0.0,5.578776102152242,4.9973643696796906,3.192737242861661
2024-11-05,37.280279976906705,17.195009779358717,11.478003206419206,10.565072425622287,9.70693832567454,0.0,5.580372230942136,4.998794152305482,3.195529902770923
2024-11-07,37.279579421156505,17.194686657778536,11.477787516484687,10.564873891109034,9.706755916865779,0.0,5.580267366873061,4.998700217013428,3.197349012718969
2024-11-11,37.279579421156505,17.194686657778536,11.492820788780639,10.564873891109034,9.706755916865779,0.0,5.580267366873061,4.97990862664349,3.2011073307929565
2024-11-12,37.28317868940171,17.19634677011442,11.48615493950594,10.565893908386625,9.707693084582743,0.0,5.578926789972659,4.980389426782928,3.201416391252976
2024-11-13,37.2838793804342,17.19666995409167,11.486370807520602,10.566092481238302,9.707875528615943,0.0,5.579031638971861,4.9804830270158575,3.1995971821115576
2024-11-14,37.31933366023347,17.213022746727518,11.402294789280877,10.576140072997523,9.717107017961137,0.0,5.58433689561425,4.985125048958049,3.202639768227182
2024-11-18,37.310363777801065,17.208885513417023,11.3995541925529,10.573598046553347,9.714771464268573,0.0,5.582994673218946,5.007962333926733,3.2018699982614085
