date,THE BANK OF EAST ASIA LTD,HANG SENG BANK LTD,HANG SENG SECURITIES LTD,DBS BANK LTD,BNP PARIBAS,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,PLATINUM BROKING CO LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,42.972475146638104,0.0,0.0,57.027524853361896
2024-04-10,0.0,0.0,0.0,0.0,0.0,42.41834195154032,0.0,0.0,57.58165804845968
2024-04-17,0.0,0.0,99.25120204526543,0.0,0.0,0.2814028442443023,0.0,0.0,0.46739511049026883
2024-04-18,65.0743438898471,18.87151458969089,11.219620983023413,2.3996346611621866,1.6257519154082336,0.03157573797372476,0.7251301442003399,0.0,0.05242807869410899
2024-04-19,65.07365679781032,18.87131533347682,11.219502519866161,2.3996093244508443,1.6257347497922916,0.03157540457907457,0.7251224878627122,0.0,0.0534833821617938
2024-04-26,65.07332493755298,18.871729070578667,11.219445303057139,2.3995970870108865,1.6257264589296148,0.03157524355197997,0.7251187899095426,0.0,0.053483109409195574
2024-05-02,65.07263786703325,18.871529815219994,11.212991800606634,2.399571751092993,1.6257092938512339,0.03157491016777042,0.7251111338116819,0.0,0.060873428216439915
2024-05-10,65.07137506925783,18.87116359484457,11.212774201603953,2.3995251850712584,1.6276183425625552,0.031574297425954106,0.725097062325467,0.0,0.06087224690840855
2024-05-28,65.07158118089049,18.87122336869036,11.21280971773059,2.3995327854954533,1.6276234979949333,0.03125765043004266,0.7250993590487065,0.0,0.060872439719428455
2024-05-30,65.07191302336243,18.871319605377675,11.21235693388601,2.39954502227957,1.6276317983096815,0.03125780983320756,0.7251030568036917,0.0,0.06087275014773684
2024-06-11,65.06779099673739,18.870124188211513,11.211646679159145,2.399393021393008,1.6275286948154597,0.03125582978500571,0.7250571246346932,0.0,0.06720346526379846
2024-07-03,65.06709957791988,18.869923671815418,11.211527542742026,2.399367525130415,1.6275114004836806,0.0312554976564896,0.7261120331010765,0.0,0.06720275115102818
2024-07-15,65.0664126388529,18.869724454578982,11.211409178218029,2.3993421940598787,1.6274942182030783,0.03125516767985722,0.7261043672495822,0.0,0.06825778115769257
2024-07-18,65.06697146268357,18.869886517481724,11.211505467568708,2.3993628008451857,1.6275081959608264,0.03125543611531912,0.7252517519540296,0.0,0.06825836739063815
2024-07-29,65.06627525278006,18.869684611636465,11.211385505613137,2.3993371279099547,1.6274907817904936,0.031255101685366826,0.726313981551403,0.0,0.06825763703312639
2024-07-31,65.06627525278006,18.869684611636465,11.211385505613137,2.3993371279099547,1.6274907817904936,0.031255101685366826,0.7252582442879216,0.0,0.06931337429660779
2024-08-02,65.06490142396049,18.86928619146511,11.21114878506236,2.399286467587362,1.6274564184627804,0.03125444175579061,0.7252429309681756,0.0,0.0714233407379246
2024-08-05,65.06421453130606,18.86908698768864,11.211030428535572,2.399261138228301,1.6274392373430864,0.03125411180145286,0.7252352745507976,0.0,0.0724782905460883
2024-08-09,65.06352765315458,18.86888778811813,11.21091207450775,2.3992358094040394,1.6274220565861517,0.0312537818540817,0.7252276182950761,0.0,0.07353321808019615
