date,THE BANK OF EAST ASIA LTD,HANG SENG BANK LTD,HANG SENG SECURITIES LTD,DBS BANK LTD,BNP PARIBAS,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,PLATINUM BROKING CO LTD
2024-08-12,65.06352387536485,18.868886692532122,11.210911423567506,2.399235670096985,1.6274219620929917,0.03125378003939042,0.7252333824955312,0.0,0.07353321381062998
2024-08-13,65.06215016272841,18.868488306054708,11.210674723035915,2.3991850140586783,1.6273876016713458,0.0312531201656237,0.725218070348224,0.0,0.07564300193709173
2024-08-22,65.06146332816279,18.868289119124405,11.210556376518246,2.399159686841658,1.6273704220046161,0.03125279023918936,0.7252104145170367,0.0,0.07669786259206429
2024-08-23,65.05940291147073,18.86769158356552,11.210201351956796,2.3990837083989236,1.6273188851806633,0.031251800501679805,0.7251874479932776,0.0,0.07986231093241292
2024-09-26,65.06029848989179,18.86795130770502,11.210355666536662,2.399116733104092,1.6273412861190755,0.029875675765490693,0.7251974305968766,0.0,0.07986341028099476
2024-10-02,65.0596116944201,18.86775213211224,11.21023732675516,2.3990914073286715,1.6273241074301958,0.029875360389150507,0.7262454043449147,0.0,0.07986256721956086
2024-10-04,65.05648764481838,18.866846135411695,11.208643452167154,2.398976207124422,1.6272459661518004,0.029873925826212074,0.7236233085107374,0.0,0.08830335998960973
2024-10-08,65.05648764481838,18.866846135411695,11.208643452167154,2.398976207124422,1.6272459661518004,0.029873925826212074,0.7225677300567531,0.0,0.08935893844359412
2024-10-17,65.05442754325685,18.866248691242916,11.208288515331269,2.3989002403022144,1.6271944372101492,0.029872979827996197,0.7225448489735147,0.0,0.09252274385509976
2024-10-18,65.05168094412237,18.865452157874117,11.207815301182782,2.3987989586896856,1.627125737030905,0.02987171859023516,0.7225143431166229,0.0,0.09674083939328693
2024-10-21,65.0496211469661,18.864854801985043,11.207460416793168,2.398723003092508,1.6270742157032871,0.02987077273180212,0.7224914654143452,0.0,0.09990417731373442
2024-11-04,65.04920645691357,18.864734538907545,11.207388969453934,2.3987077112806467,1.627063843137235,0.030508080335010703,0.7214313992329189,0.0,0.10095900073914942
2024-11-07,65.04920645691357,18.864734538907545,11.207388969453934,2.3987077112806467,1.627063843137235,0.030508080335010703,0.7203759389203429,0.0,0.10201446105172546
2024-11-15,65.31369532716647,18.941438200605887,11.252958005703118,2.408460812466344,1.633679454627988,0.03063212562535159,0.3167068238414227,0.0,0.10242924996342266
2024-12-03,65.34652312578277,18.94550955098334,11.258616346974076,2.409671853526493,1.5975446050479662,0.029954583131533263,0.30974728145706637,0.0,0.10243265309675517
2025-01-02,65.34652346437953,18.945509649150583,11.258616405311244,2.4096718660123457,1.5975446133257354,0.02995458328674466,0.30974676490630043,0.0,0.10243265362751584
2025-01-03,65.34584627787382,18.94531331669404,11.258499732186209,2.4096468945649856,1.597528057959098,0.029954272867176623,0.309743554998286,0.0,0.10346789285638988
2025-01-14,65.34585677415757,18.94531635981607,11.258501540601197,2.409647281618471,1.597528314564663,0.029938215014592824,0.3097436047513526,0.0,0.10346790947608989
2025-03-06,65.08707014238185,18.87028796703477,11.213914938843057,2.400104450067073,1.5912016858830418,0.4258457269041147,0.30851693931080754,0.0,0.10305814957527884
2025-04-23,65.01316886924782,18.84708652952199,11.201183294030653,2.3973791350209535,1.5773542885148522,0.422139813913761,0.30586891320305076,0.13287817900121726,0.10294097754570733
