date,KGI ASIA LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-19,0.0,0.0,77.37121845906528,0.0,0.0,0.0,0.0,22.62878154093472,0.0
2024-04-03,0.0,0.0,58.63385005045467,0.0,0.0,24.21566710844447,0.0,17.15048284110086,0.0
2024-04-08,0.0,0.0,51.18041685581694,0.0,0.0,21.137413558642354,12.711826339604212,14.970343245936501,0.0
2024-04-10,0.0,0.0,50.90320275931898,0.0,0.0,21.257438938307256,12.784008386779114,15.05534991559466,0.0
2024-04-11,0.0,0.0,49.803422382675045,0.0,0.0,20.7981650039618,14.668338466347667,14.73007414701549,0.0
2024-04-23,0.0,0.0,49.76956273687691,0.0,0.0,20.812194217380572,14.678232860915838,14.740010184826685,0.0
2024-05-02,0.0,0.0,49.77108764778891,0.0,0.0,20.81283189109759,14.67868259356824,14.73739786754526,0.0
2024-05-10,0.0,0.0,49.77315380519187,0.0,0.0,20.81369589847056,14.679291952739193,14.73385834359838,0.0
2024-05-16,0.0,0.0,49.77353507917469,0.0,0.0,20.813855336242245,14.678638376188632,14.733971208394431,0.0
2024-05-17,0.0,0.0,49.773150329775575,0.0,0.0,20.81401477645661,14.678750818848174,14.734084074919634,0.0
2024-05-22,0.0,0.0,43.53236559262952,0.0,0.0,18.204258615253046,12.838262052039367,12.88665737194124,12.538456368136828
2024-05-27,0.0,0.0,43.55486314837131,0.0,0.0,18.21366658831767,12.84489687448036,12.893317205116023,12.493256183714637
2024-06-04,0.0,0.0,39.449864669288054,0.0,9.424891234532007,16.49704832254843,11.634279314872787,11.678136082010637,11.315780376748089
2024-06-05,0.0,0.0,39.430558017495166,0.0,9.46921843566938,16.488974713925337,11.628585531599347,11.672420835359846,11.310242465950926
2024-06-06,53.0593683803305,0.0,18.500235829089593,0.0,4.465779317381271,7.736383559475992,5.45596069418734,5.475673393025268,5.306598826510042
2024-06-13,53.25915453676641,0.0,18.42149613424699,0.0,4.446772310987758,7.703456385666637,5.432739331816486,5.452368130540634,5.284013169975085
2024-06-21,53.26767994617486,0.0,18.408437531450268,0.0,4.447484123911321,7.704689509251103,5.433608972489831,5.453240913275598,5.284859003447012
2024-07-02,52.738622462896956,0.0,18.230567404532273,0.0,4.4045106469807385,7.63024353313103,6.5134454416192975,5.248816055379496,5.233794455460209
2024-07-04,52.7147460924568,0.0,18.222313874948885,0.0,4.4477896180575085,7.626789090966299,6.510496607748728,5.246439757504089,5.231424958317691
2024-07-05,52.50082767058609,0.0,18.14836704003243,0.0,4.407195667188162,7.595839294045743,6.6869786478460895,5.225149507686769,5.435642172614717
2024-07-15,52.501509440504556,0.0,18.14860271271162,0.0,4.4072528985417225,7.595937932771377,6.687065484208291,5.223918772002036,5.435712759260398
2024-07-16,52.511855341160974,0.0,18.152179060186572,0.0,4.408121387869782,7.5974347815302465,6.688383231372513,5.205242281907949,5.436783915971958
2024-07-17,52.429098252699966,0.0,18.123571777536128,0.0,4.558771284032502,7.585461455160288,6.67784254262435,5.197038978231356,5.428215709715403
2024-07-29,52.43136704304101,0.0,18.124356047835718,0.0,4.5589685580006005,7.585789704591525,6.678131516212768,5.192936522735539,5.42845060758284
2024-07-30,52.36063361005547,0.0,18.099905075141017,0.0,4.687724914782803,7.5755559651723035,6.669122268605649,5.185930902851024,5.421127263391728
2024-08-01,52.126227678376566,0.0,18.018876164298664,0.0,5.114414989012467,7.541642027704959,6.639266216242048,5.1627147406105465,5.3968581837547465
2024-08-02,52.114562461852564,0.0,18.014843758706746,0.0,5.135649230266018,7.539954299835171,6.637780429116787,5.161559387768356,5.395650432454359
2024-08-07,52.1152342366169,0.0,18.013786941640433,0.0,5.135715430563755,7.5400514924581845,6.637865992406064,5.161625922056999,5.395719984257664
2024-08-09,52.13857049481825,0.0,18.02185318924369,0.0,5.227571489386607,7.543427790983115,6.640838308600623,5.029602637005475,5.398136089962248
2024-08-12,52.091918858823526,0.0,18.005727911412787,0.0,5.312370301384184,7.536678214918455,6.634896335728478,5.025102337338782,5.393306040393783
2024-08-23,52.09336497092467,0.0,18.006227764395614,0.0,5.3125177769072,7.536887438955652,6.635080525600748,5.022465760460382,5.393455762755735
2024-08-26,52.09403619931062,0.0,18.005171266175026,0.0,5.334956200156209,7.536984552528439,6.6351660192983495,5.000160504541272,5.3935252579900785
2024-09-05,51.989366144569935,0.0,17.96899433692279,0.0,5.525162143858659,7.521840850038684,6.621834297644141,4.990113921248701,5.3826883057170924
2024-09-10,51.989366144569935,0.0,17.96899433692279,0.0,5.5474871678552695,7.521840850038684,6.621834297644141,4.967788897252091,5.3826883057170924
2024-09-17,51.98979791510674,0.0,17.969143569023622,0.0,5.547533239613593,7.521903318760701,6.621889291831633,4.9669996568392065,5.382733008824507
2024-09-19,51.966627083115526,0.0,17.827243517612374,0.0,5.6789523699753985,7.518488471434851,6.618938045810327,4.964785962630644,5.42496454942088
2024-09-25,51.967202275271184,0.0,17.827440838300745,0.0,5.6790152274098515,7.518571689758493,6.6190113074679795,4.96373406619837,5.425024595593371
2024-10-02,51.96965394269443,0.0,17.828281887155203,0.0,5.679283147482887,7.518926394966277,6.619323573930018,4.963968241304492,5.4205628124667
2024-10-03,51.970768518890054,0.0,17.828664244494398,0.0,5.679404949213787,7.516942983583543,6.619465536400941,4.964074701910208,5.420679065507068
2024-10-07,41.29795234024363,19.809098086189145,14.167335739738265,0.0,5.240164217966219,5.973249230815721,5.2600794644937405,3.9446428501126056,4.307478070440671
2024-10-08,41.29795234024363,19.809098086189145,14.167335739738265,0.0,5.452971838919244,5.973249230815721,5.2600794644937405,3.9446428501126056,4.094670449487646
2024-10-09,41.22484433152405,19.774030882283224,14.142255907782896,0.0,5.6557495714472195,5.962675041731164,5.250767769517009,3.9376598166317742,4.052016679082662
2024-10-14,41.225387299375406,19.774291323850317,14.14244217386657,0.0,5.6558240626973975,5.962753575462662,5.250836926796801,3.93771167911239,4.050752958838458
2024-10-30,41.22629300741607,19.774725758450536,14.142752878615038,0.0,5.655948319270002,5.962884575174527,5.250952285936795,3.9356012226040153,4.05084195253302
2024-11-06,41.22620250780457,19.774682349138956,14.142721832562929,0.0,5.655935903379846,5.962871485500485,5.250940759090523,3.9358121023638373,4.050833060158854
2024-11-14,41.226474007831044,19.774812577645456,14.142814971128173,0.0,5.655973151213847,5.962910754695018,5.250975339781161,3.9351794603068244,4.050859737398477
2024-11-18,41.16453051413935,19.74510057807147,14.271816883787794,0.0,5.647474953256242,5.953951377653766,5.243085658073888,3.929266784776317,4.0447732502411755
2024-12-04,41.16016506496152,19.743006633794483,14.26323345450882,0.0,5.664550845761296,5.953319968238384,5.242529635117001,3.928850090738007,4.0443443068804905
2024-12-05,41.15289137352668,19.739517713426366,14.260712901958861,0.0,5.681221501659591,5.9522679167611,5.2416031922117385,3.928155797039022,4.043629603416642
2024-12-17,41.145620252404136,19.736030025941854,14.258193240099315,0.0,5.6978862666299745,5.951216237048397,5.240677076684619,3.927461748683361,4.042915152508338
2025-01-15,41.13108571564823,19.729058347010586,14.253156586563659,0.0,5.731198136272695,5.949113992128789,5.238825827070939,3.926074387482012,4.04148700782308
2025-02-10,41.13835170023173,19.732543570687568,14.25567446845815,0.0,5.732210577266619,5.950164928903255,5.239751288362145,3.9267679455410014,4.024535520549536
2025-02-14,41.145620252404136,19.736030025941854,14.258193240099315,0.0,5.892240368318691,5.951216237048397,5.240677076684619,3.927461748683361,3.8485610508196224
2025-02-17,41.080397056957004,19.704744874913967,14.235591443876114,0.0,6.059305578108504,5.941782490822285,5.232369662598963,3.903348502145575,3.8424603905775845
2025-02-21,41.00083656725898,19.666582654878724,14.208021344569492,0.0,6.24124071472405,5.930275028418902,5.222236121482982,3.895788879051812,3.83501868961506
2025-02-25,41.00105096567287,19.66668549385668,14.20757272776827,0.0,6.241273350938869,5.930306038555925,5.222263429197535,3.8958092506106983,3.8350387433991564
2025-03-06,41.00827107644232,19.670148713564203,14.192465046050447,0.0,6.242372412642773,5.931350340238118,5.223183047586284,3.8964952860576823,3.8357140774181717
2025-03-18,41.008360621777136,19.67019166514461,14.192277677399067,0.0,6.242386043437563,5.931363291887582,5.2231944528872765,3.896503794413822,3.835722453052947
2025-03-19,41.01558330740155,19.67365611991469,14.17716460793991,0.0,6.243485497091753,5.9324079659913975,5.224114399232762,3.897190074516579,3.8363980279113625
2025-03-27,37.880565116094914,18.169904012741476,13.09353576828814,7.643480693204947,5.766265888538494,5.4789655084686935,4.824810223736466,3.5993091035934044,3.5431636853334623
2025-04-23,37.883088557045205,18.171114413898586,13.094408003542297,7.643989869140544,5.766650012466655,5.479330493676461,4.825131631921867,3.5928873025907526,3.543399715717637
