date,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BNP PARIBAS
2024-03-15,67.63485503052674,10.092841892269062,7.167930898527146,6.3783871294173,3.5802240325266297,1.8409719000311373,1.8409987914639343,1.2280031246285987,0.0,0.2357872006094456
2024-03-18,67.61535470317018,10.01629404230973,7.218852378968944,6.383171642611715,3.574126749418918,1.8439476820998661,1.877871379087369,1.2299867808272378,0.0,0.2403946415060362
2024-03-19,67.63162615896299,10.040138613651868,7.147323663414913,6.385097448243722,3.575766278151429,1.844001710914959,1.902582874805955,1.230282773884108,0.0,0.24318047797006032
2024-03-20,67.63976170945217,10.022999339069429,7.189985854132641,6.390456542270191,3.5754614901367514,1.8426994597803368,1.9059793661869384,1.2314941340681884,0.0,0.20116210490334777
2024-03-21,67.6505748492471,10.110382152322032,7.092487696688106,6.391478144035167,3.571354140134417,1.854691381354388,1.906673974385436,1.2316910052263914,0.0,0.1906666566069535
2024-03-22,67.64187131894273,10.127404885611897,7.091185357187614,6.389486269955996,3.5720642540379237,1.854452767526215,1.9091577011748604,1.2315325430106083,0.0,0.18284490255214642
2024-03-25,67.64951975658838,10.116462953178868,7.095886228290049,6.39176836647369,3.5709085352586176,1.8538826446316115,1.9113231008800573,1.231671795513239,0.0,0.17857661918549605
2024-03-26,67.6381004845919,10.123721597003103,7.111841375724763,6.385231680327584,3.5676938397314206,1.8535697083351712,1.9121699870041167,1.2314638887122158,0.0,0.17620743856973045
2024-03-27,67.62963741533771,10.151299399416356,7.0610583140706895,6.381704207375351,3.567247439849888,1.8518176007997256,1.9563668693584741,1.2313098044889816,0.0,0.16955894930282916
2024-03-28,67.63596474395402,10.152638967095255,7.04066826977887,6.3760640356595175,3.568360840544535,1.8508213726402811,1.9787700520510862,1.231425004008885,0.0,0.16528671426755112
2024-04-02,67.62489269571611,10.175142301134315,7.014960617629903,6.378138376860577,3.5654381176738013,1.850518392064855,1.9878004463920573,1.2320029456754285,0.0,0.17110610685295743
2024-04-03,67.61250684372139,10.164705447731796,7.025366549610348,6.354523930973163,3.56517478103063,1.8501794599645003,1.987826062321213,1.2561720142372397,0.0,0.18354491040972232
2024-04-05,67.60723764441077,10.263666654333878,6.914934479670956,6.353249385031217,3.5652866002843084,1.8515939175307365,1.9802675763238426,1.2549051330880376,0.0,0.20885860932625
2024-04-08,67.60362871682972,10.293510752887498,6.863132771519378,6.374223594467794,3.554965622091027,1.8503261556370627,1.9914614508208357,1.25483814526389,0.0,0.21391279048280565
2024-04-09,67.60599950174885,10.293871734990399,6.86337345403867,6.37132989589271,3.5539213274810093,1.8523393167826179,1.9938692158743898,1.2548821510577686,0.0,0.21041340213358023
2024-04-10,67.56553457827795,10.306013234207718,6.900154676163249,6.374019731856617,3.5443951586452416,1.85123061682628,1.9794354829209684,1.2537416321410677,0.0,0.22547488896091883
2024-04-11,67.548147183353,10.321269838995713,6.910058612472766,6.372379434047551,3.542743329865327,1.845693045806011,1.9859338708286225,1.253418992780217,0.0,0.22035569185078516
2024-04-12,67.50519374548051,10.33444282301018,6.922723633075877,6.37781494952964,3.5416540460034778,1.845125552352061,1.9880476668072526,1.2522552026435954,0.0,0.2327423810973955
2024-04-15,67.49442348918988,10.298938881581611,6.961311332206607,6.378353944642885,3.5371975933529884,1.8487225600674797,2.0017394911837494,1.252055408987353,0.0,0.22725729878744805
2024-04-16,67.51649307361657,10.290628474385558,6.934392584442939,6.366425970892328,3.544193196521616,1.8516626611473095,2.0214680837808063,1.2524648108479375,0.0,0.2222711443649331
2024-04-17,67.50999709240253,10.287803491798984,6.944056668547259,6.368504960247622,3.5122391674963964,1.8528124295617046,2.014052421107698,1.2516740970745959,0.0,0.2588596717632114
2024-04-18,67.49843625910327,10.3078367203667,6.943645916947635,6.369360357728729,3.517864845810565,1.8524951423960176,2.0249942063309776,1.2510705565847304,0.0,0.23429599473137586
2024-04-19,67.4958093491711,10.3035437505153,6.964002269002237,6.371447559562622,3.51111186266259,1.8524230468311638,2.0167425994195094,1.2529677716023642,0.0,0.23195179123311352
2024-04-22,67.46194053348087,10.304597290143695,7.002129248663286,6.367083465353415,3.5066271179851,1.8514935169039224,2.0219543844790557,1.2523390431682375,0.0,0.23183539982241644
2024-04-23,67.45991998145216,10.265002291348118,7.085159946756472,6.363391999611648,3.4830669636689993,1.849493193238412,2.0117805030284637,1.252301534371807,0.0,0.229883586523913
2024-04-24,67.4552495582097,10.276348975607947,7.1138404472159165,6.369835807389483,3.483642610690764,1.8454756781820711,1.9988059716353794,1.2522148343254043,0.0,0.20458611674333363
2024-04-25,67.37035023460597,10.32323758938139,7.152667219817142,6.308211588661074,3.4878041546651923,1.8555835972205792,2.0716510174312712,1.251804166396608,0.0,0.17869043182077254
2024-04-26,67.36459321326868,10.420626773435952,7.0017358097788485,6.314664167700313,3.4910019285458995,1.860086122593418,2.0788540489801832,1.2532508926135282,0.0,0.21518704308318443
2024-04-29,67.34113044783756,10.437576634897058,7.026477367246958,6.313241378348995,3.4799623181077264,1.8598265524778672,2.0754119712093817,1.2528143913252825,0.0,0.2135589385491726
2024-04-30,67.29376566290048,10.477271180104035,7.0818615588022364,6.325691251206282,3.4657742714052824,1.8467083108217863,2.054492193141982,1.251897124669922,0.0,0.20253844694799297
2024-05-02,67.22646846586305,10.771847688590478,6.973223770382556,6.294557770959212,3.4557188371368315,1.8378844084084984,1.988480846765656,1.2487070803939635,0.0,0.2031111314997476
2024-05-03,67.23689332195553,10.791738894887432,6.90374794078214,6.296309226034534,3.4550916875916817,1.8389447639880998,1.9922782928397516,1.2504514253702153,0.0,0.2345444465506062
2024-05-06,67.24106416973899,10.792408329449701,6.904176194979705,6.29476129541622,3.454918313472745,1.8398342392899927,2.0055837059735913,1.2505289935370079,0.0,0.2167247581420516
2024-05-07,67.2473214117291,10.793412637031793,6.904818675906023,6.298448961290655,3.4560152911024913,1.840005448478888,2.0077090237756194,1.250645363832821,0.0,0.20162318685260175
2024-05-08,67.26296961283354,10.804068593509452,6.883543601241272,6.299138932648177,3.4587586285959793,1.8365553396629695,1.9895605082932077,1.250548557225899,0.0,0.21485622598950163
2024-05-09,67.25723109358171,10.829129048140732,6.8794661875497205,6.28735549655097,3.4576879576127157,1.8363986545175708,1.9897785635949932,1.2504418670661825,0.0,0.21251113138541416
2024-05-10,67.25384061060987,10.744436080795063,6.935734463975159,6.314570535199948,3.454411457309063,1.836306080406707,1.9865760616068187,1.2499910569509072,0.0,0.22413365314646327
2024-05-13,67.27155835356837,10.644091470233812,7.093488065084149,6.295203410754481,3.4006309007552638,1.8238735553170762,1.9106877178957653,1.249777334564066,0.0,0.31068919182701243
2024-05-14,67.38598811369936,10.604693811440358,7.291274588892035,6.261229941199868,3.3272316925278127,1.793561854270671,1.8665363774514827,1.218100552255964,0.0,0.25138306826245055
2024-05-16,67.51537631168864,10.72590216866686,7.524996211427487,6.1732954167340255,3.196216455566446,1.6925793092025458,1.7736956238660067,1.1076174864162065,0.0,0.2903210164317804
2024-05-17,67.53420758347043,10.879933996999206,7.579258430873952,6.118571834144337,3.1663549127316712,1.6863168770777026,1.760040055232435,1.0561523394352397,0.0,0.21916397003503002
2024-05-20,67.52091033497517,10.54324858983644,7.9587254659639175,6.090550291964579,3.159711304920022,1.6856541618938639,1.779829429529845,1.0597753210937086,0.0,0.2015950998224601
2024-05-21,67.51419703237933,10.541422039640707,8.006965935839048,6.088213058141095,3.1543383154800617,1.6878214110378456,1.7991095207868246,1.0655070678907903,0.0,0.142425618804291
2024-05-22,67.48204277155334,10.486018667707219,8.166266190950058,6.041465962053448,3.1303307300855905,1.6819902305084704,1.8056740594421719,1.0630732139312027,0.0,0.14313817376849827
2024-05-23,67.63701355867433,10.394222110061845,8.260500022241906,5.939996987888278,3.1239645378621,1.676154792600747,1.7899312114930892,1.0518999013597738,0.0,0.12631687781793363
2024-05-24,67.617769349348,10.255239889154957,8.481869662559795,5.848663053186998,3.1031981466011778,1.6698315501932233,1.7929297407549782,1.0508211008743435,0.0,0.1796775073265355
2024-05-27,67.63023910118075,10.202069585576485,8.416236190096301,5.950878558923925,3.0909951886448916,1.6697977892926719,1.8112446669524707,1.047263740843703,0.0,0.18127517848880356
2024-05-28,67.65911520186434,10.111985936169175,8.511041909793096,5.942464997886767,3.086057074096219,1.6736211404250154,1.8182476223741615,1.047704852058295,0.0,0.1497612653329308
2024-05-29,67.64591268016524,10.042829499008992,8.59038694719733,5.921740798964865,3.082299930956388,1.669376044529796,1.817871865084875,1.0447588755081716,0.0,0.1848233585843373
2024-05-30,67.69408439464256,9.980525489858518,8.588700289009706,5.904886943540621,3.100102899738913,1.674661937230106,1.8425784221772095,1.0536970723929766,0.0,0.16076255140938617
2024-05-31,67.68666280228581,10.003621052575724,8.540159447262184,5.96822540995711,3.101362668293988,1.6904747979851795,1.8447173579433294,1.0496799751890986,0.0,0.11509648850757662
2024-06-03,67.66554262235688,9.97592737750934,8.552706070662248,5.962462793992933,3.0785529467227803,1.6876071062815312,1.9100578115033975,1.0454520864558141,0.0,0.1216911845150776
2024-06-04,67.6456489144263,9.912166745580214,8.60400069265598,5.990343836003208,3.0739046071097684,1.6863311064804938,1.9106660169540066,1.0431951170638905,0.0,0.1337429637261398
2024-06-05,67.60652886793521,9.867075192444393,8.685537368328161,5.980410621561106,3.0732960293244442,1.677172277719434,1.8850102347725537,1.0418124372078477,0.0,0.18315697070684836
2024-06-06,67.59949522514644,9.947486566541661,8.725547532686125,5.904468093653924,3.0585590498399706,1.6699839956944666,1.8684486063769636,1.0374178426751008,0.0,0.18859308738534739
2024-06-07,67.55212118972635,9.980780933676952,8.837990384743053,5.902530415002794,3.0450143715660456,1.6080329848846535,1.8885116599134448,1.0366669133994144,0.0,0.14835114708728098
2024-06-11,67.49547831078154,9.98291624415963,8.936400348728142,5.887738227164491,3.0477132369119078,1.6016270333323472,1.9115658684572334,1.0365757548607428,0.0,0.09998497560396746
2024-06-12,67.41993735871519,10.019542537143316,8.93766845189395,5.870656167659546,3.0400275127386402,1.5932281020511683,1.9801536777276696,1.0323067296669894,0.0,0.10647946240353676
2024-06-13,67.35240869982304,10.008730393193101,8.979185222583467,5.866328932214561,3.0416412461367526,1.5974556337881645,2.034074290037625,1.032049202114916,0.0,0.08812638010836815
2024-06-14,67.24300177092215,9.982394885521776,8.977002399289063,5.85176100863058,3.0448785954222592,1.5975738737269403,2.18658185734637,1.0226209200934442,0.0,0.09418468904741774
2024-06-17,67.18571245421826,9.913090148610806,9.113802611435943,5.843290108147056,3.0411226534947446,1.5938892150993482,2.172326590518059,1.0209751510491087,0.0,0.11579106742667405
2024-06-18,67.24274114389888,9.821894013151548,9.13549183791381,5.8315836576453925,3.0309135605983113,1.5929166039651326,2.1896741008633915,1.0218417768975803,0.0,0.13294330506594979
2024-06-19,67.2203347754251,9.677972979876841,9.166156821714608,5.821116345181549,3.02912868987964,1.6043970988441416,2.267598979929997,1.0215012826972312,0.0,0.19179302645089116
2024-06-20,67.20965476979089,9.669019022439377,9.20919831168494,5.813378490068298,3.0270803755542217,1.6149800572838708,2.2683878247154,1.0155221459806034,0.0,0.17277900248239458
2024-06-21,67.18547527561586,9.613260712819798,9.325160498820727,5.789600636389538,3.0234741726948897,1.6099068615322891,2.262924654540706,1.0132205120064182,0.0,0.17697667557977872
2024-06-24,67.18398927286373,9.800807326882568,9.411256510650464,5.793118055755459,2.9659611875374634,1.5544856966240008,2.0951837398162856,1.0027366007767893,0.0,0.19246160909325108
2024-06-25,67.02640540020555,9.945489836096653,9.491561545713392,5.757006439374301,2.888111262257206,1.5338406727772431,2.0998988513941406,0.9775906600160031,0.0030907071135504367,0.27700462505195794
2024-06-26,66.9538036900686,9.907316759286063,9.40486832608358,5.738035203796019,2.8768785976045406,1.5333370058758835,2.2306412281097034,0.9699711141066257,0.09956733804388854,0.28558073702510667
2024-06-27,66.8951725013777,9.97834139730483,9.366063572205658,5.704026025233423,2.8643397331869482,1.5477852863837616,2.3030786338873512,0.944433580904884,0.09947900051990695,0.29728026899553583
2024-06-28,66.86542030068505,10.029016507185103,9.253598840114378,5.686959303398791,2.8630657935675834,1.5440136473663566,2.3359700508063623,0.9409688283273326,0.19578626450554368,0.2852004640435086
2024-07-02,66.81086168266405,10.04769425202528,9.238612818087745,5.664768091938608,2.851569667948909,1.5414119076981248,2.332590881719825,0.9421536581680563,0.1956321513792653,0.3747048883701282
2024-07-03,66.65167759814075,10.079135289607514,9.565880231368364,5.596557051491359,2.799457788742996,1.4883801198579936,2.282354710246111,0.8968853126683581,0.19516716163440817,0.44450473624214626
2024-07-04,66.66714774425793,10.01882198459765,9.626420253471647,5.597806424549732,2.784881946441728,1.500539300150869,2.2994614608613526,0.8611352941748474,0.1952496002860176,0.44853599120823334
2024-07-05,66.60595331043113,10.09009009701015,9.608494003947172,5.599396544483222,2.782422915916383,1.501725653722673,2.3088860057688603,0.8601096139515424,0.19510412319150863,0.44781773157736043
2024-07-08,66.562095897401,10.110618956922556,9.554800645308918,5.593445401383199,2.7813755588652453,1.5017209274240897,2.316527271602895,0.8592833250783019,0.2909701855748728,0.4291618304389285
2024-07-09,66.52608375720376,10.099359733216483,9.541520885970634,5.571812730512099,2.7853383399365077,1.5047970994758706,2.3257131998149627,0.8580808018606828,0.29082282486492184,0.4964706271440749
2024-07-10,66.50720124930868,10.046630061263732,9.561826399746634,5.571765498096591,2.7814792612235815,1.5036028589051618,2.3250530783200993,0.857837247504246,0.3866308721145897,0.4579734735166866
2024-07-11,66.42718779808612,10.129006077855784,9.535882392801836,5.572922247537015,2.7506424612531255,1.4897924350646048,2.258237726248983,0.8561871341148272,0.38623254920015476,0.5939091778375395
2024-07-12,66.39221577969273,10.110211335277537,9.54842335771374,5.5661265014977594,2.718541406545643,1.4939780355664007,2.290728344010289,0.8580292196269055,0.48176780106701494,0.5399782190019802
2024-07-15,66.42823821891194,10.10496804519078,9.441334927204883,5.563782121141381,2.7123529849515107,1.4914933524409502,2.2720463298566353,0.8558125633081213,0.4820291939295351,0.6479422630642637
2024-07-16,66.37088190899868,10.108019817537416,9.444174875682023,5.546121558142528,2.7097063611810706,1.4921627849023302,2.3876853809588354,0.8554811399266856,0.4816268847741197,0.6041392878963123
2024-07-17,66.36808690737386,10.052465890217158,9.436886131394605,5.544356660070998,2.7118892612154144,1.4932484525559697,2.395624368954898,0.8554451140203345,0.5133819189533535,0.6286152952434053
2024-07-18,66.39148070646422,10.077072594776464,9.406128161240177,5.546693936383197,2.709383113765703,1.4945407413883716,2.40029849300871,0.8538317957528185,0.5135628787192328,0.6070075785011066
2024-07-19,66.32810351690686,10.060948762701722,9.337845390735007,5.535277400227379,2.724779152887891,1.4933053577005135,2.4649629595706783,0.8468950574609496,0.6087237571359254,0.5991586446730731
2024-07-22,66.27384024436668,10.072597019831028,9.16696759856187,5.626321840916558,2.727902081586138,1.4920836789351926,2.5309942489655004,0.8462022094089287,0.6082257579261827,0.6548653195019177
2024-07-23,66.26163290049958,9.9659556317243,9.102160102856779,5.622959735992408,2.7268869972040517,1.5002090536538533,2.6398280502808995,0.8471881190888575,0.7036649344654123,0.6295144742338589
2024-07-24,66.23580999271265,10.079367249127982,9.006534039285693,5.6253532439312535,2.7262063684112143,1.500770614954151,2.632686160837675,0.8464758903846542,0.703390708281719,0.6434057320730118
2024-07-25,66.22543586666234,10.098799130904933,8.96577636144488,5.625236198020551,2.7280714391379632,1.5005355580637192,2.6364759294394315,0.846343311835583,0.7032805403246708,0.6700456641659275
2024-07-26,66.2449216616167,10.094510217073134,8.927145173506501,5.6268913354717425,2.723524416738434,1.5002128221550604,2.6483332227630116,0.8469744575411848,0.7034874695841737,0.6839992235500658
2024-07-29,66.22720682886016,10.044822306482356,9.012622593962936,5.618892279957753,2.727380351069652,1.5005756845153617,2.65335532514609,0.8562984717009123,0.7032993470450053,0.655546811259766
2024-07-30,66.22189422639217,10.05929611834522,8.932063785921454,5.62531735818783,2.7382392661526715,1.5000733219567015,2.659636302658315,0.8585217191488889,0.7208144534077656,0.6841434478289921
2024-07-31,66.24320670465735,10.232191530063155,8.627719917219054,5.61986763937423,2.7314782739471193,1.5005560970334924,2.656967276358301,0.8580337957445142,0.816574580942341,0.7134041846604355
2024-08-01,66.22751675698282,10.368059988590108,8.519856295444045,5.617772508861417,2.735797600212589,1.500964728939093,2.661304250828191,0.8585946114254548,0.8163811722430241,0.6937520864732484
2024-08-02,66.24675062499814,10.42686251305001,8.456221628760725,5.617875496426381,2.717103349463378,1.5025470398249883,2.592911072867366,0.8580796993710609,0.8166182665579858,0.765030308679966
2024-08-05,66.22144522405858,10.6150190734634,8.352910854113746,5.60923576085538,2.69620212449089,1.4992991769514086,2.567091456067544,0.8653916650658386,0.8163063289541809,0.7570983359790298
2024-08-06,66.21739815387048,10.657914207693342,8.350108590467466,5.60660117469844,2.6948914571538602,1.4980616573721877,2.5562395865592755,0.8592273580465927,0.8162564410515974,0.7433013730867613
2024-08-07,66.19792854512897,10.940405355155052,8.037971959952946,5.653447818288878,2.707463889119808,1.502585257121845,2.5463235531497252,0.8566836148291892,0.8160164407800211,0.7411735664735708
2024-08-08,66.19919245784332,10.897464207606932,8.053781634722808,5.666538954664166,2.7113341694523942,1.501086511123008,2.5433173004170735,0.8566999714333423,0.8160320209284835,0.7545527718084619
2024-08-09,66.19833299194656,10.848063594042804,8.082697955929524,5.685939926194203,2.7109171143954187,1.4882367370642853,2.5413750117976095,0.8566888488745636,0.818694402490334,0.7690534172647073
2024-08-12,66.2104813386327,10.72669297977847,8.138032504263506,5.730522692120504,2.7117965305036806,1.4888917737291558,2.5364944573679713,0.856846063605931,0.8283927398980451,0.7718489201000249
2024-08-13,66.19253218081953,10.634820931647686,8.136589986102448,5.746151103230442,2.716025046623262,1.487342685681064,2.53466137220169,0.8566137791563042,0.9136959097486231,0.7815670047889445
2024-08-14,66.20491858701507,10.602822630063951,8.139258236474024,5.748372038081471,2.7165332880873114,1.487621007571009,2.5355175673561567,0.8602111001575442,0.9138668868710337,0.7908786583224269
2024-08-15,66.20896413184978,10.600415210029116,8.138609852147754,5.766291393049433,2.7040960888199375,1.4877119107487733,2.53720016395537,0.8602636645688793,0.9139227299948183,0.7825248548361398
2024-08-16,66.2071941451497,10.59172991890898,8.135337041157104,5.797453438242264,2.7024961799156175,1.4869083295484495,2.5359866215829774,0.8606225716950303,0.9138982977884214,0.768373456011456
2024-08-19,66.19923037597043,10.541577946442864,8.112974378716368,5.862435820662919,2.69968902575128,1.4867294759528522,2.531099272114486,0.8605190512302238,0.913788369023264,0.7919562841353105
2024-08-20,66.19746090965674,10.54244172239906,8.116194162023257,5.858078785494768,2.694652831532131,1.471797637172545,2.531031617326459,0.8604960500644278,0.9137639440000779,0.8140823403305332
2024-08-21,66.20150554309117,10.58509178419372,8.125091242355492,5.824831972439104,2.674960127834107,1.4676869709483997,2.5224032054017664,0.8605486259645676,0.9138197745432483,0.8240607532284172
2024-08-22,66.19240581280773,10.639764282789017,8.068228754433806,5.8488495902227715,2.6841379296599324,1.4701579667820701,2.53045651831699,0.8657758128190174,0.9136941654138515,0.7865291667548112
2024-08-23,66.18558265660585,10.61957851975412,8.058997912114801,5.853591609587873,2.6880608290062353,1.4700064219435705,2.555393169384031,0.8656865680856654,0.9135999812255777,0.7895023322922831
2024-08-26,66.17977144777633,10.681634301825063,8.029277571715276,5.8523141607758555,2.690497039252091,1.4702590994962306,2.5570775347534194,0.86370182598801,0.913519765564335,0.7619472528533783
2024-08-27,66.1808578136074,10.675701597989324,8.022156069656756,5.861076020222727,2.6955039928617395,1.472573751931758,2.593767791416353,0.8644795098380946,0.9135347613347585,0.7203486911410875
2024-08-28,66.18111046193566,10.632985861571656,8.022950203364093,5.861861903912165,2.6955142830664918,1.4725793735466624,2.5930141844641055,0.8633375468646697,0.9135382487937892,0.7631079324807125
2024-08-29,66.17504743441066,10.583151660499395,8.079091392210614,5.853308775465745,2.695267339834833,1.472444466634218,2.5652928337484058,0.8632584542161259,0.913454557125443,0.7996830858545536
2024-08-30,66.17514847576619,10.470560420705212,8.22492076671431,5.851790832779373,2.696798335170987,1.472828434876804,2.5659075026372506,0.8632597723081827,0.9134559518609248,0.765329507180761
2024-09-02,66.1670661422421,10.474243347657783,8.174680346687744,5.863671342873515,2.69646896041182,1.4718852035188446,2.575517622043883,0.8631543376615151,0.9133443864797727,0.7999683104230169
2024-09-03,66.16456607017132,10.490258921384433,8.115977652700378,5.890547574249445,2.705107066433277,1.4764094969060024,2.5929766199522404,0.8600684524034942,0.9133098764595347,0.79077826933988
2024-09-04,66.24176544989746,10.384886812500266,8.058005460430442,5.91106101681,2.716662964516218,1.4877493227658614,2.637088584750703,0.8624163147452578,0.9141803947665124,0.7861836788172772
2024-09-05,66.1617855436215,10.390650853325944,8.116828332841873,5.740729119293575,2.724282067669354,1.4962015138270301,2.683332500806316,0.8638537206783703,1.0086880423030407,0.8136483056329805
2024-09-09,66.14954436346287,10.473377512448764,8.100780006859793,5.744212735320195,2.7233807400734866,1.4970607762088417,2.6427554662393153,0.8633073370475873,1.008495598593049,0.7970854637461028
2024-09-10,66.1474732509295,10.504348972991535,8.089057736878997,5.742441658634374,2.7209952805939066,1.4956535373136077,2.6407656612277175,0.8639188438033528,1.008318615222902,0.7870264424041188
2024-09-11,66.12639709420695,10.542125191502858,8.10819743127751,5.734540846867827,2.7216491886671292,1.4950025409111856,2.637333585727377,0.8637631407596521,1.0081368871838199,0.7628540928956794
2024-09-12,66.11441832676552,10.551656514769084,8.13418709385805,5.731595199915858,2.6990368489792216,1.4947317218654057,2.642957713685298,0.863606670450633,1.007954263634808,0.7598556460761156
2024-09-13,66.12036934028531,10.556801698043586,8.12805402614647,5.727305442706652,2.6992797915201248,1.4944848620924562,2.6424328048718175,0.8636844044018902,1.0080449904324116,0.759542639499291
2024-09-16,66.11633463790663,10.537469967608013,8.140906296557203,5.730006987598525,2.691487509155874,1.4932495321624693,2.6415088050474655,0.8636317018904611,1.007983478956277,0.7774210831170725
2024-09-17,66.10448554680616,10.51232156501477,8.13830338703905,5.736987593865151,2.687192050196543,1.4929819182688795,2.6425606457222677,0.8634769254533069,1.0078028324014527,0.8138875352324181
2024-09-19,66.08168170196313,10.508695164356391,8.135495943547305,5.737295596212363,2.6862650584792753,1.4924668892547963,2.6690939132083695,0.8631790546859801,1.0074551740053193,0.8183715042870677
2024-09-20,66.08243737839274,10.508815336437928,8.13558897693219,5.736980021990715,2.6847710451983047,1.49248395634542,2.672555082693585,0.8631889255616804,1.0074666947491813,0.8157125816982636
2024-09-23,66.11703420230324,10.558361769439188,8.245970355420065,5.613033622538003,2.702614495983833,1.4946011936289958,2.681241668408204,0.8631499213602163,1.0078662434968197,0.716126527421435
2024-09-24,66.20808782770482,10.23374859735536,8.358607882810997,5.542034997457987,2.7485008806597726,1.4965386567945465,2.689108410710865,0.8654143148504465,1.0091727483563775,0.8487856832988308
2024-09-25,66.20482802338145,10.217001308636489,8.384821269060874,5.5223531663009515,2.7466799136305378,1.5063051559490377,2.6922570327521362,0.8634128631263621,1.0090648672310303,0.8532763999311355
2024-09-26,66.29885339451745,10.266880698155916,8.221748889012247,5.337373900080041,2.8193110247759563,1.5085744811946742,2.6697695273080986,0.867170385817484,1.0103289970093057,0.9999887021288284
2024-09-27,66.31484401074577,10.197268032033751,8.407926110314326,5.2133295048486445,2.843533269115773,1.511910025922371,2.6832589157140956,0.8673295300942997,1.0105144139472049,0.9500861872637558
2024-09-30,66.40243278232904,10.360810325438102,8.256323835326317,4.988979238565786,2.8545629946901983,1.5177353708360253,2.687568651430122,0.866943736065528,1.0118491032992674,1.0527939620196065
2024-10-02,66.20731325663837,10.748455617088712,8.447062767127376,4.685713500816275,2.8690144833237112,1.5207699838328872,2.5557017475511605,0.8713582359399039,1.012085175824727,1.0825252318568717
2024-10-03,65.35045563794493,11.46678830009525,8.70144591118287,4.390821850126819,2.9151686353211406,1.520641778390675,2.613912547555059,0.8926774513170886,1.0145545060550698,1.133533382011093
2024-10-04,65.35235802794688,11.503678520323781,8.729439648188333,4.341021174609877,2.958050802542929,1.5274593885907093,2.659136042336319,0.9044066090422754,1.0178184661267762,1.006631320292125
2024-10-07,65.39866563783677,11.517734543574013,8.740105906502112,4.304298192302187,2.9728852557463217,1.4784304785553068,2.6554449022555375,0.9193922063726083,1.0190621100619852,0.9939807667931498
2024-10-08,64.84204501142024,11.564728100967772,8.775766449553425,4.288991703420287,2.989660658168934,1.4937540704498384,2.6809908431876655,0.9653420523187519,1.0232199896845642,1.3755011208285177
2024-10-09,64.35576939422684,11.607107383505442,8.807925500990105,4.5318233810439015,2.9450519774653414,1.4864054266581765,2.891313451582492,0.971754935831399,1.0269696091016784,1.375878939594623
2024-10-10,63.91042558112696,11.972908779224428,9.343961825497024,4.593841509606262,2.9304781650963285,1.4821563432327232,2.715606898504465,0.9704208158921643,1.0226971635244588,1.0575029182951836
2024-10-14,63.76078611552431,12.138957554885497,9.18299327569407,4.711271502311741,2.9533606541418655,1.4788899317124005,2.7128011513430845,0.9653113703782565,1.020976410384462,1.074652033624311
