date,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,BNP PARIBAS,TOTAL_CCASS_PCT
2025-02-12,0.9539464869717468,0.0719937192142927,2.01517435266956,0.45885021243282303,1.0574023187528623,0.33262082864533155,0.5471590562874517,0.06900600533037016,0.432437633403653,0.04813444726058169,5.986725060968673
2025-02-13,0.9539464869717468,0.0719937192142927,2.0747673617008675,0.45885021243282303,1.0579115881648946,0.35183467233983734,0.480614519781904,0.07349606397978783,0.432437633403653,0.030872802978866173,5.986725060968673
2025-02-14,0.8347577103664836,0.04765064131915105,2.980689743117973,1.104836987402194,1.3931057127101074,0.25157900466569716,0.8317048524369385,0.050332793555854245,0.432437633403653,0.02652903196805475,7.953624110946107
2025-02-17,0.8098234555622079,0.05150411320352842,2.993285291290178,1.2679899313702598,1.4496855443868906,0.17673456503931861,0.773240723935636,0.09080273616535055,0.432437633403653,0.028506991925270352,8.074010986282294
2025-02-18,0.7963278161433532,0.04656419990681558,2.993391983231999,1.3671543195726503,1.7373490454377214,0.2941987007807346,0.4843661377838749,0.09289074075468277,0.432437633403653,0.027981001500876374,8.272661578516361
2025-02-19,0.761442861419144,0.04391599896424787,3.0200607247754214,1.4597734499742492,1.692040619022742,0.34402354053720435,0.45905544800587206,0.09363766922566341,0.432437633403653,0.014807856937191116,8.321195802265388
2025-02-20,0.746475433399516,0.0406736503743092,3.0042054704141505,1.49231576540311,1.6871346570201644,0.3780522860624344,0.4420628252910625,0.09283981381347954,0.432437633403653,0.01939552555724832,8.335593060739129
2025-02-21,0.7955690047194252,0.03987579496212534,2.9989599954702184,1.4968531436687291,1.6705154985408457,0.3229574839911373,0.4372417415238239,0.09287376510761504,0.432437633403653,0.016759419763216377,8.304043481150789
2025-02-24,0.8186728603786216,0.036955983666473756,2.987942800523254,1.507581752615542,1.6684699330691826,0.31197424033830834,0.4372417415238239,0.0981871426398182,0.432437633403653,0.03152823271215168,8.330992320870829
2025-02-25,0.8401640295663827,0.03257626672299639,2.9715613011028834,1.5390854979567985,1.536721936176439,0.3140992518382483,0.6178965776187315,0.09905290064027303,0.432437633403653,0.0306794503587646,8.414274845385169
2025-02-26,0.8445946734510632,0.03186328954615124,2.95798078344869,1.5480656152556338,1.5676642968691652,0.30570050801236537,0.6067945044364284,0.09993563428779559,0.432437633403653,0.03961292706728135,8.434649865778226
2025-02-27,0.8135631906112313,0.026261326013796465,2.9200149185381563,1.5842972905008448,1.726425683379924,0.32475130061678553,0.5389258674595968,0.09594635722687629,0.432437633403653,0.028853040490746266,8.49147660824161
2025-02-28,0.7740948111787318,0.025191860248528736,2.907334110178553,1.6331192514676698,1.7302664235290006,0.24929688355214533,0.6163517937355669,0.09609913805048596,0.432437633403653,0.02875021050863342,8.492942115852967
2025-03-03,0.7273778304483065,0.020167068716477183,2.84022937731977,1.6644393203076535,1.811885334630703,0.26634573809786666,0.5667489530036256,0.09691396910973757,0.40086292985765337,0.028863735148398944,8.423834256640191
2025-03-04,0.7096382792625164,0.023562198130025528,2.7843203383368684,1.6753546613722112,1.9306512054283909,0.27442826805799525,0.521373048391552,0.09630284581529887,0.3675906616048795,0.03052285001456468,8.413744356414304
2025-03-05,0.6695248252414427,0.018062088480077204,2.6837566051075665,1.758976698827907,2.0545904046699737,0.30727478708231004,0.489492783198333,0.09126107863617956,0.3675906616048795,0.027968015130869547,8.46849794797954
2025-03-06,0.6535846926448332,0.017756526832857857,2.6657539313922265,1.7769539090726454,2.0959091296328567,0.3146278310488201,0.47457967724932176,0.09105737087136667,0.3675906616048795,0.02857913842530825,8.486392868775116
2025-03-07,0.6560291858225881,0.01751886777390947,2.6448908611459716,1.7885143247257775,2.10227499728326,0.2993209749660727,0.46038803630068975,0.09088761440068925,0.3675906616048795,0.03173868829667401,8.459154212320511
2025-03-10,0.6558254780577751,0.0177735024799256,2.6188332428969883,1.7893631070791647,2.130216912356763,0.3050417680279016,0.45062703923673825,0.09900197369906981,0.3675906616048795,0.03362298512119335,8.467896670560398
2025-03-11,0.6845185655140257,0.017943258950603017,2.532546028851657,1.8414783435771318,2.2243468753473907,0.29807139758541623,0.4060489900368484,0.10019026899381173,0.3675906616048795,0.028846207792801497,8.501580598254566
2025-03-12,0.6226731581021174,0.015944927029378605,3.454498884288211,1.7958504302939553,2.2377837197299626,0.3107247050909638,0.3884053031919044,0.09911756854865834,0.3642103901837176,0.02834643882711505,9.317555525285984
2025-03-13,0.6159335671098473,0.016718626020255624,3.496867313810368,1.7685186724640607,2.145864915705116,0.2644823983605722,0.43464222766844646,0.09857934316370041,0.3642103901837176,0.03758036808779949,9.243397822573884
2025-03-14,0.6083030869588973,0.025195675833342986,3.5178917429102867,1.72441316256081,2.2034718514388945,0.25106040282318387,0.41954273498203376,0.08762982048846259,0.33055448408056715,0.04050696861850823,9.208569930694988
2025-03-17,0.60304832524738,0.02489292405430415,3.5306568511848777,1.741136077564602,2.2987041054898882,0.24470917508524753,0.40842501687399657,0.09009388357897309,0.27002094781608027,0.04257240853328427,9.254259715428633
2025-03-18,0.5899290814890304,0.024270600952946548,3.5600910519247644,1.7360733950373415,2.309494136845974,0.2690785488061055,0.3808830147531026,0.08861376377033879,0.27002094781608027,0.041104903382109925,9.269559444777792
2025-03-19,0.5861072607672472,0.024136044606707062,3.5895252526646506,1.7305061262116832,2.308854994201336,0.2672877299842326,0.34519194391308,0.08721774167810417,0.27002094781608027,0.04256820364746429,9.251416245490587
2025-03-20,0.5636531704885336,0.025414329895982146,3.6421031449577286,1.7503027286521669,2.2867372947882214,0.28154981965959547,0.33412468443488264,0.08610765182162844,0.270357338681679,0.040474590997694355,9.280824754378113
2025-03-21,0.524337488071685,0.023210969726310624,3.6568202453276717,1.707093321966013,2.3273312624943454,0.2905314978199391,0.33321642909776616,0.11498680763327725,0.27069372954727766,0.05161745432293505,9.29983920600722
2025-03-24,0.5250608125304386,0.026457141579338123,3.6420358667846084,1.6729160100211848,2.321368734401608,0.2848759263920609,0.30231892809252514,0.17104634538530136,0.27002094781608027,0.056045199091378,9.272145912094524
2025-03-25,0.5195230199543782,0.02637304386293845,3.5859595094893044,1.7132156357199095,2.3755444833062795,0.2462534194026366,0.30231447091355595,0.18949738436339034,0.2705255341144783,0.050297372468609325,9.27950387359548
2025-03-26,0.5121921379181019,0.025700262131741036,3.591207206992644,1.7404296567468447,2.3490537026403815,0.2623594356077788,0.30231447091355595,0.20761203247588056,0.2702732409652793,0.05667908562874055,9.317821232020949
2025-03-27,0.5152789445985521,0.014565724480423915,3.614233161742876,1.7397064163858076,2.341753263977442,0.2677291168487563,0.3024826663463553,0.20818389694739836,0.27069372954727766,0.05149441936384232,9.326121340238732
2025-03-28,0.5111329271800481,0.014061138182025859,3.617092484100465,1.7345091775123076,2.2996707666910443,0.2618044327283991,0.34027618009636973,0.2077634083654,0.2702732409652793,0.05047263210958625,9.307056387930924
