date,GRANSING SECURITIES CO LTD,ASTRUM CAPITAL MANAGEMENT LTD,SUNCORP SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2024-04-26,0.0,38.88972588399891,0.0,37.74155333851037,11.452321478238908,0.0,6.2528505704938455,5.663548728757967
2024-05-02,0.0,38.892289982623076,0.0,37.74404173519586,11.45307655894669,0.0,6.2532628368490455,5.6573288863853275
2024-05-03,0.0,38.887162123445265,0.0,37.73906526991427,11.451566497086784,0.0,6.252438358495017,5.669767751058664
2024-05-06,0.0,38.88773894009776,0.0,37.73962505674645,11.45173635916702,0.0,6.251047792772732,5.669851851216044
2024-05-07,0.0,38.88787994232664,0.0,37.73976189605352,11.451777881775307,0.0,6.25107045831451,5.669509821530026
2024-05-10,0.0,38.88814913123935,0.0,37.740023137486226,11.451857153045463,0.0,6.2510807665878145,5.668889811641148
2024-05-14,0.0,38.913931616318656,0.0,37.76504442559513,11.459449628973855,0.0,6.2552251756223045,5.606349153490049
2024-05-17,0.0,38.91778268077389,0.0,37.768781791988,11.460583697861516,0.0,6.245947851147649,5.6069039782289485
2024-05-20,0.0,38.91264809752918,0.0,37.763798801159545,11.45907165588543,0.0,6.258317209115323,5.606164236310519
2024-05-21,42.203384659473336,22.490267720581322,0.0,21.82626952181584,6.62297741146413,0.0,3.617107454639206,3.2399932320261686
2024-05-23,42.213041361869024,22.495413796516452,0.0,21.840797560122432,6.624492837829857,0.0,3.617935097504927,3.2083193461573054
2024-05-29,42.213121852955666,22.495456690376795,0.0,21.84064852752653,6.624505469296574,0.0,3.617941996120094,3.2083254637243446
2024-05-30,42.21320234434926,22.495499584400715,0.0,21.840690172971357,6.624518100811461,0.0,3.61794889476157,3.208140902705637
2024-06-13,42.21964265053831,22.498931636392825,0.0,21.844022323205934,6.625528778100903,0.0,3.6185008713320395,3.193373740429992
2024-06-14,42.22970956402607,22.50429631463573,0.0,21.841600716999974,6.627108578895806,0.0,3.6193636719845372,3.1779211534578833
2024-06-17,42.18143211197361,22.47856916430672,0.0,21.81663116730972,6.619532398051393,0.0,3.61522597703142,3.2886091813271423
2024-06-20,42.18151248256133,22.478611993952953,0.0,21.816672735729313,6.619545010608214,0.0,3.615232865319039,3.2884249118291424
2024-06-27,42.17829789792374,22.4845197731743,0.0,21.815010122492087,6.6190405458214725,0.0,3.614957354287162,3.2881743063012383
2024-07-04,42.18096203229699,22.50829159019404,0.0,21.80850725046743,6.617067465206161,0.0,3.6130242007712794,3.272147461064099
2024-07-10,42.18104237206152,22.50833446050233,0.0,21.808548787934875,6.617080068371579,0.0,3.6130310823002803,3.271963228829416
2024-07-17,42.202220334489446,22.491199359040404,0.0,21.791946417960574,6.61204263041489,0.0,3.6102805609638864,3.292310697130802
2024-07-24,42.18375503306131,22.481358484025932,0.0,21.782411496429805,6.609149575043427,0.0,3.6087009066644216,3.334624504775105
2024-07-25,42.183835282005525,22.481401251799486,0.0,21.782262697943473,6.609162148065321,0.0,3.6087077717345784,3.334630848451614
2024-07-26,42.174207588227425,22.476270280527956,0.0,21.77729129234111,6.607653726916177,0.0,3.630707332425194,3.3338697795621384
2024-08-07,42.17099933349205,22.47456047719827,0.0,21.77563466138329,6.6071510728635845,0.0,3.630431139115156,3.341223315947651
2024-08-13,42.16779156683297,22.472850933983366,0.0,21.773978282451058,6.606648495280458,0.0,3.630154987822794,3.3485757336293527
2024-08-14,42.16875384558931,22.473363769639317,0.0,21.77447516967146,6.608320609279485,0.0,3.630237828799217,3.344848777021207
2024-08-15,42.17517015983957,22.476783272258118,0.0,21.777788330782048,6.6093261182838745,0.0,3.6307901986130853,3.330141920223305
2024-08-23,42.17035774111769,22.474218547748006,0.0,21.78671391506486,6.608571957847056,0.0,3.630375905495576,3.3297619327268073
2024-08-27,42.170694574680006,22.474398059412103,0.0,21.78688793532108,6.60824438878317,0.0,3.629986512774752,3.329788529028891
2024-09-02,42.173100685190256,22.475680368985795,0.0,21.788131018001494,6.608621431808867,0.0,3.6301936269517547,3.324272869061832
2024-09-03,42.1795183224224,22.47910057667293,0.0,21.791446598752454,6.6096270902561916,0.0,3.6155286758956064,3.324778736000418
2024-09-04,42.18914844134053,22.4842328403956,0.0,21.796421862351714,6.611136151938619,0.0,3.616354146941402,3.302706557032135
2024-09-05,42.18976652410792,22.484562240664864,0.0,21.79674118599871,6.6112330069233565,0.0,3.6164071275362133,3.301289914768943
2024-09-10,42.19032843324846,22.484861703830582,0.0,21.796841222453466,6.611321059372159,0.0,3.6164552930604223,3.300192288034914
2024-09-11,42.19514541136151,22.48742885821701,0.0,21.799329823775178,6.6120758908708455,0.0,3.616868193045808,3.289151822729644
2024-09-13,42.19578775821727,22.487771189759666,0.0,21.798139356148713,6.612176548093783,0.0,3.616923253500959,3.2892018942796017
2024-09-20,42.19659071928981,22.488199118845316,0.0,21.798554161945376,6.612302373932214,0.0,3.615089140126363,3.289264485860922
2024-09-24,42.20381874436723,22.492051213633214,0.0,21.80038485738944,6.6134350220102585,0.0,3.6004822452913947,3.2898279173084575
2024-09-27,42.21185278812174,22.49633286702277,0.0,21.804534843125808,6.614693975060367,0.0,3.60116764374008,3.2714178829292333
2024-10-02,42.21225457060291,22.496546992483736,0.0,21.80474238388821,6.614756935295038,0.0,3.6012019205124903,3.2704971972176193
2024-10-04,42.214319853254175,22.49764766167778,0.0,21.805809205753537,6.615080569814912,0.0,3.60137811341964,3.2657645960799573
2024-10-07,42.21512351979809,22.498075966736476,0.0,21.80622433975031,6.615206506202323,0.0,3.601446675630563,3.2639229918822337
2024-10-08,42.21592721694263,22.49850428810343,0.0,21.806639489553838,6.615332447384921,0.0,3.5996114271322766,3.263985130882901
2024-10-09,42.21295369035299,22.496919580502812,0.0,21.805103514232965,6.614866488960495,0.0,3.5993578844294007,3.2707988415213394
2024-10-10,42.21247153632301,22.49666262192755,0.0,21.804854457542675,6.6147909343201166,0.0,3.5993167727620663,3.2719036771245844
2024-10-14,42.21367694205031,22.497305029372143,0.0,21.805477109936376,6.614979824157335,0.0,3.5965639859327574,3.271997108551081
2024-10-15,42.215284256778894,22.498161629705177,0.0,21.806307368446447,6.615231694055218,0.0,3.592893358927099,3.2721216920871625
2024-10-21,42.21592721694263,22.49850428810343,0.0,21.806639489553838,6.615332447384921,0.0,3.591425029857123,3.2721715281580543
2024-10-22,42.3225407628516,22.49850428810343,0.0,21.806639489553838,6.615332447384921,0.0,3.484811483948158,3.2721715281580543
2024-10-23,42.43792130493138,22.495078173746855,0.0,21.803318733664153,6.614325052174054,0.0,3.3776834997322425,3.271673235751313
2024-10-25,42.45221592208011,22.486517451300294,0.0,21.795021267051627,6.619419101952549,0.0,3.3763980891757557,3.2704281684396643
2024-10-28,42.45383154424348,22.487373230325776,0.0,21.79204498668127,6.61967102002037,0.0,3.3765265862039264,3.2705526325251757
2024-10-29,42.487708268925175,22.477108179132387,0.0,21.782097339390244,6.6090412569968215,0.0,3.3749852670863834,3.2690596884689853
2024-10-30,42.51394953974131,22.466852495257886,0.0,21.77215876977283,6.606025733945319,0.0,3.3734453544915564,3.2675681067911
2024-11-04,42.62351617731962,22.424476331095782,0.0,21.729954382312243,6.593565687260104,0.0,3.3670824839397517,3.2614049380724977
2024-11-05,42.645282855783556,22.41596925060738,0.0,21.721710779732177,6.591064313619137,0.0,3.365805127836579,3.2601676724211712
2024-11-11,42.67162379182853,22.40589671266878,0.0,21.711381411353987,6.588102641758667,0.0,3.3642927149908504,3.2587027273991853
2024-11-12,42.706384550833384,22.39231101519344,0.0,21.69821682957406,6.584107980416823,0.0,3.362252793820523,3.256726830161764
2024-11-13,42.73019295425365,22.384930704682983,0.0,21.691065286456574,6.581937915822023,0.0,3.361144624609395,3.2507285141753726
2024-11-14,42.75228561762399,22.376665446038654,0.0,21.683056225931487,6.579507646102948,0.0,3.3599035785668625,3.2485814857360573
2024-11-15,42.76095620341797,22.373276336104286,0.0,21.679772168195544,6.578511131462264,0.0,3.359394696552065,3.2480894642678693
2024-11-18,42.78262118154438,22.364808050991762,0.0,21.67156637441117,6.576021164993328,0.0,3.358123165656521,3.2468600624028414
2024-11-19,42.808597516611556,22.354654566864344,0.0,21.661727617704777,6.573035692175136,0.0,3.3565985985695748,3.2453860080746124
2024-11-22,42.81292461286112,22.352963215756727,0.0,21.660088693386374,6.572538376899469,0.0,3.3563446386284563,3.2451404624678584
2024-11-26,42.81292461286112,22.352963215756727,0.0,21.679003670383192,6.572538376899469,0.0,3.3563446386284563,3.2262254854710433
2024-11-27,42.81348338593796,22.353254955555997,0.0,21.678151700564502,6.572624158413457,0.0,3.356388443975501,3.226097355552588
2024-11-29,42.81469816033863,22.35388919878369,0.0,21.67876678865491,6.572810647690698,0.0,3.356483676935728,3.223351527596343
2024-12-05,34.7633585284795,18.150221725563522,18.80511396627063,17.602056646692105,5.336788133593422,0.0,2.7252941272489166,2.6171668721519064
2024-12-09,34.763705578495376,18.15040292309462,18.805301701730517,17.602232371774413,5.33684141188657,0.0,2.7245533949725376,2.6169626180459655
2024-12-10,34.76405263544067,18.150584124243625,18.805489440938846,17.60240810036536,5.336894691243506,0.0,2.724580595041196,2.615990412726798
2024-12-11,34.762984790057786,18.150026593806736,18.804911793813435,17.601867408219512,5.336730758159675,0.0,2.727568598441419,2.6159100575014396
2024-12-12,34.77164010007493,18.14813124649399,18.802948059002876,17.598186479309284,5.3361734609982046,0.0,2.727283767464083,2.6156368866566337
2024-12-13,34.79567212079368,18.14144494828273,18.796020507275056,17.59170279670969,5.334207459839042,0.0,2.726278956978181,2.614673210121622
2024-12-16,34.81179048684321,18.13704582405294,18.791462654828745,17.587436979613152,5.332913966330106,0.0,2.7253109110727887,2.614039177259057
2024-12-17,34.812057625638055,18.137185004155302,18.791606856796434,17.58757194212595,5.332954890057098,0.0,2.7245644443484847,2.6140592368786777
2024-12-18,34.89381272703563,18.141389249830528,18.795962799123764,17.49524348849606,5.3341910825824295,0.0,2.725196005325527,2.614204647606062
2024-12-19,35.02765448264022,18.128031505075583,18.782123083210248,17.3964583002721,5.330263447164105,0.0,2.7231894074765406,2.612279774161199
2024-12-20,35.1261799339446,18.09029116349345,18.743021003064396,17.36024100451179,5.3191664914266665,0.0,2.754259075980331,2.6068413275787705
2024-12-23,35.14449313763553,18.039973048485432,18.69088732108513,17.31195352281582,5.30437123861158,0.14534134121533118,2.764916521832135,2.598063868319041
2024-12-27,35.142374118922966,18.038885337807283,18.689760363873575,17.34143855506819,5.297945644864843,0.14533257793567486,2.7522329852216383,2.5920304163058336
2024-12-30,35.27467625803631,18.034728462788273,18.685453501419882,17.30692058714615,5.249110760732915,0.14529908754248505,2.6600333245693,2.6437780177646837
2025-01-02,35.323161828892815,18.040785474940073,18.691729061329397,17.312733163061715,5.256980101356802,0.14534788663256873,2.6426074660383767,2.586655017748258
2025-01-03,35.37888902170954,18.028730524917556,18.679239147296457,17.301164701515308,5.247365026646353,0.1452507643918732,2.63473932920393,2.5846214843189803
2025-01-06,35.39427814152069,18.0365726675558,18.687364248371345,17.308690367352373,5.26185750044104,0.14531394561315222,2.580940508730128,2.5849826204154747
2025-01-07,35.396439089414706,18.03767386514388,18.688505179124498,17.309747125109883,5.25607339633531,0.1453228175518167,2.581098084424556,2.5851404428953493
2025-01-08,35.396439089414706,18.03767386514388,18.688505179124498,17.31020502706625,5.25607339633531,0.1453228175518167,2.5806401824681906,2.5851404428953493
2025-01-09,34.14319358909966,17.399032403200835,18.026820398794253,16.697320309908665,5.069976983737334,3.697250216731144,2.4892700961032705,2.47713600242484
2025-01-10,34.15123851877198,17.403132019473837,18.031067936504673,16.70125458650932,5.071171588107544,3.6981213747819264,2.466294302631394,2.477719673219321
2025-01-15,34.15325034359131,17.404157225423884,18.032130133706506,16.702238445366234,5.071470327166698,3.6983392284437375,2.460548662404156,2.477865633897473
2025-01-16,34.15330064224875,17.404182857120237,18.032156690239994,16.702263043322844,5.071477796094139,3.6983446751141438,2.4605522861381504,2.4777220097217416
2025-01-17,34.15128881150382,17.403157648150565,18.031094489909584,16.70127918156809,5.071179056155084,3.6981268208106703,2.4604073451032966,2.4834666467988864
2025-01-21,34.15330064224875,17.404182857120237,18.032156690239994,16.702263043322844,5.071477796094139,3.6983446751141438,2.4605522861381504,2.4777220097217416
2025-01-22,34.15345153910999,17.40425975266228,18.032236360309792,16.70233683762739,5.07150020300846,3.6983610152216224,2.460121335213053,2.477732956847415
2025-01-23,34.154055139889095,17.40456734162542,18.0325550476291,16.701159254701363,5.071589832645754,3.6984263770954477,2.4601648134293885,2.4774821929844393
2025-02-04,34.152043220257084,17.40354208735977,18.031492800368355,16.700175436234,5.071291079507715,3.698208513166695,2.4659106116519167,2.477336251454463
2025-02-05,34.154155742093195,17.404618607509626,18.032608163277473,16.701208448667504,5.071604771226645,3.6984372709656994,2.460172059948189,2.477194936311667
2025-02-06,34.157677192648634,17.40641310374386,18.03446740812346,16.702930420078893,5.055925525626955,3.69881859685999,2.4663174064142823,2.477450346503923
2025-02-07,32.999030576837576,20.208316184287412,17.422728661588486,16.136358117864003,4.884425837079012,3.5733526986497575,2.382658605485253,2.3931293182085
2025-02-10,32.53970760045715,19.927030832107434,18.57214539867156,15.911751518546502,4.816438112161682,3.5236141769868543,2.349493696600381,2.3598186644684374
2025-02-12,32.53978065377085,19.92707556931443,18.572187094091213,15.911787241245346,4.816448925312452,3.523622087681535,2.3492744662017233,2.359823962382459
2025-02-18,32.53991762961814,19.92715945211896,18.57226527350767,15.91185422173801,4.81646920010101,3.523636920329798,2.349284355446643,2.3594129471397745
2025-02-19,32.53626533496229,19.924922818984186,18.570180714290974,15.9212923121764,4.815928597481181,3.523241425773242,2.349020670738091,2.3591481255936397
2025-02-21,32.536037093768364,19.924783046083817,18.570050444877015,15.921180624656989,4.815894813846777,3.5232167103112424,2.3490041924091583,2.359833074046642
2025-02-25,32.5323856701178,19.92254694634502,18.567966382789454,15.913782484640352,4.815354340150757,3.5228213100728842,2.365574628955189,2.359568236928553
2025-02-27,32.53252258371383,19.922630791027427,18.5680445266758,15.913849458308023,4.815374605725054,3.52283613598017,2.365584584552433,2.3591573140172697
2025-03-03,32.20721433896706,19.723414882187594,19.382321576147056,15.754719270320756,4.767223373162143,3.4876096134448447,2.341929973477607,2.335566972292935
2025-03-04,32.20810896196113,19.72396274144327,19.382859960820067,15.755156890723935,4.767355792799638,3.487706489123744,2.341995025499266,2.3328541376289498
2025-03-05,32.208332625475336,19.72409971101283,19.382994561661718,15.762210622696562,4.767388898858468,3.487730708884388,2.341316856762048,2.325926014648655
2025-03-07,32.210122045424995,19.725195536056688,19.38407143569789,15.757530567302824,4.767653763882765,3.487924479079887,2.3414469348738423,2.3260552376811057
2025-03-10,32.222653554534894,19.732869722053437,19.391612905656952,15.763661113395605,4.769508643429345,3.4892814735464883,2.342357886516724,2.2880547008665575
2025-03-12,32.22449382179,19.73399668554008,19.392720379633094,15.764561391497109,4.769781034732085,3.4894807498236187,2.342338809100545,2.282627127883474
2025-03-14,32.22451621076363,19.734010396350683,19.392733853331325,15.764572344418553,4.769784348686446,3.4894831742493664,2.3423404365135974,2.282559235686392
2025-03-18,32.23705892480089,19.741691444146433,19.400282066422626,15.770708372079683,4.771640886755589,3.4908413820594135,2.3432521431806874,2.2445247805546744
2025-03-20,32.243647759110324,19.7457263883458,19.4042472309989,15.773931699140888,4.772616147906436,3.491554864499624,2.323292377858189,2.244983532139829
2025-03-21,32.244006412404765,19.74594602446989,19.404463068774067,15.774107156105696,4.772669234781634,3.4915937018440903,2.323318220358128,2.2438961812617335
2025-03-25,32.2453514333227,19.746769703454063,19.40527250319717,15.774765154488884,4.7728683210822975,3.491739349581095,2.3234151348533514,2.239818400020432
2025-03-26,32.24570115714189,19.746983871246016,19.40548296720858,15.774936243060452,4.7728505624414215,3.4917772199830797,2.322425286471148,2.2398426924474117
2025-03-27,32.24614953211,19.747258452134194,19.405752799542643,15.775155592811933,4.772916928705511,3.4918257729821933,2.3210670843581145,2.239873837355408
2025-03-28,32.24731536538538,19.747972398181552,19.406454398731253,15.775725930715254,4.773089489630051,3.4919520170993055,2.318369909447559,2.239120490809645
2025-03-31,32.24552181064597,19.746874041028804,19.40537503637604,15.780410377907806,4.772824016452555,3.491757799161499,2.3182409646565993,2.238995953770735
2025-04-02,32.24561596730757,19.746931701740504,19.405431699913425,15.780456456577848,4.772837953059891,3.4916845667266836,2.3182477339013743,2.2387939207727006
2025-04-10,32.24642304696364,19.747425950225708,19.4059174009513,15.79475649887015,4.772957413032915,3.4917719605473527,2.3071817006414927,2.2335660287674455
2025-04-11,32.248216701964054,19.748524368777414,19.406996823643645,15.790072718723517,4.773222901050554,3.4919661847014005,2.3073100338829255,2.2336902672564842
2025-04-14,32.24646788590691,19.747453409200325,19.405944385055186,15.794778461622098,4.772964049873422,3.491776815887885,2.3070458578929443,2.2335691345612356
2025-04-15,32.24826154589566,19.74855183080684,19.407023810749514,15.790094676183909,4.773229538629408,3.491971040582089,2.3071741837567927,2.233693373395794
2025-04-16,32.285974553104055,19.77164694483309,19.429719521891236,15.808560538397806,4.778811633023597,3.4960547561906834,2.23190842096574,2.1973236315937843
2025-04-22,32.29316798613867,19.77605213997588,19.434048534355526,15.81208274341657,4.779876369707034,3.4968336899575,2.226835607015822,2.1811029294329978
2025-04-24,32.289570868985216,19.773849297058426,19.431883787020293,15.821460386434058,4.7793439420651165,3.4964441796916033,2.226587561095912,2.1808599776493796
2025-04-25,32.28970574641633,19.773931894811348,19.431964956342043,15.821526474581907,4.779363905961074,3.496458784760556,2.226596861820645,2.1804513753060917
2025-04-28,32.28975070581044,19.773959427549,19.431992012933318,15.821548504087216,4.779370560630124,3.4964636531439885,2.2265999620794896,2.180315173766425
2025-04-29,32.28979566532975,19.77398696036332,19.43201906959994,15.821570533653869,4.779377215317704,3.496468521540978,2.226603062346968,2.180178971847471
2025-04-30,32.28296325490025,19.769802852289644,19.427907320763456,15.818222743390795,4.800639239959328,3.495728680749151,2.2250182545207426,2.179717653426636
