date,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,DBS BANK LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,8.371302063195628,0.0,3.3686690455331183,0.0,0.0,0.0,0.0,0.0,0.0,11.739971108728747
2024-03-04,8.349954679476202,0.0,3.350237804550645,0.0,2.7138546284267586,1.7038572965962582,5.927022703307763,0.8565802000276703,0.0,22.9015073123853
2024-03-05,8.344491101057244,0.0,3.3346168518201575,0.0,2.7138546284267586,1.7033691418234305,5.927022703307763,0.8565802000276703,0.0,22.879934626463026
2024-03-06,8.344002946284416,0.0,3.334992355491564,0.0,2.7138546284267586,1.7033879170070008,5.927022703307763,0.8565802000276703,0.0,22.87984075054517
2024-03-07,8.336755725426281,0.0,3.330692838453966,0.0,2.7138546284267586,1.7034254673741416,5.927022703307763,0.8565802000276703,0.0,22.868331563016582
2024-03-08,8.329771357138132,0.0,3.3308430399225277,0.0,2.7138546284267586,1.7034254673741416,5.927022703307763,0.8565802000276703,0.023404054878085445,22.88490145107508
2024-03-11,8.329771357138132,0.0,3.3308430399225277,0.0,2.7138546284267586,1.7038009710455475,5.927022703307763,0.8565802000276703,0.023404054878085445,22.885276954746484
2024-03-12,8.329771357138132,0.0,3.3308430399225277,0.0,2.7138546284267586,1.7040074980648208,5.927022703307763,0.8565802000276703,0.023404054878085445,22.885483481765757
2024-03-13,8.329771357138132,0.0,3.3303548851497,0.0,2.715600720498796,1.7040074980648208,5.927022703307763,0.8565802000276703,0.023404054878085445,22.88674141906497
2024-03-14,8.328738722041765,0.0,3.3167241018776648,1.3313200854192373,2.7099681654277066,1.7031626148041572,5.927022703307763,0.8565802000276703,0.023404054878085445,24.19692064778405
2024-03-15,8.338652018966881,0.0,3.3161608463705554,1.3322588445977521,2.7099681654277066,1.703200165171298,5.923079914758,0.8565802000276703,0.023404054878085445,24.203304210197953
2024-03-18,8.342538481965933,0.0,3.3169118537133677,1.3313200854192373,2.7114701801133307,1.7030124133355948,5.920451389058159,0.8565802000276703,0.023591806713788414,24.20587641034708
2024-03-19,8.338764670068304,0.0,3.352227974009096,1.3313200854192373,2.711094676441925,1.7030499637027356,5.917822863358317,0.8565802000276703,0.023591806713788414,24.234452239741074
2024-03-20,8.337506732769095,0.0,3.3511014629948788,1.3313200854192373,2.7120334356204396,1.7030499637027356,5.9220472796616335,0.8565802000276703,0.023591806713788414,24.23723096690948
2024-03-21,8.34608699166072,0.0,3.3511014629948788,1.3313200854192373,2.713835853243188,1.7030499637027356,5.9220472796616335,0.8565802000276703,0.023591806713788414,24.24761364342385
2024-03-22,8.361388766270512,0.0,3.3511014629948788,1.3313200854192373,2.713835853243188,1.7030499637027356,5.936433764072374,0.8565802000276703,0.023591806713788414,24.277301902444385
2024-03-25,8.37336733338836,0.0,3.3511014629948788,1.3313200854192373,2.713835853243188,1.7029560877848842,5.936433764072374,0.8565802000276703,0.023591806713788414,24.28918659364438
2024-03-26,8.374418743668297,0.0,3.3511014629948788,1.3313200854192373,2.713835853243188,1.7029560877848842,5.936433764072374,0.8565802000276703,0.023404054878085445,24.290050252088616
2024-03-27,8.374418743668297,0.0,3.3520402221733936,1.3313200854192373,2.713835853243188,1.7029560877848842,5.936527639990226,0.8565802000276703,0.023404054878085445,24.291082887184984
