date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,DEUTSCHE BANK AG,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,UBS SECURITIES HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,98.24913167961324,1.7369824206620186,0.0,0.003935202807473851,0.00021285869731335833,0.0018674326050012278,0.007870405614947703,0.0,0.0,0.0
2024-03-04,99.02774202102049,0.7976890054567113,0.0,0.00392887788104615,0.0001910863333054264,0.16259125354634804,0.0078577557620923,0.0,0.0,0.0
2024-03-05,96.57021928823882,0.7701804163458379,0.0,0.003793389129719286,2.4912358916961193,0.15698423633007397,0.007586778259438572,0.0,0.0,0.0
2024-03-06,98.2330479647157,1.5732822775342805,0.0,0.003793389129719286,0.025305354030800115,0.15698423633007397,0.007586778259438572,0.0,0.0,0.0
2024-03-07,95.03009658134208,1.4959021983738114,0.0,0.0036068156487008775,3.314245518433189,0.14893525490481024,0.007213631297401755,0.0,0.0,0.0
2024-03-08,95.94867816485404,3.8463687304701177,0.0,0.0036066264350766587,0.039959781524997066,0.14892744175822908,0.007213252870153317,0.0,0.0,0.0052460020873842305
2024-03-11,96.63709814108236,3.1485876989672654,0.0,0.0029494352749050642,0.0002441476977560303,0.19866740581699424,0.007209730671990156,0.0,0.0,0.005243440488720114
2024-03-12,97.21989671995269,2.5659103746582423,0.0,0.0029494352749050642,0.00012289313645437767,0.19866740581699424,0.007209730671990156,0.0,0.0,0.005243440488720114
2024-03-13,97.22219072516651,2.5659103746582423,0.0,0.0029494352749050642,0.00012289313645437767,0.19637340060317918,0.007209730671990156,0.0,0.0,0.005243440488720114
2024-03-14,98.61675582044835,1.1713190621739646,0.0,0.0029494352749050642,0.00014911033889797824,0.19637340060317918,0.007209730671990156,0.0,0.0,0.005243440488720114
2024-03-15,99.0832240290886,0.754304157773544,0.0,0.005571173776838966,0.00018024385748596655,0.14426718353176762,0.007209754299438662,0.0,0.0,0.005243457672319027
2024-03-18,99.52993712832078,0.3076271073128669,0.0,0.005571173776838966,0.00014419508598877324,0.14426718353176762,0.007209754299438662,0.0,0.0,0.005243457672319027
2024-03-19,89.55176790759369,10.18724714143473,0.0,0.0050126472037566785,0.1149635893101583,0.12980397364928029,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-03-20,89.55235763079412,10.2862144889329,0.0,0.0050126472037566785,0.015996241811988225,0.12921425044883833,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-03-21,90.2209563092952,9.633390906043648,0.0,0.0050126472037566785,0.00022114620016573582,0.12921425044883833,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-03-25,90.70283977668834,9.151587051282565,0.0,0.0050126472037566785,0.00014153356810607092,0.12921425044883833,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-03-26,91.20284248941506,8.651649208107893,0.0,0.0050126472037566785,7.666401605745509e-05,0.12921425044883833,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-03-28,91.10848677734434,8.651649208107893,0.0,0.0058972320044196214,7.666401605745509e-05,0.2226853777188893,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-04-02,92.24604219068488,7.514073154455348,0.0,0.0058972320044196214,9.730432807292374e-05,0.2226853777188893,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-04-05,92.7763507786823,6.982290258456808,0.0,0.0058972320044196214,9.730432807292374e-05,0.22415968571999423,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-04-08,94.58351329719666,5.171840033099984,0.0,0.0058972320044196214,0.00014153356810607092,0.227403163322425,0.006486955204861583,0.0,0.0,0.0047177856035356975
2024-04-09,95.1645218630441,4.715836568358236,0.0,0.0058972320044196214,0.0001577509561182249,0.09501030482320452,0.006486955204861583,0.0,0.007371540005524527,0.0047177856035356975
2024-04-10,95.67081184906637,4.205712217381566,0.0,0.0058970059603398045,0.003996695789620302,0.09500666302703459,0.006486706556373784,0.0,0.007371257450424755,0.004717604768271843
2024-04-12,96.30267635838403,3.5817481779073534,0.0,0.005898362484810242,0.0072756301250134344,0.08382162927163835,0.006488198733291266,0.0,0.0073729531060128025,0.004718689987848194
2024-04-17,97.01098748899476,2.838392892309412,0.0,0.00589618886860862,0.007572180554510619,0.11857825433658795,0.006485807755469481,0.0,0.007370236085760775,0.004716951094886896
2024-04-18,97.62531730340397,2.224157416922109,0.0,0.00589618886860862,0.007477841532612882,0.11857825433658795,0.006485807755469481,0.0,0.007370236085760775,0.004716951094886896
2024-04-23,98.52045458672787,1.3054250597932513,0.0,0.00589618886860862,0.031072915337567425,0.11857825433658795,0.006485807755469481,0.0,0.007370236085760775,0.004716951094886896
2024-04-24,98.51809611118043,1.3054250597932513,0.0,0.00589618886860862,0.031072915337567425,0.11857825433658795,0.006485807755469481,0.0,0.009728711633204223,0.004716951094886896
2024-04-25,98.96141729741905,0.8858815682397662,0.0,0.005890111257133514,0.007445100629016762,0.1184560274922121,0.006479122382846866,0.0,0.009718683574270297,0.004712089005706811
2024-05-02,99.4372126313308,0.4770977355196246,0.0,0.005870057587612958,0.007553296600860973,0.05142757452507712,0.006457063346374254,0.0,0.00968559501956138,0.0046960460700903655
2024-05-03,99.43163607662257,0.4770977355196246,0.0,0.005870057587612958,0.009901319635906156,0.05465610619826424,0.006457063346374254,0.0,0.00968559501956138,0.0046960460700903655
