date,GET NICE SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,USMART SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-05-27,66.78414488368514,0.0,6.0543882832851725,6.156319059037436,9.704479396907178,7.176469244442023,0.0,1.1122446412967562,0.0,3.0119544913462923
2024-05-28,66.90047270447799,0.0,6.1079797725012535,6.167042430303036,9.721383123714455,6.971739108868426,0.0,1.1141820022607383,0.0,3.017200857874093
2024-05-29,66.95945960636621,0.0,6.1203788597174595,6.182499427664171,9.5641327383078,6.977886169930633,0.0,1.1151643891078877,0.06061765098025805,3.019861157925583
2024-05-30,66.91822486680415,0.0,6.1681782024332605,6.188705418853695,9.558242987630008,6.973589072543613,0.0,1.1144776524851006,0.06058032163104095,3.018001477619131
2024-05-31,31.138500181041934,0.0,2.8722837125226586,2.879738743652574,4.4523169883802645,3.2449621165254587,0.0,0.5185906029747294,0.028189336459992026,1.4043414890977846
2024-06-03,66.91956503499364,0.0,6.136258606370556,6.208856313446579,9.56844788695762,6.973728732288925,0.0,1.1144999720774198,0.060581534870335935,3.018061918994918
2024-06-05,66.92593156701697,0.0,6.137343113572053,6.199432576416381,9.569358201151292,6.974392192478376,0.0,1.114606002350607,0.0605872984206754,3.018349048593647
2024-06-06,66.92660179875175,0.0,6.136403123199356,6.199494660818542,9.569454033773981,6.974462037736691,0.0,1.1146171646056113,0.06058790517397977,3.018379275940083
2024-06-07,66.88373401339945,0.0,6.02638661611541,6.244063123464924,9.562323801500924,6.969994759650758,0.0,1.113903230712688,0.040532866885771665,3.1590615882700805
2024-06-11,66.88708108149062,0.0,6.021683887007808,6.244375595619001,9.562802329641519,6.970343559660205,0.0,1.1139589738618285,0.04053489527529564,3.1592196774437213
2024-06-12,66.88641164107304,0.0,6.021623618888603,6.24431309868628,9.562706620181913,6.971274648460135,0.0,1.1139478247856753,0.04053448958114991,3.1591880583432026
2024-06-13,66.89009372920648,0.0,6.0264591885851635,6.244656847298262,9.563233045919308,6.9716584162094914,0.0,1.1140091474664156,0.03052765408600689,3.1593619712288774
2024-06-14,66.90683560406968,0.0,6.002938616658837,6.246219818101149,9.565626620842233,6.973403347727538,0.0,1.11428797203824,0.03053529483123658,3.1601527257310904
2024-06-17,66.91085490114867,0.0,5.99729192733569,6.246595047520429,9.566201257122497,6.973822261272813,0.0,1.1143549107052793,0.03053712917925518,3.1603425657153768
2024-06-18,66.90449123709293,0.0,5.997722667406215,6.235989733812939,9.564290326097813,6.992680886224943,0.0,1.1142489281961472,0.03053422489665992,3.160041996272362
2024-06-20,66.90449123709293,0.0,5.997722667406215,6.246000955090532,9.55427910482022,6.992680886224943,0.0,1.1142489281961472,0.03053422489665992,3.160041996272362
2024-06-24,66.90382144813208,0.0,5.998663735583948,6.245938425618867,9.554183455775517,6.9926108816501,0.0,1.1142377733152429,0.030533919214838185,3.1600103607094012
2024-06-25,66.90449123709293,0.0,5.997722667406215,6.246000955090532,9.55427910482022,6.992680886224943,0.0,1.1142489281961472,0.03053422489665992,3.160041996272362
2024-06-26,66.86967998461235,0.0,5.999604982645923,6.307790161874566,9.549307892633447,6.971031683807849,0.0,1.1136691703944148,0.030518337553485764,3.158397786477961
2024-06-27,66.79449100343037,0.0,6.004352938494347,6.863402684750842,9.066817808781884,6.933209097115929,0.0,1.1124169489045705,0.07046306819206849,3.1548464503299884
2024-06-28,66.87704088205182,0.0,6.118349351003148,6.903407425236378,8.80132659903946,6.95678837215011,0.0,1.1137917611492483,0.07055015198654267,3.15874545738329
2024-07-02,66.82755331337198,0.0,6.011824875541375,7.3772850996850465,8.54282114761997,6.900641984298997,0.0,1.1129675792544163,0.07049794639482153,3.156408053833392
2024-07-03,66.92526134870602,0.0,6.081201408659609,7.388071369680735,8.295439695797526,6.960803004194611,0.0,1.1145948403191674,0.07060102088275051,3.1640273117595776
2024-07-04,66.9065006844427,0.0,6.085503623555241,7.409026826704049,8.293114296450357,6.95785058149873,0.0,1.1142823941789888,0.0705812298199629,3.1631403633499686
2024-07-05,66.90382144813208,0.0,6.114292183758171,7.40873013604623,8.267754400330695,6.95757195796094,0.0,1.1142377733152429,0.07057840343101943,3.163013697025615
2024-07-10,66.92626668120636,0.0,6.107831129795638,7.411215654378196,8.270528108476203,6.934869920371768,0.0,1.114611583450163,0.07060208143147934,3.1640748408901977
2024-07-15,67.06058204786126,0.0,5.919397474174333,7.42608933846875,8.287126360110515,6.948787618791967,0.0,1.1168485147916651,0.07074377384798958,3.1704248719535184
2024-07-16,67.08346929389567,0.0,5.921417717694889,7.436152305930453,8.289954690765127,6.909501474346685,0.0,1.117229686352672,0.07076791813824203,3.1715069128762505
2024-07-22,67.07740938502383,0.0,5.9289124898036905,7.4354805695726665,8.289205827140353,6.909881021972677,0.0,1.1171287626801265,0.07076152539887595,3.171220418407781
2024-07-23,67.08919354662382,0.0,5.907366648338052,7.436786835056214,8.290662075106669,6.911094950109531,0.0,1.1173250198997795,0.07077395678610462,3.1767969680798314
2024-07-24,67.08717311058525,0.0,5.910200311068774,7.436562871235242,8.290412396260423,6.910886817852084,0.0,1.1172913709077785,0.07077182538095093,3.176701296709493
2024-07-29,67.10064498329365,0.0,5.911387146980619,7.4435785331874005,8.292077206019489,6.886671142820891,0.0,1.117515735811368,0.07078603717403545,3.177339214712555
2024-07-30,67.07740938502383,0.0,5.943968133505579,7.441000972263359,8.289205827140353,6.884286427679467,0.0,1.1171287626801265,0.07076152539887595,3.1762389663084103
2024-07-31,31.138500181041934,0.0,2.759293396959881,3.4542420801016673,3.845197890737792,3.1958055050125798,0.0,0.5185906029747294,0.032848730916189055,1.47446537566355
2024-08-01,67.08279591661767,0.0,5.942437872891113,7.441598508560518,8.283848735926522,6.884839258009139,0.0,1.1172184717107787,0.0707672077768283,3.1764940285074204
2024-08-05,67.08616293820037,0.0,5.942736135900257,7.441972017482526,8.284264519095673,6.880165619237673,0.0,1.1172745471717882,0.07077075972651488,3.1766534631851964
2024-08-06,67.01283841423235,0.0,6.050553527880322,7.4338380144084795,8.275209898505024,6.867631948218171,0.0,1.1160533769524028,0.07069340797407403,3.173181411829181
2024-08-07,67.0474625846927,0.0,5.951848686338958,7.487842000925548,8.27948553112858,6.871180313947202,0.0,1.1166300190299638,0.07072993381995728,3.17482093011709
2024-08-08,67.05082606021739,0.0,5.947130705331307,7.488217632938037,8.279900876405902,6.871525010762275,0.0,1.1166860354337824,0.07073348202882448,3.1749801968824833
2024-08-09,67.04678993008069,0.0,5.952792225740636,7.487766879045292,8.279402467073464,6.871111378733998,0.0,1.1166188164235826,0.07072922422090079,3.174789078681426
2024-08-13,67.03737418248123,0.0,5.965999789768098,7.486715330968339,8.278239745278942,6.870146430963381,0.0,1.116462003532895,0.07071929132890306,3.174343225678209
2024-08-14,67.02123905216718,0.0,5.9886326996313946,7.484913364095941,8.27624726752023,6.8684928651832164,0.0,1.116193283880054,0.070702270003184,3.1735791975188055
2024-08-15,66.98160652079989,0.0,6.043724512684119,7.480487213999655,8.271854305787384,6.864431230949426,0.0,1.1155332309481631,0.07066046072043622,3.1717025241109282
2024-08-16,66.91587970163044,0.0,6.070836660920483,7.473146861088574,8.328821425713812,6.857695393252287,0.0,1.1144385953495788,0.07059112396419166,3.1685902380806312
2024-08-19,66.91587970163044,0.0,6.052312748958247,7.473146861088574,8.352351800368542,6.857695393252287,0.0,1.1144385953495788,0.07059112396419166,3.1635837753881355
2024-08-28,66.9105199412813,0.0,6.0598376756463095,7.472548284541302,8.351682802154645,6.8571461125132585,0.0,1.1143493321758517,0.07058546982785045,3.1633303818594825
2024-08-29,66.94939766780134,0.0,6.005254630359873,7.476890138241873,8.356535468674785,6.861130392586171,0.0,1.1149968143449058,0.0706264828493404,3.165168405141716
2024-08-30,66.94101502870588,0.0,5.997991874724347,7.475953967435732,8.35448749007509,6.860271320184156,0.0,1.1148572071757177,0.07061763980762634,3.1848054718914596
2024-09-02,66.92626668120636,0.0,6.014696469183899,7.474306876082921,8.352646841488703,6.85875987514067,0.0,1.114611583450163,0.07060208143147934,3.188109592015808
2024-09-03,66.94470313127752,0.0,6.016353362010082,7.4763658537066675,8.354947778984421,6.833101880032292,0.0,1.1149186300228475,0.07062153047314532,3.188987833493023
2024-09-04,66.93833302751945,0.0,6.015780877655554,7.475654442288084,8.373684522454523,6.8324516782100515,0.0,1.1148125402648403,0.06059852532436913,3.1886843862831262
2024-09-05,66.94436783243263,0.0,6.006306040345447,7.476328407624791,8.374439449418073,6.834069374617825,0.0,1.1149130458479792,0.0606039885658605,3.1889718611473867
2024-09-11,66.93665688590895,0.0,6.017132647140828,7.475467251258522,8.373474844674595,6.833282196469863,0.0,1.114784625263045,0.06059700793208824,3.1886045413521145
2024-09-12,66.92727204391079,0.0,6.030309498236689,7.474419154710541,8.372300843132708,6.832324137362549,0.0,1.1146283270841875,0.06058851193943696,3.1881574836231006
2024-09-16,66.9289477155421,0.0,5.940326553015328,7.474606293252956,8.372510462120351,6.899594901075662,0.0,1.114656234258798,0.06059002890625093,3.208767811828562
2024-09-17,63.40083784791375,0.0,5.607264039085946,7.080587963068768,7.931159779247313,6.535887870201927,5.291348477794072,1.0558979571106772,0.05739607044492001,3.0396199951326235
2024-09-23,63.42881904972174,0.0,5.582214429869121,7.0671033996098735,7.93466010179647,6.5387724061749255,5.293683751185076,1.0563639650504688,0.0574214015144235,3.0409614950778994
2024-09-25,63.41948923859631,0.0,5.596102440389386,7.066063892002605,7.933492984369356,6.537810611324322,5.292905097722876,1.0562085833734758,0.057412955340606725,3.040514196881057
2024-09-26,63.393320229166626,0.0,5.625570827539824,7.063148196924632,7.9302193589395245,6.5445987201738625,5.290721067465368,1.0557727562687504,0.05738926482862479,3.0392595786927905
2024-09-27,63.394222249284624,0.0,5.625650873482257,7.063248698077546,7.930332197601013,6.543268948333777,5.290796348848712,1.0557877788020829,0.05739008141736388,3.0393028241526263
2024-09-30,31.138500181041934,0.0,2.77606721700219,3.469152142361498,3.8952863811419096,3.180895442752749,2.598777257943893,0.5232499974309264,0.028189336459992026,1.4928699837655282
2024-10-02,63.4336355102231,0.0,5.625351691264145,7.067165446267981,7.935262619351496,6.479944793055731,5.294085726487095,1.0659360413886165,0.05742576180232528,3.041192410159508
2024-10-03,27.69603397754148,0.0,2.4536225643470972,3.0856256739880603,3.4737667575267075,2.8292367246102574,2.3114736682114576,0.4654029456569192,0.02507291025133002,1.3278281726489485
2024-10-04,63.39903345681106,0.0,5.572003726027874,7.063310418343498,8.039082253276755,6.487794105340877,5.276493525864822,1.0653545899939223,0.05739443694980613,3.039533487391386
2024-10-07,63.411666351788334,0.0,5.553187998172083,7.064717853975266,8.040684121259309,6.489086863559704,5.277544920261961,1.0655668726095258,0.057405873368545246,3.040139145005272
2024-10-08,63.45381238588755,0.0,5.527444748269019,7.050423598431951,8.027988021600436,6.493399780913226,5.281052596387922,1.066275092726292,0.057444027702529536,3.042159748081068
2024-10-09,63.468878121396045,0.0,5.529706833985418,7.0520975690440055,8.039391228710166,6.460751812388126,5.28230646811969,1.0665282566879561,0.05745766654463165,3.0428820431239636
2024-10-10,63.4592352266474,0.0,5.544059806983157,7.051026136294156,8.038169795375339,6.459770223433539,5.28150392163061,1.066366217905641,0.057448936939707276,3.0424197347904487
2024-10-14,63.46435764962005,0.0,5.5445073229233595,7.042098835854787,8.040243104400655,6.460291655424838,5.281930244086619,1.0664522948776112,0.05745357421201734,3.042665318600059
2024-10-16,63.46676848776439,0.0,5.5679851509253036,7.022423025501818,8.033900757839533,6.452939608880905,5.282130890234785,1.0664928064965233,0.05745575671686524,3.0499035156398797
2024-10-17,63.463152299229854,0.0,5.580013061750793,7.0220229042063025,8.033917818809739,6.452571935423067,5.281829926728712,1.066432040222284,0.050330274382707964,3.0497297392465406
2024-10-18,63.45351114413119,0.0,5.5943570977071655,7.020956136964636,8.032697327155374,6.4515916776741085,5.281027525024992,1.066270030672971,0.05032262833986419,3.049266432329695
2024-10-21,63.45290866919912,0.0,5.595253455249409,7.020889474773758,8.0326210587395,6.4515304214538025,5.280977383013272,1.0662599067105185,0.050322150539321,3.049237480321309
2024-10-22,63.452607436023314,0.0,5.5957016276375455,7.020856144153022,8.03258292507467,6.451499793779856,5.280952312364475,1.0662548448013853,0.05032191164245184,3.049223004523285
2024-10-23,63.44929405984746,0.0,5.6006312430743925,7.020489528210476,8.032163478656786,6.451162908558287,5.280676550937409,1.0661991669727995,0.05031928392658804,3.0490637798158016
2024-10-24,63.44206607644567,0.0,5.611384980852323,7.019689771766623,8.031248474870464,6.450428008365681,5.280074989595775,1.0660777082553137,0.05031355168079397,3.048716438167355
2024-10-25,63.42189666902347,0.0,5.609601017673299,7.0174580824201,8.03201672900511,6.476847612630772,5.278396355997105,1.065738782413655,0.05029755607116982,3.0477471947653187
2024-10-28,63.41286974721665,0.0,5.594569464526733,7.016459278399411,8.059339784060436,6.475925754407909,5.277645074914805,1.0655870944137589,0.050290397153988614,3.04731340490631
2024-10-29,60.55650439398583,0.0,5.355706974025741,6.700410323903788,7.695409250723591,6.184224558282845,5.039919159044272,1.0085275124085356,4.549247417832033,2.9100504097933624
2024-10-30,60.61472498236849,0.0,5.48965087208172,6.755377066545172,7.454288305289494,6.178832662679851,5.050206700661052,1.024462727801124,4.535481071597627,2.896975610975467
2024-10-31,27.69603397754148,0.0,2.47413676364364,3.085832888122369,3.4055933073392075,2.8232275147153105,2.307536599659596,0.4612586629707489,2.072348557219434,1.3236838899627783
2024-11-01,60.66892662756961,0.0,5.422842206058508,6.759602086935909,7.4600461081845175,6.184357770577925,5.054722592003645,1.0103998284662459,4.539536695638331,2.899566084565309
2024-11-04,60.64800486763096,0.0,5.464532299515032,6.7481959942196745,7.4574735013743645,6.182225086585589,5.05297946420322,1.0100513907432085,4.537971230378629,2.898566165349333
2024-11-05,60.640300487776514,0.0,5.463838116208356,6.747338741530405,7.468775886935,6.181893425748282,5.052337562243315,1.0099230795216971,4.537394752154759,2.8981979478816715
2024-11-06,60.61280081730938,0.0,5.49945335152523,6.744278901944687,7.469923767608874,6.179090009031946,5.052767316128813,1.009465091159822,4.535337096446264,2.8968836488449883
2024-11-07,60.60757869932117,0.0,5.464063948756313,6.743697846133102,7.478349179405969,6.158605878500276,5.052331993115588,1.0093781203262697,4.534946352822563,2.951047981618762
2024-11-08,60.59356588350173,0.0,5.464614003993221,6.769339331975011,7.562755588234235,6.112754217773962,5.043003665208278,1.0091447463820233,4.494456880337547,2.950365682593984
2024-11-11,55.537174604922924,0.0,5.018992600968614,6.171628206158361,6.990664308109952,5.604321238363107,4.622176810429247,0.9249339787860035,12.425943681758955,2.7041645705028348
2024-11-12,55.55379463478003,0.0,4.971864905627296,6.16474672130614,6.986937395475809,5.6076609380658,4.623560040979605,0.9252107741118842,12.462913325132458,2.7033112645209774
2024-11-13,55.571579844480404,0.0,4.71567839499096,6.1721253547558454,7.207038396556921,5.611950824596363,4.625040245625061,0.925506974717852,12.466903251084812,2.7041767131917833
2024-11-14,55.559567805348145,0.0,4.771191758652885,6.164140319660537,7.209637378369216,5.612400502798313,4.624040523022713,0.9253069223524415,12.431785322010093,2.7019294677856553
2024-11-15,55.57828112263778,0.0,4.738285587894999,6.173701283324005,7.212065695167455,5.615954131499364,4.62559797101746,0.9256185799608834,12.427656109295112,2.702839519202939
2024-11-18,55.5383284523423,0.0,4.73321736209781,6.169263293395328,7.206881272816706,5.684218003972113,4.622272841363887,0.9249531953322556,12.419969006505447,2.700896572174152
2024-11-20,55.53186752425307,0.0,4.7326667337685215,6.194305006913782,7.201888134183679,5.683556743095336,4.621735119519009,0.9248455929566086,12.408552775939835,2.700582369370151
2024-11-21,55.54109788177401,0.0,4.716831654104974,6.195334607616162,7.2030852126409295,5.684501448596305,4.622503331888268,0.924999318301266,12.410615292176825,2.701031252901271
2024-11-22,55.563494246765764,0.0,4.774023207788911,6.1978328112961405,7.230932431167661,5.686793664164495,4.624367307858225,0.9253723145714139,12.295063600972208,2.7021204154151794
2024-11-25,55.583134781344015,0.0,4.776958298605397,6.200023615731511,7.235983561408175,5.687140395823247,4.626001925105461,0.9256994143549764,12.261982449088423,2.70307555853879
2024-11-26,55.59238219116198,0.0,4.7777530449118855,6.201055118533237,7.237187417680254,5.688086569840588,4.626771556681449,0.9258534236940764,12.24738540615264,2.703525271343889
2024-11-27,55.63148648485649,0.0,4.7994274284326535,6.363580431298834,7.060390199318626,5.659622509029113,4.630026078734268,0.9265046791857677,12.223535228359221,2.705426960785036
2024-11-28,55.63588626594438,0.0,4.792314461276963,6.371992510486211,7.062613601017182,5.660070117059264,4.630392258077385,0.9265779545559384,12.214511904083313,2.705640927499371
2024-11-29,55.63866543364312,0.0,4.79255385075104,6.371894536041532,7.057971119345348,5.660769126592048,4.6306235590857785,0.9266242397091822,12.215122053021672,2.7057760818102805
2024-12-02,55.727280937884395,0.0,4.867313668880229,6.384961583453127,6.884509570366967,5.671869694616635,4.637998736733224,0.9281000708349656,12.187880175493133,2.710085561737321
2024-12-03,55.809653435326155,0.0,4.857806119053596,6.386048374145238,6.7857046014781375,5.680671041654013,4.644854329409679,0.929471928916392,12.191698733378622,2.714091436638162
2024-12-05,55.856065890023345,0.0,4.895695852143316,6.391359143207842,6.699409782597421,5.685395204431262,4.648717085722769,0.9302448968733266,12.176763614148692,2.7163485308520317
2024-12-06,55.884791607414584,0.0,4.92580918551651,6.386283804395143,6.615469191624497,5.68831909556641,4.651107832924681,0.9307233042152409,12.199750480859073,2.7177454974838566
2024-12-09,55.87918426951484,0.0,4.925314942346975,6.385643020915686,6.614805412266002,5.687748344091223,4.6506411525904205,0.9306299178053108,12.208560134658889,2.717472805810656
2024-12-10,55.87824982259589,0.0,4.9218880521433,6.381355578689828,6.614694795323079,5.688489361476727,4.650563381639521,0.9306143552255999,12.216717290387455,2.7174273625185976
2024-12-11,53.74699154734371,0.0,4.734161795964937,6.148820863169953,6.138824153559175,5.4755452857258655,4.473185748603921,0.8951196940302344,15.773569235413287,2.6137816761889145
2024-12-12,53.77575189190392,0.0,4.728648366257018,6.144869097068276,6.075321393793266,5.511064453790661,4.475579377711485,0.8955986780641644,15.777986414629053,2.6151803267821507
2024-12-13,53.804543032616614,0.0,4.727154541273067,6.145743709581531,6.06367969486775,5.514015037029082,4.477975569881767,0.8960781749871283,15.754229764733266,2.6165804750297994
2024-12-16,53.817758306818654,0.0,4.685232088060975,6.147253204574329,6.083690920505809,5.515369369146062,4.479075433790846,0.8962982664166147,15.75809926077297,2.6172231499137446
2024-12-17,53.828812126318184,0.0,4.674112431920401,6.148515810626293,6.0849404712757025,5.5165021903448235,4.47999540691733,0.8964823602838887,15.754489421359139,2.616149780954241
2024-12-18,54.367221053494944,0.0,5.1487762447357746,6.169745463750374,6.288169757943167,5.625778758508426,4.525618936556346,0.9054491958272898,14.243944267511246,2.725296321672436
2024-12-19,54.37606827133654,0.0,5.152868723578275,6.171969951476868,6.251764967381071,5.636458089720338,4.526355393852194,0.9055965402404264,14.253178251268345,2.7257398111459374
2024-12-20,54.322807329395616,0.0,5.151479383356823,6.1708016944778405,6.270027112754191,5.687837191759555,4.521921863449941,0.9047095153729614,14.24734593953242,2.723069969900648
2024-12-23,54.315743182809165,0.0,5.148777606642217,6.1582143528852535,6.292781536520889,5.687097544497975,4.520521081001423,0.9045918668023343,14.24955696739616,2.7227158614445823
2024-12-27,54.267667532457494,0.0,5.123107526799906,6.201485525783941,6.353798297824179,5.672319432648445,4.516519902371387,0.9037911994497219,14.241004636432613,2.7203059462323167
2024-12-30,54.24608326021936,0.0,5.1697723951898045,6.240010250906206,6.355735553211467,5.615678860394822,4.514723514216627,0.90343172803364,14.235340458571393,2.719223979256688
2025-01-02,54.239039052668126,0.0,5.1691010665416215,6.239199944895386,6.36789587143354,5.614949627885188,4.514137247936017,0.9033144115341223,14.233491906810125,2.7188708702958757
2025-01-03,54.25533155983183,0.0,5.162941231862434,6.2422918675666725,6.425826127223429,5.616230342047475,4.515493219847293,0.9035857521916644,14.158612325447104,2.7196875739820983
2025-01-06,54.283756778910494,0.0,5.101882796195346,6.253685025936628,6.470618609502922,5.621609590330996,4.5178589575606605,0.9040591549379747,14.166030244490818,2.680498842134157
