date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,UOB KAY HIAN (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.9110498964313417,3.105478067106417,0.0,0.0,0.0,4.016527963537759
2024-03-06,0.0,0.0,3.4657856476742284,0.0,0.9110498964313417,3.105478067106417,0.0,0.0,0.0,7.482313611211986
2024-03-08,0.0,0.0,3.4657856476742284,0.0,0.9660924943407352,3.0504354691970237,0.0,0.0,0.0,7.482313611211986
2024-03-11,0.0,0.0,3.4657856476742284,0.0,0.9660924943407352,3.002984953757891,0.0,0.0,0.0,7.4348630957728545
2024-03-21,0.0,0.0,3.4657856476742284,0.0,0.9660924943407352,2.9963418815964125,0.0,0.0,0.0,7.428220023611376
2024-03-22,47.60117082565162,0.0,3.4648366373654462,0.0,0.9660924943407352,2.9963418815964125,0.0,0.0,0.0,55.02844183895421
2024-03-25,47.60117082565162,0.0,3.4645203005958516,0.0,0.9660924943407352,2.9963418815964125,0.0,0.0,0.0,55.02812550218462
2024-03-26,47.61698766413133,0.0,3.4645203005958516,0.0,0.9660924943407352,2.965340878176179,0.0,0.0,0.0,55.0129413372441
2024-03-27,47.61698766413133,0.0,3.4645203005958516,2.2064489679196555,0.9660924943407352,2.9473096823093092,0.0,0.0,0.0,57.20135910929689
2024-03-28,47.61698766413133,0.0,3.4645203005958516,2.269716321838499,0.9660924943407352,2.884042328390466,0.0,0.0,0.0,57.20135910929689
2024-04-02,47.61698766413133,0.0,3.4645203005958516,2.3234935726695154,0.9660924943407352,2.8438675586520006,0.0,1.8942245763301644,0.0,59.109186166719596
2024-04-03,47.61698766413133,0.0,3.4645203005958516,2.3788525073485034,0.9660924943407352,2.7847125827378822,0.0,1.8942245763301644,0.0,59.10539012548447
2024-04-08,47.61698766413133,0.0,3.4645203005958516,2.6509021291995287,0.9660924943407352,2.4642634351389416,0.0,1.8942245763301644,0.0,59.05699059973656
2024-04-10,47.61698766413133,0.0,3.4645203005958516,2.657228864591413,0.9660924943407352,2.4642634351389416,0.0,1.8942245763301644,0.0,59.06331733512844
2024-04-11,47.61698766413133,0.0,3.4645203005958516,2.7916719916689545,0.9660924943407352,2.324126246208704,0.0,1.8942245763301644,0.0,59.05762327327574
