date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,0.0,9.629617176443404,2.688882445019651,5.998291393633444,3.2501853981931395,1.8977037574996862,0.0,0.9199924167381768,0.6013821812243976,0.0,24.9860547687519
2024-03-04,0.0,9.61985519903107,2.877318190827438,5.702769713787323,3.2524632422255997,1.9036201074465555,0.0,0.9184147234190115,0.6024668453813237,0.0,24.87690802211832
2024-03-05,0.0,9.644215079696478,2.9312555811763965,5.535238404458473,3.2494288942466,1.91426953735092,0.0,0.9227533800467157,0.6038473270355931,0.0,24.801008204011175
2024-03-06,9.384489683568894,9.707224206630636,2.96231641839746,5.469073890885984,3.3187732980067817,1.9173263181568023,0.0,0.9228519858791636,0.6038473270355931,0.0,34.285903128561316
2024-03-07,9.385081318563582,9.71609873155094,2.9926870147913895,5.456353738500216,3.2934955449500336,1.9170305006594592,0.6143537784829085,0.9235422267062983,0.6038473270355931,0.0,34.90249018124042
2024-03-08,9.385771559390715,9.739073890511282,2.990813503974881,5.3323076012808555,3.3070301322089053,1.9178193473190417,0.6143537784829085,0.9233450150414028,0.6038473270355931,0.0,34.81436215524559
2024-03-11,9.389518581023733,9.760428117494932,3.0163524145788667,5.300162099902866,3.27398509912441,1.9207775222924761,0.6143537784829085,0.9263031900148374,0.6038473270355931,0.0,34.80572812995062
2024-03-12,9.387349252709882,9.790826816551109,3.03479170524661,5.282906079224497,3.273963257932523,1.9228482447738806,0.6143537784829085,0.9254157375228069,0.6053264145223104,0.0,34.837781286966525
2024-03-13,9.437736833090717,9.78375258761672,3.079755964842816,5.24020975377459,3.2477468759567043,1.918213770648833,0.6143537784829085,0.9372484374165456,0.6057208378521017,0.0,34.864738839681934
2024-03-14,9.388828340196598,9.796460512879266,3.1217620494655884,5.23478643298996,3.2769006763782276,1.9174249239892502,0.6143537784829085,0.9377414665787848,0.6058194436845495,0.0,34.89407762464513
2024-03-15,9.388236705201912,9.78186684967699,3.149075865053635,5.253521541155046,3.295167899868349,1.9216649747845067,0.6143537784829085,0.9379386782436803,0.6058194436845495,0.0,34.94764573615157
2024-03-18,9.389419975191284,9.791717572338525,3.1897014680221374,5.248591249532655,3.2574181360031864,1.9097336690583202,0.6143537784829085,0.9369526199192022,0.6058194436845495,0.0,34.94370791223277
2024-03-19,9.40095685758768,9.779884872444788,3.3118740944249887,5.105810004148209,3.259242195994723,1.9100294865556637,0.6143537784829085,0.9418829115415932,0.6070027136739234,0.0,34.93103691485448
2024-03-20,9.399477770100964,9.783624597246202,3.4303983050272704,5.071199356959024,3.230745258326051,1.9079587640742592,0.6143537784829085,0.9385303132383673,0.6041431445329366,0.0,34.98043128798798
2024-03-21,9.399872193430754,9.785793925560055,3.585012250305455,4.920726856643648,3.143184314473626,1.9029298666194203,0.6158328659696258,0.9378400724112325,0.6018308377620352,0.0,34.893023183175856
2024-03-22,9.399477770100964,9.73541886811994,3.7047197308971103,4.869846247100572,3.118235214656427,1.899380056651299,0.6158328659696258,0.9366568024218586,0.6010419911024526,0.0,34.88060954702025
2024-03-25,9.399477770100964,9.798460781493386,3.766545587841894,4.802991492700949,3.1280044889003626,1.8988870274890597,0.6158328659696258,0.9348818974377978,0.5965061228098528,0.0,34.941588034743894
2024-03-26,9.38419386607155,9.762765470147276,3.8544033845529033,4.808316207653132,3.1283496093139296,1.89661909334276,0.6158328659696258,0.9350791091026935,0.5957172761502703,0.0,34.981276882304144
2024-03-27,9.38281338441728,9.759412871844049,3.9938320316341236,4.7024135436041705,3.108122890721406,1.9012535674678075,0.6158328659696258,0.9302474233127501,0.5966047286423006,0.0,34.99053330761351
2024-03-28,9.384489683568894,9.71167931674646,4.085239638313254,4.734066015819922,3.0977692783143844,1.8879417800873517,0.6158328659696258,0.9285711241611372,0.5975907869667788,0.0,35.04318048994781
2024-04-02,9.369501597036825,9.737559847256962,4.132964861217999,4.689594785385954,3.135018617579873,1.882666368051393,0.6158328659696258,0.9284725183286895,0.5947312178257921,0.0,35.08634267865312
2024-04-03,9.387250646877433,9.781940804051324,4.399397820492014,4.344474371818578,3.1747095358626027,1.867283858189533,0.6158328659696258,0.9010600969081951,0.5889134737113705,0.0,35.06086347388068
2024-04-05,9.434285628955044,9.751369396879616,4.522260687722,4.245868539370756,3.1652224222082173,1.8611209936615443,0.6158328659696258,0.8898190320091433,0.5895051087060574,0.23980938451310246,35.315094059995104
2024-04-08,9.436257745604,9.769660778798686,4.527486796841735,4.233641416147226,3.147611272624287,1.8541199795577488,0.6158328659696258,0.8867622512032608,0.5896037145385052,0.23980938451310246,35.30078620579818
2024-04-09,9.46844688006285,9.83463299994813,4.527486796841735,4.233641416147226,3.1146667681859728,1.8526408920710316,0.6158328659696258,0.8857761928787826,0.5895051087060574,0.23980938451310246,35.362439305324514
2024-04-10,9.421214686320342,9.830787372482666,4.536459927594487,4.237487043612691,3.169275467042236,1.8403151630150538,0.6158328659696258,0.886170616208574,0.5878288095544445,0.23980938451310246,35.36518133631322
2024-04-11,9.384533316649753,9.842851796082657,4.544545605855208,4.215695154641722,3.18333463732973,1.83686395887938,0.6158328659696258,0.8830152295702436,0.5894065028736096,0.23980938451310246,35.33588845236503
