date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.
2024-03-01,17.96572231222027,26.54801069601454,21.556782898119785,15.598027249059356,6.6838282545554115,6.852080799715117,0.0,2.177430381523155,2.618117408792365
2024-03-04,17.947085311788666,26.50845733328489,21.563442449609944,15.673227098407647,6.679775971770381,6.8404979189868005,0.0,2.174018548167663,2.613495367984008
2024-03-05,17.575634145272193,25.981045990782626,21.115367392805297,15.383341978729206,6.540959661598501,6.7038580231895,1.948560095320397,2.1309033277782143,2.6203293845240614
2024-03-06,17.615566116028504,25.98501123267299,21.085355791334674,15.315494209933092,6.553297598144388,6.756738664539842,1.9485656727727438,2.130909427159904,2.6090612874138617
2024-03-07,17.721756813070527,26.07561973194217,21.00218569145914,15.207745073627784,6.559701484705287,6.7944334506460775,1.9539148239747697,2.1396830273759475,2.5449599031983006
2024-03-08,17.65822182963686,26.146116902177326,20.868967119949282,15.24240435653574,6.576056784280978,6.820242668076043,1.9589495603465008,2.147967477984862,2.5810733010124145
2024-03-11,17.737823712381093,26.15760825364421,20.840110769744022,15.23343014311771,6.578203913982765,6.823404914082676,1.9595891714270162,2.1483265896994066,2.5215025319210986
2024-03-12,17.827809152047365,26.291636978442867,20.41937184683059,15.265877896282113,6.606738213855716,6.898470516507181,1.9677548877086357,2.159913366997173,2.562427141328363
2024-03-13,17.866535846397234,26.285580268496577,20.410338176078135,15.25236403443877,6.603649017522156,6.890937984998777,1.967056479827958,2.1591467570263303,2.5643914352140587
2024-03-14,17.919652794177487,26.28181427261692,20.397959456911952,15.244142634907012,6.61066124126066,6.890849802635065,1.9667241066794312,2.1469897623602914,2.5412059284511774
2024-03-15,17.92167739954577,26.279410958627597,20.38642091672186,15.240401880172602,6.61005673601323,6.889647293024498,1.9665442615778073,2.1439315190334836,2.5619090352831506
2024-03-18,17.93562400191667,26.301087896458792,20.394888290952792,15.175407862835904,6.605929446816059,6.896679001417909,1.9693604568229262,2.1453532549528083,2.575669787826138
2024-03-19,17.936330943079216,26.30636589687517,20.388882265757246,15.174700574867133,6.606748655391444,6.897419699484482,1.9810613474610883,2.145619302569247,2.5628713145149704
2024-03-20,17.943154401471762,26.319246780092172,20.399309864102705,15.17775035678088,6.610322444208102,6.9009472848277476,1.9820745325763771,2.150155406694496,2.5170389292457624
2024-03-21,17.92923926912542,26.314835946952343,20.39417090168553,15.173240506313125,6.609682833839943,6.898610387309634,1.9701410334920617,2.149584225647045,2.5604948956349003
2024-03-22,17.950812098779153,26.32801983466359,20.40253654054797,15.18077484061336,6.614708099608288,6.8765931134460505,1.971454332525025,2.1519345359488873,2.5231666038676726
2024-03-25,17.959389207688876,26.326331701761617,20.398985684640397,15.174185643855614,6.616046479225121,6.880866593808579,1.9717916942752454,2.1554798029200692,2.5169231918244783
2024-03-26,17.970915817837984,26.33779667250073,20.385179833973382,15.179044402742212,6.620448622754554,6.88888463364967,1.972994222224038,2.157792801351094,2.486942992966336
2024-03-27,17.964390353696917,26.337605487277806,20.37913417324071,15.176247644317167,6.619710756227285,6.893184857877737,1.9729111265024566,2.157701922549813,2.4991136783101093
2024-03-28,17.954381082337434,26.340428563171674,20.38095130417889,15.172411242014286,6.618548998184114,6.901142840071117,1.9731225989479937,2.1584841046382577,2.5005292664562284
2024-04-02,17.923093448602128,26.355181534949885,20.390541160444844,15.178623482022388,6.622691755997735,6.936581816957984,1.9744344647535137,2.1606314918650686,2.458220844406454
2024-04-03,17.922631258170917,26.368586257954846,20.39550379347993,15.185392771564574,6.62638747005392,6.940079649195548,1.981875503545728,2.179793441474823,2.3997498545597176
2024-04-05,17.904197877911987,26.36181269895236,20.38157789873725,15.174809779481643,6.62225832766817,6.933712660748427,2.0187543181830923,2.181867809633197,2.421008628683878
2024-04-08,17.908903407951904,26.362333348359897,20.3817507849356,15.169528922136525,6.622389118176175,6.933045817884244,2.0187941888570755,2.182278346226841,2.42097606547174
2024-04-09,17.90966296894252,26.358692822359142,20.377480518066545,15.166350689929736,6.622448142624358,6.945105479067765,2.018371222742384,2.181878529013961,2.4200096272535965
2024-04-10,17.920394215812337,26.36781162351305,20.36551595897441,15.165153453869443,6.622407699776107,6.944846361615675,2.018295918600469,2.182003760983404,2.4135710068551037
2024-04-11,17.93500097390728,26.372251165088656,20.36643507777389,15.163216082965626,6.622753786236686,6.952693336363704,2.0184643759477017,2.1821858822282816,2.38699931948818
2024-04-12,17.945587003618225,26.371532370430796,20.357694170222988,15.163704029719405,6.624015110854449,6.954017499022918,2.018848798936935,2.1818206460171305,2.3827803711771542
2024-04-15,17.951300619771917,26.376467260530845,20.356830228692203,15.164024709129281,6.624512387248842,6.947432478213914,2.018937359346603,2.181916355478055,2.3785786015883357
2024-04-16,17.954331435802807,26.380335425627184,20.354355967416577,15.161905918069552,6.623691097374142,6.95184016162894,2.018750047014632,2.1816220632394243,2.3731678838267456
2024-04-17,17.893190484568454,26.390690873508987,20.365977557963127,15.170216268148648,6.629600995882684,6.970684741463685,2.020551249352812,2.1812700596012378,2.3778177695103686
2024-04-18,17.918994326618463,26.39335200675453,20.36473246499551,15.15926371649374,6.630269498715724,6.970491122179275,2.0207549937765465,2.180156730579894,2.361985139886318
2024-04-19,17.92271882665208,26.39838606414027,20.366314198512296,15.161025514617624,6.631482510356192,6.962079351229483,2.000456359162997,2.177937964750369,2.379599210578695
2024-04-22,17.929948996097085,26.397487803640125,20.364448636475768,15.158428917768358,6.63133732973451,6.9618424518650714,2.000388289436108,2.177863855839288,2.378253719143688
2024-04-23,17.91145034680028,26.404051291151177,20.367984887487083,15.15561178901495,6.634361383801289,6.965017224453465,2.0013005160415442,2.177706927308322,2.3825156339418885
2024-04-24,17.62499805124653,26.505540939653745,20.426196705348197,15.190740826348012,6.657739182589034,6.988325238757461,2.0025161493885313,2.1718192259515057,2.4321236807169906
2024-04-25,17.586937426447196,26.49810518169748,20.414681181897706,15.181986259589722,6.6569732936046035,6.985905193346728,2.0022857851435676,2.1715693855213365,2.501556292751658
2024-04-26,17.596047927716782,26.516662359698255,20.386584318741903,15.190233967201557,6.66339154893031,6.989751862200475,1.9834174642090858,2.1684633815155636,2.5054471697860694
2024-04-29,17.596148802830477,26.51981929902318,20.388375698389382,15.190211037321678,6.665303079552985,6.9811234660253945,2.041777480561837,2.1644043761212073,2.452836760173861
2024-04-30,17.626997004522124,26.52780425634808,20.26498643140931,15.176637733105078,6.667891179134905,6.944636662677074,2.042570291238373,2.165418242546294,2.583058199018762
2024-05-02,17.663722871756118,26.514049083191686,20.204965639084808,15.078256654866939,6.665915543856038,6.937932204287112,2.1323729444226744,2.2285144555921494,2.5742706029424696
2024-05-03,17.672212488705796,26.50228080380267,20.183274733887757,15.053472683094688,6.664075945194341,6.922973732681411,2.1480747859512053,2.23031662776817,2.6233181989139633
2024-05-06,17.708426938648994,26.475614562229772,20.16516433614366,15.039965242834608,6.660012470256198,6.897253645537623,2.1461473242647067,2.228315370699795,2.6791001093846463
2024-05-07,17.69707357624925,26.459564070780573,20.15337881157403,15.031175139419577,6.656281539149672,6.9192374018725,2.1508919998554514,2.2270245689349406,2.7053728921640117
2024-05-08,17.69446073600682,26.465482071914693,20.132819728946224,14.950972507461676,6.654604647425468,6.920320677849126,2.227661057805225,2.2182246899955893,2.735453882595182
2024-05-09,17.633281247602405,26.441750094014616,20.10728405852975,14.90390759967941,6.683922262838969,6.875391762680973,2.3997886708048317,2.229743138126461,2.724931165722589
2024-05-10,17.66977416514507,26.40767779811201,20.052112358450618,14.852171287967703,6.648817240763649,6.858198043672868,2.6084135687177334,2.2286529031434936,2.674182634026855
2024-05-13,17.674589495043843,26.352346840097486,19.972554505606972,14.800848280900777,6.6386021931154975,6.822289614459646,2.7220335395679935,2.2358199914521713,2.7809155397556107
2024-05-14,17.682616524518732,26.307947977359515,19.922672180756273,14.744921100816613,6.624507899347533,6.759854582402264,2.8883791148193514,2.264927852428177,2.8041727675515418
2024-05-16,17.715759373822884,26.32050283414033,19.877711456595232,14.722068327621606,6.610765502178828,6.740583610064618,3.016082010305889,2.2748579721966005,2.7216689130740095
2024-05-17,17.69818142381788,26.317202055606487,19.866671942167592,14.70289465254001,6.632100010914456,6.740698983393586,3.1625730729405714,2.3006917019554605,2.578986156663958
2024-05-20,17.686234554257645,26.296086413283287,19.832968007136902,14.67008095184993,6.611547910877709,6.759113594722674,3.159931001129597,2.305639923277142,2.6783976434651104
2024-05-21,17.744339689587886,26.32954553159252,19.84603525652654,14.66830283443713,6.618360975388107,6.598122587814978,3.163187245211816,2.3131738438413185,2.7189320355997078
2024-05-22,17.865544376832567,26.304777176133896,19.82510599160579,14.644428086713104,6.6153664475262595,6.59271970114344,3.1622367293090923,2.31270809385213,2.677113396883724
2024-05-23,17.88938146130961,26.305729127827693,19.81230937931028,14.613744302821804,6.611971414133436,6.585649046427673,3.16060838252761,2.347073141731319,2.6735337439105775
