date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,KINGKEY SECURITIES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SYSTEM SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-15,50.27231734616133,38.207598539572984,4.1678501602890865,1.508868964188501,0.4244668128208981,4.45011191603601,0.0,0.3055091414274948,0.6632771195036931,0.0
2024-03-18,51.243304876629836,37.39417224382257,4.298989774691249,1.7905444168514484,0.36553924183291764,3.92505578853778,0.0,0.29077642471913356,0.6916172329150708,0.0
2024-03-19,51.73003688003725,38.45014012226471,3.608881579984285,1.5452135924077495,0.3266328843819972,2.8765229041300753,0.004228054620577709,0.6458488730680308,0.812495109105329,0.0
2024-03-20,52.89673061331738,37.85147199648406,3.095478572219288,1.4822744724301533,0.3178510893097829,2.8671135994919013,0.0012343139632323766,0.6533766905532792,0.8344686522309295,0.0
2024-03-21,51.77232759933309,38.74312742865984,2.8115398646119165,1.5249634129417977,0.32493067109067575,3.100658121335646,0.01156655652307366,0.8307025186501534,0.8801838268538071,0.0
2024-03-22,52.99797759830388,37.43993032093495,2.8072519568534884,1.6487914714633087,0.32066934213996584,3.1205904229940855,0.008301720730156975,0.8245816942760099,0.8319054723041545,0.0
2024-03-25,51.39194202599452,38.87107213340804,2.548413654136288,1.8181685515783654,0.3228475648427146,3.391727130573261,0.01170135699717704,0.7923624039311277,0.8517651785385111,0.0
2024-03-26,51.842670726606755,38.48696145905315,2.5122596177386853,1.737237653654348,0.32002544123737303,3.498844334812232,0.011599071338580388,0.7425609480245778,0.8478407475342984,0.0
2024-03-27,52.07492927258289,38.203058389307216,2.51328027813267,1.8078170460145635,0.32126792607688615,3.4633173358998404,0.011644104227949731,0.7554245693359278,0.8284680351578566,0.020793043264195947
2024-03-28,54.11075800597413,36.20954618929412,2.520592548943647,1.633927333083946,0.3189830206387596,3.5968167932977266,0.00536774160967927,0.7647099406813476,0.8186532664394197,0.020645160037227963
2024-04-02,54.11782844505859,36.38743596190911,2.3826048947347345,1.6561368743692004,0.32044414795354953,3.6152414206846126,0.005392328980721564,0.6811059031440146,0.8130702963165287,0.020739726848929094
2024-04-03,54.94403601923236,35.47250702852875,2.3290981613021464,1.7255057894194952,0.31669373907528947,3.739774946134239,0.005329218330666164,0.6546870930046497,0.7918710113929148,0.020496993579485246
2024-04-05,55.19721526946907,35.1359995241982,2.3951072524629398,1.6807382949679102,0.3192081074995647,3.787657339853435,0.00537152929751957,0.6704213980125402,0.7876215561714356,0.02065972806738296
2024-04-08,56.16107748138586,33.79552749576225,2.269924436190414,2.206161232934926,0.31802348624187754,3.7571344233968818,0.005351594879681703,0.6636109382371581,0.8026058537414079,0.020583057229545013
2024-04-09,56.410481799022136,33.94560920452278,2.1749786093983987,1.7780733711566934,0.31943578874986905,3.752111200027731,0.005375360642895117,0.6952954563514395,0.8979647461169151,0.02067446401113507
2024-04-10,56.604795935538085,33.66826094154825,2.6271125071537833,1.7105534997024903,0.21184059059090157,3.7321122358596046,0.0053626659998177745,0.6418830693098809,0.7774529158363511,0.020625638460837595
2024-04-11,53.935004613839844,35.84273614885361,2.765673344388733,1.8646631262140363,0.21250286298241297,3.818678087072162,0.010965763558897928,0.6716145343594424,0.8574713988084102,0.02069011992244892
2024-04-12,53.40354908331878,36.37720078301475,2.8271915522157105,1.7981811343894676,0.21193413591581062,3.8860447037769847,0.010936415594101695,0.665896472693664,0.7984309726767657,0.020634746403965464
2024-04-15,53.36035695398357,36.33669209719789,2.8265077508556122,1.8389435873314135,0.2118519515034748,3.8894881811914463,0.0109321746402564,0.6677009239563573,0.8368996347357278,0.020626744604257355
2024-04-16,52.05759455066302,37.55197788408571,2.865498824329461,1.8986824485205458,0.21337300291837785,3.8951847901935337,0.002077484019102204,0.6787273249384123,0.8161088501408181,0.020774840191022038
2024-04-17,52.05107455364231,36.67228631585273,3.4252097207787666,2.0510900505619407,0.21436343152405288,4.01052547442455,0.002087127224063511,0.740734809434374,0.8117572443165864,0.02087127224063511
2024-04-18,50.92406069529298,37.96623545441503,3.3116693444174707,2.012640191791462,0.21259479396865885,4.001239965410073,0.008693609688613189,0.7625670115207395,0.7795998628078015,0.02069907068717426
2024-04-19,51.17866635091294,37.69771411809033,3.208716981267601,2.0013726689451246,0.2134018199449658,4.095799583514789,0.008726611290936616,0.7363730694809997,0.8384511506215155,0.020777645930801465
2024-04-22,51.52451140829256,37.29995937784684,3.2863941045857845,1.9771355079256796,0.2120724194305882,4.083499388218825,0.008672248298428227,0.7514015852826528,0.8357057498842876,0.020648210234352923
2024-04-23,51.58079956303765,37.33081627272567,3.2606497486317476,1.919160133260309,0.2134554846850073,4.105558371247776,0.008728805795774917,0.7064230843669018,0.8536256653068499,0.020782870942321233
2024-04-24,52.18963265366564,36.96548262532665,3.175305819498316,1.800522426914777,0.2117969061267726,4.07984403196796,0.008660981770764593,0.7009340795633853,0.8471990899972442,0.020621385168487126
2024-04-25,51.25234971247446,37.772535313675654,3.366289698066654,1.7363033457993993,0.21345947735569967,4.109791817381887,0.008728969067508748,0.7053971349796432,0.8143612715145486,0.020783259684544638
2024-04-26,53.18144737136969,35.81382138954983,3.3449928962765663,1.736707340598357,0.21497588247703248,4.149034399942039,0.008790979213705578,0.720873691301707,0.8084251463812897,0.020930902889775185
2024-04-29,53.051454168493215,35.918830517998686,3.3792990763168342,1.6483524902603246,0.21782127669427587,4.2003451564946905,0.008907335528331974,0.7346566747527564,0.8191253617267632,0.021207941734123745
2024-04-30,52.27740204143201,36.48972714577787,3.3663825556417124,1.7259728567918569,0.22443993500832646,4.288639272555547,0.009177991413034084,0.7392793414701129,0.8571264994023112,0.021852360507224014
2024-05-02,52.86870048233807,34.581060549382414,4.261006836523034,1.8560037315585802,0.23057649552252024,4.50018712110289,0.008306440922162527,0.7823913034042007,0.9072770711800913,0.004489968066033799
2024-05-03,53.820999082647994,33.36882167705541,4.411263281724592,2.196463657906228,0.22567578106885838,4.365647675123288,0.008129894327534654,0.7420317150627429,0.85657269760901,0.004394537474343057
2024-05-06,54.93118457140063,34.05713260093391,3.74762361572145,1.7324781387335355,0.23033087817920425,3.8667946728060363,0.008297592639742894,0.6705495415881135,0.7511232027867066,0.004485185210671835
2024-05-07,54.05857338732947,33.516116873040026,3.196135416601641,2.291789543508491,0.22667194925013925,4.947695121868283,0.0011034839124564589,0.7675975340987923,0.9899027547408805,0.004413935649825835
2024-05-08,53.31943104681483,34.822769894363766,2.683274103599031,2.325557251046475,0.21679647608251507,4.8988921468201125,0.021319244720837592,0.8542608694741769,0.8534773344602784,0.004221632617987642
2024-05-09,54.599409512021715,34.165610906635244,3.043537883456785,2.30200219510927,0.22628740430436753,3.936173674522667,0.0011016118715502976,0.844289438988104,0.8771809256041041,0.00440644748620119
2024-05-10,54.580365430669566,34.06787891420347,3.2016611721715624,2.4056916723321584,0.2092617343351664,3.800570807914294,0.0010187275403749664,0.8645052304747133,0.8649714001971888,0.004074910161499866
2024-05-13,56.2714143018924,32.589959884512986,2.795191000259114,2.53449981381621,0.21038134866986968,3.9012005838023787,0.0010241780445533078,0.825705448997847,0.866526727826435,0.004096712178213231
2024-05-14,57.33375675755323,32.08591575398398,2.83435772824983,2.5124918036586776,0.2074313151992127,3.4338856189492657,0.0026255234141234454,0.7868620965325729,0.7990380623472402,0.003635340111863232
2024-05-16,54.07681032878126,33.763663980252815,3.6461738138447894,2.682706083850028,0.251048162592452,3.8939037111521233,0.026887347159440318,0.8726322740856376,0.7817745505644569,0.004399747716999325
2024-05-17,53.65643605065466,32.99685364402134,4.56842666829622,2.923982408386818,0.2203281416180587,3.797805452559253,0.11519734754181565,0.7596297584279551,0.9574791648891211,0.0038613636047535975
2024-05-20,53.27663212562894,33.82090700185362,4.204266696137756,2.9340328866267353,0.21803023863992285,3.678165759833691,0.11611873041685872,0.7258087219268494,1.0222167472582842,0.003821091677337216
2024-05-21,54.71999880356939,33.21968850784921,3.907662247523922,2.7602002504151555,0.20518683014186398,3.3815865076390077,0.10867924290679125,0.7855399606269288,0.9078616449668431,0.003596004360886475
2024-05-22,55.164924594479544,32.03891984470645,4.304035723823381,2.9046183509526893,0.21430935852756838,3.576750740996005,0.06990112505683418,0.8563543012097047,0.866430078901479,0.003755881346337359
2024-05-23,56.73719731722073,32.2478673248299,3.2737867521784474,2.6369800476755607,0.20145092395670072,3.244267318199169,0.03275547918185165,0.8030121444381335,0.8191521616292484,0.0035305306902594586
2024-05-24,58.99640028627747,30.51653750539678,3.0082532879993478,2.5793459336175855,0.20053838171557042,3.0794224075220686,0.028897311784908623,0.8155805456318754,0.7715098021346098,0.003514537919786184
2024-05-27,58.55893928990796,29.77592402184801,3.9436836073950308,2.5180150356628084,0.20078575796002893,3.2720672628958947,0.012511549565354487,0.9090547846573522,0.8054998167923044,0.003518873315255949
2024-05-28,57.48295143843913,30.199540403779636,4.062208825302605,2.8478120218608654,0.20358081479558413,3.4355539120987966,0.023587506452236028,0.9778040246159099,0.7633931945364045,0.003567858118825618
2024-05-29,59.47390075114477,29.223025148450198,2.9425243827464866,2.887160325566572,0.20258656308340495,3.4408668762521,0.0234723093561849,1.006165985325193,0.7967472247270939,0.0035504333479943547
2024-05-30,58.521318682744386,30.116085275214754,2.873882680177211,2.8941181503311983,0.20116446963205767,3.511118416447498,0.02330754118540703,1.01594712446506,0.8395321493710235,0.0035255104314061056
2024-05-31,58.14926562712175,30.556475111290716,2.8195866948684056,2.8231726220491087,0.20109160920695157,3.557030325891365,0.024669634605795143,1.0204739239842782,0.8447102174665198,0.0035242335151135914
2024-06-03,59.081164919762564,29.629201006591067,2.8263957078785147,2.7598447996385818,0.20545781965070126,3.643264387873945,0.02380498207328317,0.9660149743759422,0.8612506485644862,0.003600753590916782
2024-06-04,59.37476789910603,29.552990505659636,2.6723395827035197,2.7457428042783554,0.20194883018681792,3.544075941761345,0.03185331076916895,0.9709486863583053,0.9017931824246884,0.0035392567521298824
2024-06-05,59.063306028505245,29.90037399829063,2.7047574548720514,2.7723693121007322,0.20525949746989106,3.4662789216783403,0.0321756522656471,0.973676006707936,0.878205850216465,0.0035972778930537137
2024-06-06,59.638147907401816,29.362780936801762,2.7781575412923356,2.7945322556354526,0.19946658423833818,3.3218421972058354,0.02291661034011461,0.9871745510327486,0.8914856619319135,0.0034957541196784995
2024-06-07,59.12631071430122,29.694783224040922,2.8119924652655137,2.8529999248716806,0.19837354794025736,3.4398351014755977,0.022791031978072824,1.0702251425131197,0.7792122495152717,0.0034765980983500924
