date,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,LONG BRIDGE HK LTD,CHIEF SECURITIES LTD,HANG SENG SECURITIES LTD
2024-07-10,70.29702970297029,0.0,29.7029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,70.35922942770412,0.052996719110518765,29.445075279876654,0.019628414485377322,0.019628414485377322,0.003336830462514145,0.10010491387542435,0.0,0.0,0.0
2024-07-15,69.71489864657133,0.4011388047625229,29.365800525677276,0.023033761052057275,0.08784061418157436,0.0034160238848390027,0.36483135090080554,0.0,0.0,0.039040272969588605
2024-07-16,69.4572627827589,0.28853445939754785,29.33859323854586,0.023004774465480163,0.10722564369503468,0.003801636458278502,0.6451084636124904,0.0,0.0,0.13646900106640777
2024-07-17,69.15389649342859,0.20255689121915876,29.44641591162287,0.022982416503712244,0.10712143285628588,0.0037979417103592267,0.8782009831799874,0.009738312077844171,0.0,0.17528961740119509
2024-07-18,69.14641974828331,0.20259886785846284,29.521952263310443,0.003501468671581691,0.15562082984807518,0.005252203007372537,0.7798548835761667,0.009726301865504699,0.0,0.17507343357908456
2024-07-19,69.03084091110642,0.2802744662749711,29.600823281881468,0.0317696369977888,0.1900331047413747,0.009842740296860946,0.6225289605578982,0.0097452874226346,0.0,0.2241416107205958
2024-07-22,68.79800999521558,0.302096401663446,29.81971476205119,0.041851403937765194,0.19157332788413645,0.009922515957075785,0.5371912599335683,0.00982427322482751,0.0,0.2898160601324115
2024-07-23,68.53226092705674,0.5349679467801483,29.598861803522635,0.14393231670570522,0.19503023943862496,0.010531632929685748,0.5332126746252007,0.009751511971931248,0.0,0.44145094696932763
2024-07-24,68.41871214148442,0.5618507796725619,29.535699515897534,0.14985282312014986,0.1946140560001946,0.010995694164010994,0.5320748291045321,0.009730702800009731,0.0,0.5864694577565865
2024-07-25,68.4331515871616,0.5624892183105553,29.426792086385316,0.24906914043041473,0.19382812484857176,0.010951289053944305,0.5299260933359953,0.009691406242428589,0.0,0.5841010542311711
2024-07-26,68.47876914378546,0.5425464247991348,29.402743906276168,0.2488123325720515,0.19362827437513735,0.010939997502195261,0.5293797021416256,0.009681413718756868,0.0,0.5834988048294765
2024-07-29,68.46544193154685,0.5652325825612198,29.388029264336247,0.2545482349547959,0.19357280224699308,0.01093686332695511,0.5292280413432792,0.009678640112349654,0.0,0.5833316395713136
2024-07-30,68.39891237576956,0.617180534453309,29.283627673566382,0.2551526390485599,0.19256802947061122,0.010976377679824841,0.5553661969932429,0.009628401473530562,0.09628401473530561,0.5803037568096869
2024-07-31,68.15421388784024,0.6280961809594983,29.289775572624944,0.2571322911931709,0.2089801767375209,0.010978682095888195,0.757721673074108,0.016371718914920994,0.09630422891129994,0.5804255876484048
2024-08-01,68.05753123064788,0.6658814261072903,29.291270635438103,0.25714541621441495,0.21380630112209786,0.011460788213301642,0.7616127158889864,0.016372554590430917,0.09630914464959363,0.6286097871278976
2024-08-02,67.95935462093068,0.6649208567227307,29.249016419140567,0.256774470270421,0.2134978741574287,0.011444255416546855,0.9047693694022925,0.01634893630935265,0.09617021358442734,0.6277029840655572
2024-08-05,67.82730220287027,0.6765484678591387,29.252786169710365,0.2596930428233828,0.3174026078952456,0.011445730405919462,0.9145042411721198,0.016351043437027805,0.09618260845310472,0.6277838853734146
2024-08-06,67.55889814976058,0.9143921514673666,29.261510959909714,0.2616947234839265,0.31749727481505785,0.011449144152421781,0.934019255728661,0.016355920217745405,0.09621129539850237,0.6279711250660249
2024-08-07,67.36728626462397,0.8703106565536812,29.37495260138025,0.28703164163859546,0.32159063528070064,0.04079881193859635,0.9223411414259617,0.016319524775438538,0.09599720456140316,0.7033715178214011
2024-08-08,67.39272521011549,0.876836860931716,29.3694279925561,0.26777307815230816,0.32151964581011916,0.040789805811731535,0.9221375393861565,0.009597601367466242,0.09597601367466242,0.7032162521942515
2024-08-09,67.38556663418287,0.8723578914017158,29.380199607314132,0.2678712873663644,0.32163756726785686,0.04080476599666841,0.9224757451670356,0.009601121410980802,0.09601121410980802,0.7034741657825634
2024-08-12,67.60520034872253,0.8942922885631391,29.156253424102825,0.2658294784882973,0.3191859329518982,0.04049373776255425,0.9154443115826382,0.009909055828954452,0.09527938297071588,0.6981120390264353
2024-08-13,67.49556985302898,0.9158343722087686,29.232569580771965,0.2722570106180234,0.32002139844574684,0.0405997296535649,0.9177449477218775,0.009934992668166468,0.09552877565544682,0.6999393392274589
2024-08-14,67.54078691838222,0.9186668870117104,29.23150844969112,0.2722471277928018,0.32000978179153894,0.040598255898926586,0.870044505240996,0.010698834495717123,0.0955253079974743,0.6999139316974943
2024-08-15,67.53049173318266,0.9407841426762098,29.21689765524561,0.27678543306898734,0.3197348968210716,0.04056338243252401,0.869297146342185,0.010689644311629855,0.09544325278240944,0.6993127131367138
2024-08-16,67.52703320533783,0.9408290405681817,29.218291999660206,0.27870759850452376,0.31975015581854604,0.04056531827548719,0.8693386325956173,0.010690154463187213,0.09544780770702868,0.6993460870693992
2024-08-19,67.4653222858419,0.9432872745459422,29.22797047681678,0.28060959093039256,0.3197422209581004,0.04056431161408736,0.8693170592496653,0.01068988917830067,0.09544543909197027,0.7470514517728513
2024-08-20,67.2668461756837,0.946580295874447,29.38623783319808,0.28102050589426175,0.30587265947674747,0.040623712586755525,0.8705900570356924,0.010705543081686161,0.09558520608648358,0.7959380110821488
