date,HAFOO SECURITIES LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,63.19045164360204,0.0,0.0,36.809548356397954,0.0,0.0,0.0,0.0,0.0
2024-03-08,55.25248674314629,0.0,0.0,32.16649915086819,0.0,0.0,0.0,0.0,12.581014105985513
2024-03-14,49.16283802534612,0.0,0.0,28.617680614227126,0.0,10.995652307976936,0.0,0.0,11.223829052449817
2024-03-15,49.16597292880708,0.0,0.0,28.615915888138627,0.0,10.994974254617212,0.0,0.0,11.223136928437086
2024-03-20,36.63964357072319,0.0,25.3037227568151,21.369680545667503,0.0,8.327400500654525,0.0,0.0,8.359552626139678
2024-03-22,36.642553680101045,0.0,25.302560569525777,21.36869904696291,0.0,8.327018027328052,0.0,0.0,8.359168676082215
2024-03-25,36.54713138201707,0.0,25.214545620980843,21.33556079364716,0.0,8.572670892738632,0.0,0.0,8.33009131061629
2024-03-26,36.550035469919216,0.0,25.21339161079201,21.33458431543056,0.0,8.572278541843064,0.0,0.0,8.329710062015149
2024-03-28,36.548269789355714,0.0,25.194977471811175,21.32287354481623,0.0,8.608741394689295,0.0,0.0,8.325137799327585
2024-04-02,36.55117209834191,0.0,25.193825042881645,21.321898227558606,0.0,8.60834762721555,0.0,0.0,8.324757004002286
2024-04-03,33.230065495373736,0.0,22.904667844890323,19.380392972242436,0.0,7.82617735731365,9.090342031396196,0.0,7.568354298783657
2024-04-05,33.23985791736773,0.0,22.882781828379137,19.320329864356786,0.0,7.914251885087556,9.081655968924618,0.0,7.561122535884174
2024-04-08,33.248198675221666,0.0,22.845158744990552,19.271579559376235,0.0,7.998504952345356,9.078261591810461,0.0,7.5582964762557365
2024-04-10,33.2482198833323,0.0,22.839467729546822,19.266778767308132,0.0,7.9965124244877615,9.076000083037512,0.0,7.573021112287476
2024-04-11,29.336830655845425,0.0,20.210633116819746,17.030792549176137,11.502704017197665,7.0761096860561405,8.03134775374804,0.0,6.811582221156846
2024-04-17,29.345895478508005,0.0,20.21067181715427,17.01554833624234,11.504817447887678,7.077409803607114,8.032823380418042,0.0,6.81283373618255
2024-04-23,29.3588746112537,0.0,20.2069591242517,17.01242258633591,11.502704017197665,7.0761096860561405,8.03134775374804,0.0,6.811582221156846
2024-04-24,29.385011032658266,0.0,20.158543970865388,17.017501698235108,11.508623580848292,7.079751219527123,8.035480875330368,0.0,6.815087622535454
2024-04-25,29.39020210018466,0.0,20.15706207071194,17.016250703202214,11.507777555903479,7.0792307710049585,8.034890168959938,0.0,6.814586630032811
2024-04-26,29.392797347753042,0.0,20.156321202335587,17.015625274655836,11.507354590074263,7.078970575437333,8.034594848341648,0.0,6.814336161402293
2024-04-30,29.39539240455293,0.0,20.155580388418137,17.014999892082745,11.506931655335936,7.0787103989958675,8.034299549431447,0.0,6.814085711182938
2024-05-03,29.4064184332118,0.0,20.14455435975927,17.014999892082745,11.506931655335936,7.0787103989958675,8.034299549431447,0.0,6.814085711182938
2024-05-06,29.39259805035526,0.0,20.127539969265015,17.00062876988002,11.49721272956185,7.14617638755514,8.02751366042936,0.0,6.808330432953355
2024-05-08,29.38979470861253,0.0,20.123106158389167,16.99688377308204,11.494680057068337,7.162959334978519,8.025745313307556,0.0,6.806830654561853
2024-05-10,29.375567501835718,0.0,20.108340886419583,16.977074886317574,11.486245868235354,7.231078249796203,8.01985644548681,0.0,6.801836161908758
2024-05-16,29.384417635922166,0.0,20.10319708425137,16.975829289666645,11.48540313004394,7.230547710412309,8.019268033973265,0.0,6.801337115730299
2024-05-17,29.391320734915467,0.0,20.090734283409947,16.977697753192025,11.486667283709519,7.231343548685356,8.020150683625666,0.0,6.8020857124620235
2024-05-20,29.393911180805272,0.0,20.089997207450033,16.977074886317574,11.486245868235354,7.231078249796203,8.01985644548681,0.0,6.801836161908758
2024-06-04,29.396501436628817,0.0,20.089260185570872,16.97645206514412,11.485824483681297,7.230812970372568,8.019562228936802,0.0,6.801586629665522
2024-06-11,29.40017003783144,0.0,20.08559158436825,16.97645206514412,11.485824483681297,7.230812970372568,8.019562228936802,0.0,6.801586629665522
2024-06-12,29.43256293856927,0.0,20.1077217480243,16.995156600727388,11.49847948438072,7.238779829288748,7.918218828993679,0.0,6.809080570015899
2024-06-13,29.44098948756325,0.0,20.101114703771668,16.995780795122126,11.49890179802047,7.239045693611174,7.914836869473405,0.0,6.809330652437907
2024-06-14,29.389025182615836,0.0,20.01071595228371,16.919347354137194,11.447188926304525,7.4075846006444,7.879242257842389,0.0,6.946895726171945
2024-06-17,29.39160680969418,0.0,20.00998433504867,16.918728761271282,11.44677040251301,7.407313769926659,7.878954182720607,0.0,6.946641738825593
2024-06-18,29.413329078726857,0.0,20.01730291567671,16.92491672616371,11.45095701809045,7.410022968602414,7.8818358822004955,0.0,6.901635410539366
2024-06-26,29.41591066669911,0.0,20.016570816715678,16.92429772599156,11.450538218726168,7.40975195955892,7.881547617398555,0.0,6.90138299491001
2024-06-27,29.414619008975418,0.0,20.01071595228371,16.893753527777616,11.439876404487501,7.4075846006444,7.934086171470063,0.0,6.899364334361294
2024-07-03,29.41182303195594,0.0,20.189100000682657,16.89004826238534,11.27287167000366,7.40595991334113,7.93234600787278,0.0,6.897851113758496
2024-07-04,29.53842558892213,0.0,20.215703163273474,16.912304266866755,11.075429929359514,7.4157187414072165,7.9354779029471105,0.0,6.906940407223799
2024-07-05,29.602909906647344,0.0,20.24979829259516,16.940827994013386,11.094109379323976,7.428225844794095,7.7655391605498005,0.0,6.918589422076238
2024-07-08,29.628982504648572,0.0,20.247571191929477,16.938964818451957,11.092889233916758,7.427408878299678,7.746354866657068,0.0,6.917828506096492
2024-07-09,29.69590262740705,0.0,20.283263691710257,16.96147987690817,11.112443823590583,7.440501944487594,7.760010172113666,0.0,6.74639786378268
2024-07-10,29.70910229103033,0.0,20.28475361025597,16.94436190130652,11.113260094403437,7.441048490743905,7.760580188026591,0.0,6.746893424233245
2024-07-11,29.711683824934536,0.0,20.284008623623418,16.94373959534431,11.112851944007653,7.440775207579403,7.760295169602803,0.0,6.746645634907879
2024-07-12,29.757979741016754,0.0,20.165987259917795,16.968043447680238,11.128792056351704,7.451448146743288,7.771426423528414,0.0,6.756322924761807
2024-07-15,29.76056308515312,0.0,20.165245600085832,16.967419401057082,11.128382764312587,7.451174099174521,7.7711406078755,0.0,6.756074442341359
2024-07-16,29.773476956070695,0.0,20.16153811907319,16.964299856345825,11.126336755619295,7.449804163640758,7.769711844902726,0.0,6.754832304347519
2024-07-17,29.781926266786545,0.0,20.151247801208825,16.964923673517685,11.126745897168716,7.450078110446912,7.769997555466103,0.0,6.75508069540522
2024-07-18,29.78450825542455,0.0,20.150506819719325,16.964299856345825,11.126336755619295,7.449804163640758,7.769711844902726,0.0,6.754832304347519
2024-07-19,29.79999620055563,0.0,20.146062074888334,16.960557916514112,11.123882538054207,7.448160905789009,7.76799802267136,0.0,6.7533423415273495
2024-07-23,29.802576860490053,0.0,20.145321474711423,16.95993442036152,11.123473607050965,7.447887099957179,7.767712459135992,0.0,6.753094078292862
2024-07-30,29.80515733069341,0.0,20.144580928983707,16.9593109700486,11.123064706112483,7.447613314255655,7.76742691659536,0.0,6.752845833310779
2024-08-05,29.897057791135857,0.0,20.144580928983707,16.867410509606156,11.123064706112483,7.447613314255655,7.76742691659536,0.0,6.752845833310779
2024-08-07,29.909185313549656,0.0,20.145321474711423,16.8386213530868,11.123473607050965,7.462591714172297,7.767712459135992,0.0,6.753094078292862
2024-08-08,29.916914399075413,0.0,20.143100000851856,16.836764517135386,11.122246994416528,7.461768795935997,7.766855894489046,0.0,6.7523493980957765
2024-08-09,29.92464178017879,0.0,20.140879016872976,16.8349080906545,11.121020652275414,7.460946059170098,7.765999518732227,0.0,6.751604882115996
2024-08-14,29.894635633570577,0.0,20.233206239224096,16.813897165958995,11.107140984729629,7.45163437329915,7.756307108759164,0.0,6.743178494458394
2024-08-16,29.902354973784835,0.0,20.230978349760896,16.812045778497783,11.105917971329102,7.4508138697414035,7.7554530575190075,0.0,6.7424359993669745
2024-08-22,29.901257492484106,0.0,20.23023582896433,16.811428739943963,11.105510360045255,7.450540408707836,7.7588386325164365,0.0,6.742188537338076
2024-08-23,29.908974970527503,0.0,20.228008593564123,16.80957789601242,11.104287705696567,7.449720146033231,7.757984427938054,0.0,6.741446260228101
2024-08-26,29.914119011902372,0.0,20.226524042395226,16.808344226449805,11.103472752350221,7.449173404583148,7.7574150627038305,0.0,6.74095149961539
2024-08-28,29.91669074945594,0.0,20.22578184852216,16.807727459571073,11.103065320533004,7.448900063951376,7.7571304114252255,0.0,6.740704146541219
2024-08-29,29.921833658399226,0.0,20.2242976241688,16.80649406159383,11.102250546594023,7.448353442863327,7.756561171533534,0.0,6.7402094948472575
2024-08-30,24.087496213633212,19.54396677708688,16.25514819858616,13.522830788889193,8.933085923049779,5.993089510194316,6.241079420960976,0.0,5.423303167599487
2024-09-03,24.091978219239852,19.542812867463276,16.254188466503443,13.522032377555218,8.932558498196235,5.992735667817289,6.240710936830418,0.0,5.422982966394266
2024-09-12,24.096459695626997,19.541659094089272,16.25322884774253,13.521234060494852,8.932031135619166,5.992381867220729,6.2403424962091725,0.0,5.42266280299728
2024-09-26,24.112747594826114,19.540505456940735,16.24046239034561,13.517484099706964,8.931503835307543,5.994979846381667,6.239974099089534,0.0,5.422342677401833
2024-09-27,24.105632243792837,19.5347393137359,16.265178715606087,13.513495269977879,8.928868267345273,5.993210807582722,6.238132765745876,0.0,5.420742616213422
2024-09-30,24.11011106311891,19.533586493433752,16.264218844683814,13.512697786507532,8.928341340394853,5.9928571251002944,6.237764629474162,0.0,5.4204227172866775
