date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,SOOCHOW SECURITIES INTERNATIONAL,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,17.343260499157125,29.934367384615086,13.938512105955484,16.158024646879976,22.625835363392326,0.0,0.0,0.0,0.0,0.0
2024-03-04,16.758726897821184,29.11640665508251,13.606225222399054,15.822191182304884,21.688248465343772,0.0,0.0,0.0,3.0082015770485917,0.0
2024-03-05,16.743893195176042,29.234648734871943,13.606548488093217,15.97687898271422,21.42873961978183,0.0,0.0,0.0,3.0092909793627447,0.0
2024-03-06,17.422383691618332,29.582340386993565,13.785529685600142,15.630849434300348,20.53893104302992,0.0,0.0,0.0,3.039965758457697,0.0
2024-03-07,17.619815813488117,30.13388756044681,13.726008185913216,15.261607623556085,20.245483162198735,0.0,0.0,0.0,3.0131976543970356,0.0
2024-03-08,17.64675064419382,30.3415710147788,13.719690226215253,15.119351541525667,20.16251357311184,0.0,0.0,0.0,3.0101230001746258,0.0
2024-03-11,17.818827048865295,30.70979797668493,13.7488033374292,14.619752564661932,20.095296285153065,0.0,0.0,0.0,3.0075227872055814,0.0
2024-03-12,17.949920669195887,30.849821449652488,13.76687491867534,14.57141690123867,19.850677548217394,0.0,0.0,0.0,3.01128851302022,0.0
2024-03-13,17.989333604462196,31.03738659907938,13.740854800193643,14.33320020551745,19.885679533879866,0.0,0.0,0.0,3.0135452568674626,0.0
2024-03-14,17.835195115547336,30.88169858663685,13.738689765081249,14.030977108086184,20.50121118762151,0.0,0.0,0.0,3.012228237026863,0.0
2024-03-15,15.297991108354198,26.87691844985094,11.905518739865364,11.956802843737602,17.725815214611213,5.904036539639821,0.0,0.0,2.6049582212065676,7.727958882734294
2024-03-18,16.244060847304926,27.130026876002418,12.221063015232115,10.675099153994735,16.88840178056525,5.909201912514685,0.0,0.0,2.6584955807610453,8.273650833624826
2024-03-19,16.33219136123624,26.656844654462354,11.862372291652543,10.340733986187136,18.610552381185247,5.679992230063339,0.0,0.0,2.5645856127217725,7.952727482491367
2024-03-20,16.457771970772335,26.44852646827878,11.828638288457377,10.328301258134585,18.752475508539444,5.6751848467891115,0.0,0.0,2.5631051380480896,7.94599652098028
2024-03-21,16.81678349009338,26.20518503215021,11.810550103933389,10.316875677125864,18.658635861038018,5.663807816427254,0.03266664886672166,0.0,2.5654281708281386,7.9300671995370235
2024-03-22,16.68283631965028,25.983290786134294,11.809451581465728,10.300516646718084,19.033570453182833,5.6616302206999,0.03265408933834345,0.0,2.5690316203644614,7.9270182824460775
2024-03-25,16.616772091260223,26.16910325389556,11.831017580294313,10.29471210668135,18.884145100462643,5.670614985689814,0.032705909981378734,0.0,2.5613308503443504,7.939598121390368
2024-03-26,16.671684421981173,26.0544790209821,11.836017842908442,10.146405518049665,18.521958300629496,5.642020563256403,0.03254098843258081,0.0,2.6235940370245276,8.471299306735613
2024-03-27,16.699841535355976,25.99051254615241,11.829733343463483,10.137133642682144,19.169317920290368,5.636356672327237,0.032508321304352016,0.0,2.6129639890892764,7.891632029334756
2024-03-28,16.709790958469746,26.024696313201563,11.849094739823736,10.142093730464968,19.08145184123318,5.642802594028821,0.033689131565711024,0.0,2.6157235335692732,7.900657157643007
2024-04-02,17.081859279296886,25.556975472568418,11.899183873531799,10.184443357665586,19.014653129398887,5.666109281326605,0.033828279097748874,0.0,2.6296577775431556,7.933289549570917
2024-04-03,17.058592406956894,25.69774707135042,11.913728330453296,10.226919760224233,18.85312971767928,5.661779122770683,0.03380242682330546,0.0,2.62707439904046,7.927226764701431
2024-04-05,17.228019692822137,25.950338525870738,11.634342775654952,10.175383161241038,18.78855900680305,5.652536985331403,0.03374724864208223,0.0,2.6227860327632424,7.914286570871358
2024-04-08,16.552502703603274,26.299798262097735,11.621780094986898,10.164111004446621,19.156736689999995,5.646322220120059,0.033710144731504785,0.0,2.619453788315694,7.905585091698219
2024-04-09,16.568993549458533,26.326000095556452,11.805525144490757,10.171403322296841,18.891970615578384,5.6519475102075125,0.03374372930844038,0.0,2.636954804032931,7.913461229070151
2024-04-10,16.51801439406076,26.388889350678202,11.74833322752944,10.175836669270662,18.916791396596828,5.65700646356118,0.03377393269448419,0.0,2.640810144213592,7.920544421394853
2024-04-11,16.401133644764077,26.623734597547777,11.598379193846439,10.124904609087908,19.098628656006706,5.640381454135366,0.033674676674005984,0.0,2.6294506275660896,7.849712540371631
2024-04-12,16.115207493932704,26.795824147096425,11.570127553599761,10.16487688312023,19.187522229743774,5.639092197522653,0.03366697944644505,0.0,2.6457642321475494,7.847918283390457
2024-04-15,15.865370071411492,27.14956230241085,11.565384726818891,10.149747487033709,19.12039678596573,5.632598868120351,0.03362821242865763,0.0,2.6444300216625596,7.838881524147758
2024-04-16,15.840371944827854,27.241575901562733,11.56705462764057,10.13759147169414,19.083054277713078,5.626233834211907,0.03359021137134815,0.0,2.6405044173784793,7.830023313599892
2024-04-17,15.774527712226794,27.61033788926932,11.5873082186717,10.161283514119713,18.70002611130589,5.645992323054079,0.03370817515247491,0.0,2.6292948758504613,7.857521180349574
2024-04-18,15.73469602048827,27.970354063072357,11.564248441685223,10.123061288661386,18.471725252176434,5.6345871395828775,0.033640082973085364,0.0,2.626039112049352,7.841648599311017
2024-04-19,15.78498588691658,28.29679580362073,11.629573076676122,10.128318612668096,18.05423387544214,5.624173368522849,0.03357790980691654,0.0,2.62118570053399,7.82715576581258
2024-04-22,15.49653863906757,28.300837514971526,11.622289527255399,10.14987452516672,18.299031398905395,5.6331001936608525,0.03363120548429084,0.0,2.625117777148339,7.839579218339909
2024-04-23,15.498025510290752,28.539049770913135,11.609695082513342,10.109423794684536,18.135815386095764,5.6253934072554195,0.03358519378410551,0.0,2.620158162115313,7.828853692347631
2024-04-24,15.521572190749437,28.51619773589706,11.635109472902675,10.085784063697885,18.137778121741267,5.623845605782204,0.03357595297041411,0.0,2.6194372374848425,7.826699618774222
2024-04-25,15.505567903377738,28.713184533380385,11.60959278748054,10.072517921733464,18.017586207877876,5.6166857812851285,0.0335332067879188,0.0,2.614596359020914,7.816735299056033
2024-04-26,15.590256598637131,28.58805880895632,11.620216931352532,10.08377343231645,18.052691139074696,5.620172508549966,0.033554023538390126,0.0,2.5896887840966367,7.821587773477878
2024-04-29,15.618479339277872,28.817622734570943,11.557158625124728,10.083462748726571,17.859337934976246,5.619999349624647,0.0341224952931789,0.0,2.5884699840099925,7.821346788395823
2024-04-30,11.373243893539712,21.099138229148494,8.535088379947004,7.479713090290377,13.034388124845972,4.14647292597653,0.025175804141218932,0.0,1.9102105676425316,5.770641718120981
2024-05-02,15.54533399050087,28.528570436414686,11.567906081992323,9.97561857242853,18.26086356375996,5.638011159096043,0.03423185613927052,0.0,2.603050536243089,7.846413803425229
2024-05-03,15.557314340656713,29.750976364835203,11.41111982772379,9.842726928553196,17.406491964870348,5.582480910388181,0.0338946976215761,0.0,2.645862546739281,7.769132418611713
2024-05-06,15.511010243300353,29.662426884129268,11.353467444174834,9.846992913360975,17.61393015389914,5.565865462894835,0.03379381495351608,0.0,2.666504364306846,7.7460087189802325
2024-05-07,15.528939510388415,29.696713856141,11.30655281557459,9.80708483808024,17.633554995637006,5.572299079203198,0.03383287742106153,0.0,2.666059651977392,7.754962375577103
2024-05-08,15.212346379614653,28.551394491713182,11.374282325758985,9.877344905805675,18.895558473399596,5.592929380451149,0.0339581367517903,0.0,2.678512363831363,7.783673542673605
2024-05-09,14.939417568922003,28.82843678142119,11.585878953663737,9.676705898994326,18.88172200906918,5.58886742822121,0.03393347412511998,0.0,2.6870173572699154,7.778020528313315
2024-05-10,14.889963028195002,29.16067439157991,11.560179204216238,9.631989632745293,18.71909508434296,5.568255464641149,0.033244064064599975,0.0,2.687264248486209,7.74933488172864
2024-05-13,15.019743546667591,28.59000548903171,11.638872706500944,9.445217635185042,19.161589762227706,5.5962173181105515,0.033411004258706474,0.0,2.726693176193109,7.78824936182464
2024-05-14,15.411687029914331,28.582749690142872,11.636460406674184,9.372386777380447,18.877080869848527,5.586995298111494,0.03335594618430588,0.0,2.72386889480341,7.775415086940432
