date,UPBEST SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,DAH SING SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,91.8549283106714,0.0,4.592349611131686,3.552722078196921,0.0,0.0,0.0,0.0,0.0
2024-03-04,91.85708240770126,0.0,4.591135089389612,3.5517825029091297,0.0,0.0,0.0,0.0,0.0
2024-03-05,90.56751467710372,0.0,4.529680365296803,3.5042400521852577,0.0,0.4905414220482714,0.0,0.0,0.9080234833659492
2024-03-06,90.54505586300512,0.0,4.531690508509971,3.5057951341756293,0.0,0.509032055967422,0.0,0.0,0.9084264383418608
2024-03-07,90.55264050956744,0.0,4.523977340955962,3.5058866525700263,0.0,0.5090453441929673,0.0,0.0,0.9084501527136033
2024-03-08,90.55116054411113,0.0,4.524686039528994,3.5064358632933867,0.0,0.5091250881178037,0.0,0.0,0.9085924649486957
2024-03-11,58.323710292322794,34.74520309922829,2.923946711889476,2.2659321604544527,0.0,0.428553066832041,0.7255032233770772,0.0,0.5871514458958671
2024-03-12,58.3241325622333,34.74344450753191,2.9237987194200263,2.265817472695381,0.0,0.4302185074738066,0.7254665027989678,0.0,0.5871217278466065
2024-03-13,58.32905300108124,34.74637559260007,2.9240453818592362,2.2660086254108216,0.0,0.4218184336207785,0.725527705827739,0.0,0.5871712596001235
2024-03-14,58.350142221090586,34.72598732047664,2.9237493919259236,2.2657792460222246,0.0,0.42177573455365314,0.7254542634322834,0.0,0.5871118224986852
2024-03-15,58.351126664663035,34.72657319351333,2.9221115880181685,2.265817472695381,0.0,0.42178285046451625,0.7254665027989678,0.0,0.5871217278466065
2024-03-18,58.34423625714555,34.7224724973543,2.9217665297338833,2.265549913067324,0.0,0.4318546371893038,0.7253808359039087,0.0,0.5887393296057306
2024-03-22,58.347189089666095,34.724229819971946,2.9219144018765304,2.2656645737414434,0.0,0.42681544092076334,0.7254175478099931,0.0,0.588769126013227
2024-03-28,58.349157810734745,34.72540146720819,2.9220129916206723,2.265741020638893,0.0,0.42345569335842304,0.7254420244785733,0.0,0.5887889919605165
2024-04-02,58.357731714557715,34.7224724973543,2.9217665297338833,2.265549913067324,0.0,0.4234199763067002,0.7220069715508672,0.0,0.5870523974292098
2024-04-03,58.409083473369684,34.676844459289406,2.917927100544456,2.2625728037131667,0.0,0.4245482848367223,0.7210581980560204,0.0,0.58796568019054
2024-04-05,58.42399873019738,34.68970175986244,2.9190089944239848,2.2634117087248335,0.0,0.3960549155251943,0.721325548275673,0.0,0.5864983429905004
2024-04-29,58.40923281715315,34.68093438462539,2.9485997066294933,2.262839660573377,0.0,0.38753024715701917,0.7211432425356704,0.0,0.5897199413258987
2024-05-03,58.39939302097436,34.675091929431645,2.9464183463244717,2.2624584557540115,0.0,0.40431126536184864,0.7210217565619634,0.0,0.5913052255917036
2024-05-06,58.03569350845673,34.459142526897466,2.9280686536171125,2.248368325790613,0.0,0.4034674359758285,0.7165313800732556,0.6227796107178764,0.5859485584711203
2024-05-07,58.015297120626464,34.447032013646265,2.960510604234357,2.247578146685552,0.0,0.4049991894995559,0.7162795582884707,0.6225607375778297,0.5857426294415065
2024-05-08,58.01821001253117,34.448761565776024,2.9606592486057703,2.2476909954084507,0.0,0.40167225532243356,0.7163155219916731,0.6209183613525951,0.5857720390118822
2024-05-09,58.02015210297695,34.44991469702036,2.9590846627261076,2.247766234186178,0.0,0.40168570082254856,0.7163394998002116,0.6192654554347623,0.5857916470328832
2024-05-10,58.021123196957525,34.45049129159278,2.9591341894715546,2.247803855463969,0.0,0.40169242391016574,0.7163514893064623,0.6176021017618799,0.5858014515356584
2024-05-14,58.02500789796918,34.452797862906785,2.9995042448843474,2.2479543531694635,0.0,0.40171931851129655,0.7163994513451454,0.5707761983848004,0.585840672828974
2024-05-17,58.0172390160627,34.44818502910218,3.032574773469844,2.247653377908389,0.0,0.3815822562644175,0.7163035336893452,0.5706997780095016,0.5857622354936233
