date,PARTNERS CAPITAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,31.24182530518795,19.423151223755355,16.373211259285334,6.907861353307278,6.734297717458201,6.2838504954461385,9.803311614310434,3.232491031249305,0.0
2024-03-04,0.0,31.174816164967595,19.37468836630152,16.34097234637533,6.8942597490137185,6.721037860599026,6.467608794849762,9.784008857853046,3.2426078600400023,0.0
2024-03-05,0.0,31.16982043297461,19.349642748814073,16.34301947753083,6.895123434088704,6.721879845133978,6.495891831171717,9.781608149402267,3.2430140808838206,0.0
2024-03-06,0.0,31.12464644781019,19.32073847049428,16.32911545750767,6.890693658450313,6.717561369929466,6.655900341739858,9.7204136492683,3.2409306047999213,0.0
2024-03-07,0.0,31.014187249792247,18.97392378853081,16.228048376701818,6.831673413229293,6.730554278329855,7.405102709751363,9.682078503331635,3.1344316803329795,0.0
2024-03-08,0.0,30.97016764359843,18.98551423594473,16.23329265562793,6.888469221710042,6.689058873474482,7.407495753152824,9.685207377431425,3.140794239060138,0.0
2024-03-11,0.0,30.96431591787882,18.98727349445437,16.232743264816733,6.888236092068759,6.6697273128229915,7.407245057857229,9.6848795964907,3.1655792636104,0.0
2024-03-12,0.0,30.95465084746898,18.938237227601938,16.227676445093813,6.944911613549758,6.667645452391653,7.40547868365632,9.696808557129506,3.1645911731080334,0.0
2024-03-13,0.0,30.956306322805027,18.938595191842246,16.228544312034025,6.945283032046574,6.662544831716566,7.4058747335866775,9.697327148907,3.1655244270618867,0.0
2024-03-14,0.0,30.944570652732327,18.933303297892603,16.228686013410773,6.945343675573722,6.698620912208569,7.405939398822549,9.697411822219737,3.1461242271397167,0.0
2024-03-15,0.0,30.951428396456603,18.937499179080554,16.178352851770878,6.946882859540389,6.725214371103711,7.4081265039399185,9.699015055666647,3.1534807824413007,0.0
2024-03-18,0.0,30.965744815492197,18.927627749111608,16.174440864484723,6.945343675573722,6.723724301047586,7.407467431186662,9.69686609637541,3.1587850667280897,0.0
2024-03-19,0.0,30.968110829272327,18.923616285574866,16.17567671236112,6.938451913044881,6.724238043715326,7.409015798502767,9.697607009243638,3.1632834082850723,0.0
2024-03-20,0.0,30.965963406712554,18.951380505801755,16.15839155780165,6.9367482796192315,6.7225870073116925,7.407196625130425,9.695225906418859,3.1625067112038363,0.0
2024-03-21,0.0,30.955838131722423,18.952063003958703,16.153844331784242,6.936998093500316,6.725339113238195,7.4089912102425135,9.695575061659042,3.171351053894563,0.0
2024-03-22,0.0,30.954993597177356,18.951545955386504,16.152094092055417,6.936808838907882,6.7251556331080735,7.40911646175414,9.695310547804207,3.1749748738064243,0.0
2024-03-25,0.0,30.952332960789423,18.95878975951726,16.152129344937023,6.936823978895262,6.726807229623515,7.411315190544887,9.688238394996503,3.1735631406961313,0.0
2024-03-26,0.0,31.126521818817466,19.05571612826732,16.243027855523607,6.975861987718572,6.764663337949413,6.895965179467893,9.742760397731022,3.19548329452471,0.0
2024-03-27,0.0,31.130177247939073,19.04577119288748,16.24493540039456,6.976681217351959,6.765348009966054,6.89732380079662,9.743904565726728,3.1958585649375246,0.0
2024-03-28,0.0,31.14278994249466,19.0534877726139,16.25151719421631,6.948324861560265,6.7462389784335235,6.9016555101521675,9.747852403578323,3.208133336950857,0.0
2024-04-02,0.0,31.134325852072475,19.051667853137015,16.249964908722774,6.947661182978254,6.762062937387313,6.900447344754899,9.746921324362862,3.2069485965844082,0.0
2024-04-03,0.0,29.523684869063533,19.038478605146246,16.23871524708293,6.942851397976514,6.756942788313062,6.894573116397734,11.41154536657267,3.1932086094473178,0.0
2024-04-05,0.0,29.523684869063533,19.03057927673288,16.23871524708293,6.942851397976514,6.756942788313062,6.894573116397734,11.41154536657267,3.201107937860679,0.0
2024-04-08,0.0,29.529905306931127,19.024712648300948,16.23818613661306,6.9443142091376755,6.758366429805513,6.897013379749617,11.413949700897495,3.193552188564566,0.0
2024-04-10,0.0,29.5294516447414,19.025298249938338,16.237936672518835,6.944207524989605,6.7582626023369965,6.897565828222174,11.413774350609001,3.1935031266436487,0.0
2024-04-11,0.0,29.526600372979484,19.032568295971508,16.236039616805677,6.943537013966811,6.7576100455760555,6.8974484394208,11.412672272152067,3.1935239431276017,0.0
2024-04-12,0.0,29.516301502024973,19.02483288625358,16.230376490177026,6.941115109962577,6.755252992852709,6.895042611100043,11.408691534867982,3.2283868727611074,0.0
2024-04-15,0.0,29.5113489443433,19.005190640324976,16.226885516337,6.939950456154076,6.754119524958735,6.894982358354665,11.406777263769518,3.2607452957577303,0.0
2024-04-16,0.0,29.510480206144045,19.01383449727113,16.211347101534614,6.933304952382749,6.779424959036671,6.889913783330703,11.404071603657046,3.25762289664304,0.0
