date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.
2024-03-01,62.95625942684766,0.0,0.0,21.78984414278532,0.0,0.0,0.0,0.0,0.0,15.25389643036702
2024-03-04,61.79367547952307,0.0,0.0,22.467599792638673,0.0,0.0,0.0,0.0,0.0,15.738724727838257
2024-03-05,54.22148422531613,0.0,0.0,9.226380550943075,30.08898539617661,0.0,0.0,0.0,0.0,6.463149827564184
2024-03-06,31.01185907751727,27.41947463543859,14.948874749325345,5.365056572008616,17.49647198633359,0.0,0.0,0.0,0.0,3.7582629793765943
2024-03-07,29.445364045415335,25.82006387988716,14.0768890028676,5.052106404308395,16.487538759238106,5.583661669736321,0.0,0.0,0.0,3.5343762385470825
2024-03-08,29.576709710503007,25.698102652556994,14.073935947042097,5.051046571255419,16.48407999627057,5.582490326791292,0.0,0.0,0.0,3.5336347955806255
2024-03-11,29.59476149418591,25.691515391606274,14.070328338731851,5.049751823456761,16.47985458951833,5.581059352643721,0.0,0.0,0.0,3.532729009857153
2024-03-12,30.423268238761974,25.389185703758287,13.904753131908624,4.990327929255711,16.28592483419307,5.515383198231392,0.0,0.0,0.0,3.491156963890936
2024-03-13,32.82977485340853,24.45056174745983,13.513271563493129,4.849827671097981,15.827402533458661,5.13629649523298,0.0,0.0,0.0,3.3928651358488873
2024-03-14,33.382904579051335,24.24921758817393,13.40199320799947,4.809890573324751,15.697067897809248,5.094000399529443,0.0,0.0,0.0,3.3649257541118236
2024-03-15,33.71868978805395,24.195513033464,13.372311917259097,4.799238145859633,15.474054880074414,5.082718756228822,0.0,0.0,0.0,3.357473479060084
2024-03-18,33.85631891808278,24.14204583121561,13.342761805847125,4.788632797825558,15.44869953373257,5.0714869732393435,0.0,0.0,0.0,3.3500541400570127
2024-03-19,33.85485724387872,24.142579333510124,13.343056660479094,4.788738619287545,15.449040926367896,5.071599045346062,0.0,0.0,0.0,3.350128171130558
2024-03-20,32.97091841244586,25.026518164942985,13.343056660479094,4.788738619287545,15.449040926367896,5.071599045346062,0.0,0.0,0.0,3.350128171130558
2024-03-25,32.987868207632644,25.025965129383685,13.342761805847125,4.788632797825558,15.44869953373257,5.056018385521402,0.0,0.0,0.0,3.3500541400570127
2024-03-26,33.0591041847814,25.249147214233165,13.46175283704546,4.8313379261141955,14.91761978017078,5.101108064120571,0.0,0.0,0.0,3.379929993534435
2024-03-27,33.05241566896306,25.2558357300515,13.46175283704546,4.8313379261141955,14.91761978017078,5.101108064120571,0.0,0.0,0.0,3.379929993534435
2024-03-28,30.772270637908445,23.561222155202895,12.558497472909169,4.507165290459452,13.916678799475863,4.7588344183531275,6.772187441502527,0.0,0.0,3.153143784188523
2024-04-02,30.284109956419712,23.734495474354677,12.65085484411666,4.540311766677841,13.998072410325177,4.793831713040563,6.82199128394234,0.0,0.0,3.1763325511230303
2024-04-03,30.285570617444318,23.733998198160446,12.650589788179095,4.540216639778751,13.997779127993462,4.793731274487209,6.821848352154874,0.0,0.0,3.1762660018018396
2024-04-05,30.578564126103196,23.63496004506666,12.597800913851739,4.52127104675666,13.93936864946066,4.771641386217112,6.793381877360262,0.0,0.0,3.1630119551837095
2024-04-09,30.63160974794131,23.675960372862935,12.619654725577895,4.529114241524892,13.96354972202483,4.779918906491661,6.805166576098315,0.0,0.0,2.995025707478159
2024-04-10,30.939100029138743,23.577404986887565,12.567123173625275,4.510260999875119,13.884610581526038,4.7621029846397205,6.776838862756525,0.0,0.0,2.982558381551014
2024-04-11,30.9023872015998,23.59705036870391,12.577594467358248,4.514019080948215,13.875348914718993,4.766070907803191,6.782485522643003,0.0,0.0,2.9850435362246386
2024-04-12,30.90159153403883,23.598033497208565,12.578118490125823,4.514207149404216,13.875927006082827,4.76418631780685,6.782768102658111,0.0,0.0,2.985167902674777
2024-04-15,30.58803840763132,23.716084764554527,12.631006422191076,4.533188293621739,13.93427190762086,4.788402401522917,6.811287994477334,0.0,0.0,2.9977198083802272
2024-04-16,30.500177813107964,23.716084764554527,12.735602368052215,4.533188293621739,13.921720394117523,4.784218563688471,6.811287994477334,0.0,0.0,2.9977198083802272
2024-04-17,28.99969409605384,23.120220250841236,12.415621494850617,4.419292342204548,13.571938411338841,4.664015499133272,6.640154991332721,3.246660548587743,0.0,2.9224023656571836
2024-04-18,29.613864396473094,22.983682983682986,12.34012364447147,4.392419175027871,13.489409141583057,4.635654200871593,6.599777034559644,3.226918009526705,0.0,2.7181514138035876
2024-04-19,29.96874054653625,22.86780276293234,12.277906624987395,4.370273268125442,13.42139760008067,4.612281940102854,6.566501966320459,3.2106483815670064,0.0,2.704446909347585
2024-04-22,30.02057032226838,22.86734158835155,12.277659016657928,4.370185132900415,13.390876457064493,4.592021941677086,6.5663695397894575,3.2105836324769084,0.0,2.704392368813778
2024-04-23,30.323785803237858,22.781504840718274,12.228337283573696,4.352629253203712,13.308962358896077,4.573574900574458,6.539991162174105,3.19768609649299,0.0,2.6935283011288313
2024-04-24,30.43949863409931,22.788446087096258,12.128394664952594,4.352804113771493,13.285392897316406,4.573758637313193,6.540253896834325,3.1978145588944242,0.0,2.693636509721999
2024-04-25,28.72884998632332,22.165995857918798,11.797116173654802,4.233910359110625,12.922511820561915,4.448829666679692,6.361611504044391,3.1104685240905003,3.6106443671603294,2.620061740455629
2024-04-26,28.60498805841588,22.209388825809484,11.820210641713324,4.242198817587409,12.947809404486904,4.457538859089307,6.374065228456208,3.116557691554755,3.6177126972319016,2.6095297756548295
2024-04-30,28.22795029832818,22.34015320087431,11.889805643620898,4.267176023472421,12.980721895122382,4.4837839434456415,6.411594431207293,3.134907350885139,3.6390130555500853,2.6248941574936495
2024-05-02,28.6522462562396,22.208084564940787,11.819516492120975,4.24194969169032,12.903983556817069,4.457277087207595,6.373690907311344,3.1163746696682,3.617500244690222,2.6093765293138884
