date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,OCBC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,99.52606635071089,0.0,0.47393364928909953
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,99.40758293838863,0.0,0.5924170616113744
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,99.17061611374407,0.0,0.8293838862559242
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,96.80094786729858,0.0,3.1990521327014214
2024-04-18,0.0,70.94991364421416,0.0,0.0,0.0,0.0,28.117443868739205,0.0,0.932642487046632
2024-04-19,0.0,70.94991364421416,0.0,0.0,0.0,0.0,28.808290155440414,0.0,0.24179620034542312
2024-04-26,0.0,70.94991364421416,0.0,0.0,0.0,0.0,28.877374784110536,0.0,0.17271157167530224
2024-05-10,0.0,70.94991364421416,0.0,0.0,0.0690846286701209,0.0,28.808290155440414,0.0,0.17271157167530224
2024-05-20,0.0,70.94991364421416,0.0,0.0,0.0690846286701209,0.0,28.877374784110536,0.0,0.10362694300518134
2024-05-24,0.0,70.94991364421416,0.0,0.0,0.0690846286701209,0.0,28.77374784110535,0.0,0.20725388601036268
2024-05-28,0.0,70.94991364421416,0.0,0.0,0.0690846286701209,0.0,28.877374784110536,0.0,0.10362694300518134
2024-05-31,0.0,6.033519553072626,0.0,0.0,0.22346368715083798,0.0,93.40782122905028,0.0,0.33519553072625696
2024-06-03,0.0,6.368715083798883,0.0,0.0,0.22346368715083798,0.0,93.07262569832402,0.0,0.33519553072625696
2024-06-04,0.0,6.592178770949721,0.0,0.0,0.22346368715083798,0.0,92.84916201117318,0.0,0.33519553072625696
