date,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,DBS BANK LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,15.36742423256101,0.0,0.0,51.04867510035046,33.583900667088535,0.0
2024-03-04,0.0,0.0,0.0,0.0,15.38420567753227,0.0,0.0,51.03855286875956,33.577241453708176,0.0
2024-03-05,0.0,3.6935396585494473,24.103066193345533,44.959162036656366,3.184328280564771,0.0,7.3354227840469575,9.773801212634167,6.950679834202752,0.0
2024-03-06,0.0,3.6908791000700214,24.12727479422858,44.950284123580545,3.1772299320413984,0.0,7.333974286279181,9.771871217641925,6.948486546158351,0.0
2024-03-07,0.0,3.686596666631829,24.20276969729594,44.91066774486755,3.1735434727093814,0.0,7.3254648618664975,9.760533163232248,6.940424393396552,0.0
2024-03-08,0.0,3.686527332474094,24.202314513612023,44.9082799599674,3.1734837875895776,0.0,7.325327091184715,9.759915586215705,6.944151728956484,0.0
2024-03-11,0.0,3.686500666184769,24.202139447523273,44.907955118435375,3.1733643864509204,0.0,7.325274103840801,9.759844988412041,6.944921289152815,0.0
2024-03-12,0.0,3.6860989407800595,24.199502091628137,44.90306140809101,3.1828549904848917,0.0,7.3255366434870535,9.7587814384407,6.944164487088149,0.0
2024-03-13,0.0,3.685958535293858,24.19858031961073,44.901351026392035,3.18654280747952,0.0,7.325257609866241,9.758409721220243,6.943899980137376,0.0
2024-03-14,0.0,3.6838687428792927,24.181697485858187,44.87002431074877,3.177429565616846,0.0,7.398250328238549,9.751601486735552,6.937128079922801,0.0
2024-03-15,0.0,2.8688912316822672,18.832504497504367,34.944401034273284,2.4769571992122796,0.0,5.790363980664014,7.593715500039767,5.398825150109561,22.094341406514463
2024-03-18,0.0,2.8685672356291216,18.830377662906855,34.94045461487278,2.4729630174804496,0.0,5.797213986568794,7.592857909545031,5.4057193741549066,22.091846198842063
2024-03-19,0.0,2.8687383739269725,18.831501080458686,34.942539157237576,2.4731480760087834,0.0,5.797559847499512,7.58730739116831,5.406041878574835,22.09316419512533
2024-03-20,0.0,2.869082865117373,18.833762453012977,34.9467352167386,2.4636881922696734,0.0,5.798256044933002,7.588218509651219,5.404439475211852,22.09581724306531
2024-03-21,0.0,2.8719987584829876,18.833197058959193,34.945686107388305,2.463651757059833,0.0,5.798081979899618,7.587953184217501,5.404277232646091,22.095153921346462
2024-03-22,0.0,2.8719987584829876,18.833197058959193,34.945686107388305,2.465152769019581,0.0,5.798081979899618,7.586452172257753,5.404277232646091,22.095153921346462
2024-03-25,0.0,2.8716770039834008,18.834106416236107,34.9454238398927,2.46363326734484,0.0,5.798038465274221,7.586395235907852,5.4057376742213386,22.09498809713954
2024-03-26,0.0,2.871589721255532,18.83398425251972,34.943911410269465,2.46738582227257,0.0,5.797862237720484,7.5861646524299875,5.404822892854953,22.094279010677283
2024-03-27,0.0,2.8726029585314254,18.840629803155657,34.94651921766762,2.448999895586755,0.0,5.7999080070364375,7.588090679945236,5.401174485342851,22.102074952734014
2024-03-28,0.0,2.872605115117716,18.84064394762481,34.946545453518986,2.4490017341560515,0.0,5.799912361276224,7.588058839505221,5.401178540236276,22.102054008564714
2024-04-02,0.0,2.8730731709456125,18.843713799848704,34.95223956517334,2.447410976141918,0.0,5.800481953359675,7.575779646644625,5.402058596140919,22.1052422917452
2024-04-03,0.0,2.873831658829845,18.84868851777642,34.90070588098158,2.45147442844484,0.0,5.800511146750574,7.577742090246553,5.403484733155641,22.143561543814542
2024-04-05,0.0,2.871218803856714,18.85125828393216,34.905464124649306,2.459883687075362,0.0,5.8013019687335925,7.571789371411794,5.392878821503703,22.14620493883737
2024-04-08,0.0,2.871574713620833,18.85359504310919,34.90979092673293,2.4609398676395893,0.0,5.802021084954377,7.572727953231305,5.380400278590866,22.14895013212091
2024-04-09,0.0,2.8711697707207917,18.86370595369635,34.904830470189005,2.4605928315265806,0.0,5.801202897207739,7.571660064450958,5.3810687375965625,22.14576927461201
2024-04-10,0.0,2.8702778261255326,18.89494127228043,34.90202193420606,2.4673376316701514,0.0,5.799400721793755,7.547944222031839,5.379397079157496,22.138679312734734
2024-04-11,0.0,2.868521774679348,18.923301052044657,34.89866634757611,2.4622009043737685,0.0,5.798886816978074,7.5360125757448255,5.378920392307068,22.133490136296153
2024-04-15,0.0,2.8680048345987563,18.957126463095737,34.892151997681445,2.4617571879114517,0.0,5.7978417919603205,7.534654501010085,5.35918310441915,22.129280119323056
2024-04-18,0.0,2.8691711919990586,18.964835928739575,34.9063419039201,2.466100385818303,0.0,5.800199652588119,7.537718686931237,5.317352616691187,22.13827963331242
2024-04-22,0.0,2.869408241112617,18.966402791518007,34.909225843863794,2.4666045675454216,0.0,5.800678861423737,7.538341448493173,5.309229562035837,22.140108684007416
2024-04-23,0.0,2.8690526821290954,18.976406414528757,34.90490011262809,2.4663364710594484,0.0,5.799960077860578,7.537407344734613,5.3085716757722805,22.13736522128714
2024-04-24,0.0,3.845067090978252,25.43193307812881,12.761853109872066,3.305905620866391,0.0,7.771018124972033,10.101535295277218,7.114478718970006,29.66820896093522
2024-04-25,0.0,3.8461645332678054,25.43919174961741,12.735292828997954,3.3072015430284365,0.0,7.780585422012043,10.104418431451478,7.110468759803297,29.676676731821573
2024-04-26,0.0,3.846495630892037,25.441381686079524,12.736389148503557,3.307486243946528,0.0,7.781255214821497,10.105288271758091,7.104989460661375,29.676714343337395
2024-04-29,0.0,3.8440650366681153,25.425305319092868,12.728341045276986,3.3095720102197683,0.0,7.836358533244805,10.098902756821548,7.099493622022599,29.65796167665331
2024-04-30,0.0,3.8440813052391296,25.425412922211233,12.723766338885051,3.3080766990268344,0.0,7.838404121337336,10.09894549665948,7.099523667980473,29.661789448660464
2024-05-02,0.0,3.844367095239342,25.427303186278888,12.721945004960908,3.3108886704023726,0.0,7.842659817281514,10.091495071460201,7.098542055414265,29.662799098962505
2024-05-03,0.0,3.852048706338197,25.439488816087035,12.73076007029546,3.297726197106854,0.0,7.846418287007719,10.096331259641492,7.0625289173592884,29.674697746163954
2024-05-06,0.0,3.8572765744052697,25.440436483746826,12.731234314478998,3.2932177341480076,0.0,7.850888826939198,10.09670736651559,7.054435516634802,29.67580318313131
2024-05-07,0.0,3.857480322286825,25.441448260930123,12.731438587260529,3.2873579706831717,0.0,7.85371817622406,10.097108916942855,7.054464362988849,29.67698340268359
2024-05-08,0.0,3.8585467448916453,25.448481695519032,12.734958266628146,3.2925974161644196,0.0,7.860169661989824,10.063643829296579,7.056414610205438,29.685187775304918
2024-05-09,0.0,3.8582669704448977,25.446636484003488,12.731215138908874,3.3024291947940285,0.0,7.859599738968565,10.062914137376083,7.055902965634537,29.683035369869526
2024-05-10,0.0,3.8583213678542365,25.44699525417459,12.732149934784273,3.3021736357084657,0.0,7.859710550860928,10.063056013628728,7.052125242413737,29.68546800057505
2024-05-13,0.0,3.8577308494761793,25.44310057642972,12.730201271671007,3.316973295493682,0.0,7.858507617490691,10.061515856926134,7.051045910454843,29.68092462205774
2024-05-14,0.0,3.8583679954259638,25.44730277951614,12.7302896458047,3.3175211294881284,0.0,7.8609636747924,10.062170546923001,7.037607834361102,29.685776393688567
2024-05-16,0.0,3.8555471142820625,25.428698069789384,12.78151389839422,3.3150956654552104,0.0,7.874236327065846,10.054814020226692,7.026474853795666,29.663620050990918
2024-05-17,0.0,3.8552677746432713,25.426855725986236,12.778826889708292,3.314855482259856,0.0,7.873665827921067,10.0540855352586,7.034971882899428,29.661470881323247
2024-05-20,0.0,3.855607255194066,25.42909472039373,12.77336050393981,3.3146945152280263,0.0,7.878636173136087,10.054970860661337,7.035591356375521,29.65804461507142
2024-05-21,0.0,3.8583266500378635,25.433753092062677,12.76719518492993,3.3047833735620107,0.0,7.88923899647489,10.056812837023624,7.026412175208652,29.66347769070035
2024-05-22,0.0,3.8569385956882396,25.437875382243003,12.749080050053092,3.3074834270104403,0.0,7.897312939311157,10.057788482036429,7.025235591096278,29.668285532561367
2024-05-23,0.0,3.8578512694716127,25.443894788927885,12.728433720007153,3.3082660823050167,0.0,7.899181693583486,10.060168473223358,7.026897984257833,29.67530598822365
2024-05-24,0.0,3.857899828048282,25.444215049930598,12.725069586468512,3.3083077232810365,0.0,7.9015467709758065,10.060295100049533,7.026986431463462,29.67567950978277
2024-05-28,0.0,3.8552924319883117,25.44741697929225,12.717230998275692,3.3084747209304375,0.0,7.898729538245976,10.058969990409953,7.041223616343924,29.67266172451346
2024-05-29,0.0,3.8554904096049225,25.44872375927103,12.711339171740976,3.3086446182732265,0.0,7.899135155115728,10.059486540305814,7.042994865726879,29.674185479961423
2024-05-30,0.0,3.853773339477376,25.46758369224832,12.69938773137698,3.3237776267115224,0.0,7.89561721898638,10.055006476292743,7.039858217776134,29.664995697130546
2024-05-31,0.0,3.864782971049786,25.526674129111214,12.641592617997599,3.3314390876353746,0.0,7.919182518636441,9.93639928695314,7.046104328776743,29.733825059839695
2024-06-03,0.0,3.8647612839552177,25.531241608362865,12.640852310181472,3.330065510202999,0.0,7.919034728449429,9.936213850854731,7.044560549818736,29.73327015817455
2024-06-04,0.0,3.8641492900923384,25.512069476124307,12.602036212366505,3.4295422068813157,0.0,7.903660143206907,9.918553044483913,7.041427800575597,29.72856182626912
2024-06-05,0.0,3.8608821087349905,25.490498736610313,12.584830606035968,3.5367907266988152,0.0,7.896977510333247,9.910166797171499,7.016729847194335,29.703123667220833
2024-06-06,0.0,3.8609657637141095,25.49105104747594,12.578552699647094,3.541251213177341,0.0,7.8971486166944675,9.910381523954948,7.016881880945254,29.70376725439085
2024-06-07,0.0,3.8688506207072324,25.48988223182029,12.571425662237983,3.5410888397290736,0.0,7.899860112201091,9.909927113147914,7.016560142881924,29.70240527727449
2024-06-11,0.0,3.869260036034757,25.492579660464,12.566205035753322,3.541463570156595,0.0,7.900696103075987,9.910975816355288,7.017302659859351,29.701517118300703
2024-06-12,0.0,3.8504094933600963,25.4925539679747,12.559641398814742,3.5414600009213086,0.0,7.900688140423608,9.910965827658831,7.0427939869787295,29.701487183867986
2024-06-13,0.0,3.851245945174913,25.49834391182441,12.555817423658025,3.5422293374425227,0.0,7.902404463049748,9.913118857191776,7.0289006126742635,29.707939448984337
2024-06-14,0.0,3.856306513487432,25.49081489836465,12.545559549062304,3.546978045247661,0.0,7.924156623241053,9.910191764924054,7.026825156813163,29.699167448859683
2024-06-17,0.0,3.856757370455487,25.5341103757738,12.47959906526739,3.542655696705939,0.0,7.925083069626229,9.911350407007186,7.047804312077885,29.70263970308608
2024-06-18,0.0,3.856907031630662,25.535101224976593,12.47312868650743,3.5433475252413458,0.0,7.925390601869416,9.911735016202684,7.048077801585892,29.706312111985977
2024-06-19,0.0,3.8585458347338535,25.545951111371213,12.470664247203345,3.5473235501237737,0.0,7.928758107128378,9.915946520905635,7.014066151068707,29.718744477465098
2024-06-20,0.0,3.8554027423264294,25.614005782471388,12.45672767335224,3.5460460161833094,0.0,7.922299503168699,9.907869193965075,7.003315001541132,29.694334086991724
2024-06-21,0.0,3.8556552540809403,25.615683386076626,12.450994179387317,3.5462780649277796,0.0,7.922818378596509,9.908518115388034,7.003773687566076,29.696278933976718
2024-06-24,0.0,3.8558864213416957,25.617219184007332,12.445190936460149,3.5461883873490128,0.0,7.929389697096875,9.906895346883417,7.001170641313435,29.69805938554809
2024-06-25,0.0,3.8563585548783577,25.62035588124661,12.429431414870704,3.5516614837547644,0.0,7.930360610239062,9.90810839546067,7.002027898787973,29.701695760761858
2024-06-26,0.0,3.8557368393608398,25.637133407879997,12.42087807035818,3.552449170267418,0.0,7.929485136807571,9.90651102720483,7.000899043849611,29.69690730427155
2024-06-27,0.0,3.854761926947799,25.659360875717773,12.41118964877655,3.5515509433040435,0.0,7.927480188386303,9.904006193246309,7.0022517003599045,29.689398523261318
2024-06-28,0.0,3.8537991509576717,25.685481708528368,12.40154359430269,3.550663898127006,0.0,7.925500199029702,9.901532541293314,6.999495690711116,29.681983217050135
2024-07-02,0.0,3.8539272345383027,25.689558235055216,12.394402207452494,3.5507819068056827,0.0,7.925763608305593,9.901861625319736,7.000735464998438,29.68296971752454
2024-07-03,0.0,3.853529427018361,25.706594106263093,12.386073578686254,3.5504153903516245,0.0,7.922629314305698,9.900839541928883,7.000012839727224,29.679905801718864
