date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS
2024-03-01,0.0,6.655352163898655,0.0,93.34464783610134,0.0
2024-03-08,97.47081979638135,0.16832584941043027,0.0,2.3608543542082208,0.0
2024-03-18,95.67069997733478,0.010446986573171727,0.3181386857673694,2.31725340038665,1.6834609499380402
2024-03-22,95.67069997733478,0.09643041515894725,0.3181386857673694,2.31725340038665,1.5974775213522647
2024-03-25,95.67069997733478,0.18241384374472278,0.3181386857673694,2.31725340038665,1.5114940927664893
2024-03-26,96.72551026360306,0.2713564667727636,0.32164630051552945,2.3428021078090593,0.33868486129959535
2024-03-27,96.72551026360306,0.3582878993445283,0.32164630051552945,2.3428021078090593,0.25175342872783063
2024-03-28,96.72551026360306,0.44521933191629304,0.32164630051552945,2.3428021078090593,0.16482199615606594
2024-04-02,96.72551026360306,0.5321507644880578,0.32164630051552945,2.3428021078090593,0.07789056358430119
2024-04-03,96.55729722557459,0.6180055659118144,0.32108693307220576,2.3387277962962014,0.16488247914518675
2024-04-08,96.55729722557459,0.6353616163481499,0.32108693307220576,2.347405821514369,0.1388484034906836
2024-04-11,96.55729722557459,0.6787517424389885,0.32108693307220576,2.347405821514369,0.09545827739984496
2024-04-12,96.55729722557459,0.7221418685298272,0.32108693307220576,2.347405821514369,0.05206815130900634
2024-05-16,97.2649636754832,0.04558758108623273,0.3234401726156493,2.3646099106090035,0.0013986602059055104
2024-05-20,97.2649636754832,0.032475141655868574,0.3234401726156493,2.3777223500393676,0.0013986602059055104
2024-06-07,96.92908687822862,0.03236299802102227,0.32232326427397684,2.382578723754937,0.3336481357214409
2024-06-11,96.92908687822862,0.023651558446049926,0.32232326427397684,2.3912901633299093,0.3336481357214409
2024-06-12,96.8447211845532,0.11066954509028903,0.32204271870552054,2.38920881850447,0.33335773314652534
2024-06-13,96.8447211845532,0.08890990193451061,0.32204271870552054,2.4109684616602487,0.33335773314652534
2024-06-17,96.8447211845532,0.08890990193451061,0.32204271870552054,2.4283761761848712,0.31595001862190264
2024-06-20,96.8447211845532,0.07150218740988788,0.32204271870552054,2.445783890709494,0.31595001862190264
2024-07-12,96.31953043734532,0.579285220093133,0.32204271870552054,2.4631916052341167,0.31595001862190264
2024-07-17,96.31953043734532,0.5575255769373546,0.32204271870552054,2.4849512483898955,0.31595001862190264
2024-08-01,98.02593798173983,1.0545958295033315,0.3277480634297028,0.27017070093529555,0.32154742439184353
2024-08-21,98.02593798173983,1.0501668016191463,0.3277480634297028,0.2745997288194807,0.32154742439184353
2024-10-10,98.02593798173983,1.0855990246926277,0.3188900076613324,0.24802556151436966,0.32154742439184353
2024-10-17,67.19915852117543,25.020575429407856,2.7925182231206547,2.1719586179827317,2.8157892083133267
2024-10-29,67.19915852117543,25.020575429407856,2.7925182231206547,2.2495285686249717,2.738219257671086
2024-11-12,67.19915852117543,25.020575429407856,2.7925182231206547,2.3270985192672122,2.660649307028846
2024-12-19,79.53880012009266,11.252259771071074,3.3053025315862974,2.7544187763219146,3.1492188009280553
2025-01-14,79.53880012009266,13.639422710550066,3.3053025315862974,2.7544187763219146,0.762055861449063
2025-01-20,78.0201718543282,14.639859721045175,3.2421946415528673,2.7018288679607227,1.39594491511304
2025-01-22,78.63559744351525,14.755339398676009,3.267769175677994,2.723140979731662,0.6181530023990872
2025-02-10,78.17506332575019,15.842040717983611,3.248631288470337,2.7071927403919473,0.027071927403919477
2025-02-12,78.18846917197142,15.844757389421545,3.249188379819291,2.7076569831827424,0.00992807560500339
