date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,PHILLIP SECURITIES (HONG KONG) LTD,DBS BANK LTD,HGNH INTERNATIONAL SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,62.5846671839859,0.0,37.4153328160141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,61.973353476681034,0.0,38.026646523318966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,55.28648502528637,0.0,33.16851198990798,0.0,0.0,0.0,0.0,0.0,11.545002984805649,0.0
2024-03-07,43.62786948476037,21.963882520682827,25.524058817666102,0.0,0.0,0.0,0.0,0.0,8.884189176890708,0.0
2024-03-08,42.077852595852825,21.39253574757468,24.617236579769024,0.0,0.0,3.3438245829623776,0.0,0.0,8.568550493841093,0.0
2024-03-11,41.72901631937392,21.21518609557839,25.034922714064837,0.0,0.0,3.3161034126849245,0.0,0.0,8.704771458297927,0.0
2024-03-12,39.90929525425476,21.28112524628638,27.312911550979795,0.0,0.0,3.171494606476985,0.0,0.0,8.325173342002085,0.0
2024-03-13,40.79887496099243,19.931751956457425,27.51644396892363,0.0,0.0,3.2421873416900713,0.0,0.0,8.510741771936436,0.0
2024-03-14,37.81075467517005,17.532967507615112,24.374359147708706,9.201981618572228,0.0,3.192524235014855,0.0,0.0,7.887412815919053,0.0
2024-03-15,36.70778531761514,17.021517099548948,22.9340703818091,8.933552600393076,0.0,3.0993958001363735,0.0,0.0,7.657330800336923,3.646348000160439
2024-03-18,36.50810344264851,17.11024961286977,23.534616877064845,8.884956137328784,0.0,2.719884531835342,0.0,0.0,7.615676689138957,3.626512709113789
2024-03-19,35.92188319589505,16.835505821650187,24.58402766131306,8.742288053038926,0.0,2.6762106284813036,0.0,0.0,7.671803801646406,3.568280837975072
2024-03-20,36.813953405388816,16.835505821650187,24.048785535616794,8.742288053038926,0.0,2.319382544683797,0.0,0.0,7.671803801646406,3.568280837975072
2024-03-21,37.8125142670511,16.39385138386006,23.84432496215939,8.604129279676345,0.0,2.282728176240663,0.0,0.0,7.550562429103731,3.511889501908712
2024-03-22,38.1219889549493,16.451627682407217,23.575932080339175,8.634452522846056,0.0,2.11455980151332,0.0,0.0,7.577172622089397,3.524266335855533
2024-03-27,38.42062863778871,16.279507719348416,23.503646071275377,8.5441172880623,0.0,2.2668066274450998,0.0,0.0,7.497898844626098,3.4873948114539997
2024-03-28,38.353751301145,16.251170595341293,23.636800384338216,8.52924486591679,0.0,2.26286088279425,0.0,0.0,7.484847535396366,3.4813244350680774
2024-04-02,37.377818943025716,16.68583564887853,24.222808035365926,8.312213525498139,0.0,2.544555160866777,0.0,0.0,7.4640284718758805,3.3927402144890366
2024-04-03,37.314519707228186,16.657578231108193,24.181786775140814,8.298136814260602,0.0,2.3708962326458862,0.0,0.0,7.790087621550769,3.3869946180655517
2024-04-05,33.109239151667786,14.630034230210942,21.456542057479105,7.362951431568128,0.0,2.1037004090194653,0.0,0.0,18.332246421455338,3.005286298599236
2024-04-10,32.86233732143763,14.968366607307448,21.296536583474275,7.606332047714074,0.0,2.088012718980334,0.0,0.0,18.195539408257194,2.9828753128290484
2024-04-11,32.91142265651373,14.990724338082192,21.178979946048806,7.61769336244985,0.0,2.0911315112607434,0.0,0.0,18.222717455272193,2.98733073037249
2024-04-12,33.20847729123958,14.43798126856565,21.31616638455459,7.721493306525116,0.0,1.8168219544764979,0.0,0.0,18.471023203844396,3.028036590794163
2024-04-15,33.158275056160754,14.416154946227783,21.283942106806713,7.709820497238071,0.0,1.9652483620410766,0.0,0.0,18.443100013000873,3.023459018524733
2024-04-16,33.61053673923316,14.351070137578366,21.338341655455128,7.374031970190852,0.0,1.9563758288261444,0.0,0.0,18.359834701291508,3.0098089674248376
2024-04-17,33.56003209645767,14.329505600351016,21.456542057479105,7.362951431568128,0.0,1.9534360940895032,0.0,0.0,18.332246421455338,3.005286298599236
2024-04-18,32.72409720818059,14.119098482917067,22.680345907802852,7.472593165654204,0.0,2.19782151931006,0.0,0.0,17.87561502372182,2.9304286924134133
2024-04-23,34.599856853820484,15.083331525932076,23.67055309576851,7.9009254927234025,0.0,2.323801615506883,0.0,0.0,13.323129262239464,3.0984021540091775
2024-04-24,33.56003209645767,14.630034230210942,23.109449521708687,7.513215746498091,0.0,2.253964723949427,0.0,0.0,15.928017382575952,3.005286298599236
2024-04-25,33.81408460939842,14.740784927645064,22.527381020872255,7.570091476985407,0.0,2.2710274430956225,0.0,0.0,16.048593931209066,3.028036590794163
2024-04-26,33.7629668598657,14.718500848080254,22.64449866514284,7.558647546311834,0.0,2.26759426389355,0.0,0.0,16.02433279818109,3.023459018524733
2024-04-29,33.81408460939842,14.740784927645064,22.527381020872255,7.570091476985407,0.0,2.2710274430956225,0.0,0.0,16.048593931209066,3.028036590794163
2024-04-30,0.01017030965391621,0.004342531876138434,0.006229143897996357,0.002276867030965392,0.0,0.0005919854280510018,0.0,0.0,0.004735883424408015,0.0009107468123861566
2024-05-02,35.31100690283228,14.760930538471511,20.678773237374585,7.589004796883449,0.0,2.0553554658226005,0.0,0.0,16.442843726580804,3.1620853320347706
2024-05-03,35.60322437045031,14.469634616185264,19.982898154345758,7.686222765951315,0.0,2.0816853324451476,0.0,0.0,16.97374194147582,3.202592819146381
2024-05-06,36.24159323481566,15.055077963272664,18.222183102035228,7.824037398898767,0.0,2.1190101288684158,0.0,0.0,17.278082589234778,3.260015582874486
2024-05-07,36.61124235167199,15.00615765547674,18.000500411051938,7.7986137963976905,0.0,2.112124569857708,0.0,0.0,17.221938800378233,3.2494224151657045
2024-05-08,35.853962010774964,14.854875305094401,17.628171470212923,7.637304413407288,0.0,2.068436611964474,0.0,0.0,18.775040016292916,3.1822101722530367
2024-05-09,33.75910495075611,13.837128123998118,16.598201631774966,13.183639103872094,0.0,1.9475830494356503,0.0,0.0,17.678061525646672,2.996281614516385
2024-05-10,33.658255339106844,13.795792045933197,16.548617313971448,13.29362175015758,0.0,1.9417649747421186,0.0,0.0,17.774617845716318,2.98733073037249
2024-05-14,33.065588251694074,13.552870604876933,17.724587450513138,13.05954271057412,0.0,1.9075736543535233,0.29347286990054205,0.0,17.461635759082252,2.9347286990054204
2024-05-16,32.87264367011235,13.91142737937896,17.621160797906327,13.129217761205789,0.0,1.8964425655075026,0.29176039469346193,0.0,17.359743484260985,2.9176039469346193
