date,CAITONG INTERNATIONAL SECURITIES CO LTD,VALUABLE CAPITAL LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.29656565656565653,0.0,0.0,0.0,0.35898989898989897,0.0,1.0743434343434344,1.72989898989899
2024-03-04,0.0,0.3161616161616162,0.0,0.0,1.9358080808080806,0.46585858585858586,0.8469696969696969,1.056161616161616,4.6209595959595955
2024-03-05,0.0,0.32383838383838387,0.0,0.0,1.9756060606060606,0.49414141414141416,0.8722222222222221,1.056161616161616,4.721969696969697
2024-03-06,0.0,0.32383838383838387,0.0,0.0,1.9756060606060606,0.5705050505050505,0.8748484848484849,1.037979797979798,4.782777777777778
2024-03-07,0.0,0.3232323232323232,0.0,0.0,1.9739898989898992,0.5705050505050505,0.8748484848484849,1.0391919191919192,4.781767676767677
2024-03-08,0.0,0.3319191919191919,0.0,0.0,1.976010101010101,0.5705050505050505,0.8748484848484849,1.0391919191919192,4.792474747474747
2024-03-11,0.0,0.3319191919191919,0.0,0.0,1.976010101010101,0.6008080808080808,0.8748484848484849,1.0391919191919192,4.822777777777778
2024-03-12,0.0,0.3319191919191919,0.0,0.0,1.976010101010101,0.6008080808080808,0.8736363636363635,1.0391919191919192,4.821565656565657
2024-03-13,0.0,0.2777777777777778,0.0,0.0,1.976010101010101,0.6008080808080808,0.8736363636363635,1.0391919191919192,4.767424242424243
2024-03-14,0.0,0.2735353535353535,0.0,0.0,1.976010101010101,0.6008080808080808,0.8736363636363635,1.0391919191919192,4.763181818181819
2024-03-15,0.0,0.2802020202020202,0.0,0.0,1.976010101010101,0.6008080808080808,0.8786868686868686,1.0492929292929294,4.784999999999999
2024-03-18,0.0,0.2907070707070707,0.0,0.0,1.976010101010101,0.6008080808080808,0.8786868686868686,1.0482828282828283,4.79449494949495
2024-03-19,0.0,0.2907070707070707,0.0,0.0,1.976010101010101,0.5468686868686868,0.8786868686868686,1.0482828282828283,4.740555555555556
2024-03-25,0.0,25.543232323232324,0.0,0.0,1.976010101010101,0.5468686868686868,0.8786868686868686,1.0482828282828283,29.99308080808081
2024-03-26,0.0,25.55171717171717,0.0,0.0,1.976010101010101,0.5468686868686868,0.8786868686868686,1.0482828282828283,30.001565656565653
2024-03-28,0.0,25.55171717171717,0.0,0.0,1.976010101010101,0.5468686868686868,0.908989898989899,1.0482828282828283,30.031868686868684
