date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,LONG BRIDGE HK LTD,CHINA MERCHANTS BANK CO LTD,CMB INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-05-29,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-30,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31,89.92805755395683,10.069694244604317,0.0,0.0,0.0011241007194244604,0.0,0.0011241007194244604,0.0,0.0,0.0
2024-06-03,88.9956837093401,10.99875406042807,0.0,0.0,0.004449784185467005,0.0,0.0011124460463667512,0.0,0.0,0.0
2024-06-04,88.9956837093401,10.953143772527033,0.0,0.0,0.010012014417300761,0.0,0.0011124460463667512,0.0,0.0,0.040048057669203045
2024-06-05,88.9956837093401,10.947581542295199,0.0,0.0,0.015574244649134518,0.0,0.0011124460463667512,0.0,0.0,0.040048057669203045
2024-06-07,89.01548869503294,10.913298914011039,0.0,0.014465016912942852,0.015577710521630763,0.0,0.0011126936086879118,0.0,0.0,0.04005696991276482
2024-06-11,88.9956837093401,10.921995283228764,0.0,0.014461798602767766,0.015574244649134518,0.011124460463667513,0.0011124460463667512,0.0,0.0,0.040048057669203045
2024-06-12,88.9956837093401,10.928669959506964,0.0,0.014461798602767766,0.00889956837093401,0.011124460463667513,0.0011124460463667512,0.0,0.0,0.040048057669203045
2024-06-13,89.00063412951818,10.924827839398356,0.0,0.014462603046046704,0.00778755548633284,0.011125079266189771,0.0011125079266189773,0.0,0.0,0.04005028535828318
2024-06-14,88.99469369138865,10.930773252644812,0.0,0.014461637724850655,0.007787035697996506,0.011124336711423582,0.0011124336711423582,0.0,0.0,0.040047612161124894
2024-06-17,89.01945074998888,10.872613165976766,0.0,0.014465660746873192,0.04117149597186985,0.01112743134374861,0.0011127431343748609,0.0,0.0,0.04005875283749499
2024-06-18,89.05909070668389,10.832925145834261,0.0,0.014472102239836132,0.0411898294518413,0.011132386338335486,0.0011132386338335485,0.0,0.0,0.04007659081800775
2024-06-19,89.07892392659896,10.813067878140032,0.0,0.014475325138072332,0.04119900231605202,0.011134865490824871,0.001113486549082487,0.0,0.0,0.04008551576696954
2024-06-25,89.05909070668389,10.832925145834261,0.0,0.014472102239836132,0.0411898294518413,0.011132386338335486,0.0011132386338335485,0.0,0.0,0.04007659081800775
2024-06-26,89.09082809924719,10.801149271682482,0.0,0.014477259566127667,0.04120450799590182,0.011136353512405899,0.0011136353512405898,0.0,0.0,0.040090872644661234
2024-06-27,89.08983596333954,10.802142610554919,0.0,0.014477098344042674,0.04120404913304453,0.01113622949541744,0.0011136229495417442,0.0,0.0,0.04009042618350279
2024-06-28,89.01449823640026,10.87757168448811,0.0,0.014464855963415043,0.04116920543433512,0.011126812279550032,0.001112681227955003,0.0,0.0,0.04005652420638012
2024-07-02,89.01548869503294,10.871016556880896,0.0,0.014465016912942852,0.04116966352145273,0.011126936086879117,0.00667616165212747,0.0,0.0,0.04005696991276482
2024-07-04,88.98578452092278,10.934128273008387,0.0,0.014460189984649952,0.007786256145580743,0.011123223065115347,0.006673933839069208,0.0,0.0,0.04004360303441525
2024-07-05,88.98083575249981,10.939081495322945,0.0,0.01445938580978122,0.007785823128343733,0.011122604469062476,0.006673562681437485,0.0,0.0,0.04004137608862491
2024-07-08,88.9828151938157,10.92820199099049,0.0,0.014459707468995052,0.016684277848840443,0.011122851899226963,0.0066737111395361775,0.0,0.0,0.040042266837217066
2024-07-09,88.85236069615826,11.056565634128193,0.0,0.014438508613125714,0.01888112664793363,0.011106545087019781,0.0066639270522118686,0.0,0.0,0.039983562313271215
2024-07-12,88.85236069615826,11.043237780023768,0.0,0.014438508613125714,0.03220898075235736,0.011106545087019781,0.0066639270522118686,0.0,0.0,0.039983562313271215
2024-07-15,89.49695105019381,10.300896357921161,0.0,0.016660927902611325,0.03554331285890416,0.011107285268407548,0.09885483888882718,0.0,0.0,0.03998622696626718
2024-07-16,89.46544372390512,10.291374256018477,0.0,0.0144354623789642,0.07883983299280448,0.011104201829972462,0.09882739628675491,0.0,0.0,0.03997512658790086
2024-07-17,89.46544372390512,10.286932575286487,0.0,0.0144354623789642,0.08328151372479346,0.011104201829972462,0.09882739628675491,0.0,0.0,0.03997512658790086
2024-07-18,89.495256925777,10.152622575700352,0.0,0.014440272810077088,0.18772354653100215,0.01110790216159776,0.09886032923822007,0.0,0.0,0.03998844778175194
2024-07-22,89.61633814717229,10.127961400349086,0.0,0.014452634270531079,0.18788424551690402,0.011117410977331599,0.00222348219546632,0.0,0.0,0.04002267951839376
2024-07-23,89.61434558815355,10.122177630043023,0.0,0.02779290947293527,0.18232148614245533,0.011117163789174106,0.0022234327578348214,0.0,0.0,0.04002178964102678
2024-07-24,89.67815145682913,10.058184164562173,0.0,0.027812698165474426,0.18245129996551224,0.011125079266189771,0.0022250158532379546,0.0,0.0,0.04005028535828318
2024-07-26,89.62172971171472,10.061656390601566,0.0,0.027773148919624506,0.23551630283841582,0.011109259567849802,0.0022218519135699605,0.0,0.0,0.03999333444425929
2024-07-29,89.63168712849287,10.034998055663575,0.0,0.027776234653630355,0.25109716126881837,0.011110493861452141,0.0022220987722904283,0.0011110493861452141,0.0,0.03999777790122771
2024-07-30,89.63168712849287,10.084995278040108,0.0,0.027776234653630355,0.20109993889228378,0.011110493861452141,0.0022220987722904283,0.0011110493861452141,0.0,0.03999777790122771
2024-07-31,89.63168712849287,9.962779845564135,0.0,0.027776234653630355,0.3122048775068052,0.022220987722904283,0.0022220987722904283,0.0011110493861452141,0.0,0.03999777790122771
2024-08-01,89.63168712849287,9.921671018276761,0.0,0.027776234653630355,0.3533137047941781,0.022220987722904283,0.0022220987722904283,0.0011110493861452141,0.0,0.03999777790122771
2024-08-02,89.65731810302681,9.877105649139962,0.0,0.027779012400551136,0.3722387661673852,0.022223209920440908,0.002222320992044091,0.0011111604960220454,0.0,0.04000177785679364
2024-08-05,89.89429175475688,9.609435851785914,0.0,0.1390897963725381,0.28263046622899746,0.022254367419606097,0.011127183709803048,0.0011127183709803048,0.0,0.04005786135529098
2024-08-06,90.68237934904602,7.8484848484848495,0.0056116722783389455,0.34680134680134683,0.7048260381593715,0.24691358024691357,0.011223344556677891,0.05387205387205387,0.0,0.09988776655443321
2024-08-07,93.22686782762219,3.435862748919486,0.057321700849507606,1.220952228094512,1.2633702867231476,0.406984076031504,0.10317906152911369,0.057321700849507606,0.0,0.22814036938104026
