date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,DBS BANK (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,DBS VICKERS (HONG KONG) LTD,DBS BANK LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA SECURITIES (INTERNATIONAL)
2024-06-12,47.21145818311843,14.471331086312253,15.504479117386541,0.0,10.962323094034595,0.0,5.395597445657302,3.6220669848201705,2.7878724262608383,0.044871662409869124
2024-06-13,47.21176972291149,14.471426579984028,15.513379851850765,0.0,10.962395432403278,0.0,5.39563305021976,3.622090886178915,2.7784325179419893,0.04487195850977705
2024-06-14,47.21218511569809,14.476173119681526,15.513516346333475,0.0,10.962491885046617,0.0,5.39568052370066,3.6221227551479322,2.7729579010759653,0.04487235331573317
2024-06-17,47.2220834289295,14.476173119681526,15.513516346333475,0.0,10.962491885046617,0.0,5.39568052370066,3.6221227551479322,2.763059587844553,0.04487235331573317
2024-06-18,47.22239504363462,14.476268646775853,15.513618718771763,0.0,10.962564225642966,0.0,5.395716129359564,3.622146657242721,2.7624179291477517,0.04487264942475953
2024-06-19,47.22301828538294,14.476459704746805,15.513823467701677,0.0,10.962708909699922,0.0,5.395787342087145,3.6221944623786793,2.762454387573424,0.043553440429402956
2024-06-20,47.224985778996746,14.476523391857835,15.513891718545999,0.0,10.962757138567596,0.0,5.395811080080725,3.6222103977044147,2.7624665405958395,0.0413539536508429
2024-06-21,47.225682298152556,14.476332332205825,15.513686967814566,0.0,10.962612453237613,0.0,5.395739866726567,3.6221625921478346,2.7624300818493817,0.04135340786565816
2024-06-25,47.22557841843947,14.476520453872405,15.513652843218104,0.0,10.96258833938725,0.0,5.395727998016959,3.6221546246777523,2.7624240054852005,0.04135331690286133
2024-06-27,47.22557841843947,14.476520453872405,13.314008327108459,0.0,10.96258833938725,0.0,5.395727998016959,3.6221546246777523,2.7624240054852005,2.240997833012506
2024-07-02,47.2467555673843,14.45618570407973,13.313715472696172,0.0,10.962347206718078,0.0,5.395609313792577,3.622074951904703,2.7623632433136045,2.2409485401108347
2024-07-03,47.24907618194495,14.455549776652003,13.313129802519589,0.0,10.96186497320201,0.0,5.395371961006567,3.6219156168730184,2.7622417269891923,2.2408499608126746
2024-07-04,47.250456357763674,14.455011888818936,13.312836986753588,0.0,10.961623872353709,0.0,5.39525329244425,3.6218359546139194,2.762180972836025,2.2408006744158993
2024-07-08,47.25034033747221,14.455043681979154,13.312866267750556,0.0,10.961647981961278,0.0,5.395265159065575,3.621843920682137,2.7621870481310777,2.240805602958014
2024-07-09,41.912643935234314,12.822110795053426,11.808960944036057,11.296630593800817,9.72335110244629,0.0,4.785781984489898,3.212697592278644,2.4501529809938987,1.987670071666656
2024-07-10,41.914683766412416,12.821660525956313,11.80854625332974,11.296233894400915,9.723009651292749,0.0,4.785613924038106,3.2125847732219937,2.4500669399209296,1.9876002714268335
2024-07-12,41.914230482975995,12.821760583022726,11.808638404303032,11.296322047415314,9.723085527254401,0.0,4.785651269785114,3.2126098434387065,2.4500860596371337,1.98761578216758
2024-07-15,41.924664982019436,12.811855921466966,11.80850017838243,11.296189818409651,9.722971713756005,0.0,4.785595251383177,3.2125722382603668,2.4500573801747305,1.9875925161472408
2024-07-16,41.92327457313104,12.814747469211984,11.808108555846776,11.295815186370605,9.722649256646372,0.0,4.785436539699337,3.212465695035833,2.4499761253439543,1.9875265987140986
2024-07-17,41.92711543528428,12.813953779234977,11.807377212725836,11.295115572483004,9.722047077845462,0.0,4.785140150478535,3.212266728818998,2.449580543207374,1.9874034999215373
2024-07-22,41.9282482582393,12.813703818498661,11.807146887195332,11.29489523959794,9.721857430677387,0.0,4.785046807145478,3.2122040673976593,2.449532759442363,1.9873647318058754
2024-07-24,41.930740313177935,12.813153939204074,11.806640202657173,11.294410537507527,9.721440232950505,0.0,4.784841464630921,3.2120662208755557,2.4494276417211402,1.9872794472751663
2024-07-25,41.93008599988285,12.814514456860305,11.806455964515958,11.29423429251591,9.721288533563746,0.0,4.7847667989951175,3.212016097800758,2.449389419332044,1.9872484365333165
2024-07-26,41.93076561116229,12.81436448438806,11.8063177896834,11.294102112381841,9.721174762130603,0.0,4.784710801297478,3.211978506521222,2.449360753323048,1.9872251791120548
2024-07-30,41.93722112502225,12.812939920961211,11.805005290062411,11.29284655539905,9.72009406631857,0.0,4.784178888534743,3.2116214332450723,2.449088459698764,1.9870042607579277
2024-07-31,41.93767408964327,12.812839963491246,11.80491319578358,11.292758456619431,9.720018237038431,0.0,4.78414156576413,3.211596378452423,2.4490693536475643,1.9869887595599247
2024-08-01,41.93348389721324,12.81376462960099,11.805765122693751,11.29357342278307,9.720719703026884,0.0,4.784486823613497,3.211828150201527,2.4492460959965037,1.9871321548705385
2024-08-05,41.91775300457201,12.814739422150772,11.806663232829122,11.294432568518237,9.721459195706744,0.0,4.784850797999246,3.2120724863698977,2.460745968168022,1.9872833236859486
2024-08-07,41.92807214541551,12.812408914766701,11.804516055665475,11.292378546377583,9.719691236820246,0.0,4.7839806179862885,3.211488334136984,2.4605422354172544,1.9869219134139546
2024-08-12,41.929091424221,12.81218403129311,11.804308862733036,11.292180342485597,9.719520636744795,0.0,4.783896649531479,3.211431966075616,2.46049904796605,1.9868870389493154
2024-08-13,41.93305494612732,12.811309559490944,11.803503181576774,11.291409615709396,9.71885724893311,0.0,4.783570133559316,3.2112127757570836,2.4603311111777977,1.9867514276682559
2024-08-15,41.93316818166032,12.811284576336327,11.803480163731205,11.291387596490289,9.718838296326258,0.0,4.783560805186466,3.2112065136162062,2.4603263133206954,1.9867475533322347
2024-08-16,41.942723602755066,12.811284576336327,11.803480163731205,11.287487424614882,9.718838296326258,0.0,4.783560805186466,3.2112065136162062,2.4603263133206954,1.981092304112895
2024-08-19,41.942836819212566,12.81125959327915,11.803457145975408,11.287465413087308,9.718819343793324,0.0,4.78355147685,3.2112002514997533,2.460321515482306,1.9810884408201852
2024-08-21,41.95081313473634,12.803724439595173,11.803342058543006,11.287355356737152,9.718724582237417,0.0,4.783504835713388,3.2111689412838302,2.4602975265710407,1.9810691245826462
2024-08-22,41.950926334094106,12.803699471573024,11.803319041325839,11.287333345724662,9.718705630147983,0.0,4.78349550759521,3.2111626793139143,2.460292728844924,1.98106526138034
2024-08-23,41.95296384704152,12.803250063825395,11.802904746766936,11.286937162178889,9.718364505177282,0.0,4.7833276076888875,3.2110499680315083,2.460206372974401,1.9809957263151816
2024-08-26,41.96166603888942,12.801502666891498,11.801293877693633,11.285396712738944,9.717038135680928,0.0,4.782674775638132,3.2106117215830863,2.45909071231494,1.980725358569416
2024-08-27,41.96205598383648,12.801502666891498,11.801293877693633,11.285396712738944,9.717038135680928,0.0,4.782674775638132,3.2106117215830863,2.4587007673678847,1.980725358569416
2024-08-28,41.96318754192454,12.801253077693817,11.801063789433904,11.28517668285774,9.71684868387865,0.0,4.782581528463086,3.2105491247126636,2.4586528304054953,1.9806867406301059
2024-09-03,41.96273492398419,12.801352912204988,11.801155823661148,11.28526469378064,9.716924463713063,0.0,4.782618826896774,3.2105741631679243,2.4586720049661404,1.9807021876251254
2024-09-04,41.96043199636857,12.80082879839291,11.800672659982423,11.284802651749647,9.716526632768373,0.0,4.782423016609981,3.210442715634592,2.4632504349043955,1.9806210935891067
2024-09-10,41.935168857161436,12.793121796712647,11.793567822830777,11.338215456951257,9.710676598503836,0.0,4.779543660686607,3.208509802712041,2.4617673844285473,1.9794286200128512
2024-09-11,41.95932961598431,12.793121796712647,11.793567822830777,11.338215456951257,9.710676598503836,0.0,4.779543660686607,3.208509802712041,2.4376066256056714,1.9794286200128512
2024-09-13,41.93841062089938,12.786743733611171,11.7876880914438,11.332562743345331,9.705835301040446,0.0,4.77716079968141,3.2069101870507053,2.486246755134706,1.9784417677930475
2024-09-16,41.94912174376862,12.786743733611171,11.7876880914438,11.332562743345331,9.705835301040446,0.0,4.77716079968141,3.2069101870507053,2.4755356322654647,1.9784417677930475
2024-09-20,41.94920343887268,12.78657388747973,11.787711047738597,11.332584813292305,9.705854202967158,0.0,4.777170103109764,3.20691643244633,2.4755404533232763,1.9784456207701626
2024-09-23,41.96903646149554,12.78662369088488,11.787756960596433,11.332628953444141,9.705307760562437,0.0,4.77718871007518,3.206928923310558,2.4560752128614167,1.978453326769415
2024-09-24,41.96323581038378,12.785627696489724,11.786838771389647,11.33174621573379,9.704551780534679,0.0,4.776816598304719,3.206679124512181,2.466204784462426,1.97829921818906
2024-09-25,41.96290894675562,12.7855281055841,11.786746960336208,11.331657949526242,9.7044761890093,0.0,4.776779390316006,3.206654146772673,2.466964503048394,1.9782838086514594
2024-09-26,41.96271421461577,12.7855281055841,11.786746960336208,11.331657949526242,9.7044761890093,0.0,4.776779390316006,3.206654146772673,2.4671592351882357,1.9782838086514594
2024-09-27,41.96248817923841,12.785577900842975,11.786792865684141,11.331702082458133,9.704513984624787,0.0,4.7767979942379055,3.206666635593787,2.4671688439296022,1.9782915133902523
2024-09-30,41.96316628008857,12.785428516229953,11.786655150713047,11.331569684693743,9.704400598661522,0.0,4.776742182906936,3.2066291694222793,2.4671400179300362,1.9782683993539159
2024-10-02,41.961303802684064,12.786412965243574,11.792970181320165,11.332960015543437,9.705591283439142,0.0,4.7773282669361326,3.207022607893897,2.467442724525229,1.9689681524143618
2024-10-03,41.957158091607916,12.78836949620112,11.79333767024255,11.333313169770024,9.70589372610007,0.0,4.777477136575394,3.2071225441494904,2.4682986565569722,1.9690295087964624
2024-10-04,41.98215620196235,12.792588285180218,11.791661188140559,11.331702082458133,9.704513984624787,0.0,4.7767979942379055,3.206666635593787,2.44516402642659,1.968749601375672
2024-10-07,41.99093010688897,12.793854313340509,11.792648647299721,11.332651023649003,9.705326661572203,0.0,4.777198013612243,3.2067404195735505,2.4317363453471383,1.9689144687166644
2024-10-08,42.015555165840276,12.79367786606486,11.793383607968234,11.333357315595917,9.705931532758031,0.0,4.777495745932668,3.201097434983666,2.410464152243259,1.9690371786130967
2024-10-09,42.04124708087781,12.799330445850282,11.786698679856922,11.336293785094197,9.713316631863975,0.0,4.7787335936547,3.2019268383737725,2.3729055888698842,1.9695473555584597
2024-10-10,42.01309272568197,12.802687411473618,11.786560910184091,11.33616128001128,9.713203097065911,0.0,4.778677737084372,3.2018894124222887,2.39820309171352,1.9695243343629436
2024-10-14,42.021178388525335,12.796286370349225,11.78281939923051,11.332562743345331,9.710119750188143,0.0,4.77716079968141,3.200873008706224,2.41010040891883,1.9688991310549964
2024-10-15,42.01956965828369,12.797185342123928,11.78275055932743,11.332496534020173,9.710063019818284,0.0,4.777132889613768,3.20085430793689,2.411060060910275,1.9688876279655605
2024-10-17,42.01531484270891,12.795889525342611,11.78155746213483,11.331349028628132,9.70907979872143,0.0,4.776649166920109,3.2005301959844648,2.4209417171232204,1.9686882624362947
2024-10-18,42.01420868363578,12.79578985799819,11.781465695435605,11.331260768608058,9.709004174576787,0.0,4.7766119615396825,3.2005052670145218,2.422480662892717,1.9686729282986624
2024-10-21,42.01039598222398,12.795814774688738,11.781488636976393,11.331282833484178,9.709023080502503,0.0,4.776621262830453,3.200900950607704,2.4257957168753728,1.9686767618106757
2024-10-22,42.00634947103551,12.795590527967141,11.781282166325722,11.331084252692596,9.70885292982167,0.0,4.77653755251756,3.200844854801617,2.4308159840981687,1.968642260740014
2024-10-23,42.00071033037629,12.795889525342611,11.78155746213483,11.331349028628132,9.70907979872143,0.0,4.776649166920109,3.200919649646668,2.4351567757936308,1.9686882624362947
2024-10-24,42.00140744969096,12.795280429005196,11.781534520326003,11.331326963494215,9.709060892574824,0.0,4.776639865520666,3.200913416609405,2.4351520338992425,1.9686844288794918
2024-10-25,42.00298854700764,12.794931617376104,11.781213344383668,11.331018060642117,9.708796214253338,0.0,4.776509649731937,3.200826156636509,2.435085649316838,1.9686307606518498
2024-10-28,41.97731407477914,12.797030123256588,11.780456356085958,11.330289999123977,9.708172386731995,0.0,4.7762027406044085,3.2006204912374754,2.4614095596313135,1.968504268549147
2024-10-29,41.984748673953845,12.79144467184174,11.779974686907375,11.329826735960648,9.707775447319996,0.0,4.776007455330115,3.2004896270165686,2.461308919631902,1.9684237820378092
2024-10-30,41.984585185415845,12.791784261803855,11.779928815706523,11.32978261763513,9.707737645259362,0.0,4.775988857565426,3.2004771643155516,2.4612993352992683,1.9684161169990402
2024-10-31,41.98494337462467,12.791249971170915,11.779974686907375,11.329826735960648,9.707775447319996,0.0,4.776007455330115,3.2004896270165686,2.461308919631902,1.9684237820378092
2024-11-01,41.98614278471713,12.790226662502569,11.779928815706523,11.32978261763513,9.707737645259362,0.0,4.775988857565426,3.2004771643155516,2.4612993352992683,1.9684161169990402
2024-11-04,41.9900453074744,12.78966980624208,11.779057330761782,11.328944434728177,9.707019462039609,0.0,4.775635527553783,3.2002403914361635,2.461117247160302,1.9682704926036996
2024-11-05,41.99083585552842,12.78949551118134,11.778896808125621,11.328790046140488,9.706887176720882,0.0,4.77557044614848,3.2001967792005184,2.4610837075469587,1.9682436694073027
2024-11-07,39.783623047836684,12.110432600408547,11.153492002656535,10.727283822729227,9.191496475421959,5.286677415205594,4.522009798277189,3.030281168531612,2.3309646122436,1.8637390566890493
2024-11-08,39.78173185367319,12.110113632010023,11.15386282275374,10.727817783194984,9.191953990653227,5.286940564459551,4.522234885493855,3.030432003577171,2.3310806381613056,1.8638318260229467
2024-11-11,39.80103506157429,12.116021800823496,11.158964713483174,10.686614896431996,9.196158484252935,5.289358865050254,4.524303401899809,3.0318181541145157,2.331040260640748,1.8646843617287838
2024-11-12,39.81143777995052,12.113999977615295,11.156762922163404,10.684506305131563,9.194343977043195,5.288315214072297,4.523410705111704,3.0312199417295633,2.3316867389974054,1.864316438185052
2024-11-13,39.81265864122502,12.113754257948525,11.156536619037063,10.684289581230809,9.194157479507915,5.288207946195909,4.5233189525136215,3.0311584566416188,2.331639443200016,1.864278622499499
2024-11-14,39.81191930925366,12.114050348638667,11.156639482956384,10.684388091004857,9.194242250176941,5.288256703782077,4.523360657778587,3.03118640409965,2.331660941051882,1.864295811257298
2024-11-15,39.847804057251004,12.095772328233986,11.156618910020773,10.684368388904725,9.194225295918082,5.288246952192916,4.523352316664071,3.0007546779076404,2.3445646994264147,1.8642923734803813
2024-11-18,39.84740062658496,12.096884679987323,11.156454329267293,10.684210774719451,9.194089664098167,5.2881689407743115,4.523285588855355,3.00071041122883,2.344530112762845,1.8642648717214692
2024-11-19,39.866167803065274,12.094331950976176,11.149151170647922,10.681630503803284,9.191869262174139,5.2868918311397906,4.522193200985392,2.9999857301115074,2.3439639012766067,1.8638146458199067
2024-11-20,39.876122896129004,12.076080947026012,11.149151170647922,10.681630503803284,9.191869262174139,5.2868918311397906,4.522193200985392,2.9999857301115074,2.3522598121630454,1.8638146458199067
2024-11-21,39.87619640932276,12.07610320975403,11.14898737062949,10.681650195807316,9.191886207744997,5.28690157773187,4.522201537825607,2.999991260702654,2.352264148646103,1.8638180818351766
2024-11-25,39.87841650134206,12.07698314129637,11.148268041228429,10.680961018863952,9.191293149937984,5.286560468389921,4.521909766706353,2.9997977021448214,2.352112381251905,1.8636978288382071
2024-11-28,39.88043324298049,12.07699023756435,11.140446450441758,10.681945584580754,9.19214039880562,5.287047780925543,4.522326594117566,3.0000742220169245,2.3547258649824627,1.8638696235845333
2024-11-29,39.8949265069572,12.077057123653656,11.136258188517893,10.677929696513457,9.188684604479747,5.2850601100535535,4.520626420936385,2.99894634112914,2.3573421078133148,1.8631688999456528
2024-12-02,39.89500002933436,12.077079380467408,11.136094421489998,10.677949374874675,9.188701538310545,5.285069849893096,4.520634752000756,2.998951867888638,2.3573464521600966,1.8631723335804176
2024-12-03,39.89507355198253,12.077101637363196,11.135930653858491,10.677969053308423,9.188718472203758,5.285079589768539,4.520643083095832,2.998957394668507,2.3573507965228906,1.8631757672278377
2024-12-04,39.89592052050821,12.077190665766695,11.13398553510895,10.678047767768728,9.188786208400765,5.285118549629305,4.520676407783209,2.9989795019916903,2.358105341098364,1.8631895019440785
2024-12-05,39.895994045530244,12.077212923072661,11.133821762081878,10.678067446565136,9.188803142606059,5.285128289684247,4.520684739031822,2.9989850288734137,2.3581096868997617,1.8631929356547787
2024-12-06,39.894005058440904,12.077057123653656,11.133493842969013,10.677929696513457,9.188684604479747,5.2850601100535535,4.520626420936385,2.99894634112914,2.3610279018784897,1.8631688999456528
2024-12-09,39.891130941607926,12.076783808874218,11.133411772042944,10.677850983793888,9.188616869780695,5.285021151054368,4.520593096985969,2.9989242342948508,2.364511976031989,1.8631551655331493
2024-12-10,39.90174748934353,12.076594634945192,11.121995962403286,10.677683723117855,9.188472936860881,5.284938365088173,4.520522285222571,2.998877258354134,2.366041364085494,1.863125980578891
2024-12-11,39.90193177480155,12.07641034948717,11.121995962403286,10.677683723117855,9.188472936860881,5.284938365088173,4.520522285222571,2.998877258354134,2.366041364085494,1.863125980578891
2024-12-12,39.90499546547275,12.075831745439285,11.121463086184427,10.67717213475298,9.188032699449158,5.284685153525932,4.520305698305011,2.9987335763765772,2.3659280024928426,1.8628524380010336
2024-12-13,39.90521694675304,12.075787239732092,11.12142209782105,10.677132783832342,9.187998836780183,5.284665676718453,4.520289038632528,2.9987225244870417,2.3659192828202653,1.8628455724230017
2024-12-16,39.920511850552735,12.060492335932398,11.12142209782105,10.677132783832342,9.187998836780183,5.284665676718453,4.520289038632528,2.9987225244870417,2.3659192828202653,1.8628455724230017
2024-12-17,39.92069612650213,12.060492335932398,11.12142209782105,10.677132783832342,9.187998836780183,5.284665676718453,4.520289038632528,2.9987225244870417,2.365735006870872,1.8628455724230017
2024-12-18,39.92058541459051,12.060514560560106,11.121442591964973,10.677152459256405,9.18801576808347,5.284675415104247,4.52029736845342,2.9987280504216267,2.365739366359549,1.8628490052056919
2024-12-19,39.92585585308516,12.04685591567725,11.12142209782105,10.677132783832342,9.187998836780183,5.284665676718453,4.520289038632528,2.9987225244870417,2.3742117005429915,1.8628455724230017
2024-12-20,39.926040129034554,12.046671639727856,11.12142209782105,10.677132783832342,9.187998836780183,5.284665676718453,4.520289038632528,2.9987225244870417,2.3742117005429915,1.8628455724230017
2024-12-23,39.944672391018685,12.042233451723575,11.117324786661484,10.673199156017251,9.184613829913534,5.282718720703176,4.518623691291196,2.9976177467746283,2.376836955808303,1.8621592700881655
2024-12-27,39.94732634547828,12.040817681176781,11.11703808794011,10.672923910613367,9.184376972837583,5.282582487505741,4.518507162930323,2.997540442819615,2.376775660835886,1.8621112478623172
2024-12-30,39.962411001495155,12.035062211738776,11.112064172001201,10.668148697473516,9.180267756097228,5.280218987351711,4.516485520598978,2.9961993019448494,2.3878642376526367,1.8612781136459464
2025-01-02,39.981855036487254,12.01791601645913,11.111532247037019,10.667638022361677,9.179828304567634,5.279966227805668,4.516269320317771,2.996055876458666,2.387749932643286,1.8611890158618976
2025-01-03,40.007078652088694,11.988715425059281,11.111941415566202,10.668030845031172,9.180166340471416,5.280160656077803,4.516435626389166,2.99616620253693,2.3900472849176118,1.8612575518617236
2025-01-06,40.02033502277801,11.963933358582365,11.111839120608845,10.667932636651596,9.180081829161537,5.28011204766736,4.5163940487230745,2.9961386202556293,2.4019928981830136,1.8612404173885675
2025-01-07,40.020445455433205,11.96391133096804,11.111818661843385,10.667912995192664,9.18006492708628,5.280102326092666,4.516385733281718,2.9961331038603096,2.401988475709937,1.8612369905317931
2025-01-08,40.02074019509901,11.963999441912016,11.111900497357247,10.667991561462358,9.180132535760743,5.280141212606229,4.516418995230867,2.996155169563469,2.401269692973459,1.8612506980346037
