date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUNDERSTONE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-05-03,64.86962756853563,14.586886793704036,7.628905471536129,5.362915931975984,5.08223739525686,1.2531263882212353,0.6438850772257018,0.3145681808249781,0.1423913472207266,0.11545584549871013
2024-05-06,64.8708581641384,14.587163511166723,7.629050194080085,5.3630176680427875,5.0823338067706185,1.2531501603913686,0.6420002629803557,0.3145741482743778,0.1423940484257794,0.11545803572950239
2024-05-17,64.85486989162854,14.583568313693423,7.6271699147536465,5.361695882107184,5.081081199048317,1.3597138873742465,0.5596157609061619,0.31449661735603474,0.14235895354782585,0.11542957958461796
2024-05-20,64.90387421032773,14.594587653191132,7.632933001872624,5.365747177780338,5.084920462357775,1.2779851317197517,0.5672347937876911,0.31473425089831897,0.14246651992705067,0.11551679813759216
2024-05-27,64.97864906109334,14.611401874638322,7.6417267978218355,5.371928980474647,5.090778728499109,1.2794574806152172,0.4526796879489853,0.3150968518513142,0.14263065362317054,0.11564988343406718
2024-05-29,64.90387421032773,14.594587653191132,7.632933001872624,5.365747177780338,5.084920462357775,1.3930611633794787,0.452158762127964,0.31473425089831897,0.14246651992705067,0.11551679813759216
2024-06-11,64.89271338531614,14.59207797806164,7.631620448029029,5.3648244876322355,5.084046062976095,1.3928216135519214,0.4692769395842967,0.31468012941570855,0.14244202148349455,0.11549693394942778
2024-06-28,64.89271338531614,14.59207797806164,7.631620448029029,5.3648244876322355,5.084046062976095,1.4000165634942623,0.46208198964195585,0.31468012941570855,0.14244202148349455,0.11549693394942778
2024-07-22,64.79548731531146,14.570215270817688,7.620186306578917,5.356786592867375,5.076428846918401,1.547744842864187,0.46138967129789044,0.31420865718569113,0.1422286064908107,0.11532388966757111
2024-08-09,64.76304412734564,14.562919944363342,7.616370869008768,5.3541044425892315,5.002081342915917,1.5469698849320728,0.5830345170822545,0.3140513324868898,0.1421573924355472,0.11526614684033949
2024-08-12,64.63006175364156,14.533016908019714,7.600731655460069,5.343110494923105,4.9918102282794,1.7491302036675018,0.5818373325601595,0.31340646947555706,0.14186549097012982,0.11502946300280385
2024-08-27,64.62361334049143,14.53156688778458,7.599973298487667,5.342577390311363,4.991312174373127,1.7489556855887538,0.5917567008867834,0.31337519959364346,0.1418513364532889,0.11501798602936836
2024-09-02,64.54546075204712,14.513993132500296,7.590782268232905,5.3361163425544555,4.985275929322801,1.8677756189476307,0.5910410597223087,0.3129962191910242,0.1416797884920244,0.11487888898942904
2024-10-03,64.54546075204712,14.513993132500296,7.590782268232905,5.3361163425544555,5.030003732231004,1.8677756189476307,0.5463132568141054,0.3129962191910242,0.1416797884920244,0.11487888898942904
2024-10-24,64.5454492041426,14.513990535784666,7.590780910157097,5.336115387863586,5.030020723425064,1.8677752847816913,0.5463131590725563,0.3129961631925014,0.14167976314392627,0.1148788684363115
2024-11-18,64.394460983976,14.480038620885416,7.573024143205576,5.323632856950076,5.018254225774255,2.0973315142824975,0.5450351936612216,0.31226398556910395,0.1413483381475169,0.11461013754832756
2024-11-26,64.39420116454032,14.479980196676165,7.572993587489614,5.3236113771012885,5.018233978070319,2.0977265329795944,0.5450329945475977,0.31226272564315266,0.1413477678337835,0.11460967511816189
2024-11-29,64.3973455745704,14.480687263370717,7.573363381610259,5.323871332449871,5.0184790216451844,2.097828966307928,0.5401765448962736,0.31227797363177234,0.14135466993569437,0.11461527158190346
2024-12-03,64.39958142356214,14.481190026795646,7.573626325629608,5.324056175043064,5.018653261144661,2.097901802055074,0.536723341289723,0.31228881579283124,0.14135957771090518,0.11461925097635081
2025-01-03,64.38376138794061,14.477632659853162,7.571765831576586,5.322748297624013,5.017420407271882,2.1219518757772433,0.5365914928803015,0.31221210069498684,0.14132485211944332,0.1145910942617686
2025-01-09,64.38384756395149,14.477652037792609,7.571775966190667,5.322755421985892,5.017427122960223,2.121820868523883,0.536592211094232,0.3122125185828643,0.14132504127912787,0.11459124763900491
2025-02-14,64.38416928976373,14.477724382558222,7.571813802322942,5.322782019772081,5.017452195022201,2.1218314712537314,0.536594892443227,0.3117143791331211,0.1413257474797576,0.11459182025098164
2025-03-06,64.38442902825182,14.477782788565218,7.571844348519169,5.32280349292875,5.017472436417896,2.1214366113403402,0.536597057173278,0.31171563665065133,0.14132631761580786,0.11459228253707568
2025-04-02,64.41013172467405,14.483562416675586,7.574867079629528,5.324928391826804,5.019475445107833,2.122283503081453,0.4968905988021011,0.31184007562603433,0.14138273603083423,0.11463802854577429
2025-04-17,64.41760728903648,14.48524340691957,7.575746233341442,5.325546413306539,5.020058015128274,2.1109236261532773,0.49694826888525373,0.31187626838785154,0.14139914518440422,0.11465133365690865
2025-04-24,64.41809613637635,14.485353331410792,7.5758037235766365,5.325586827399937,5.020096110955021,2.1101807731259505,0.49695204008771715,0.3118786351302778,0.14140021822326568,0.11465220371405342
