date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUNDERSTONE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,67.86336137378505,8.715345279233896,6.25070965105943,0.0,15.467499526001745,0.9347366260170173,0.3459522266409952,0.21376770237846499,0.10649789055576951,0.10212972432763572
2024-03-04,67.54908889925774,9.855499150626471,5.961014290710163,0.0,15.183927573883382,0.8565317418636715,0.12386864137706313,0.2353286503546631,0.11952656019473555,0.11521449173210593
2024-03-05,67.2897832884533,9.781633173288409,5.988079011972546,0.0,15.518146547487104,0.8415031113275323,0.11501692451765541,0.2349903229610708,0.11840925789645342,0.11243836209592492
2024-03-06,67.26999435001562,9.618080336127958,5.917452164026297,0.0,15.557965542715172,0.8468042733477553,0.34214995364463635,0.22788693847752348,0.1103689487102917,0.10929749293475534
2024-03-07,67.21651915618264,9.612085496419509,5.8851713798234995,0.0,15.678169577731454,0.9368442895836318,0.22766245097530086,0.22655137751978385,0.11028859355192654,0.10670767821225721
2024-03-08,67.26491507924436,9.756345141217903,5.987833313177234,0.0,15.36943969336885,0.9452983005043645,0.22624784601524323,0.227125860710688,0.11340085195807187,0.10939391380328847
2024-03-11,67.20059895669334,9.820035553620997,5.918157522178424,0.0,15.409462024268409,0.9632150425645065,0.22759401814005784,0.2334282397360507,0.11330000582864386,0.11420863696955963
2024-03-12,67.35434094113353,9.744536001004438,5.897097149399152,0.0,15.338143553790342,0.9722413286221674,0.2430799678346025,0.23070457547067616,0.1137922544506122,0.10606422829448456
2024-03-13,67.30704496203805,9.856003438039508,6.036899771231735,0.0,15.063713548759802,1.0064547411041007,0.2708672706630451,0.23196385083999843,0.1173607315263908,0.10969168579737609
2024-03-14,67.58125181954135,10.541053345606286,6.349788572732256,0.0,13.299321427710664,1.039127405112209,0.6972755622498242,0.23821819544076633,0.14653246870930026,0.1074312028973515
2024-03-15,67.39440341343246,10.53713343320089,6.220732224241425,0.0,13.645365201536553,1.1501705208923494,0.5785243064764833,0.24219612752352693,0.11942398015869254,0.1120507925376201
2024-03-18,67.37322123064872,10.559839682020547,6.420506597043891,0.0,13.490483536509416,1.1507688811769219,0.4931912903523931,0.26756509040039383,0.12845506143982222,0.11596863040788556
2024-03-19,67.13108469612698,10.582630538430044,6.375344208797691,5.3957155602057405,8.330830384263711,1.1776470587029635,0.5083571859853423,0.2624682736518727,0.12126920613637573,0.11465288769928361
2024-03-20,67.13044501435374,11.681978746225248,6.555594397489417,5.3956641452626775,6.969582307005444,1.2059347120467305,0.5317339727330488,0.28024695899597474,0.1243514413405395,0.12446830454717775
2024-03-21,67.1260693748245,12.737169351345779,6.960368346867357,5.395312449674848,5.212671657950616,1.3243476754479864,0.6909207172067169,0.286601816243099,0.1256826808026286,0.14085592963647475
2024-03-22,64.86757257796569,14.586424698946754,7.628663797128696,5.362746041349495,5.127027411601187,1.249427767954857,0.6064596811754834,0.31455821568922143,0.14166762019008122,0.11545218799854189
2024-03-25,64.86739185326465,14.586384060348173,7.628642543242828,5.36273110043778,5.127013127414816,1.249424286978911,0.6067365971620899,0.3145573393123627,0.14166722549613342,0.11545186634226076
2024-03-26,64.85573056197612,14.583761848039115,7.627271132734539,5.3617670356329885,5.126091437921669,1.249199676429031,0.6246046470951111,0.31450079095029865,0.14164175780373278,0.11543111141740935
2024-03-28,64.86972461475845,14.586908615970001,7.628916884526893,5.362923955002382,5.127197505088408,1.249469218781822,0.6031622160903966,0.31456865142508655,0.14167232013365666,0.11545601822289751
2024-04-03,64.86972461475845,14.586908615970001,7.628916884526893,5.362923955002382,5.127197505088408,1.2487499786745309,0.6031622160903966,0.31456865142508655,0.14239156024094773,0.11545601822289751
2024-04-05,64.82177147652479,14.576125649811017,7.623277420075494,5.3589595627488595,5.123407367051397,1.2478268750125021,0.6766385616514082,0.3143361153057281,0.14228630124359432,0.11537067057521393
2024-04-09,64.82302937568024,14.576408506877819,7.6234253536171135,5.3590635560608995,5.123506789354325,1.2459105393070085,0.6766516921638251,0.31434221515651845,0.14228906238100372,0.11537290940124066
2024-04-18,64.84132101718878,14.580521650639497,7.6255765175626795,5.360575766618366,5.080019706961458,1.2462621080188718,0.6935576389971433,0.3144309156564182,0.14232921324320075,0.1154054651135992
2024-04-23,64.86379599681078,14.585575479306707,7.6282196573715195,5.362433823012452,5.081780518394697,1.2466940812581893,0.6591365286097346,0.314539902153162,0.14237854669472635,0.11544546638803357
