date,CMB WING LUNG BANK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),FORTUNE (HK) SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA CONSTRUCTION BANK (ASIA),CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD
2024-03-01,43.46018418218716,32.43163150994268,9.466852552023811,6.373209049960685,4.464784743576373,0.0,0.0,0.0,0.0,3.8033379623092882
2024-03-04,43.304189171099154,32.31522213864809,9.953531161664229,6.191159023799795,4.448758945281085,0.0,0.0,0.0,0.0,3.787139559507651
2024-03-05,39.009129584134314,29.11008639293298,9.054201502403107,5.577098411452801,3.9253550182394332,5.304448551459292,4.608162608714893,0.0,0.0,3.4115179306631847
2024-03-07,39.009129584134314,29.11008639293298,9.054201502403107,5.577098411452801,3.9254984049656985,5.3043051647330275,4.608162608714893,0.0,0.0,3.4115179306631847
2024-03-11,39.00879398353842,29.109835955088197,9.054123607934505,5.579201213342952,3.9254646333943275,5.304259531108461,4.60812296409493,0.0,0.0,3.4101981114982096
2024-03-12,39.00879398353842,29.109835955088197,9.054123607934505,5.579201213342952,3.925608018887018,5.304116145615771,4.60812296409493,0.0,0.0,3.4101981114982096
2024-03-13,39.004655384258584,29.106747575935266,9.053163019676916,5.578609293527811,4.025550731645029,5.178677896493698,4.607634069862808,0.0,0.0,3.444962028599889
2024-03-14,38.99058545096985,29.096568912824218,9.049853798010785,5.576658447440359,4.059686387535385,5.176866906875861,4.606022774928059,0.0,0.0,3.443757321415482
2024-03-15,38.97649095437411,29.08818937663255,9.045958016034726,5.608006562453015,4.058517236316453,5.175376018251309,4.604696284005443,0.0,0.0,3.4427655519324003
2024-03-20,38.98475777852396,29.09435891474453,9.025233780195316,5.610629100334481,4.059378038494387,5.176473703609961,4.605672929504082,0.0,0.0,3.4434957545932883
2024-03-21,38.99341936140937,29.100823061647013,9.02652228943218,5.589657792414742,4.060279945838365,5.177623805818951,4.606696211937916,0.0,0.0,3.444977531501462
2024-03-22,38.997388210609294,29.103785017285087,9.017262777952064,5.590226721973129,4.060693211437496,5.178150797512313,4.607165093171582,0.0,0.0,3.445328170059033
2024-03-25,39.005272405598475,29.109668998918934,8.983239651895545,5.593507681497833,4.074992330479446,5.179197676609714,4.60809653472725,0.0,0.0,3.4460247202728
2024-03-26,39.01472645773584,29.116724566319043,8.973082928536371,5.572203160374502,4.086736479116439,5.180453004462708,4.60921343975589,0.0,0.0,3.44685996369921
2024-03-27,39.01170513815028,29.114469752863037,8.981422772572929,5.571771646224034,4.086563408552863,5.180051827636789,4.608856500002522,0.0,0.0,3.445158953997545
2024-03-28,39.033683528120854,29.13151477503621,8.925696715855917,5.575033631486343,4.120237196949973,5.183084481125235,4.611554748052456,0.0,0.0,3.419194923373012
2024-04-02,37.63229032874236,28.085630733272154,8.645917139416769,5.37487793232352,3.9886360091307314,4.997000599535625,4.445990013229864,3.5415192089950995,0.0,3.288138035353881
2024-04-03,37.65411642772928,28.101919929362523,8.645533214409863,5.325395356482675,3.9909493513056984,4.99989877630803,4.448568613077917,3.54357323090406,0.0,3.2900451004199547
2024-04-05,37.64682088189381,28.096475137016835,8.679978965023869,5.3243635525366235,3.990176098427082,4.998930037849772,4.447706695728689,3.5428866578708833,0.0,3.2726619736524363
2024-04-08,37.651666893499424,28.100091799497257,8.678604865086635,5.325048920569399,3.990689725852412,4.999573515105264,4.448279217863652,3.5433427088589675,0.0,3.262702353666986
2024-04-09,37.63124914286971,28.084853678203537,8.813203754104872,5.349828605691743,3.9311158959969554,4.996862345754514,4.4458670044533255,3.541421224531867,0.0,3.2055983483934702
2024-04-10,37.67748118763455,28.11935745477324,8.828324964587589,5.356678175751055,3.8085193033814724,5.003001264044884,4.45132899487485,3.545772053917361,0.0,3.2095366010350004
2024-04-11,37.74083678532604,28.166640835776757,8.816809478540668,5.361939590088969,3.6491295710853238,5.011413931912896,4.479624955942626,3.5517343555541134,0.0,3.2218704957726065
2024-04-12,37.743612148627,28.168712137526946,8.805941608311016,5.366496388001056,3.6493979186142793,5.011782458302273,4.4799543759492755,3.5519955408913977,0.0,3.2221074237767544
2024-04-15,37.74455481770016,28.169415667800052,8.803663982678273,5.366630419427521,3.649489064489242,5.011907630538206,4.480066265463792,3.5520842540842748,0.0,3.2221878978184773
2024-04-16,37.74769738804829,28.171761022536096,8.7970424293998,5.36707723920608,3.6626980474137283,5.012324916485367,4.480439270880638,3.5385035123716637,0.0,3.222456173658335
2024-04-17,37.74675456199936,28.171057375109253,8.796822705248928,5.368330799237207,3.721163865412451,5.01219972340542,4.429124414367752,3.5384151309996454,0.0,3.216131424219979
2024-04-18,37.736281885073105,28.163241434746066,8.7943820641067,5.366841378630163,3.747876020069819,5.010809109854606,4.427895572587946,3.5374334127319975,0.0,3.215239122199604
2024-04-19,37.72879748328328,28.157655695927293,8.792360445127269,5.365776949512788,3.7672435154162542,5.009815294173865,4.427017368697865,3.536731818095666,0.0,3.2146014297657235
2024-04-22,37.7277509504424,28.156874650323577,8.792255251481699,5.365628111962454,3.7697741573182926,5.0096763303960135,4.426894570745836,3.536633715154573,0.0,3.2145122621751563
2024-04-23,37.72769862532438,28.156835599180795,8.792243057386315,5.365620670301682,3.7685207070355364,5.009669382409488,4.426888431027061,3.536628810150382,0.0,3.2158947171843617
2024-04-24,37.72843119018474,28.157382325037144,8.796851986403928,5.371827392261652,3.7991065651686915,5.009766655974675,4.385366182975645,3.536697481447198,0.0,3.2145702205463262
2024-04-25,37.71985150099891,28.150979154244865,8.77252686627302,5.3706058039811,3.8635526513645324,5.008627402646459,4.364124200423355,3.5358932135733974,0.0,3.2138392064943684
2024-04-26,37.71823016897673,28.149769126046387,8.772288448700614,5.3994928253747725,3.8384284088915375,5.008412114206235,4.363936614999941,3.535741228433848,0.0,3.2137010643699364
2024-04-29,37.71896236617855,28.150315577512792,8.770794828378344,5.401677530048454,3.8347591228939986,5.008509338951914,4.364021329000681,3.5358098652660166,0.0,3.21515004176925
2024-05-02,37.71462189803334,28.147076210881885,8.77200383087117,5.401055937942547,3.8436069402431237,5.007932990243547,4.363519144041836,3.5354029858312463,0.0,3.214780061911298
2024-05-03,37.714674186885006,28.14711523495845,8.771045488553654,5.401063426152651,3.843612269152258,5.0079399334144465,4.3635251937751685,3.5354078874357957,0.0,3.2156163796725714
2024-05-06,37.715981455299904,28.148090872041635,8.771349511085464,5.401250638153711,3.8437454966831033,5.008113518944212,4.363676442560593,3.535530431966928,0.0,3.212261633264446
2024-05-07,36.49912406469639,27.178208628838917,8.548731982326656,5.157886170901723,3.7787689926539088,4.846533209659903,4.22288806255713,3.4214611125474805,3.2384464867625877,3.1079512890552987
2024-05-08,36.4974101013913,27.17693236664136,8.548330542201771,5.154692251405414,3.778591545343658,4.84630562118234,4.222689759848061,3.4213004440671546,3.2459420252281044,3.1078053426908325
2024-05-09,36.49725835104214,27.178318028319197,8.613036450875228,5.15495507207323,3.711428109387619,4.84655271823832,4.222905060798833,3.421474884833675,3.2461075250502396,3.107963799381509
2024-05-10,36.4919703169742,27.17438020180465,8.611788520695304,5.157562079346551,3.711829458345417,4.845850508345193,4.222293210297286,3.420979152371264,3.255162280515151,3.1081842713049883
2024-05-13,36.49059959530626,27.17335947008115,8.61146504226916,5.155490235463194,3.7116900335617715,4.845668487143442,4.222134611330404,3.420850652588737,3.255040009192671,3.1137018630632127
2024-05-14,36.47484071214987,27.17281268105766,8.622694366309261,5.157532868325534,3.7116153460218975,4.845570981410184,4.222049652499175,3.420781817390429,3.2549745104769157,3.117127064359074
2024-05-16,36.45972625104937,27.16464991546022,8.624127332453165,5.155983535455235,3.7406746714122967,4.844115362495378,4.220781340600122,3.419754207902111,3.253996709824973,3.116190673347129
2024-05-17,36.4459054580797,27.166143626398707,8.624601549988506,5.156267049103653,3.7512072454821426,4.844381727352895,4.221013429998552,3.419942250975854,3.2541756383403184,3.116362024279671
2024-05-20,36.445863036390556,27.16421276284422,8.627207087341828,5.154559503248758,3.7603280337984777,4.844037407590399,4.220713416823805,3.4196991748167322,3.2539443442256157,3.1094352329196098
2024-05-21,36.439607977700945,27.159550676919164,8.623178860216681,5.153674846678006,3.8076843181861513,4.843206044693358,4.219989032547107,3.419112265432314,3.253385882684301,3.08061009494197
2024-05-22,36.43872853226334,27.15889519942487,8.694569250892545,5.151002953839912,3.7422956580887816,4.8430891571718995,4.2198871859492035,3.4190297474566997,3.253307364403504,3.079194950509246
2024-05-23,36.44178735620001,27.158676713957608,8.693292598920506,5.1228050264543254,3.7690812562627114,4.843050195918516,4.219853238175672,3.419002242349939,3.253281192485448,3.079170179275269
2024-05-24,36.437341583225646,27.155363448618168,8.693036420035499,5.128883169934091,3.7706323737193035,4.842459360417939,4.219338430564874,3.418585135811784,3.252884303346554,3.0814757743261403
2024-05-27,36.436120406954764,27.154453352435798,8.692745077985371,5.1287112784032844,3.773857444901807,4.842297068214208,4.21919702189601,3.4184705639229893,3.252775284824604,3.08137250046116
2024-05-28,36.41961315368087,27.145646773669863,8.689925896054957,5.127047963761861,3.8097554600750745,4.840726641809898,4.217828675775391,3.417361904879499,3.2517203631371046,3.080373167155485
2024-05-29,36.40214846547657,27.13262933015651,8.686026622423434,5.124589335392642,3.8471758557619307,4.838405316178988,4.215806055095409,3.415723140626344,3.250161030751279,3.087334848136892
2024-05-30,36.40102700504656,27.131793440753317,8.684419569357942,5.124431459431965,3.851477545174325,4.83825625684224,4.2156761765066255,3.4156179106192277,3.250060901304508,3.087239734963293
2024-05-31,36.400831975503564,27.131514128857837,8.684105149780502,5.124404003736128,3.851055074466899,4.838230334416851,4.2156535897428515,3.415599610410279,3.2500434881174516,3.088562644967633
2024-06-03,36.40541572234014,27.133724986409575,8.68051002081902,5.125049290378401,3.8428324888922387,4.838839584859393,4.216184442686517,3.416029717170469,3.250452747349971,3.090960999094276
2024-06-04,36.39546948191449,27.126311843419625,8.678138438515365,5.123649087374975,3.8697729956139293,4.837517576555485,4.215032548570936,3.415096431498709,3.249564698583713,3.0894468979527687
2024-06-05,36.386750023217665,27.123805373476557,8.677336578930342,5.125853921950594,3.880798031692984,4.8370705901581195,4.214643079760983,3.4147808767484857,3.249264438957853,3.0896970851064185
2024-06-06,36.38738347978096,27.124277571530094,8.67748764259512,5.122193529297945,3.882874322069411,4.837154798671122,4.21471645243975,3.414840324634246,3.2493210053696218,3.089750873611737
2024-06-07,36.38543445313312,27.122824706972796,8.677290664392043,5.121919167947134,3.887754851776079,4.836895704922115,4.21449069851371,3.414657414676059,3.2491469611647013,3.0895853765022454
2024-06-11,36.3783709814626,27.117559377402834,8.67560614975848,5.120924854384983,3.9064130354970668,4.835956722708532,4.213672543224319,3.413994530302803,3.2485162071869493,3.0889855980714374
2024-06-12,36.37476723206202,27.114873031485875,8.66832101243135,5.135009267819238,3.914459793795439,4.835477658482441,4.213255124315989,3.4136563298718814,3.2481943995298566,3.081986150205908
2024-06-13,36.37496201107272,27.115018225766036,8.668367429415422,5.135036764683169,3.9027002307391694,4.835503551419392,4.213277685385856,3.413674609263157,3.2482117929082834,3.0932476993468017
2024-06-14,36.37491331612448,27.11498192705022,8.6683558251228,5.135029890439579,3.902828875630577,4.835497078159157,4.213272045095738,3.413670039396985,3.248207444546214,3.0932435584342546
2024-06-17,36.37544896772582,27.11538121826951,8.668483474050467,5.135507122285313,3.9028863481121965,4.835568284974983,4.213334089117623,3.4137203085978256,3.2482552771693194,3.091414909696947
2024-06-18,36.37603333291987,27.11581682210278,8.668354984643296,5.135589623304578,3.9029490472953787,4.835645967529546,4.213401775589197,3.4137751494145627,3.2483074598194097,3.0901258373813896
2024-06-19,36.367513199688005,27.109465652092002,8.666860018201291,5.134386745920608,3.9235834744903775,4.83451334409234,4.2124148965592925,3.412975561982078,3.2475466288601234,3.0907404781138825
2024-06-20,36.366977781777905,27.109066535073367,8.666732421022662,5.134311155307468,3.9272732356708424,4.834442168342246,4.212352879605644,3.412925314712418,3.2474988171051806,3.0884196913822666
2024-06-21,36.36624769185233,27.108522303532105,8.66655843092466,5.134208080785528,3.929201956015836,4.834345113878602,4.212268313975285,3.4128567980926436,3.2474336215262705,3.0883576894167426
2024-06-24,36.36104056729547,27.104640752337083,8.665317504183703,5.133606754258405,3.9697215865774025,4.833652905065308,4.2116651776285385,3.4123681259977667,3.246968635655287,3.061017991001038
2024-06-25,36.35204111196801,27.0979322808574,8.662236318135117,5.132336172780734,3.9944258354047406,4.832456562971988,4.210622779170492,3.4115235557095787,3.2461650021857733,3.06026038081616
2024-06-26,36.35656460558361,27.05781861979822,8.661842389299032,5.132974818897995,4.027436742882492,4.8330578933441375,4.211146731187398,3.4119480712127435,3.2465689411727845,3.06064118662159
2024-06-27,36.35374336993451,27.055718958201886,8.661170238373865,5.132576504819035,4.028194549549469,4.832682852540068,4.210819950111945,3.4116833072110886,3.246317010438034,3.0670932588201008
2024-06-28,36.35262472531184,27.054886424005414,8.65581980400762,5.132418569801198,4.036231628082954,4.832534145579383,4.210690378555962,3.4115783259675605,3.246217117697133,3.066998880990937
2024-07-02,36.35170067950445,27.054198717008777,8.652924102403665,5.13228810907389,4.042684446529679,4.832411307601381,4.210583347197981,3.4114916072045407,3.246134602243568,3.0655830812320746
2024-07-03,36.35291653901101,27.027008025449906,8.653213517749656,5.132459769303569,4.067570527628189,4.8325729378172495,4.210724179062659,3.4116057117560383,3.2462431760803336,3.0656856161413866
2024-07-04,36.34576845179788,27.02169369502283,8.651512033225508,5.131450571870689,4.086433756158997,4.831622707241215,4.209896222834439,3.41093488648296,3.2456048661028447,3.0650828092626394
2024-07-05,36.33313245699454,27.012299314448363,8.650108830397505,5.129666568243258,4.151603456782448,4.829942941974968,4.175003695282092,3.4097490385194678,3.244476496887701,3.0640172004696646
2024-07-08,36.33167502294775,27.011215767777852,8.64976184784287,5.123577548957718,4.1613314842350855,4.829749198061034,4.1748362230021225,3.409612262964934,3.244346350924751,3.0638942932858924
2024-07-09,36.33143212864085,27.011035185117453,8.649704020123462,5.123543295436052,4.16197221073471,4.82971690891986,4.174808312261697,3.409589468105988,3.2443246609460274,3.0638738097139044
2024-07-10,36.326574924434,27.00742403889927,8.648547628087886,5.12285832117023,4.17478494187358,4.829071216748825,4.174250175813199,3.4091336349241455,3.2438909222666457,3.063464195782224
2024-07-11,36.31754397812312,27.000709874489388,8.646397561106378,5.121584756058381,4.199275803224087,4.827870688403376,4.173212438858797,3.40828610930722,3.243084476714917,3.0620343137143355
2024-07-12,36.31123469185427,26.996019160597424,8.64569727105804,5.101317922247904,4.234494112467269,4.82703196378421,4.172487445121519,3.407694002837611,3.2425210699941878,3.06150236003757
2024-07-15,36.30580075669162,26.991979236893005,8.644403452249467,5.100554515796187,4.248825312004477,4.826309603915649,4.171863037099148,3.4071840452880338,3.2420358303870143,3.0610442096754045
2024-07-16,36.30206586958871,26.989202490669733,8.641510156694963,5.099896205071408,4.260813144859188,4.825813106906394,4.171433864979883,3.4068335380004164,3.2417023123938087,3.060729310835498
2024-07-18,36.302114369690955,26.9892385486474,8.641521701881612,5.099903018608916,4.260685235875485,4.825819554264789,4.171439438077836,3.4068380895809116,3.2417066433565194,3.0607334000155757
2024-07-19,36.29818628124701,26.98631816459004,8.633239354652217,5.099751942163658,4.277991282258228,4.825297374046011,4.170988065386855,3.4064694509613047,3.24135587286765,3.060402211827027
2024-07-23,36.29818628124701,26.98631816459004,8.633239354652217,5.086660412508983,4.2910828119129025,4.825297374046011,4.170988065386855,3.4064694509613047,3.24135587286765,3.060402211827027
2024-07-24,36.292950152146744,26.98242530215455,8.631993982350025,5.074039114269369,4.316776659622563,4.82460130951535,4.1703863870600975,3.4059780568821854,3.2408882969486017,3.0599607390505166
2024-07-25,36.283499855344715,26.975399366636083,8.629078638324684,5.0727178886480315,4.342359214524009,4.823345034835688,4.169300462962672,3.4050911765540834,3.2400444042316976,3.0591639579383347
2024-07-26,36.27671806139886,26.97035736129368,8.627465766537204,5.071769740657804,4.360238702769081,4.822443497434764,4.168521173843627,3.4044547267403034,3.2394388035147736,3.058592165809901
2024-07-29,36.26461401859405,26.96135846675726,8.624587137473835,5.070077500529215,4.392149741761742,4.82083444717785,4.1671303104629995,3.403318800781683,3.238357936555559,3.0575716399058006
2024-07-30,36.25445286297895,26.953804034802324,8.836052590001447,5.06865689126981,4.205056545671962,4.819483674521416,4.1659627022945696,3.40236520861261,3.237450565559858,3.056714924287057
2024-07-31,36.25445286297895,26.953804034802324,8.835785737828223,5.06865689126981,4.205323397845186,4.819483674521416,4.1659627022945696,3.40236520861261,3.237450565559858,3.056714924287057
2024-08-01,36.25203437943946,26.9520059844599,8.835196314993842,5.0683187683003315,4.211713725935608,4.819162173546633,4.165684796784323,3.402138241616764,3.2372345997878105,3.0565110151353383
2024-08-02,36.25203437943946,26.9520059844599,8.835062897807896,5.066050676139254,4.214115235282632,4.819162173546633,4.165684796784323,3.402138241616764,3.2372345997878105,3.0565110151353383
2024-08-06,36.23110380065707,26.936444896806254,8.831428602209195,5.063125726557591,4.267951707350392,4.816379768220554,4.163279685035031,3.400173973301518,3.2353655407132558,3.054746299149142
2024-08-07,36.20812253636129,26.9193592026257,8.88765744595518,5.059914203355732,4.266843627232281,4.813324755129831,4.160638931076624,3.398017254666557,3.2333133594991903,3.052808684097623
2024-08-08,36.205710229928364,26.91756574472659,8.893594408772833,5.059577094919069,4.266692602515136,4.813004075308368,4.160361735371478,3.397790867372536,3.233097945330479,3.0526052957551397
2024-08-09,36.17630595212154,26.895704784783664,8.88930056935721,5.055467985898991,4.257635614106997,4.809095219273862,4.156982919392814,3.395031369327635,3.3143494473742012,3.050126138363088
2024-08-13,36.17929240295406,26.89792509716305,8.875121663586118,5.050559349264851,4.257987093316654,4.8094922229491495,4.157326089453262,3.39531163824931,3.314623055787385,3.062361387276162
