date,CMB WING LUNG BANK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),FORTUNE (HK) SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA CONSTRUCTION BANK (ASIA),CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD
2024-08-14,36.17929240295406,26.89792509716305,8.877385204678284,5.048295808172684,4.257987093316654,4.8094922229491495,4.157326089453262,3.39531163824931,3.314623055787385,3.062361387276162
2024-08-15,36.17924423047994,26.897889282764414,8.877506533800862,5.048289086402218,4.257981423836699,4.809485819143982,4.1573205540027285,3.395307117415674,3.3146186423900303,3.0623573097634504
2024-08-16,36.17731743670141,26.8964567850208,8.887285695459312,5.012471260830098,4.288377364767292,4.809229680920219,4.157099148068215,3.395126293941629,3.314442116132663,3.062194218158371
2024-08-19,36.18020770433663,26.898605588858565,8.887995715881791,5.012871715714102,4.280730799880275,4.809613898487524,4.1574312658142345,3.3953975363758446,3.3147069125702067,3.062438862080824
2024-08-20,36.18030405454468,26.89867722156631,8.88775307878475,5.0128850653122194,4.28074219974029,4.80962670679707,4.157442337319702,3.395406578536732,3.3147157398468,3.0624470175514578
2024-08-21,36.18020770433663,26.898605588858565,8.887995715881791,5.012871715714102,4.280730799880275,4.809613898487524,4.1574312658142345,3.3953975363758446,3.3147069125702067,3.062438862080824
2024-08-23,36.1795332672489,26.89810417058685,8.887031132127914,5.012778270518078,4.2833140098093105,4.809524242230785,4.157353766927045,3.3953342425980733,3.3146451229504486,3.062381775002596
2024-08-26,36.17905154186629,26.89774602612359,8.886912802561838,5.01271152608242,4.2851210583414705,4.809460204093846,4.157431560937578,3.3952890342015194,3.314600988918142,3.0616752568733046
2024-08-27,36.17808812958469,26.897029765808167,8.88667615288268,5.012578042543119,4.287669850694363,4.809332132935785,4.157320852655989,3.395198621019975,3.3145127243792647,3.0615937274959704
2024-08-28,36.17288658976346,26.893162619183435,8.903503584895134,5.011457976555225,4.287053386789781,4.80864066652901,4.1567231298054255,3.3947104730347926,3.3140361770873774,3.0578253963563604
2024-08-29,36.16985304887167,26.89090729713961,8.94002904301318,4.982151806387177,4.286693864700721,4.808237402939315,4.156374537509404,3.3944257848606774,3.313758254443988,3.0575689601342533
2024-08-30,36.145843442159986,26.873057069563277,9.054882585730173,4.978844645993473,4.277463084414404,4.80504568720674,4.1536155293968395,3.392172559557373,3.3115585763773034,3.0075168196004274
2024-09-02,36.15267258990736,26.878134280652443,9.056593353141425,4.979785314752611,4.278271238951846,4.805953519582635,4.154400285026666,3.3928134533749676,3.3121842395418213,2.9891917250682236
2024-09-03,36.15209537901056,26.87770514634836,9.059774990833878,4.97970580786857,4.277404636087547,4.805876788084179,4.154333956178966,3.3927592839662957,3.3121313574532145,2.98821265416842
2024-09-04,36.151614384009264,26.87734754489577,9.059654452689745,4.980970030206152,4.277347726239668,4.805812847040439,4.154278683757112,3.3927141441137065,3.312087290335945,2.988172896712195
2024-09-05,36.149882907975616,26.87606025845186,9.06387698536937,4.980731467409481,4.2772759045666735,4.805582673370227,4.154079715215857,3.39255165058943,3.3119286584224814,2.988029778629
2024-09-09,36.148632500652376,26.87513062826045,9.063563470158591,4.980559186267719,4.280586908243075,4.805416450542271,4.153936027566565,3.3924343038351075,3.3118141003792614,2.9879264240945806
2024-09-10,36.149882907975616,26.87606025845186,9.06387698536937,4.980731467409481,4.2772759045666735,4.805582673370227,4.154079715215857,3.39255165058943,3.3119286584224814,2.988029778629
2024-09-11,36.142060342262546,26.88013708860601,9.12845606062115,4.97470086213842,4.280585953084481,4.806311632308503,4.154709847656508,3.3930662668217058,3.3124310449513548,2.9275409015493232
2024-09-12,36.13898277141746,26.877848189593823,9.136193959668065,4.974277256118415,4.280221452377981,4.805902364978087,4.154356065559531,3.39277734024366,3.3121489846284575,2.927291615414524
2024-09-13,36.13499232725977,26.841621504080532,9.179485935128621,4.973727999495977,4.2797488329687345,4.805371700207138,4.153897344128559,3.3924027118651763,3.3117832591832035,2.9269683856822857
2024-09-16,36.12168878721324,26.841621504080532,9.192789475175152,4.973594964095511,4.279881868369199,4.805371700207138,4.153897344128559,3.3924027118651763,3.3117832591832035,2.9269683856822857
2024-09-17,36.10238115038219,26.827274215862356,9.241859280073584,4.97040463861193,4.277594201109757,4.80280314998867,4.151677017669673,3.3905894168132416,3.3100130565548564,2.9254038729337366
2024-09-19,36.1022371411314,26.827167204204468,9.24222130638409,4.970384812101175,4.277577138159434,4.802783992025642,4.151660456992017,3.3905758920476696,3.3099998532013606,2.925392203752741
2024-09-20,36.09753347061325,26.82367195943693,9.25404591122133,4.96973723304913,4.277019823292901,4.80215824926682,4.151119547496116,3.390134142363276,3.3095686015682904,2.9250110616919587
2024-09-23,36.08884930070293,26.81721885024863,9.251819617640459,4.981434339690841,4.287155692643198,4.801002969274994,4.150120891244495,3.3893185602976765,3.308772401570602,2.9243073766861687
2024-09-24,36.09143972065262,26.81914376223809,9.250223995705078,4.987507633584039,4.284937864323524,4.801347580259027,4.150418782592062,3.3895618420477067,3.3090099018013963,2.9164089167964526
2024-09-25,36.09028837698814,26.81828821168382,9.24992890670683,4.987348528395665,4.287991245713634,4.801194413714265,4.1502863811581685,3.389453712513877,3.3089043419341357,2.916315881191462
2024-09-26,36.08136069391085,26.821532463132137,9.255168896301795,4.9835649734794245,4.2926309817310395,4.801775221922731,4.1507884479752875,3.3898637401796634,3.3093046254130414,2.9140099559540316
2024-09-27,36.0793462739722,26.82003501878027,9.251328970566606,4.994319799507853,4.295448677888738,4.801507139135333,4.150556709735656,3.3896744843152455,3.3091198671585778,2.9086630589395184
2024-09-30,36.06006167447681,26.815579328337552,9.254709554483231,4.991496483719559,4.321715046958819,4.800709450785727,4.149867165674637,3.3891113478318995,3.3085701134481305,2.9081798342836325
2024-10-02,36.05996582252436,26.81550804932373,9.255482390203976,4.991483215725513,4.342436891281127,4.8006966899264105,4.131249298459969,3.3891023391690007,3.308561318873455,2.9055139845124573
2024-10-03,36.022548142620806,26.806468025276924,9.275155769271198,4.96974442127236,4.361861359338012,4.795750590833359,4.126992922827832,3.3856105884734826,3.3051525486062308,2.9507156314797953
2024-10-04,36.101981608410895,26.90321002269324,9.111729741479849,4.980372980689469,4.234784256376865,4.807034415153161,4.138965625139904,3.3935765229757093,3.359507676313679,2.9688371507672313
2024-10-07,36.09045448191364,26.90273537912673,9.14035065463284,5.012308593126638,4.196846408906926,4.8054995605188315,4.137644080498774,3.3924929761975084,3.358435007495291,2.9632328575828235
2024-10-08,36.08721292578362,26.925832626622288,9.093931764846461,5.0451766252153565,4.185923618542662,4.804873109996807,4.134843325244061,3.392050726860236,3.3579971979945014,2.9721580788940063
2024-10-09,36.234778683179364,27.03889639658778,8.94101101395293,5.048337290237426,3.935708783773811,4.824929981628219,4.1521033069109805,3.4429437246052803,3.3720144086880968,3.009276410436109
2024-10-10,36.381474285170874,27.06326166967908,8.818312036432289,5.075481277406567,3.8042211199822575,4.829277819458746,4.1558448475971215,3.446046227860501,3.375052996163355,3.051027720249213
2024-10-14,36.386387357548,27.06651851649311,8.877271119056992,5.026484427644973,3.813637720252245,4.829858984370511,4.156344970243707,3.4464609319274087,3.375459156763356,3.021576815699698
2024-10-15,36.38847957611209,27.081446943542858,8.872566442964184,5.016476932696391,3.8188046820281105,4.8301367014334815,4.156450239214222,3.446659103553279,3.375653245784635,3.0133261326707506
2024-10-16,36.38882019260431,27.08170044101155,8.88080655327299,5.003151663277207,3.8197764840239326,4.830181914210694,4.1564891459098865,3.446691366207487,3.3756848437843567,3.016697395697588
2024-10-17,36.391647221486124,27.08818434610914,8.880257711808508,4.992044124873636,3.820824769807496,4.831338357145437,4.157484293213135,3.447516573611573,3.3764930507953665,3.0142095511495866
2024-10-18,36.3834229403389,27.08206258848508,8.914356324176953,5.000276638290795,3.820496183886288,4.830246505360749,4.15654472816722,3.4467374567612556,3.375729984810131,2.99012664972263
2024-10-21,36.37865553311641,27.07851396083133,8.927628559963868,5.000156266164806,3.820797814285441,4.8296135865693035,4.156000086136421,3.446285822480657,3.3752876548089894,2.9870607156427713
2024-10-22,36.367277183773254,27.070044467194894,8.951168165108554,4.979879280730224,3.816528474298179,4.828103002140739,4.1547001914548485,3.4786240865621862,3.3742319477877354,2.9794432009493916
2024-10-23,36.33735792565618,27.047774016658764,9.04744254580222,4.983261413557936,3.813922845882049,4.824130935185962,4.15128213112553,3.475762232170058,3.371455976518768,2.94760997744253
2024-10-24,36.30172316048113,27.02124921874794,9.121559624417712,4.993051119822018,3.810316090049495,4.819400080141389,4.147211115169425,3.4723536747509662,3.368149708565356,2.9449862078545666
2024-10-25,36.26273661759395,26.99272556628653,9.192833637284279,5.00777289054671,3.806693766102989,4.814312717531112,4.1428333157725294,3.468688255412286,3.3645942870173964,2.9468089464522107
2024-10-28,36.26578179167909,26.99499228843849,9.17960972535272,5.010192831601908,3.8072800225885017,4.814717000872433,4.143181211431517,3.4689795395394656,3.3648768298226424,2.950388758673231
2024-10-29,36.275307303636396,27.002082749725325,9.146288619144304,5.014308712599347,3.8129465563081784,4.815981626701438,4.144269452749392,3.469890696129811,3.365760642962573,2.9531636400432295
2024-10-30,36.27554913301283,27.002262759139974,9.142483022243292,5.026875162582212,3.8136386254317096,4.816013732448302,4.144297080526303,3.47324707871538,3.365783080809638,2.93985032509036
2024-10-31,36.274678562347084,27.00161473647929,9.16492917318209,5.005422231877396,3.8146137171537364,4.815898153762892,4.144197622253315,3.473163724855994,3.3657023059602573,2.9397797721279413
