date,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,FUTU SECURITIES INTERNATIONAL,REALINK FINANCIAL TRADE LTD
2024-07-10,64.73368664443126,18.552925047574227,12.080784105092999,0.0,0.0,4.632604202901517,0.0
2024-07-16,64.88713065111442,18.464895287424294,12.039397214461959,0.0,0.0,4.608576846999327,0.0
2024-07-17,64.93575254037103,18.439326368949438,12.022725884293482,0.0,0.0,4.602195206386055,0.0
2024-07-19,64.9304636435829,18.44596933477225,12.02174665553542,0.0,0.0,4.6018203661094255,0.0
2024-07-22,64.92517560826631,18.444467067087448,12.020767586277104,0.0,0.0,4.6095897383691335,0.0
2024-07-23,64.99644417352434,18.40698973890074,11.996342578482171,0.0,0.0,4.600223509092756,0.0
2024-07-24,65.2165966002559,18.398017831393815,11.9904953390605,0.0,0.0,4.394890229289791,0.0
2024-07-25,65.31741350202388,18.42645892236031,12.009031181986453,0.0,0.0,4.247096393629356,0.0
2024-07-26,65.37657116169513,18.395029138830793,11.988547525737609,0.0,0.0,4.239852173736471,0.0
2024-07-29,65.17757878352974,18.311738190050736,11.93426451860686,0.0,0.0,4.576418507812658,0.0
2024-07-30,65.19339250692494,18.316181079277786,11.937160071978811,0.0,0.0,4.553266341818476,0.0
2024-08-01,65.45513482850139,18.35328916712251,11.961344435665227,0.0,0.0,4.230231568710873,0.0
2024-08-06,63.01417955569425,17.668857638821166,11.515281543172554,0.0,0.0,4.400148231943984,3.4015330303680447
2024-08-14,63.33326815150863,17.698820860791177,11.451142963296114,0.0,0.0,4.106454956100041,3.4103130683040344
2024-08-19,63.13081106368049,17.64224314367581,11.414537161569498,0.0,0.0,4.420794105607859,3.3916145254663475
2024-08-20,63.13081106368049,17.634446328674734,11.414537161569498,0.0,0.0,4.428590920608931,3.3916145254663475
2024-08-22,63.17021318094049,17.72346940765735,11.42166136802481,0.0,0.0,4.290924694271616,3.393731349105732
2024-08-23,63.28871519296532,17.756717147044455,11.443087445041526,0.0,0.0,4.111382510991695,3.4000977039570106
2024-08-28,63.120968213443504,17.623901307711797,11.412757498392159,0.0,0.0,4.451287248348308,3.3910857321042274
2024-09-13,63.175141904148866,17.912107203464217,11.422552519164375,0.0,0.0,4.096202235356077,3.393996137866464
2024-09-19,63.13081106368049,17.64224314367581,11.414537161569498,0.0,0.0,4.420794105607859,3.3916145254663475
2024-09-20,63.13081106368049,17.65783677367795,11.414537161569498,0.0,0.0,4.4052004756057155,3.3916145254663475
2024-09-24,63.28376873326951,17.770960745618318,11.442193087008343,0.0,0.0,4.103245471775533,3.3998319623282987
2024-09-25,63.234346629180585,17.686795915578205,11.433257189714755,0.0,0.0,4.248423436615319,3.3971768289111464
2024-09-27,63.28376873326951,17.770960745618318,11.442193087008343,0.0,0.0,4.103245471775533,3.3998319623282987
2024-09-30,8.097,2.26075,1.464,0.0,0.0,0.569,0.43499999999999994
2024-10-04,63.120968213443504,17.623901307711797,11.412757498392159,0.0,0.0,4.451287248348308,3.3910857321042274
2024-10-07,63.120968213443504,17.662879304632533,11.412757498392159,0.0,0.0,4.412309251427569,3.3910857321042274
2024-10-18,63.2590480282818,17.8030820914471,11.437723393035022,0.0,0.0,4.1016426102072305,3.398503877028848
2024-10-29,63.1258892548775,17.609682889274367,11.413647260607714,0.0,0.0,4.459430487068041,3.3913501081723743
2024-10-30,63.28376873326951,17.731882217315693,11.442193087008343,0.0,0.0,4.1423240000781565,3.3998319623282987
2024-11-01,63.11112843196477,17.613359574426628,11.410978390069955,0.0,0.0,4.4739764999317995,3.3905571036068514
2024-11-11,63.2590480282818,17.771831481083613,11.437723393035022,0.0,0.0,4.132893220570715,3.398503877028848
2024-11-12,63.11112843196477,17.613359574426628,11.410978390069955,0.0,0.0,4.4739764999317995,3.3905571036068514
2024-11-18,63.234346629180585,17.796130342255804,11.433257189714755,0.0,0.0,4.1390890099377184,3.3971768289111464
2024-11-20,63.10620969156129,17.611986828517427,11.410089043898447,0.0,0.0,4.481421584864486,3.3902928511583506
2024-11-25,63.0963745105297,17.64041222652978,11.408310767372543,0.0,0.0,4.465138025754417,3.389764469813563
2024-11-27,63.0963745105297,17.65599735052892,11.408310767372543,0.0,0.0,4.449552901755275,3.389764469813563
2024-12-02,63.28376873326951,17.661540866370974,11.442193087008343,0.0,0.0,4.21266535102288,3.3998319623282987
2024-12-04,63.07671334255166,17.77513778799151,11.404755876682183,0.0,0.0,4.354684791711297,3.3887082010633534
2024-12-05,63.194864490448964,17.636729039433376,11.426118514760688,0.0,0.0,4.347232249126846,3.3950557062301225
2024-12-09,59.66948543635661,16.76338915602719,10.78870281324269,0.0,5.342766078962398,4.185780872897437,3.249875642513679
2024-12-10,59.78844769341529,16.6860497314061,10.810212106108434,0.0,5.353417880415721,4.10551771242916,3.256354876225286
2024-12-12,59.58605464078741,16.776745469598012,10.810413025480637,0.0,5.335295740962193,4.253518535553307,3.2379725876184344
2024-12-19,59.66948543635661,16.623371838095764,10.825549475856224,0.0,5.342766078962398,4.296320860738039,3.242506309990972
2024-12-20,59.603599624579026,16.75224056386757,10.81359612801119,0.0,5.336866707153241,4.247409779348167,3.2462871970407994
2024-12-23,59.695880564003325,16.630725278776147,10.83033821767579,0.0,5.34512948115381,4.2466132153718545,3.2513132430190765
2024-12-30,59.85657135482919,16.634404439282488,10.832734177681914,0.0,5.346311966521026,4.077945541360176,3.2520325203252036
2025-01-02,59.69808961700407,16.5903616673102,10.804052439001968,0.0,5.332156581536029,4.331917553827201,3.2434221413205364
2025-01-17,59.85215772300773,16.633177871587367,10.831935406566263,0.0,5.345917746603498,4.0850185263701215,3.251792725865025
2025-01-20,59.702480554585065,16.69455528382031,10.804847102954968,0.0,5.332548774433187,4.221907581413309,3.2436607027931523
2025-01-21,59.69808961700407,16.693327449574348,10.804052439001968,0.0,5.332156581536029,4.228951771563057,3.2434221413205364
2025-01-22,59.71893083494075,16.62717001928906,10.794525580968127,0.0,5.327454762560852,4.298704877376688,3.233213924864517
2025-01-23,59.69261279127417,16.568427624451424,10.789768449659377,0.0,5.325106961200169,4.392295121100277,3.2317890523145856
2025-01-24,59.69261279127417,16.627187425402596,10.789768449659377,0.0,5.325106961200169,4.333535320149103,3.2317890523145856
2025-02-03,59.67508031206976,16.57824690224874,10.786599357503441,0.0,5.3235429095915565,4.398347865993575,3.2381826525929323
2025-02-04,59.74088027198383,16.647983092897178,10.798493062574657,0.0,5.329412845722687,4.241477533768263,3.241753193053386
2025-02-05,59.704451583295096,16.55621844882974,10.984855438274439,0.0,5.3235429095915565,4.200091785222579,3.2308398347865994
2025-02-06,59.525247533812845,16.535807756364502,10.981167298083786,0.0,5.30756419407383,4.238730577060341,3.411482640604696
2025-02-07,59.593134835773434,16.45555738334156,10.959404872877483,0.0,5.300579408162892,4.291641534609128,3.3996819652355104
2025-02-10,59.57742106320422,16.48496137621213,10.949798206687484,0.0,5.295933088624701,4.244051206194416,3.4478350590770463
2025-02-11,59.5747787206862,16.46683091522949,10.942604252212792,0.0,5.292453691030204,4.241262888949722,3.482069531891596
2025-02-12,59.55304205053361,16.46082276749065,10.938611693879412,0.0,5.290522667153152,4.276201769588616,3.4807990513545564
2025-02-13,59.560339323177956,16.46082276749065,10.938611693879412,0.0,5.290522667153152,4.268904496944267,3.4807990513545564
2025-02-18,59.55599335996643,16.459621664021597,10.937813531804666,0.0,5.290136631459895,4.27588974625586,3.480545066491545
2025-02-21,59.5778835805104,16.437731443477627,10.937813531804666,0.0,5.290136631459895,4.27588974625586,3.480545066491545
2025-02-24,59.614367281417024,16.415841222933654,10.937813531804666,0.0,5.290136631459895,4.261296265893212,3.480545066491545
2025-02-25,54.38663627439561,14.972630317954177,9.97620751044041,8.731677287323429,4.825050330266376,3.9332479243964524,3.174550355223533
2025-02-27,54.409049322132574,14.969641520419197,9.974216085835481,8.729934292605838,4.824087166264659,3.9191549530067373,3.173916659735507
2025-02-28,8.185,2.24975,1.4989999999999999,1.31,0.7250000000000001,0.5890000000000001,0.477
2025-03-05,54.44719732619432,14.963667503616621,9.970235620811787,8.713147874091689,4.822161991386621,3.9109396564625283,3.172650027436439
2025-03-07,54.44719732619432,14.963667503616621,9.970235620811787,8.706496616172533,4.822161991386621,3.917590914381682,3.172650027436439
2025-03-13,54.443576143524595,14.962672297690505,9.976223334386379,8.70591756314118,4.82184127828675,3.917330362635718,3.1724390203348682
2025-03-19,54.4327154849971,14.959687474025435,9.980882719640928,8.70418086609592,4.820879394896517,3.92984789294323,3.1718061674008813
2025-03-20,54.42909622832827,14.9653418441131,9.980219086088532,8.703602121045895,4.820558852374541,3.929586595521867,3.171595272527801
2025-03-24,54.4079767345243,14.961362692147903,9.977565434150394,8.701287910261737,4.819277108433735,3.9617781470710427,3.1707519734108844
2025-03-25,54.41100716196679,14.96036823476628,9.976902241645757,8.700709549842967,4.8189567789428205,3.9615148141378222,3.170541218697552
2025-04-02,54.395850994863615,14.9653418441131,9.980219086088532,8.703602121045895,4.820558852374541,3.962831828986519,3.171595272527801
2025-04-03,54.41882884829546,14.957698253079135,9.979555540780877,8.703023452952811,4.820238352475774,3.949271146718083,3.1713844056978546
2025-04-07,54.40308556798723,14.954032351914348,9.98154644145567,8.704759688118235,4.821199980050207,3.9633588801516186,3.1720170903226883
2025-04-08,54.433976372065196,14.926141933768672,9.976239137297908,8.700131266304439,4.818636492032634,3.974544306531745,3.170330491999402
2025-04-09,54.45391555754947,14.919495538607247,9.976239137297908,8.700131266304439,4.818636492032634,3.961251516208896,3.170330491999402
2025-04-10,54.46720834787232,14.919495538607247,9.976239137297908,8.700131266304439,4.818636492032634,3.947958725886048,3.170330491999402
2025-04-11,54.37719108777643,14.91850399587951,10.061973515875522,8.699553059630817,4.8183162476946855,3.9543422998321898,3.170119793310848
2025-04-14,54.31342861421227,14.939354108779929,10.076036137963165,8.711711561818877,4.825050330266376,3.9598688917358538,3.174550355223533
2025-04-15,54.32673909788197,14.939354108779929,10.076036137963165,8.711711561818877,4.825050330266376,3.946558408066153,3.174550355223533
2025-04-16,54.323123762623325,14.938359924800773,10.07536559801687,8.711131814930042,4.8247292328680516,3.9529505714808595,3.174339095280084
2025-04-23,54.32673909788197,14.939354108779929,10.076036137963165,8.711711561818877,4.825050330266376,3.946558408066153,3.174550355223533
2025-04-24,54.32977856156521,14.938359924800773,10.07536559801687,8.711131814930042,4.8247292328680516,3.946295772538972,3.174339095280084
2025-04-25,54.31359835070744,14.901823864864417,9.995510998054765,8.705338587128203,4.821520607844115,4.023475817580262,3.2387317738208057
2025-04-28,54.2733267994485,14.888951643715012,10.066612402199372,8.69781890064619,4.817355770029402,4.020000332231433,3.235934151730095
2025-04-30,8.169,2.2407500000000002,1.5150000000000001,1.309,0.7250000000000001,0.605,0.48700000000000004
