date,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE CORE SECURITIES COMPANY LTD,SINOPAC SECURITIES (ASIA) LTD,EVER-LONG SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,37.89388633045871,42.37535388042114,7.842504779755667,3.558129398225593,1.8581482385260255,0.0,3.527429253628974,0.0,2.9445481189838834
2024-03-04,0.0,38.02631706576792,42.455739770134,7.4436472705735435,3.5626339479488456,2.030375945817193,0.0,3.5316699189237903,0.0,2.9496160808347103
2024-03-05,0.0,32.10078937706603,35.43770948328514,5.556048370653635,2.974945814184627,1.7897132593567993,16.445081759362893,3.2308418446689413,0.0,2.46487009142194
2024-03-06,0.0,32.102663756205125,35.4957563376322,5.493561582033118,2.9741307764920077,1.7996257053877227,16.44016021144454,3.229928413344151,0.0,2.464173217461131
2024-03-07,0.0,32.08735998686883,35.66256227580151,5.250917141303955,2.974396713157249,1.7892601059996829,16.43869222147578,3.3314764568696567,0.0,2.465335098523327
2024-03-08,0.0,32.09941658909825,40.50305864636448,5.133121575962981,2.973353501206414,1.7787272590486576,11.597687576968466,3.448396661769843,0.0,2.4662381895809107
2024-03-11,0.0,32.07081792397019,40.55209582256672,5.049738600623616,2.969200089808838,1.7694492679642693,11.581487025050182,3.5484516513524613,0.0,2.4587596186637275
2024-03-12,0.0,32.14139314771604,40.515626391111795,4.961893491357639,2.9658000954307746,1.806758064511298,11.568225207192254,3.5832992375029833,0.0,2.457004365177209
2024-03-13,4.717998505517107,30.519222744265118,38.61116933024513,4.674167875686937,2.8228770346000025,1.746645502499469,11.089534844249474,3.4797683277782925,0.0,2.3386158351584636
2024-03-14,4.723302119894103,30.51759665934666,38.66002862730876,4.519493401982837,2.830697629225774,1.8160962823003266,11.102000854224972,3.489640725797484,0.0,2.3411436999190847
2024-03-15,4.730107098644338,30.455836768808265,38.65593296299167,4.396197867421165,2.835281758140617,1.8671753619255247,11.116478165297606,3.5996874669167296,0.0,2.343302549854082
2024-03-18,4.729111890358921,30.34483648071339,38.683102276429,4.146739473544826,2.8307402433713382,1.9559996428785882,11.11413927297571,3.8530269636907644,0.0,2.3423037560374715
2024-03-19,4.723314538802268,30.392265048189522,38.642955310052784,4.063130081289314,2.827270078837941,1.9765354409050049,11.100514606419097,3.934279448973763,0.0,2.3397354465303115
2024-03-20,4.725281391536429,30.343570536574077,38.672388173625414,4.002461045208819,2.828447392743058,1.9827152750519415,11.105137012427603,3.998379786973279,0.0,2.341619385859376
2024-03-21,4.872964466720265,30.293862315095783,38.91219091109534,3.4396012036154633,2.840890722871108,1.9893060991007308,11.152743751401587,4.122257234444957,0.0,2.3761832956547666
2024-03-22,5.002990500488293,30.202771728718535,38.92579195949497,3.336823604963012,2.867658367012017,1.8980129627631899,11.159728075740926,4.228754596726336,0.0,2.3774682040927195
2024-03-25,5.13161207826653,30.071432048014568,38.769309858631125,3.373662505108549,2.866648525516733,1.9384543537032433,11.163311400696612,4.311503731298544,0.0,2.3740654987640917
2024-03-26,5.260143825356538,30.067273001455085,38.65288021729676,3.3550186831925863,2.866255576918719,1.922547498319753,11.166530927088537,4.3323639740090485,0.0,2.3769862963629786
2024-03-27,5.363762071566375,29.953460654189513,38.58576302977813,3.3918432508378045,2.8618216696446463,1.9489810785793267,11.170647889435141,4.333961263218136,0.0,2.3897590927509347
2024-03-28,5.365333230105803,29.96732008577439,38.529327629191876,3.4161280806421273,2.861541161825675,1.959214300651295,11.173920006764034,4.335230771476966,0.0,2.3919847335678326
2024-04-02,5.362557512806351,29.86540041097716,38.474526724194305,3.422899880052963,2.856706113657556,1.9603354922471647,11.163056454988622,4.499093975102418,0.0,2.395423435973459
2024-04-03,5.411062679504338,29.792513969795177,38.42873941702472,3.3862614178431336,2.852411472272412,1.9628465358401113,11.16057181287939,4.604909319752477,0.0,2.4006833750882444
2024-04-05,5.40764649018498,29.803871008041998,38.34719296815626,3.3863580789086587,2.8480714153855606,1.9420044543203632,11.153483102301331,4.711595325680597,0.0,2.399777157020252
2024-04-08,5.406789794819416,29.747052609370872,38.29694225914696,3.3922194523592455,2.845893811425393,1.8826943988089844,11.151716134489922,4.878005434618412,0.0,2.3986861049607966
2024-04-09,5.4072236002119585,29.744335353472774,38.220416772142336,3.392491621825225,2.845309656679549,1.882845453873765,11.152610875136187,4.956192790821497,0.0,2.3985738758367066
2024-04-10,5.4051951974436445,29.7061214700056,38.17826184617454,3.408680997516488,2.842922498435908,1.8811239129082977,11.148427214824421,5.031592759870914,0.0,2.3976741028201887
2024-04-11,5.404739770937211,29.67275805474534,38.14519973900577,3.3998665589595967,2.842682961802312,1.8707124325276367,11.147487879782261,5.119080520678921,0.0,2.3974720815609505
2024-04-12,5.408747962168915,29.640514532824604,38.24561734567279,3.33574490964462,2.842962495272892,1.8339019407999753,11.155754931494082,5.122876865096408,0.0,2.413879017025715
2024-04-15,5.401244322976149,29.648140046316552,38.15116741193654,3.333653404996922,2.8390184097003526,1.8148215499026468,11.140278381188105,5.256378163402418,0.0,2.415298309580313
2024-04-16,5.400154120674104,29.611118647815495,38.09914259915211,3.3316619599595603,2.8393582311673184,1.8340309504133594,11.138029796156518,5.334634323470337,0.0,2.4118693711912
2024-04-17,5.398845363772775,29.59399779801294,38.07348846618647,3.368373979844441,2.837757461493746,1.8461605544160284,11.135330433687004,5.333341445650391,0.0,2.412704496936206
2024-04-18,5.453299218187673,29.519405984684916,38.052759058050384,3.3818551339554066,2.8442775042960826,1.8500699065535597,11.142996821511506,5.337013313689363,0.0,2.4183230590711076
2024-04-19,5.501981537601362,29.47460870531505,38.010862567518586,3.41264648516623,2.8432157807073537,1.8644932537646475,11.138837317891815,5.33502109143962,0.0,2.418333260595341
2024-04-22,5.5510806352426885,29.414247654680835,37.97341511483088,3.414186709479065,2.842488266844459,1.9178978387548662,11.135589865766166,5.333465702390535,0.0,2.4176282120105093
2024-04-23,5.5998716492217655,29.381804058158462,37.90297526504147,3.472802974771108,2.8414166219159136,1.9204870659314335,11.131788771938007,5.331645142922341,0.0008109736884376601,2.4163974764110625
2024-04-24,5.626281123527408,29.36101323668493,26.147888999875065,3.4767059316313196,14.579590069925294,1.9245012658036746,11.133899370681952,5.332656028393881,0.000811127449893546,2.4166528460265835
2024-04-25,5.626443707582021,29.360949144486888,26.08026711685473,3.512497038000145,14.57999870575806,1.9548736430842957,11.134221109760322,5.332810127490588,0.0008111508892465957,2.4171282560936995
2024-04-26,5.652212928337996,29.356417624483676,26.05663805137479,3.5115417137741702,14.58108413388014,1.9538023594353762,11.13505001221456,5.3332071358990865,0.0008112112764938244,2.419234829323708
2024-04-29,5.701739959247151,29.30799893430803,26.048639636110366,3.5198418978575132,14.578083310341494,1.9593817139421617,11.132758391106428,5.332109548548041,0.0005069027044916856,2.418939705834324
2024-04-30,2.426631387111578,12.36765216581189,10.963383434075306,1.4823456731802174,6.149685109117726,0.8317292992443724,4.69629354173233,2.2493213951952784,0.00021383414727590822,1.0223838249555723
2024-05-02,5.752994734774126,29.309958709001894,25.984202109531036,3.503863442786724,14.579513906059264,1.981372949862436,11.131721685366761,5.332632806161847,0.0005069524485371088,2.4232327040073796
2024-05-03,5.7518779341194115,29.339292524367494,25.941549354307362,3.51615871829022,14.57698776894559,1.989402092651808,11.129560738826836,5.331597608306845,0.0005068540363444096,2.423066406148085
2024-05-06,5.756394459053739,29.223039096102855,26.022992481670176,3.5189196980443294,14.58812964963222,1.990964223187049,11.135763700739776,5.335784118141291,0.0005072520313852354,2.4275053213971822
2024-05-07,5.754030276781035,29.250485036102237,26.009668070965603,3.517474458732054,14.582138226050168,1.9901465234349678,11.131190182486018,5.333592682805714,0.0005070437002382083,2.430767498941971
2024-05-08,5.7548122850535055,29.241275429900345,25.997482454658005,3.527891912415699,14.584120028747504,1.990518419168021,11.132702980018605,5.33431755101101,0.0005071126106104201,2.4363718264167025
