date,ABN AMRO CLEARING HONG KONG LTD,BOOM SECURITIES (H.K.) LTD,EVERBRIGHT SECURITIES INVESTMENT,MERRILL LYNCH FAR EAST LTD,LONG BRIDGE HK LTD,PRUDENTIAL BROKERAGE LTD,SUNHIGH FINANCIAL HOLDINGS LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD
2025-03-24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,99.82213438735178,0.1383399209486166,0.0,0.0,0.0,0.0,0.0,0.0,0.039525691699604744,0.0
2025-03-28,99.77245508982035,0.187624750499002,0.0,0.0,0.0,0.0,0.0,0.0,0.03992015968063872,0.0
2025-03-31,99.77242783566894,0.18764722322034574,0.0,0.0,0.0,0.0,0.0,0.0,0.03992494111071186,0.0
2025-04-01,99.69270064253502,0.2673903500019954,0.0,0.0,0.0,0.0,0.0,0.0,0.0399090074629844,0.0
2025-04-02,99.33520962732919,0.6162655279503106,0.0,0.0,0.0,0.0,0.0,0.0,0.048524844720496896,0.0
2025-04-07,99.30130558955528,0.6476948184414525,0.0,0.0,0.0,0.0,0.0,0.0,0.050999592003263976,0.0
2025-04-08,99.65451896922899,0.2681345313446689,0.0,0.0,0.0,0.0,0.06445541618862233,0.0,0.012891083237724466,0.0
2025-04-09,45.69377990430622,19.138755980861244,0.0,0.0,7.655502392344498,0.0,11.961722488038278,0.0,15.550239234449762,0.0
2025-04-10,93.37116327057002,2.8372452927521277,0.0,0.0,0.8253804488006191,0.0,1.2896569512509672,0.0,1.6765540366262575,0.0
2025-04-11,97.13872188822089,1.224671565352928,0.0,0.0,0.3562680917390336,0.0,0.55666889334224,0.0,0.723669561344912,0.0
2025-04-14,95.02634622799127,3.0844364477573576,0.0,0.0,0.4112581930343143,0.0,0.6425909266161162,0.0,0.835368204600951,0.0
2025-04-15,90.31734132933533,4.497751124437781,3.1234382808595704,0.0,0.624687656171914,0.0,0.624687656171914,0.0,0.8120939530234883,0.0
2025-04-16,91.08589951377634,4.4882184266300955,3.1168183518264554,0.0,0.6233636703652911,0.0,0.6233636703652911,0.0,0.06233636703652911,0.0
2025-04-17,95.23999733706144,2.396644697423607,1.6643365954330605,0.0,0.3328673190866121,0.0,0.3328673190866121,0.0,0.03328673190866121,0.0
2025-04-22,92.10996427153633,4.366812227074235,2.481143310837634,0.0,0.4962286621675268,0.0,0.4962286621675268,0.0,0.04962286621675268,0.0
2025-04-24,92.10003969829297,4.366812227074235,2.481143310837634,0.0,0.4962286621675268,0.0,0.4962286621675268,0.0,0.04962286621675268,0.009924573243350535
2025-04-25,88.61003861003861,6.067291781577496,3.4473248758963044,0.0,0.4136789851075565,0.6894649751792609,0.6894649751792609,0.0,0.06894649751792609,0.013789299503585218
2025-04-29,77.99094058086864,11.723954169997336,6.661337596589395,0.0,0.7993605115907274,1.332267519317879,1.332267519317879,0.0,0.1332267519317879,0.02664535038635758
2025-04-30,72.86257124762507,13.932868904369855,7.916402786573781,0.18999366687777072,0.9499683343888538,1.5832805573147564,1.5832805573147564,0.7916402786573782,0.15832805573147563,0.031665611146295125
2025-05-02,80.67447143106762,7.6882753800454315,4.368338284116722,3.756770924340381,1.2231347195526823,0.8736676568233444,0.8736676568233444,0.4368338284116722,0.08736676568233444,0.017473353136466887
