date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,PRUDENTIAL BROKERAGE LTD,MERRILL LYNCH FAR EAST LTD,REALINK FINANCIAL TRADE LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2025-01-03,82.65861331710325,6.379851848756725,6.79025815880011,0.0,0.1690452927156729,1.1952697464744546,1.1886890089540216,0.8561885868689806,0.7620840403267872
2025-01-06,82.65918590489913,6.379896042884373,6.790305195869769,0.0,0.16904646371610077,1.1952780262754599,1.188004529158165,0.856194517807284,0.7620893193897115
2025-01-07,82.66491221919178,6.3803380178384685,6.79077560241042,0.0,0.1690581746127265,1.1953608305950356,1.1811592095998469,0.8562538317099183,0.7621421140418014
2025-01-09,82.66491221919178,6.3803380178384685,6.79077560241042,0.0,0.1732147466113183,1.1953608305950356,1.177002637601255,0.8562538317099183,0.7621421140418014
2025-01-13,82.65489168978173,6.379564601850507,6.8367082003567585,0.0,0.1690376816083158,1.1862111162507052,1.176859962925517,0.8346770190260435,0.7620497282004164
2025-01-14,82.68379826598544,6.379122734037425,6.908960824352767,0.0,0.16902597355057794,1.18612895570457,1.176778450068359,0.8346192067877413,0.6615655895131212
2025-01-15,82.64487358942742,6.3787913733447095,6.955352041097923,0.0,0.1690171935715718,1.1860673427636064,1.1697913821475803,0.8345758528643187,0.6615312247828664
2025-01-20,82.64487358942742,6.3787913733447095,6.996907685223946,0.0,0.1690171935715718,1.1860673427636064,1.1697913821475803,0.7930202087382945,0.6615312247828664
2025-01-21,82.63628857892722,6.378128755222854,6.996180858218983,0.0,0.16899963634970785,1.1859441360824254,1.1696698661858198,0.792937831132483,0.6718503378805052
2025-02-06,82.6354301759738,6.378062500982072,1.5328821427747088,0.0,5.633262694271299,1.1859318168221282,1.1696577159781456,0.7929295943131893,0.6718433588846643
2025-02-18,82.80746639624194,6.39134079774856,1.3278864074008978,0.0,5.644990414688998,1.1884007726541161,1.1720927912483516,0.7945803706212923,0.6732420493958486
2025-02-20,82.80746639624194,6.39134079774856,6.803527109649226,0.0,0.1693497124406699,1.1884007726541161,1.1720927912483516,0.7945803706212923,0.6732420493958486
2025-02-21,80.3547436342287,6.202031937851681,6.602009462388275,2.961958466736223,0.16433364429464004,1.153200835349729,1.1373758895799662,0.7710452300586509,0.6533008995121399
2025-02-26,80.3547436342287,6.202031937851681,1.2885549635282476,2.961958466736223,5.477788143154668,1.153200835349729,1.1373758895799662,0.7710452300586509,0.6533008995121399
2025-02-27,80.3276972203495,6.199944410530995,1.2881212518483458,2.9609615081129843,5.475944387346838,1.1528126821969955,1.136993062908453,0.770785705760911,0.6867397709449723
2025-03-07,80.19920548684533,6.1900270142591545,6.201825031002726,2.9562251707078055,0.5514208467702902,1.3109280880903886,1.1351743351882422,0.7695527612732608,0.6856412658628096
2025-03-12,80.1997445081103,6.190068617616334,6.201866713654732,2.956245039585825,0.5514245528863365,1.3116090018760345,1.1351819647289891,0.7682137274631347,0.6856458740783175
2025-03-13,80.20109209297257,6.190172628455979,6.2019709227361,2.956294712949362,0.5514338183944092,1.3116310406549232,1.1352010390295493,0.7665463499190058,0.6856573948880963
2025-03-14,80.20109209297257,6.190172628455979,1.286091033619634,2.956294712949362,5.467313707510875,1.3116310406549232,1.1352010390295493,0.7665463499190058,0.6856573948880963
2025-03-20,80.20378739856136,6.190380660621696,6.589605770144552,2.956394064684531,0.16402593160540788,1.3116751204346622,1.1352391895537508,0.7632114267248573,0.6856804376691882
2025-03-21,80.20513511929242,6.190484681948121,6.588036129496847,2.9564437430563313,0.16402868784866803,1.3116971614355872,1.1352582657774568,0.7632242515040274,0.6856919596405403
2025-03-27,80.20513511929242,6.190484681948121,3.8339704883530867,2.9564437430563313,2.918094328992428,1.3116971614355872,1.1352582657774568,0.7632242515040274,0.6856919596405403
2025-04-02,80.18495824213988,6.189732566117007,3.803468171107396,2.956245039585825,2.91789820299754,1.3196742378598993,1.1351819647289891,0.763172954973219,0.7296686204902468
2025-04-14,80.18765296024036,6.1899405799982725,3.800235363593292,2.9563443879822358,2.9179962626994516,1.3197185872008914,1.1352201139711258,0.7631986023766804,0.7296931419376866
