date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,TSE\,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,59.4295821357506,40.57041786424939,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,59.41163459411635,40.58836540588365,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,59.43375359433753,40.56624640566247,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,59.496466431095406,40.503533568904594,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,59.5277501930928,40.47224980690721,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,59.545604940994814,40.45439505900518,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,40.72659176029963,27.47565543071161,21.303370786516854,0.0,10.49438202247191,0.0,0.0,0.0
2024-04-17,40.67301206625197,27.512553398785883,21.314546953458745,0.0,10.49988758150341,0.0,0.0,0.0
2024-04-18,38.37300177619893,26.08170515097691,20.206039076376552,0.0,9.953818827708703,0.0,0.0,5.385435168738899
2024-04-23,38.32041527412359,26.103960748062292,20.223280950010665,0.0,9.96231245111285,0.0,0.0,5.390030576690607
2024-04-24,38.28091646506333,26.12067738722072,20.236231677814146,0.0,9.968692187277643,0.0,0.0,5.393482282624164
2024-04-30,38.254555808656036,26.131833712984054,20.24487471526196,0.0,9.972949886104782,0.0,0.0,5.395785876993166
2024-05-03,38.210571306453915,26.15044878187776,20.259296196039323,0.0,9.980054138766207,0.0,0.0,5.399629576862801
2024-05-07,38.24871648602396,26.17655447803765,20.279520821448944,0.0,9.890188248716486,0.0,0.0,5.4050199657729605
2024-05-09,38.276009704581135,26.123876123876123,20.293991722563153,0.0,9.897245611531327,0.0,0.0,5.4088768374482665
2024-05-14,38.292404340376926,26.135065676756142,20.302684180468304,0.0,9.858652198743576,0.0,0.0,5.411193603655054
2024-05-16,38.37783663827046,25.950318562531322,20.359367170162503,0.0,9.88617653375331,0.0,0.0,5.426301095282411
2024-05-17,38.40870062965083,25.937321121923297,20.349170005724098,0.0,9.88122495706926,0.0,0.0,5.423583285632513
2024-05-20,38.4175132350837,25.933609958506228,20.346258406066674,0.0,9.879811131778508,0.0,0.0,5.422807268564888
2024-05-21,36.47344625143397,24.46183953033268,19.191578379107902,0.0,9.319117349348808,0.0,5.43896349281328,5.115054996963358
2024-05-22,36.54196157735086,24.43545669025952,19.17087967644085,0.0,9.30906639703404,0.0,5.433097404785979,5.10953825412875
2024-05-23,36.49058894960534,24.455238480739393,19.186399514268366,0.0,9.316602577076164,0.0,5.437495783579573,5.113674694731161
2024-05-28,33.29611710705868,22.48480337427118,17.640491254186824,8.311623868006452,8.565934747549932,0.0,4.999379729562089,4.7016499193648436
2024-05-29,33.51123246866079,22.502172024326672,17.649249100161352,8.061313143850068,8.570187414670473,0.0,5.0018617351371475,4.7039841131934965
2024-05-30,31.94674556213018,21.45562130177515,16.828402366863905,7.6863905325443795,8.171597633136095,4.656804733727811,4.769230769230769,4.485207100591716
2024-06-05,31.96449704142012,21.437869822485204,16.828402366863905,7.6863905325443795,8.171597633136095,4.656804733727811,4.769230769230769,4.485207100591716
2024-06-07,31.90481827867882,21.445483603646267,16.83437906949213,7.689120397774357,8.174499822422161,4.693974192020836,4.770924588611342,4.48680004735409
2024-06-18,32.35726465572999,21.30299288528253,16.722526018698183,7.638031398835773,8.120185805844653,4.662785911683424,4.73922502498971,4.456988298935732
2024-06-19,32.305519595151225,21.319289160880313,16.73531834765211,7.643874308579498,8.126397552077204,4.666352830410733,4.742850417794515,4.460397787454395
2024-06-20,32.32667450058754,21.3689776733255,16.65099882491187,7.632197414806111,8.113983548766157,4.7179788484136305,4.735605170387779,4.45358401880141
2024-06-24,32.319078947368425,21.363956766917294,16.647086466165415,7.630404135338346,8.112077067669173,4.740366541353383,4.734492481203008,4.452537593984962
2024-06-25,32.33100370000587,21.360192635226404,16.6441534034181,7.6290597286662365,8.11064779467904,4.739531332589417,4.733658307394139,4.451753098020791
2024-06-28,32.289892523638926,21.360192635226404,16.6441534034181,7.6290597286662365,8.11064779467904,4.780642508956364,4.733658307394139,4.451753098020791
2024-07-19,32.41294407316215,21.321374135303085,16.613905498886155,7.615195216320787,8.095908078321022,4.77195450814867,4.725055692343768,4.443662797514363
2024-07-23,32.511853889832,21.301879061054848,16.577884446525786,7.604050810747527,8.084060176783938,4.764971023824855,4.718140841772522,4.437159749458526
2024-07-25,32.57039161739741,21.301879061054848,16.51934671896037,7.604050810747527,8.084060176783938,4.764971023824855,4.718140841772522,4.437159749458526
2024-07-29,32.760334444249544,21.288662807694557,16.500029234637196,7.595158744079986,8.074606794129686,4.636613459626966,4.712623516342162,4.4319709992398995
2024-07-31,32.776056585023674,21.2836850412112,16.496171158005495,7.5933828257438485,8.072718770094113,4.635529315484889,4.711521599345297,4.430934705091483
2024-08-09,32.8851999064765,21.282440963292025,16.495206920738838,7.5929389759177,7.967032967032966,4.635258358662614,4.711246200607903,4.430675707271452
2024-08-14,32.97139521307648,21.255107997664915,16.474022183304147,7.583187390542907,7.956800934033859,4.629305312317571,4.7051955633391715,4.424985405720958
2024-08-16,32.99486461251167,21.24766573295985,16.46825396825397,7.580532212885154,7.954014939309056,4.627684407096172,4.703548085901027,4.4234360410831
2024-08-20,33.00268409382659,21.262691095810478,16.448827167697512,7.579647566810596,7.953086707900573,4.627144357567977,4.702999183101879,4.422919827284398
2024-08-26,33.036234416870556,21.228008854712805,16.421996970756144,7.567284166375393,7.940114179191425,4.619596877548643,4.771059070255156,4.415705464289876
2024-08-27,33.040135143006935,21.22677229568358,16.42104036814819,7.566843362264811,7.939651657249374,4.619327780043106,4.770781149880585,4.415448243723423
2024-08-29,33.05963195900303,21.220591660843233,16.41625902632192,7.564640111809923,7.937339855578849,4.61798276263685,4.769392033542977,4.41416259026322
2024-09-09,33.36618167062779,21.123413135470408,16.341081676424555,7.529998260970379,7.900991246884239,4.596834966088922,4.747550866616428,4.393948176917281
2024-09-11,33.38934924957988,21.116068841629485,16.335400127484498,7.527380193544649,7.898244190763169,4.595236715535725,4.745900214405748,4.392420467056846
2024-09-12,33.40864326265786,21.10995249681381,16.330668520449542,7.525199860966285,7.895956436102422,4.593905688796199,4.744525547445255,4.391148186768625
