date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,16.443340588235294,24.129532352941176,15.338690294117646,9.381381470588234,0.8478770588235294,3.8125323529411768,1.7380982352941177,1.1420326470588236,1.072175,1.2016470588235293,75.10730705882352
2024-03-04,16.42792882352941,24.42600294117647,15.283575294117647,9.404734411764707,0.8044064705882352,3.826002941176471,1.7089217647058823,1.0798064705882353,1.0777632352941178,1.1958823529411764,75.23502470588235
2024-03-05,16.448928823529414,24.297591176470586,15.277369411764704,9.430910882352942,0.8147594117647058,3.8361794117647054,1.7525099999999998,1.0845711764705883,1.0783514705882353,1.2018823529411764,75.22305411764705
2024-03-06,16.511105294117648,24.40006176470588,14.995310588235295,9.829028529411765,0.7536417647058823,3.823355882352941,1.7035688235294117,1.0783358823529412,1.087175,1.2041176470588235,75.38570117647059
2024-03-07,16.531987647058823,24.291473529411764,15.232538235294118,9.554322647058823,0.75623,3.823238235294118,1.7123923529411764,1.0877476470588237,1.1354102941176472,1.2075882352941176,75.33292882352941
2024-03-08,16.47498764705882,23.82994411764706,15.493399411764704,9.497910882352942,0.8671129411764705,3.8227088235294118,1.7234514705882351,1.0894535294117647,1.1401161764705883,1.2041176470588235,75.14320264705883
2024-03-11,16.54687,23.775473529411766,15.576605294117646,9.359146176470588,0.8241132352941176,3.832532352941177,1.7710400000000002,1.0783358823529412,1.1401161764705883,1.2025294117647058,75.10676205882353
2024-03-12,16.616661176470586,23.82229705882353,15.859581470588235,9.308087352941175,0.816289705882353,3.8308852941176466,1.7872164705882352,0.9891005882352942,1.1431161764705882,1.1970588235294117,75.37029411764706
2024-03-13,16.650955294117647,23.785414705882353,15.630041764705883,9.588616764705883,0.8011720588235294,3.808591176470588,1.7864517647058824,0.9832182352941177,1.1135867647058824,1.1691764705882353,75.317225
2024-03-14,16.65252294117647,23.662238235294115,15.777982941176472,9.624675588235295,0.7777014705882354,3.812591176470588,1.797275294117647,0.9603358823529412,1.1171161764705884,1.1737058823529412,75.3561455882353
2024-03-15,16.79637588235294,23.228414705882354,15.776394705882351,9.790028529411765,0.769525,3.797002941176471,1.7975694117647059,0.9922770588235295,1.1293514705882353,1.1809999999999998,75.25793970588235
2024-03-18,16.97330235294118,22.77265,15.823191764705882,9.793440294117648,0.7931132352941177,3.7980617647058823,1.8366282352941177,0.9779829411764706,1.122939705882353,1.1833529411764707,75.07466323529411
2024-03-19,16.84865529411765,22.244002941176472,16.04058029411765,9.983205,0.7699367647058823,3.767179411764706,1.8346282352941174,0.983394705882353,1.1288220588235294,1.1853529411764705,74.78575764705883
2024-03-20,16.855890588235294,22.400120588235296,16.18876088235294,9.946440294117648,0.6426426470588235,3.7599441176470587,1.8478635294117647,0.9629829411764705,1.1288220588235294,1.1855882352941176,74.91905588235294
2024-03-21,16.912243529411764,22.37570882352941,16.142760882352942,10.016146176470588,0.5308191176470588,3.7570029411764705,1.8599223529411766,0.95363,1.1423514705882354,1.1912941176470588,74.8818794117647
2024-03-22,16.924067058823532,22.366297058823527,16.056378529411763,10.088616764705883,0.5281791176470588,3.7507088235294117,1.8904588235294117,0.95363,1.1419985294117647,1.191941176470588,74.89227588235295
2024-03-25,16.904420000000002,22.66406176470588,15.84389294117647,10.152322647058822,0.5282379411764706,3.7547088235294117,1.8927529411764703,0.95363,1.124939705882353,1.1965294117647058,75.01549617647059
2024-03-26,16.959890588235293,22.556414705882354,15.37968705882353,10.09949911764706,0.6860614705882353,3.7066500000000002,1.8911058823529412,0.95363,1.1292926470588236,1.179470588235294,74.54170205882353
2024-03-27,16.952949411764706,22.53735588235294,15.191863529411764,10.068263823529412,0.8572435294117646,3.708944117647059,1.8961647058823532,0.95363,1.1292926470588236,1.1745294117647058,74.47023705882353
2024-03-28,16.809318235294118,22.60588529411765,15.283630882352941,9.952793235294118,0.9485964705882353,3.7222970588235293,1.8979882352941175,0.95363,1.128175,1.1716470588235293,74.47396147058824
2024-04-02,16.779200588235295,22.14929705882353,15.383925000000001,10.03585205882353,0.9327141176470589,3.7062382352941174,1.8928117647058824,0.95363,1.125233823529412,1.180764705882353,74.13966735294117
2024-04-03,16.793847647058826,22.17600294117647,15.513611764705882,10.012557941176471,0.9926555882352941,3.6980029411764703,1.8954591176470588,0.9580417647058824,1.1237632352941178,1.173764705882353,74.33770764705882
2024-04-05,16.74208294117647,22.39817941176471,15.356200000000001,10.101793235294117,0.9668320588235295,3.6977676470588237,1.8865179411764705,0.9702770588235293,1.1237632352941178,1.1861176470588237,74.42953117647059
2024-04-08,16.871053529411764,22.600708823529413,15.21973382352941,10.078675588235294,0.930835,3.6365911764705885,1.8992635294117648,0.9828064705882353,1.1337632352941176,1.1864117647058823,74.53984294117647
2024-04-09,16.656079411764708,22.600708823529413,15.049978235294118,10.078675588235294,0.929945588235294,3.652826470588235,1.90614,1.2420067647058823,1.130880882352941,1.1832352941176472,74.43047705882353
2024-04-10,16.83819705882353,22.598473529411763,14.938759117647058,10.052969705882353,1.0481808823529413,3.6492382352941175,1.9037870588235295,1.5155123529411765,1.1358220588235295,1.1841764705882354,74.86511647058823
2024-04-11,16.834373529411764,22.563826470588236,14.606198823529413,10.146616764705882,1.048004411764706,3.638944117647059,1.9038458823529412,1.6247126470588236,1.1325867647058823,1.180235294117647,74.67934470588236
2024-04-12,16.958667647058824,22.28935588235294,14.913075882352942,10.18091088235294,0.9823494117647059,3.607885294117647,1.8998458823529412,1.624653823529412,1.1190573529411765,1.1699411764705883,74.74574323529411
2024-04-15,17.10284411764706,22.212532352941178,14.869857352941176,10.25049911764706,1.2951141176470586,3.615591176470588,1.9050811764705884,1.512100588235294,1.1171161764705884,1.1862941176470587,75.06703029411764
2024-04-16,17.151667647058826,22.341767647058823,14.561092647058823,10.285322647058823,1.59982,3.6348852941176473,1.8953164705882355,1.4983358823529411,1.112704411764706,1.1784117647058823,75.25932441176471
2024-04-17,17.268726470588234,22.48500294117647,14.415033823529411,10.262616764705882,1.59982,3.6185323529411764,1.8910223529411765,1.519865294117647,1.121704411764706,1.1691764705882353,75.35150088235294
2024-04-18,17.474112352941177,22.680002941176472,14.165715882352941,10.282440294117647,1.5502317647058823,3.612297058823529,1.884081176470588,1.4974444117647059,1.117645588235294,1.1645882352941177,75.42855970588235
2024-04-19,17.594524117647058,22.472767647058824,14.102635588235293,10.64155794117647,1.699996470588235,3.570414705882353,1.8933752941176472,1.4972679411764707,1.1363514705882352,1.1358235294117647,75.74471470588236
2024-04-22,17.514830294117647,22.153473529411766,14.018900294117648,11.045263823529412,1.7000552941176472,3.560591176470588,1.8531988235294117,1.5000326470588234,1.1154691176470588,1.1194705882352942,75.58128558823529
2024-04-23,17.777300294117648,21.86841470588235,14.669174705882353,11.229734411764705,1.6791141176470588,3.5427676470588234,1.8490223529411765,1.1035711764705882,1.1068808823529412,1.1141764705882353,75.94015676470588
2024-04-24,16.686233235294118,21.88059117647059,14.78935205882353,11.152205,3.124349411764706,3.5427676470588234,1.811375294117647,1.1012182352941178,1.0972338235294117,1.1085882352941177,76.29391411764705
2024-04-25,16.807409705882353,21.783120588235295,14.912261764705883,11.516263823529412,2.994949117647059,3.5362970588235294,1.8025517647058824,1.0921594117647058,1.0972338235294117,1.1114117647058823,76.65365882352941
2024-04-26,16.599688823529412,21.41100294117647,14.86050205882353,11.861322647058824,3.194007941176471,3.554944117647059,1.8024929411764705,1.1402182352941177,1.091233823529412,1.0813529411764706,76.59676647058824
2024-04-29,16.589170882352942,21.211650000000002,14.955561176470589,11.724910882352942,3.161184411764706,3.556591176470588,1.8151988235294119,1.147571176470588,1.090939705882353,1.0810588235294116,76.33383705882353
2024-04-30,16.51904117647059,21.280238235294117,14.942629117647058,11.722793235294118,3.343949117647059,3.538179411764706,1.79514,1.144394705882353,1.0908808823529412,1.0722941176470588,76.44954
2024-05-02,16.434196764705884,21.325826470588236,15.256975882352942,11.847440294117648,3.2309932352941177,3.542120588235294,1.7844929411764705,1.1568652941176472,1.0741161764705882,1.066529411764706,76.71955705882353
2024-05-03,16.578045588235295,20.485414705882352,15.632616176470588,10.953087352941177,3.3310520588235297,3.4778264705882354,1.8042576470588236,2.2244535294117647,1.0523514705882353,1.0630588235294118,76.60216382352941
2024-05-06,16.634163235294118,20.485414705882352,16.77258676470588,10.953087352941177,3.208232058823529,3.478767647058824,1.8044364705882352,1.1380417647058823,1.053175,1.0636470588235294,76.59155205882354
2024-05-07,16.660104411764706,20.485414705882352,17.03660735294118,10.953087352941177,3.188214117647059,3.478885294117647,1.8127876470588236,1.1509191176470588,1.0547632352941176,1.088529411764706,76.90931264705883
