date,FIRST SHANGHAI SECURITIES LTD,GET NICE SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,PRUDENTIAL BROKERAGE LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,SANFULL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,CMB WING LUNG BANK LTD,LONG BRIDGE HK LTD
2024-05-20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-05-22,0.0,0.0,91.00478468899522,0.0,0.0,8.995215311004785,0.0,0.0,0.0,0.0
2024-05-29,0.0,63.21760055001718,32.691646613956685,0.0,0.0,3.231350979718116,0.0,0.8594018563080097,0.0,0.0
2024-06-04,0.0,63.00102774922919,32.9222336416581,0.0,0.0,3.220280918122645,0.0,0.8564576909900651,0.0,0.0
2024-06-07,0.0,62.979452054794514,32.945205479452056,0.0,0.0,3.219178082191781,0.0,0.8561643835616438,0.0,0.0
2024-06-28,0.0,61.21837549933422,32.02396804260985,0.0,2.796271637816245,3.129161118508655,0.0,0.8322237017310253,0.0,0.0
2024-07-03,57.4100311703032,26.05553981297818,13.629923491073958,0.0,1.1901388495324454,1.3318220459053556,0.0,0.35420799093227545,0.0,0.028336639274582034
2024-07-05,57.526730444569495,25.87225661226787,13.534046145188519,0.0,1.1817670230725943,1.2943162633652223,0.0,0.3517163759144626,0.0,0.23916713562183453
2024-07-09,57.57703672435627,25.875897002954833,13.53595047136626,0.0,1.1819333051920642,1.2522864781201632,0.0,0.3517658646404953,0.0,0.22513015336991699
2024-07-10,57.60517799352751,25.875897002954833,13.53595047136626,0.0,1.1819333051920642,1.196003939777684,0.0,0.3517658646404953,0.0,0.2532714225411566
2024-07-11,57.66146053186999,25.875897002954833,13.53595047136626,0.0,1.1819333051920642,1.1115801322639651,0.0,0.3517658646404953,0.0,0.28141269171239625
2024-07-12,57.68960180104122,25.875897002954833,13.53595047136626,0.0,1.1819333051920642,1.0130856901646264,0.0,0.3517658646404953,0.0,0.3517658646404953
2024-07-15,57.68960180104122,25.875897002954833,13.53595047136626,0.0,1.1819333051920642,0.9708737864077669,0.0,0.3517658646404953,0.0,0.3939777683973547
2024-07-16,57.68364762172812,25.879538418238106,13.537855333520968,0.0,1.182099634112018,0.971010413734872,0.0,0.3518153672952435,0.0,0.39403321137067265
2024-07-17,57.65119549929677,25.864978902953588,13.530239099859354,0.0,1.1814345991561181,0.9704641350210972,0.0,0.35161744022503516,0.0,0.450070323488045
2024-07-18,57.66526019690576,25.864978902953588,13.530239099859354,0.0,1.1814345991561181,0.9704641350210972,0.0,0.35161744022503516,0.0,0.4360056258790436
2024-07-19,57.60854292538992,25.839539131656597,13.516931291274414,0.0,1.180272586764086,0.9695096248419278,0.0,0.351271603203597,0.0,0.5339328368694675
2024-07-22,57.59449206126177,25.839539131656597,13.516931291274414,0.0,1.180272586764086,0.9695096248419278,0.0,0.351271603203597,0.0,0.5479837009976113
2024-07-23,57.572351784209054,25.835908963191905,13.515032312447318,0.0,1.1801067715650464,0.9272267490868222,0.0,0.35122225344197805,0.0,0.6181511660578815
2024-07-24,57.57405587533343,25.817773410080026,13.505545416257196,0.0,1.1792783939351397,0.9265758809490383,0.0,0.35097571248069637,0.0,0.6457953109644813
2024-07-25,57.57915382460072,25.763519193051277,13.477164471840853,0.0,1.1768002241524236,0.8966096945923229,0.0,0.3502381619501261,0.0,0.7565144298122723
2024-07-26,57.55879059350504,25.74188129899216,13.465845464725643,0.0,1.1758118701007838,0.8958566629339306,0.0,0.34994400895856664,0.0,0.8118701007838746
2024-07-29,57.33203233900195,25.63423473654865,13.409534429885698,0.0,1.1708948982436578,0.8921103986618344,0.0,0.34848062447727907,0.0,1.2127125731809312
2024-07-30,57.391425389755014,25.598552338530066,13.39086859688196,0.0,1.1692650334075725,0.8908685968819599,0.0,0.3479955456570156,0.0,1.2110244988864143
2024-07-31,57.40328416365155,25.591427776231562,13.387141664347343,0.0,1.168939604787086,0.8906206512663513,0.0,0.3478986919009185,0.0,1.2106874478151963
2024-08-01,57.397355601948504,25.59498956158664,13.38900487125957,0.0,1.1691022964509394,0.8907446068197634,0.0,0.3479471120389701,0.0,1.210855949895616
2024-08-02,57.245974458634095,25.52748473070516,13.353692393114935,0.0,1.1660188784008885,0.8883953359244865,0.0,0.34702942809550247,0.2637423653525819,1.2076624097723487
2024-08-05,57.232093281510274,25.52748473070516,13.353692393114935,0.0,1.1660188784008885,0.8883953359244865,0.0,0.34702942809550247,0.27762354247640203,1.2076624097723487
2024-08-06,57.21821210438646,25.52748473070516,13.353692393114935,0.0,1.1660188784008885,0.9022765130483066,0.0,0.34702942809550247,0.27762354247640203,1.2076624097723487
2024-08-07,57.19439433883724,25.516858609685027,13.348133758845568,0.0,1.1655335090883863,0.9435271264048842,0.0,0.3468849729429721,0.2775079783543777,1.2071597058415429
2024-08-14,57.10920177383591,25.4850332594235,13.331485587583147,0.0,1.164079822616408,1.080931263858093,0.0,0.3464523281596453,0.2771618625277162,1.2056541019955653
2024-08-15,57.0400110757303,25.460335040841752,13.318565692925377,0.0,1.1629516821265402,1.190641007891458,0.0,0.3461165720614703,0.2768932576491762,1.2044856707739167
2024-08-16,57.01232174996539,25.460335040841752,13.318565692925377,0.0,1.1629516821265402,1.2044856707739167,0.0,0.3461165720614703,0.29073792053163505,1.2044856707739167
2024-08-19,56.99847708708293,25.460335040841752,13.318565692925377,0.0,1.1629516821265402,1.2044856707739167,0.0,0.3461165720614703,0.3045825834140939,1.2044856707739167
2024-08-20,56.91540910978817,25.460335040841752,13.318565692925377,0.0,1.1629516821265402,1.2737089851862107,0.0,0.3461165720614703,0.31842724629655267,1.2044856707739167
2024-08-21,56.91540910978817,25.460335040841752,13.18011906410079,0.0,1.3013983109511285,1.2737089851862107,0.0,0.3461165720614703,0.31842724629655267,1.2044856707739167
2024-08-22,56.90156444690572,25.460335040841752,13.18011906410079,0.0,1.3013983109511285,1.2737089851862107,0.0,0.3461165720614703,0.3322719091790115,1.2044856707739167
