date,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,60.19108280254777,0.0,39.80891719745223,0.0,0.0,0.0,0.0
2024-03-12,0.0,61.46496815286624,0.0,38.53503184713376,0.0,0.0,0.0,0.0
2024-03-14,0.0,67.83439490445859,0.0,32.1656050955414,0.0,0.0,0.0,0.0
2024-03-18,0.0,58.21727019498607,0.0,28.133704735376046,0.0,13.649025069637883,0.0,0.0
2024-03-19,0.0,57.98319327731093,0.0,28.291316526610643,0.0,13.725490196078432,0.0,0.0
2024-04-18,0.0,55.29100529100529,0.0,26.71957671957672,0.0,12.962962962962962,5.026455026455026,0.0
2024-05-08,0.0,53.645833333333336,0.0,26.302083333333332,0.0,12.760416666666666,4.947916666666666,2.34375
2024-05-16,0.0,53.52480417754569,0.0,26.370757180156655,0.0,12.793733681462141,4.960835509138381,2.3498694516971277
2024-05-24,0.0,53.645833333333336,0.0,26.302083333333332,0.0,12.760416666666666,4.947916666666666,2.34375
2024-06-04,0.0,53.8860103626943,0.0,26.165803108808287,0.0,12.694300518134716,4.922279792746114,2.33160621761658
2024-07-03,0.0,53.36787564766839,0.0,26.683937823834196,0.0,12.694300518134716,4.922279792746114,2.33160621761658
2024-07-16,0.0,53.48837209302325,0.0,26.614987080103358,0.0,12.661498708010335,4.909560723514212,2.3255813953488373
2024-08-02,12.464183381088825,61.74785100286533,0.0,14.756446991404012,0.0,7.020057306590258,2.722063037249284,1.2893982808022924
2024-08-05,45.702005730659025,28.510028653295127,0.0,14.756446991404012,0.0,7.020057306590258,2.722063037249284,1.2893982808022924
2024-08-06,72.06303724928367,2.148997134670487,0.0,14.756446991404012,0.0,7.020057306590258,2.722063037249284,1.2893982808022924
2024-08-07,72.65077138849931,2.1037868162692845,0.0,14.446002805049089,0.0,6.872370266479663,2.664796633941094,1.262272089761571
2024-08-08,73.78223495702005,0.42979942693409745,0.0,14.756446991404012,0.0,7.020057306590258,2.722063037249284,1.2893982808022924
2024-08-19,73.70689655172413,0.43103448275862066,0.0,14.798850574712644,0.0,7.040229885057471,2.7298850574712645,1.293103448275862
2024-08-27,73.96870554765292,0.42674253200568996,0.0,14.65149359886202,0.0,6.970128022759601,2.7027027027027026,1.2802275960170697
2024-09-23,55.76102418207681,18.634423897581794,0.0,14.65149359886202,0.0,6.970128022759601,2.7027027027027026,1.2802275960170697
2024-09-25,62.70983213429256,15.707434052757794,0.0,12.350119904076738,0.0,5.875299760191846,2.278177458033573,1.079136690647482
2024-09-26,38.05049911920141,51.379917792131536,0.0,6.048150322959484,0.0,2.877275396359366,1.1156782149148563,0.5284791544333529
2024-09-27,38.16793893129771,51.379917792131536,0.0,5.930710510863182,0.0,2.877275396359366,1.1156782149148563,0.5284791544333529
2024-09-30,29.777524244152882,57.67256132344553,2.3958927552766687,5.76155162578437,0.0,2.795208214489447,1.0838562464346835,0.513405590416429
2024-10-04,29.85754985754986,57.6068376068376,2.3931623931623935,5.754985754985755,0.0,2.792022792022792,1.0826210826210827,0.5128205128205128
2024-10-09,29.180887372013654,57.84982935153583,3.1854379977246867,5.40386803185438,0.0,2.7872582480091013,1.0807736063708762,0.5119453924914675
2024-10-15,28.06345733041575,55.96280087527352,3.063457330415755,5.196936542669584,3.50109409190372,2.6805251641137855,1.0393873085339167,0.4923413566739606
2024-10-16,27.954048140043763,55.96280087527352,3.1728665207877462,5.196936542669584,3.50109409190372,2.6805251641137855,1.0393873085339167,0.4923413566739606
2024-10-17,28.328767123287673,56.054794520547944,3.1780821917808217,4.712328767123288,3.506849315068493,2.684931506849315,1.0410958904109588,0.4931506849315068
2024-11-08,0.2735229759299781,84.13566739606127,3.1728665207877462,4.704595185995624,3.50109409190372,2.6805251641137855,1.0393873085339167,0.4923413566739606
2024-11-11,16.062801932367147,49.51690821256038,7.004830917874397,10.38647342995169,7.729468599033816,5.917874396135265,2.2946859903381642,1.0869565217391304
2024-12-03,16.265060240963855,49.39759036144578,6.987951807228916,10.361445783132531,7.710843373493977,5.903614457831325,2.289156626506024,1.0843373493975903
2024-12-04,16.265060240963855,46.74698795180723,6.987951807228916,13.012048192771083,7.710843373493977,5.903614457831325,2.289156626506024,1.0843373493975903
2024-12-09,16.265060240963855,44.21686746987952,6.987951807228916,15.542168674698795,7.710843373493977,5.903614457831325,2.289156626506024,1.0843373493975903
2024-12-12,16.265060240963855,41.807228915662655,9.397590361445783,15.542168674698795,7.710843373493977,5.903614457831325,2.289156626506024,1.0843373493975903
2024-12-30,18.67469879518072,39.397590361445786,9.397590361445783,15.542168674698795,7.710843373493977,5.903614457831325,2.289156626506024,1.0843373493975903
2025-01-03,17.189460476787954,39.146800501882055,9.786700125470514,16.18569636135508,8.030112923462985,6.148055207026349,2.3839397741530743,1.1292346298619824
2025-01-09,12.846347607052897,43.32493702770781,9.82367758186398,16.24685138539043,8.060453400503778,6.171284634760705,2.392947103274559,1.1335012594458438
2025-01-16,25.692695214105793,30.478589420654913,9.82367758186398,16.24685138539043,8.060453400503778,6.171284634760705,2.392947103274559,1.1335012594458438
2025-01-21,25.440806045340054,30.478589420654913,10.075566750629724,16.24685138539043,8.060453400503778,6.171284634760705,2.392947103274559,1.1335012594458438
2025-01-23,20.451693851944793,30.363864491844417,15.30740276035132,16.18569636135508,8.030112923462985,6.148055207026349,2.3839397741530743,1.1292346298619824
2025-02-04,33.24968632371393,17.314930991217064,15.558343789209536,16.18569636135508,8.030112923462985,6.148055207026349,2.3839397741530743,1.1292346298619824
2025-02-06,46.04767879548306,4.51693851944793,15.558343789209536,16.18569636135508,8.030112923462985,6.148055207026349,2.3839397741530743,1.1292346298619824
2025-02-13,51.320754716981135,4.528301886792453,15.59748427672956,10.817610062893083,8.050314465408805,6.163522012578617,2.3899371069182394,1.1320754716981132
