date,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD,CHINA SKY SECURITIES LTD
2024-03-01,0.0,0.0,0.0,32.82937365010799,0.0,0.0,67.170626349892,0.0,0.0
2024-03-07,0.0,0.0,0.0,32.851985559566785,0.0,0.0,67.14801444043322,0.0,0.0
2024-03-08,20.23172905525847,0.0,18.048128342245988,20.276292335115865,0.0,0.0,41.44385026737968,0.0,0.0
2024-03-11,18.817509948834566,0.0,15.34963047185901,17.14989577411408,13.037710820541976,0.0,35.64525298465037,0.0,0.0
2024-03-12,18.811506434519305,0.0,15.329295987887964,17.127176381529143,13.133989401968204,0.0,35.598031794095384,0.0,0.0
2024-03-13,18.82797731568998,0.0,15.311909262759924,17.107750472589792,13.119092627599244,0.0,35.63327032136106,0.0,0.0
2024-03-14,18.740544629349472,0.0,15.374432677760968,17.114220877458397,13.124054462934948,0.0,35.64674735249621,0.0,0.0
2024-03-20,18.687346321165123,0.0,15.37734064686968,17.11745791564214,13.12653678834878,0.0,35.69131832797427,0.0,0.0
2024-03-21,17.93077359561188,0.0,15.37734064686968,17.11745791564214,13.12653678834878,0.0,36.44789105352752,0.0,0.0
2024-03-22,17.911859277473045,0.0,15.37734064686968,17.11745791564214,13.12653678834878,0.0,36.46680537166635,0.0,0.0
2024-03-25,17.041800643086816,0.0,15.37734064686968,17.06071496122565,13.12653678834878,0.0,37.39360696046907,0.0,0.0
2024-03-26,14.976728723404257,12.117686170212766,13.513962765957446,14.993351063829788,11.53590425531915,0.0,32.8623670212766,0.0,0.0
2024-03-27,14.90600565629679,12.127765762768258,13.525203793046082,15.005822658459492,11.545499916819164,0.0,32.88970221261022,0.0,0.0
2024-04-03,14.914466035542267,12.10762331838565,13.502740408570006,14.980900182693905,11.526324530808836,0.0,32.96794552399934,0.0,0.0
2024-04-05,14.365701487761958,11.662134058550631,13.005919052951528,14.525675891857304,11.102223644216926,0.0,31.75491921292593,0.0,3.5834266517357225
2024-04-08,14.59760956175299,11.617529880478088,12.956175298804782,14.47011952191235,11.0597609561753,0.0,31.633466135458164,0.0,3.6653386454183265
2024-04-09,14.517928286852587,11.617529880478088,12.956175298804782,14.43824701195219,11.0597609561753,0.0,31.74501992031872,0.0,3.6653386454183265
2024-04-10,14.517928286852587,11.617529880478088,12.956175298804782,14.43824701195219,10.916334661354583,0.0,31.888446215139442,0.0,3.6653386454183265
2024-04-11,14.501751034702323,11.60458452722063,12.94173829990449,14.422158548233046,10.904170646290991,0.0,31.964342566061767,0.0,3.6612543775867556
2024-04-15,14.501751034702323,11.60458452722063,12.702960840496658,14.422158548233046,10.904170646290991,0.0,32.203120025469595,0.0,3.6612543775867556
2024-04-17,14.581343521171602,11.60458452722063,12.702960840496658,14.422158548233046,10.824578159821712,0.0,32.203120025469595,0.0,3.6612543775867556
2024-04-18,14.535068232307205,11.567756267851475,12.662646778800383,14.37638844811171,10.790225325293559,0.0,32.41827991113932,0.0,3.64963503649635
2024-04-19,14.249444620755316,11.567756267851475,12.662646778800383,14.37638844811171,10.790225325293559,0.0,32.703903522691206,0.0,3.64963503649635
2024-04-22,14.188440221694378,11.54394299287411,12.636579572446555,14.346793349168646,10.673000791765636,0.0,32.96912114014251,0.0,3.642121931908155
2024-04-26,14.15901171998733,11.545771301868863,12.638580931263856,14.349065568577762,10.67469116249604,0.0,32.990180551156165,0.0,3.642698764649984
2024-04-30,1.7675781250000002,1.423828125,1.529296875,1.76953125,1.31640625,0.0,4.068359375,0.0,0.44921874999999994
2024-05-02,13.431734317343174,10.760147601476016,11.55719557195572,13.372693726937268,9.977859778597786,6.833948339483395,30.67158671586716,0.0,3.394833948339483
2024-05-06,13.416974169741696,10.760147601476016,11.55719557195572,13.372693726937268,9.977859778597786,6.833948339483395,30.686346863468632,0.0,3.394833948339483
2024-05-07,12.647720877884074,10.256049521665728,11.015756893640969,12.746201463140125,9.482273494653912,6.513787281935847,29.431626336522225,4.670793472144063,3.2357906584130554
2024-05-09,12.640607424071993,10.250281214848144,11.009561304836895,12.739032620922385,9.476940382452193,6.524184476940382,29.54161979752531,4.583802024746906,3.233970753655793
2024-05-10,12.584364454443195,10.250281214848144,11.009561304836895,12.739032620922385,9.476940382452193,6.439820022497187,29.822834645669293,4.583802024746906,3.093363329583802
2024-05-13,12.543798177995797,10.217238962859145,10.974071478626488,12.697967764540996,9.446391030133146,6.41906096706377,30.049053959355295,4.5690259285213735,3.0833917309039944
2024-05-14,12.53676985572209,10.211514217677546,10.967922678246254,12.690853060652751,9.441098193024233,6.415464350749405,30.088247653733013,4.566465891581454,3.0816640986132513
2024-05-17,12.53676985572209,10.211514217677546,10.967922678246254,12.690853060652751,9.441098193024233,6.3874492225801935,30.116262781902225,4.566465891581454,3.0816640986132513
2024-05-20,12.368679086706821,10.211514217677546,10.967922678246254,12.690853060652751,9.441098193024233,6.3874492225801935,30.284353550917498,4.566465891581454,3.0816640986132513
2024-05-21,12.373878923766817,10.215807174887892,10.972533632286996,12.696188340807174,9.445067264573991,6.390134529147982,30.255044843049326,4.568385650224215,3.0829596412556053
2024-05-22,12.380818844643859,10.221536735838473,10.978687605159843,12.703309029725181,9.450364554122267,6.421761076836792,30.187885586090857,4.570947840717891,3.084688726864835
2024-05-23,12.382555041368672,10.22297013041649,10.980227177114008,12.691067171504697,9.451689805076427,6.422661618286356,30.192118917402887,4.571588837470201,3.085121301360258
2024-05-27,12.382555041368672,10.22297013041649,10.980227177114008,12.691067171504697,9.451689805076427,6.352545225073622,30.26223531061562,4.571588837470201,3.085121301360258
2024-05-28,12.279226240538268,10.218671152228765,10.891505466778806,12.685730305578918,9.44771516680684,6.349873843566021,30.670030838239416,4.569666386319036,2.8875805999439303
2024-05-29,12.26177130044843,10.215807174887892,10.888452914798206,12.682174887892378,9.445067264573991,6.348094170403587,30.70347533632287,4.568385650224215,2.8867713004484306
2024-05-30,12.263489838822705,10.217238962859145,10.889978976874563,12.627890679747722,9.446391030133146,6.405045550105115,30.693763139453402,4.5690259285213735,2.8871758934828313
2024-06-05,12.22921034241789,10.18867924528302,11.13906359189378,12.592592592592592,9.41998602375961,6.387141858839971,30.60796645702306,4.556254367575122,2.8791055206149543
2024-06-07,12.089447938504543,10.18867924528302,11.13906359189378,12.592592592592592,9.41998602375961,6.387141858839971,30.74772886093641,4.556254367575122,2.8791055206149543
2024-06-11,12.131376659678546,10.18867924528302,11.13906359189378,12.592592592592592,9.41998602375961,6.401118099231306,30.69182389937107,4.556254367575122,2.8791055206149543
