date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,GET NICE SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,CHINA GALAXY INTERNATIONAL SECURITIES,HANG SENG SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,11.284930368199717,0.0,5.113939744014201,0.0,0.0,3.968554743908538,1.0918491698424215,0.0,0.0,21.459274025964877
2024-03-04,11.284930368199717,0.0,5.113939744014201,0.0,0.0,3.968413860144688,1.111291129253809,1.9529307344975027,0.0,23.431505836109917
2024-03-05,11.284930368199717,7.5992505688181975,5.109713231098683,0.0,0.0,3.97109065165785,1.1214347602510548,1.9529307344975027,0.0,31.039350314523002
2024-03-06,11.284930368199717,7.5992505688181975,5.102809926670001,0.0,0.0,3.968695627672389,1.1428490923563512,1.9529307344975027,0.0,31.051466318214153
2024-03-07,11.284930368199717,7.5992505688181975,5.103514345489254,0.0,0.0,3.968695627672389,1.1432717436479034,1.9529307344975027,0.0,31.05259338832496
2024-03-08,11.284930368199717,7.5992505688181975,5.109854114862532,0.0,3.7770232669535995,3.9689773952000897,1.1501750480765844,1.9529307344975027,0.0,34.84314149660822
2024-03-11,11.284930368199717,7.585162192433133,5.110981184973338,0.0,3.775896196842795,3.9741900944625637,1.1560921661583112,1.9529307344975027,0.0,34.84018293756736
2024-03-12,11.260980128345109,7.559662231176167,5.192412000479004,0.0,3.775896196842795,3.9691182789639408,1.1531336071174478,1.9529307344975027,0.0,34.86413317742197
2024-03-13,11.254076823916428,7.559662231176167,5.201992096420848,0.0,3.775896196842795,3.9885602383753285,1.1655313783363037,1.9388423581124394,0.0,34.88456132318031
2024-03-14,11.26112101210896,7.559662231176167,5.198751769852283,0.0,3.775896196842795,3.985319911806764,1.1700396587795239,1.9388423581124394,0.0,34.88963313867893
2024-03-15,11.26112101210896,7.559662231176167,5.132818168370186,0.0,3.775896196842795,3.993491170110101,1.201315854354365,1.9388423581124394,0.0,34.86314699107501
2024-03-18,11.277040877424081,7.559098696120765,5.062376286444869,0.0,3.773782940385036,3.993491170110101,1.2680947584195659,1.9388423581124394,0.0,34.872727087016855
2024-03-19,11.277040877424081,7.559098696120765,5.052655306739175,0.0,3.773782940385036,3.9933502863462498,1.2771113193060064,1.9388423581124394,0.0,34.871881784433754
2024-03-20,11.243933192919183,7.575300328963588,5.052655306739175,0.0,3.773782940385036,3.993068518818549,1.2741527602651432,1.9541986883721587,0.0,34.86709173646283
2024-03-21,11.243933192919183,7.575300328963588,5.047160839949,0.0,3.773782940385036,4.000394474538782,1.2906361606356676,1.9541986883721587,0.0,34.885406625763416
2024-03-22,11.250977381111714,7.575300328963588,5.047160839949,0.0,3.773782940385036,3.997999450553321,1.3152908193095285,1.9541986883721587,0.0,34.91471044864435
2024-03-25,11.250977381111714,7.5612119525785255,5.052796190503026,0.0,3.773782940385036,4.0001127070110805,1.3257162178344757,1.9541986883721587,0.0,34.91879607779602
2024-03-26,11.249005008417805,7.5612119525785255,5.051387352864519,0.0,3.773782940385036,3.9817978177104982,1.3469896661759215,1.9541986883721587,0.0,34.91837342650446
2024-03-27,11.275068504730172,7.5612119525785255,5.042229908214227,0.0,3.773782940385036,4.001944195941139,1.3457217123012657,1.9541986883721587,0.0,34.954157902522525
2024-03-28,11.260980128345109,7.564874930438642,5.045752002310494,0.0,3.773782940385036,4.001944195941139,1.3695310683920232,1.9301075647537,0.0,34.94697283056614
2024-04-02,11.249005008417805,7.559239579884617,5.045752002310494,0.0,3.773782940385036,4.000676242066483,1.3868597713456512,1.9301075647537,0.0,34.945423109163784
2024-04-03,11.2370298884905,7.559239579884617,5.044484048435837,0.0,3.773782940385036,3.992223216235445,1.4151774078796289,1.9301075647537,0.0,34.95204464606476
2024-04-05,11.259571290706601,7.485416487626884,5.048992328879058,0.0,3.773782940385036,3.9567205077450853,1.4987214798430555,1.9301075647537,0.0,34.953312599939416
2024-04-08,11.281549157867302,7.416383443340072,5.086749177591029,0.0,3.773782940385036,3.9727812568240575,1.5191496256013977,1.9301075647537,0.0,34.980503166362595
2024-04-09,11.281549157867302,7.422864096477201,5.0544867956692325,0.0,3.773782940385036,3.9778530723226804,1.5270391163770332,1.9301075647537,1.670317904213129,36.638000648065315
2024-04-10,11.281549157867302,7.304239967314967,5.068011636998894,0.0,3.773782940385036,3.9741900944625637,1.5862102971942997,1.9301075647537,1.670317904213129,36.58840956318989
2024-04-11,11.211107275941984,7.309875317868992,5.0694204746374005,0.0,3.773782940385036,3.976303350920323,1.5957903931361432,1.9301075647537,1.670317904213129,36.53670522185671
2024-04-12,11.206458111734912,7.309875317868992,5.070829312275907,0.0,3.773782940385036,3.9755989321010703,1.5974809983023506,1.9301075647537,1.670317904213129,36.5344510816351
2024-04-15,11.240692866350617,7.32044160015779,5.075055825191426,0.0,3.773782940385036,3.844858799247681,1.6483400370524297,1.9512401293312953,1.670317904213129,36.52473010192941
2024-04-16,11.240692866350617,7.320723367685492,5.089144201576489,0.0,3.773782940385036,3.8514803361486605,1.6631328322567467,1.9512401293312953,1.670317904213129,36.560514577947465
2024-04-17,11.247737054543148,7.327767555878023,5.089144201576489,0.0,3.773782940385036,3.8514803361486605,1.6420002676791514,1.9512401293312953,1.670317904213129,36.553470389754935
2024-04-18,11.261825430928212,7.347491282817112,5.134227006008692,0.0,3.773782940385036,3.86246926972901,1.565641267672107,1.9582843175238271,1.670317904213129,36.57403941927713
2024-04-19,11.261825430928212,7.354535471009643,5.134227006008692,0.0,3.773782940385036,3.86246926972901,1.566768337782912,1.9582843175238271,1.670317904213129,36.58221067758046
2024-04-22,11.262529849747466,7.354535471009643,5.133240819661737,0.0,3.773782940385036,3.86246926972901,1.566768337782912,1.9582843175238271,1.670317904213129,36.58192891005277
2024-04-23,11.242806122808377,7.3615796592021745,5.128028120399264,0.0,3.773782940385036,3.860074245743549,1.5711357344622818,1.9582843175238271,1.670317904213129,36.56600904473764
2024-04-24,11.242806122808377,7.306071456245025,5.125210445122252,0.0,3.773782940385036,3.8514803361486605,1.551834658814745,1.9582843175238271,1.670317904213129,36.47978818126105
2024-04-25,11.246328216904642,7.306071456245025,5.13366347095329,0.0,3.773782940385036,3.854720662717225,1.5574700093687703,1.957016363649171,1.670317904213129,36.499371024436286
2024-04-26,11.239284028712111,7.30254936214876,5.13366347095329,0.0,3.773782940385036,3.8541571276618223,1.564514197561302,1.957016363649171,1.670317904213129,36.49528539528462
2024-04-29,11.239284028712111,7.306071456245025,5.109713231098683,0.0,3.773782940385036,3.8514803361486605,1.5860694134304492,1.957016363649171,1.670317904213129,36.49373567388226
2024-04-30,11.228717746423314,7.3059305724811745,5.131268446967829,0.0,3.773782940385036,3.8430273103176225,1.5974809983023506,1.957016363649171,1.670317904213129,36.50754228273962
2024-05-02,11.221673558230782,7.3059305724811745,5.12704193405231,0.0,3.773782940385036,3.83598312212509,1.5616965222842893,1.957016363649171,1.677362092405661,36.46048710561352
2024-05-03,11.225336536090898,7.3059305724811745,5.124646910066849,0.0,3.773782940385036,3.8395052162213568,1.5742351772669958,1.957016363649171,1.677362092405661,36.477815808567144
2024-05-06,11.225336536090898,7.255494185022647,5.123238072428343,0.0,3.773782940385036,3.8478173582885438,1.5902959263459682,1.9643423193694043,1.677362092405661,36.4576694303365
2024-05-07,11.242101703989125,6.988942103817246,5.160572269848761,0.0,3.773782940385036,3.965877952395376,1.544790470622213,1.996463817527349,1.677362092405661,36.34989335099076
2024-05-08,11.275632039785576,7.0538895189523885,5.159163432210255,0.0,3.773782940385036,3.9653144173399735,1.49970766619001,1.996463817527349,1.670317904213129,36.39427173660372
