date,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,FUBON SECURITIES (HONG KONG) LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339149403855517,0.5418667469044174,4.881016150759934
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,3.2502814770608137,0.0,4.339149403855517,0.5418667469044174,8.131297627820748
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,3.248235152487912,0.0,4.339149403855517,0.5418667469044174,8.129251303247846
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,3.2478258875733315,0.0,4.339149403855517,0.5422760118189978,8.129251303247846
2024-03-11,0.0,0.0,0.09454019526806677,0.0,0.0,0.0,3.2228607277839285,0.0,4.339149403855517,0.5508705750251857,8.207420901932698
2024-03-12,0.0,0.0,0.09454019526806677,0.0,0.0,0.0,3.198304832909107,0.0,4.339149403855517,0.5508705750251857,8.182865007057876
2024-03-13,0.0,0.0,0.09454019526806677,0.0,0.0,0.0,3.1737489380342843,0.0,4.339149403855517,0.5508705750251857,8.158309112183053
2024-03-14,0.0,0.0,0.09454019526806677,0.0,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5508705750251857,8.135799541881132
2024-03-18,23.41159017365581,0.0,0.09454019526806677,0.0,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5500520451960249,31.546571185707784
2024-03-19,23.41036237891207,0.0,0.09454019526806677,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5504613101106053,36.862513161192275
2024-03-20,23.41036237891207,0.0,0.09454019526806677,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339967933684678,0.5504613101106053,36.863331691021436
2024-03-21,23.41036237891207,0.0,0.09454019526806677,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339558668770097,0.551279839939766,36.86374095593602
2024-03-22,23.41036237891207,0.0,0.0941309303534864,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5520983697689268,36.86374095593602
2024-03-25,23.41036237891207,0.0,0.09372166543890602,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5549632241709894,36.8661965454235
2024-03-27,23.41036237891207,0.0,0.09372166543890602,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5553724890855698,36.86660581033808
2024-04-05,23.41036237891207,0.0,0.09372166543890602,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.339149403855517,0.5561910189147306,36.86742434016724
2024-04-08,23.41036237891207,0.0,0.09454019526806677,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.341195728428419,0.5586466084022128,36.872744784056785
2024-04-10,23.41036237891207,0.0,0.0941309303534864,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.341195728428419,0.5590558733167932,36.872744784056785
2024-04-11,23.41036237891207,0.0,0.09372166543890602,5.316760505313661,0.0,0.0,3.1512393677323636,0.0,4.341195728428419,0.5594651382313736,36.872744784056785
2024-04-16,23.41036237891207,0.0,0.09372166543890602,5.3159419754845,0.0,0.0,3.1512393677323636,0.0,4.341195728428419,0.5635577873771773,36.87601890337343
2024-04-17,23.41036237891207,0.0,0.09372166543890602,5.3159419754845,0.0,0.0,3.1512393677323636,0.0,4.341195728428419,0.5656041119500792,36.87806522794633
2024-04-22,23.41036237891207,0.0,0.09331240052432564,5.3159419754845,0.0,0.0,3.1512393677323636,0.0,4.341195728428419,0.5660133768646596,36.87806522794633
2024-04-23,23.41036237891207,0.0,0.09331240052432564,5.3159419754845,0.0,0.0,3.150830102817783,0.0,4.341195728428419,0.56642264177924,36.87806522794633
2024-04-29,23.41036237891207,0.0,0.09331240052432564,5.3159419754845,0.0,0.0,3.150830102817783,0.0,4.3538829407804105,0.5566002838293109,36.88093008234839
2024-05-02,23.41036237891207,0.0,0.09331240052432564,5.3159419754845,0.0,0.0,3.150830102817783,0.0,4.35347367586583,0.5570095487438913,36.88093008234839
2024-05-03,23.41036237891207,0.0,0.09331240052432564,5.3159419754845,0.0,0.0,3.150830102817783,0.0,4.35347367586583,0.563148522462597,36.8870690560671
2024-05-07,24.842789579943382,0.0,0.09331240052432564,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.35347367586583,0.563148522462597,38.33300199927957
2024-05-08,24.842789579943382,0.0,0.09167534086600415,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.35347367586583,0.5651948470354988,38.33341126419415
2024-05-13,24.842789579943382,0.0,0.09167534086600415,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.35347367586583,0.5643763172063381,38.33259273436499
2024-05-14,24.842789579943382,0.0,0.09167534086600415,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.35347367586583,0.5651948470354988,38.33341126419415
2024-05-16,24.842789579943382,0.0,0.09126607595142378,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.35347367586583,0.5656041119500792,38.33341126419415
2024-05-17,24.842789579943382,0.0,0.0908568110368434,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.35347367586583,0.5660133768646596,38.33341126419415
2024-05-21,24.842789579943382,0.0,0.0908568110368434,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.3538829407804105,0.5656041119500792,38.33341126419415
2024-05-22,24.842789579943382,0.0,0.0908568110368434,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.351836616207509,0.569696761095883,38.33545758876705
2024-05-23,24.842789579943382,0.0,0.0908568110368434,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.377415673368782,0.5566002838293109,38.34794016866175
2024-05-24,24.842789579943382,0.0,0.09003828120768265,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.402585465615475,0.5324536538690687,38.34814480111904
2024-05-27,24.842789579943382,0.0,0.0892197513785219,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.428164522776749,0.5078977589942463,38.34834943357633
2024-05-28,24.842789579943382,0.0,0.0892197513785219,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.453743579938022,0.4821140693756825,38.34814480111904
2024-05-29,24.842789579943382,0.0,0.08635489697645926,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.453743579938022,0.48538818869232553,38.34855406603362
2024-05-30,24.842789579943382,0.0,0.08635489697645926,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,0.0,4.453743579938022,0.4857974536069059,38.3489633309482
2024-05-31,24.842789579943382,0.0,0.08103445308691438,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,1.2895937458427638,4.453743579938022,0.5017587852755406,39.64919796457006
2024-06-03,24.842789579943382,0.0,0.08103445308691438,5.3159419754845,0.0,0.013505742181152398,3.150830102817783,1.2895937458427638,4.453743579938022,0.5066699642505051,39.65410914354502
2024-06-04,24.842789579943382,0.0,0.077351068855691,5.314714180740759,0.0,0.013505742181152398,3.150830102817783,1.2904122756719245,4.453743579938022,0.5193571766024968,39.66270370675121
