date,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,OCBC SECURITIES BROKERAGE (HK) LTD
2024-09-10,65.16387136482535,21.395599322972764,6.016310201569472,1.9849207570395446,2.000307739652254,1.7002615787044162,0.7385751654100631,0.5385443914448377,0.4616094783812894
2024-09-13,65.17458852484233,21.389017074296262,6.0144593139517,1.9843101061375175,1.9996923550223045,1.6997385017689586,0.7383479464697739,0.5383787109675434,0.46146746654360865
2024-09-25,65.17960156911006,21.390662256749483,6.014921929082378,1.9844627336358742,1.999846165679563,1.6998692408276288,0.730713022075225,0.5384201215291131,0.4615029613106684
2024-10-02,65.37958618567802,21.390662256749483,6.014921929082378,1.9844627336358742,1.999846165679563,1.6998692408276288,0.5307284055072686,0.5384201215291131,0.4615029613106684
2024-10-03,64.9950003845858,21.390662256749483,6.014921929082378,2.3075148065533417,1.999846165679563,1.6998692408276288,0.5307284055072686,0.5999538497038689,0.4615029613106684
2024-10-04,64.99230769230769,21.392307692307693,6.015384615384615,2.307692307692308,2.0,1.7000000000000002,0.5307692307692308,0.6,0.46153846153846156
2024-10-16,65.13076923076923,21.253846153846155,6.015384615384615,2.307692307692308,2.0,1.7000000000000002,0.5307692307692308,0.6,0.46153846153846156
2024-10-18,65.3006304782408,21.090266031062587,6.0126095648162385,2.3066277102875596,1.9990773489158848,1.6992157465785023,0.5305243733661387,0.5997232046747655,0.4613255420575119
2024-10-21,65.68506842995541,20.70582807934799,6.0126095648162385,2.3066277102875596,1.9990773489158848,1.6992157465785023,0.5305243733661387,0.5997232046747655,0.4613255420575119
2024-10-22,66.06950638167,20.3213901276334,6.0126095648162385,2.3066277102875596,1.9990773489158848,1.6992157465785023,0.5305243733661387,0.5997232046747655,0.4613255420575119
2024-10-23,66.42318929724742,19.936952175918808,6.0126095648162385,2.3066277102875596,1.9990773489158848,1.6992157465785023,0.5305243733661387,0.6304782408119329,0.4613255420575119
2024-10-24,67.18954248366013,19.16955017301038,6.0130718954248366,2.306805074971165,1.9992310649750096,1.6993464052287581,0.530565167243368,0.6305267204921184,0.461361014994233
2024-10-25,67.93018606796863,18.50684299554052,6.0126095648162385,2.3066277102875596,1.9990773489158848,1.6223281562355836,0.5305243733661387,0.6304782408119329,0.4613255420575119
2024-10-28,67.99291980914268,18.50854240418655,6.018162228720948,2.308757888256118,2.0009235031553025,1.5468677851315993,0.5310143142989072,0.6310604894566723,0.46175157765122365
2024-10-29,58.385031018611166,24.06443866319792,7.824694816890133,3.0018010806483892,2.601560936561937,2.011206724034421,0.6904142485491295,0.8204922953772265,0.6003602161296778
2024-10-31,0.11770000000000001,0.0481,0.0146,0.006,0.0052,0.00402,0.00138,0.00164,0.0012000000000000001
2024-11-01,60.74859887910328,22.31785428342674,7.305844675740593,3.00240192153723,2.602081665332266,1.9115292233787031,0.6905524419535628,0.8206565252201762,0.600480384307446
2024-11-07,60.736441865119076,22.31338803281969,6.32379427656594,3.0018010806483892,2.601560936561937,2.9117470482289374,0.6904142485491295,0.8204922953772265,0.6003602161296778
2024-11-11,60.74429771908763,22.308923569427773,6.322529011604641,3.0012004801920766,2.6010404161664664,2.9111644657863147,0.6902761104441777,0.820328131252501,0.6002400960384154
2024-11-14,60.80040020010004,22.311155577788895,6.323161580790396,3.001500750375188,2.6013006503251628,2.911455727863932,0.6903451725862931,0.7603801900950475,0.6003001500750376
2024-11-19,60.79431772709084,22.308923569427773,6.322529011604641,3.0012004801920766,2.6010404161664664,2.9111644657863147,0.700280112044818,0.7603041216486595,0.6002400960384154
2024-11-25,60.90045022511256,22.20110055027514,6.323161580790396,3.001500750375188,2.6013006503251628,2.911455727863932,0.7003501750875438,0.7603801900950475,0.6003001500750376
2024-11-26,60.99659795877527,22.203321993195917,6.32379427656594,3.0018010806483892,2.501500900540324,2.9117470482289374,0.7004202521512908,0.7604562737642585,0.6003602161296778
2024-12-05,60.984393757503,22.21888755502201,6.322529011604641,3.0012004801920766,2.5010004001600636,2.9111644657863147,0.700280112044818,0.7603041216486595,0.6002400960384154
2024-12-12,60.97658595157094,22.223334000400243,6.32379427656594,3.0018010806483892,2.501500900540324,2.9117470482289374,0.7004202521512908,0.7604562737642585,0.6003602161296778
2024-12-13,61.47688613167901,21.723033820292176,6.32379427656594,3.0018010806483892,2.501500900540324,2.9117470482289374,0.7004202521512908,0.7604562737642585,0.6003602161296778
2024-12-16,62.15729437662597,21.22273364018411,6.1436862117270366,3.0018010806483892,2.501500900540324,2.9117470482289374,0.7004202521512908,0.7604562737642585,0.6003602161296778
2024-12-23,62.197318391034614,21.182709625775466,6.1436862117270366,3.0018010806483892,2.501500900540324,2.9117470482289374,0.7004202521512908,0.7604562737642585,0.6003602161296778
2025-01-07,62.69761857114269,20.682409445667403,6.1436862117270366,3.0018010806483892,2.501500900540324,2.9117470482289374,0.7004202521512908,0.7604562737642585,0.6003602161296778
2025-01-08,62.68507402961184,20.69827931172469,6.142456982793117,3.0012004801920766,2.5010004001600636,2.9111644657863147,0.700280112044818,0.7603041216486595,0.6002400960384154
2025-01-09,62.52009646302251,20.789790996784564,6.169614147909968,3.014469453376206,2.5120578778135045,2.9240353697749195,0.7033762057877814,0.7636655948553055,0.6028938906752411
2025-01-10,62.707458508298345,20.685862827434512,6.13877224555089,2.9994001199760048,2.499500099980004,2.9094181163767248,0.6998600279944012,0.7598480303939212,0.599880023995201
2025-01-13,63.63636363636363,20.286561264822133,5.7312252964426875,2.9644268774703555,2.4703557312252964,2.875494071146245,0.691699604743083,0.7509881422924901,0.592885375494071
2025-01-15,63.64265243601146,20.2885660638403,5.731791679019667,2.964719833975689,2.4705998616464075,2.8658958395098333,0.6917679612609942,0.7510623579405079,0.5929439667951379
2025-01-20,63.685717105912545,20.264534596782156,5.725002467673478,2.9612081729345574,2.4676734774454645,2.862501233836739,0.6909485736847301,0.7501727371434213,0.5922416345869115
2025-01-24,63.78442404501037,20.165827657684336,5.725002467673478,2.9612081729345574,2.4676734774454645,2.862501233836739,0.6909485736847301,0.7501727371434213,0.5922416345869115
2025-02-04,63.794294738920144,20.165827657684336,5.725002467673478,2.9612081729345574,2.4676734774454645,2.862501233836739,0.6810778797749482,0.7501727371434213,0.5922416345869115
2025-02-07,63.75481196328102,20.195439739413683,5.725002467673478,2.9612081729345574,2.4676734774454645,2.862501233836739,0.6909485736847301,0.7501727371434213,0.5922416345869115
2025-02-10,63.78698224852071,20.17751479289941,5.719921104536489,2.9585798816568047,2.465483234714004,2.8599605522682445,0.6903353057199211,0.7495069033530571,0.591715976331361
2025-02-11,63.78069223942412,20.175525096144366,5.719357065378168,2.95828813726457,2.465240114387141,2.859678532689084,0.7001281924859482,0.749432994773691,0.5916576274529138
2025-02-12,63.76811594202898,20.171546879621413,5.718229320713792,2.9577048210588583,2.4647540175490485,2.859114660356896,0.7197081731243221,0.7492852213349108,0.5915409642117717
2025-02-13,63.860753269741366,20.119972465335824,5.703609007768709,2.950142590225194,2.4584521585209953,2.8518045038843547,0.7178680302881306,0.7473694561903825,0.5900285180450388
2025-02-18,63.86950967868723,20.12380858799253,5.699125479021323,2.9478235236317185,2.456519603026432,2.8495627395106613,0.7173037240837182,0.7467819593200354,0.5895647047263437
2025-02-19,63.84713626092936,20.14932704587877,5.698005698005698,2.9472443265546713,2.456036938795559,2.849002849002849,0.7171627861283033,0.7466352293938501,0.5894488653109342
2025-02-20,63.906081147460455,20.14932704587877,5.698005698005698,2.9472443265546713,2.456036938795559,2.849002849002849,0.7171627861283033,0.6876903428627567,0.5894488653109342
2025-02-21,63.91317159414596,20.14536882428052,5.696886356939397,2.946665357037619,2.455554464198016,2.8484431784696986,0.7170219035458206,0.6875552499754445,0.5893330714075239
2025-02-24,63.844416069148416,20.14536882428052,5.696886356939397,2.946665357037619,2.455554464198016,2.8484431784696986,0.7857774285433651,0.6875552499754445,0.5893330714075239
2025-02-25,63.844416069148416,20.184657695707692,5.696886356939397,2.946665357037619,2.455554464198016,2.799332089185738,0.7955996464001571,0.6875552499754445,0.5893330714075239
2025-02-26,63.844416069148416,20.184657695707692,6.13888616049504,2.946665357037619,2.455554464198016,2.3573322856300956,0.7955996464001571,0.6875552499754445,0.5893330714075239
2025-03-03,63.83814574739737,20.0844627774504,6.246317030053035,2.946375957572186,2.455313297976822,2.357100766057749,0.7955215085444902,0.6874877234335102,0.5892751915144373
2025-03-04,63.347083087802005,20.0844627774504,6.7373796896483995,2.946375957572186,2.455313297976822,2.357100766057749,0.7955215085444902,0.6874877234335102,0.5892751915144373
2025-03-05,63.54350815164015,19.88803771361226,6.7373796896483995,2.946375957572186,2.455313297976822,2.357100766057749,0.7955215085444902,0.6874877234335102,0.5892751915144373
2025-03-06,63.48458063248871,19.848752700844628,6.835592221567471,2.946375957572186,2.455313297976822,2.357100766057749,0.7955215085444902,0.6874877234335102,0.5892751915144373
2025-03-07,64.51232688341028,18.819369413613593,6.836263628327275,2.946665357037619,2.455554464198016,2.3573322856300956,0.7955996464001571,0.6875552499754445,0.5893330714075239
2025-03-13,64.50250466555349,18.829191631470383,6.836263628327275,2.946665357037619,2.455554464198016,2.3573322856300956,0.7955996464001571,0.6875552499754445,0.5893330714075239
2025-03-14,64.52214910126706,18.829191631470383,6.836263628327275,2.946665357037619,2.455554464198016,2.3573322856300956,0.775955210686573,0.6875552499754445,0.5893330714075239
2025-03-18,64.42629403660696,18.86439677228892,6.878567211178901,2.9521747687463096,2.4601456406219246,2.3617398149970477,0.7774060224365282,0.6888407793741389,0.5904349537492619
2025-03-19,64.43263458321032,18.85641177049503,6.879244168881016,2.952465308532625,2.4603877571105204,2.3619722468260997,0.7774825312469245,0.6889085719909458,0.5904930617065249
2025-03-21,64.46215923629563,18.85641177049503,6.849719515795689,2.952465308532625,2.4603877571105204,2.3619722468260997,0.7774825312469245,0.6889085719909458,0.5904930617065249
2025-03-24,64.95423678771775,18.974510382836336,6.849719515795689,2.952465308532625,2.4603877571105204,1.7616376340911326,0.7774825312469245,0.6790670209625037,0.5904930617065249
2025-03-25,65.44291338582677,18.976377952755904,6.358267716535433,2.952755905511811,2.4606299212598426,1.7618110236220472,0.7775590551181102,0.6791338582677166,0.5905511811023622
2025-03-26,65.83661417322834,18.976377952755904,6.358267716535433,2.952755905511811,2.4606299212598426,1.3779527559055118,0.7677165354330708,0.6791338582677166,0.5905511811023622
2025-03-27,66.32874015748031,18.976377952755904,5.866141732283465,2.952755905511811,2.4606299212598426,1.3779527559055118,0.7677165354330708,0.6791338582677166,0.5905511811023622
2025-03-28,66.48622047244095,18.976377952755904,5.708661417322835,2.952755905511811,2.4606299212598426,1.3779527559055118,0.7677165354330708,0.6791338582677166,0.5905511811023622
2025-03-31,0.1351,0.03864,0.0116,0.006,0.005,0.0028,0.00156,0.0013,0.0012000000000000001
2025-04-01,66.60758247168881,18.98572131954702,5.711472181191532,2.954209748892171,2.461841457410143,1.2801575578532742,0.7680945347119645,0.6400787789266371,0.5908419497784343
2025-04-03,66.58788774002954,18.98572131954702,5.711472181191532,2.954209748892171,2.461841457410143,1.2801575578532742,0.7877892663712458,0.6400787789266371,0.5908419497784343
2025-04-07,66.58459720307268,18.987591097104588,5.712034666141422,2.954500689383494,2.4620839078195784,1.2802836320661808,0.787866850502265,0.6401418160330904,0.5909001378766989
2025-04-08,66.48611384675989,18.987591097104588,5.810518022454205,2.954500689383494,2.4620839078195784,1.2802836320661808,0.787866850502265,0.6401418160330904,0.5909001378766989
2025-04-09,66.5519952820916,18.95026538234716,5.799095734224494,2.948692746215844,2.4572439551798704,1.2777668566935325,0.7863180656575585,0.6388834283467663,0.5897385492431689
2025-04-10,66.53233733045016,18.969923333988596,5.799095734224494,2.948692746215844,2.4572439551798704,1.2777668566935325,0.7863180656575585,0.6388834283467663,0.5897385492431689
2025-04-11,66.52579852579854,18.97788697788698,5.798525798525798,2.9484029484029484,2.457002457002457,1.2776412776412778,0.7862407862407862,0.6388206388206389,0.5896805896805897
2025-04-14,66.45700245700246,18.97788697788698,5.857493857493858,2.9484029484029484,2.457002457002457,1.2776412776412778,0.7960687960687961,0.6388206388206389,0.5896805896805897
2025-04-16,66.42077308940691,19.002655650634406,5.862102881872726,2.9507229271171433,2.45893577259762,1.2786466017507623,0.7966951903216288,0.6393233008753811,0.5901445854234287
2025-04-17,66.40763328742868,19.004524886877828,5.862679519968522,2.9510131811922093,2.4591776509935075,1.278772378516624,0.8066102695258706,0.639386189258312,0.5902026362384418
2025-04-22,66.38795986622074,19.024198308085776,5.862679519968522,2.9510131811922093,2.4591776509935075,1.278772378516624,0.8066102695258706,0.639386189258312,0.5902026362384418
2025-04-23,65.37780401416765,20.031483667847304,5.863833136560409,2.95159386068477,2.4596615505706416,1.2790240062967335,0.8067689885871704,0.6395120031483668,0.5903187721369539
2025-04-24,65.2926709296606,20.108214461387114,5.863256271519921,2.9513034923757995,2.459419576979833,1.278898180029513,0.8165272995573045,0.6394490900147565,0.5902606984751598
2025-04-25,65.31996461220879,20.092401454831414,5.858645433991939,2.9489826010026543,2.457485500835545,1.2778924604344835,0.815885186277401,0.6389462302172417,0.5897965202005309
2025-04-28,65.30291109362707,20.10228166797797,5.861526357199056,2.9504327301337527,2.4586939417781273,1.2785208497246263,0.8162863886703384,0.6392604248623132,0.5900865460267506
2025-04-30,0.1332,0.04088,0.01192,0.006,0.005,0.0026,0.00166,0.0013,0.0007999999999999999
