date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES (INTERNATIONAL),CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BOCI SECURITIES LTD,MONMONKEY GROUP SECURITIES LTD,CHINA MERCHANTS BANK CO LTD
2024-03-01,43.336239855121065,13.387886511503119,41.53196056073513,0.0,1.7439130726406868,0.0,0.0,0.0,0.0,0.0
2024-03-04,39.64739153980384,12.046452855165773,37.186352969492745,0.0,1.4441302124074855,9.675672423130152,0.0,0.0,0.0,0.0
2024-03-05,39.68878554820247,12.067012460501997,36.85685327609849,0.0,1.6455016991593634,9.74184701603768,0.0,0.0,0.0,0.0
2024-03-06,39.18927010358661,12.238788096521166,37.02772289084486,0.0,1.7603736303215374,9.783845278725826,0.0,0.0,0.0,0.0
2024-03-07,39.546658816602886,12.269649690903739,36.361495437150424,0.0,1.9546658816602884,9.620253164556962,0.0,0.24727700912569917,0.0,0.0
2024-03-08,39.63195955082603,12.252336998059851,36.32194720442119,0.0,1.9519078135104944,9.606678817096832,0.0,0.23516961608560172,0.0,0.0
2024-03-11,39.59983570967553,12.263099219620958,36.24948659273602,0.0,2.065364079094056,9.587513935340022,0.0,0.23470046353341548,0.0,0.0
2024-03-12,39.52506596306068,12.254470829668719,36.223981237173845,0.0,2.0639108765757843,9.580768103195544,0.0,0.3518029903254178,0.0,0.0
2024-03-13,39.64233362650249,12.195836997947817,36.16534740545295,0.0,2.0639108765757843,9.580768103195544,0.0,0.3518029903254178,0.0,0.0
2024-03-14,30.155877992902386,9.181977449350882,27.509995058622707,0.0,1.5363191231301379,7.340191366066215,24.006109339203093,0.2695296707245856,0.0,0.0
2024-03-15,33.803709493430226,8.652668046812286,25.87350542904221,0.0,1.444927964848536,6.903544720943006,22.578055684650806,0.2619460053234188,0.0,0.481642654949512
2024-03-18,37.578246481400264,8.093776165224673,24.416889278736893,0.0,1.3875044854670866,6.514891750727643,21.306965432000318,0.24719907499700966,0.0,0.4545273314461146
2024-03-19,33.020091868578845,7.111048774501209,21.452365089940038,0.0,1.2412777446614536,5.7295136575616255,18.73838493635822,0.21038605841719554,12.09018549037484,0.40674637960657806
2024-03-20,12.036441180552927,2.5589582465836394,7.719776406606857,63.860392928795854,0.44668206079418554,2.061803636547173,6.743132578768722,0.07570882386342129,4.350733744684609,0.1463703928026145
2024-03-21,12.120334093400018,2.610262160017133,7.707328134645183,63.757416949067135,0.44848133637360005,2.058478942793434,6.7322591617430305,0.07558674208543822,4.343718111843183,0.1461343680318472
2024-03-22,10.93327922283801,2.5896944870705507,7.758937743338702,64.1843476937515,0.4565573042827612,2.1407464711925024,6.777339539130765,0.07609288404712686,4.935891745190295,0.1471129091577786
2024-03-25,11.002977887600583,2.605334853956789,7.737439016663498,64.13229424063867,0.45618703668504085,2.139010327567636,6.771843122346829,0.07603117278084015,4.931888741050497,0.14699360070962428
2024-03-26,10.97933376414389,2.5899317038557546,7.739384954574828,64.1274185577983,0.46122071438527135,2.176860404708506,6.771328290315632,0.07602539248108868,4.931513792273286,0.14698242546343812
2024-03-27,11.272176273754656,2.575920196982133,7.7126081191994444,63.90554959277732,0.46720121219773975,2.169328871772208,6.747900751310057,0.08838941852389672,4.914451669928657,0.146473893553886
2024-03-28,11.51711902155449,2.569426094396839,7.685629081574874,63.68200520931637,0.47563323392850404,2.2145886024184316,6.7242963018886925,0.08808022850527852,4.897260704893486,0.14596152152303296
2024-04-02,11.769183732045473,2.5307925573733665,7.617336178603072,63.15750065516079,0.44176556474860545,2.193852719853244,6.668912932250135,0.04991701296594412,5.428475160046423,0.14226348695294072
2024-04-03,11.604882853900921,2.5810795645830993,7.598598486265415,63.105525006546216,0.4289330290901383,2.279330166211549,6.663424730981683,0.04987593361513236,5.546203818002718,0.14214641080312723
2024-04-05,11.782048889718231,2.6124276917335325,7.581016358773403,62.959507370778134,0.43042856254276296,2.2616159731293153,6.648006468868569,0.04976052746159109,5.533370653728929,0.1418175032655346
2024-04-08,11.786438443070569,2.6122977024219733,7.580639142171193,62.95637462836955,0.43040714525619184,2.2615034395253084,6.647675677020488,0.049758051474704246,5.533095323987112,0.1418104467029071
2024-04-09,11.852652772081578,2.6223233038788014,7.576153014428992,62.898475075500535,0.4300113095460025,2.2594235859960476,6.6415619601556,0.049712290120925144,5.528006661446876,0.14168002684463665
2024-04-10,11.930316528730783,2.628019803208715,7.5713771667514544,62.79701711066718,0.4293176826771556,2.302929534823124,6.6308488330252,0.0496321020436018,5.519089747248521,0.14145149082426514
2024-04-11,12.199404062758868,2.6508079771516178,7.556780949790433,62.57341031886352,0.42778897392465476,2.2947292936536394,6.607237793795824,0.049455372708052565,5.499437445135446,0.14094781221794983
2024-04-12,13.49684581090283,3.170891524160703,7.138360335590302,65.02383307851426,0.4573895391414952,2.392301465959169,2.384592653501728,0.06937931211696838,5.7147996351162105,0.1516066449963383
2024-04-15,13.8160747368836,3.177105916669951,7.476316238979332,66.49848239977926,0.47301825062083647,2.457067024058234,0.01313939585057879,0.06306910008277819,5.844403274337446,0.1813236627379873
2024-04-16,13.73418052504968,2.9625562179688316,7.314872921242547,66.16724192030122,1.064219223930551,2.4448279468674823,0.013073946239933062,0.3896035979500052,5.734232820834641,0.17519087961510302
