date,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,METAVERSE SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,CNI SECURITIES GROUP LTD
2024-03-01,0.0,33.318689785475385,0.0,35.62006452270177,0.0,0.0,0.0,31.061245691822847,0.0,0.0
2024-03-05,0.0,33.31613714432753,0.0,35.624996855679264,0.0,0.0,0.0,31.058865999993206,0.0,0.0
2024-03-06,0.0,33.26262188622337,0.0,35.56777290761373,0.0,0.0,0.0,31.16960520616291,0.0,0.0
2024-03-08,0.0,32.897752089909645,0.0,35.177617071416435,0.0,1.0969363676795543,0.0,30.827694470994366,0.0,0.0
2024-03-11,0.0,19.60291279429778,29.987928994794423,20.865461592364266,0.0,0.6506433793573532,0.0,18.285322557801475,10.607730681384709,0.0
2024-03-12,0.0,19.616374381456897,29.974467407635302,20.865461592364266,0.0,0.6506433793573532,0.0,18.285322557801475,10.607730681384709,0.0
2024-03-13,0.0,16.539264828240015,25.17464564958946,17.524268063194544,16.016802995622037,0.54645563161534,0.0,15.289451706644378,8.909111125094233,0.0
2024-03-14,0.0,16.563796006778826,25.166109824626997,17.518326208565693,16.01513965037266,0.5462703479896579,0.0,15.284267598579602,8.90609036308656,0.0
2024-03-15,0.0,16.54571913527929,25.138644832106156,17.70995074243111,16.016477905006553,0.5456741767448192,0.0,15.147162492399291,8.896370716032777,0.0
2024-03-18,0.0,16.542578407015775,25.139590902835092,17.710617240809217,16.017080671027866,0.5456947127112408,0.0,15.147732542501682,8.896705523099126,0.0
2024-03-19,55.03360293588383,7.4947285559901085,11.290419893649888,7.965925004945977,7.204201959126524,0.24544391073151928,0.0,6.823340718336237,3.94233702133592,0.0
2024-03-20,54.945556066620384,7.48949796331725,10.991251890746291,7.953180523028447,7.1369058584318985,0.2450512312272378,0.0,6.812424228117211,4.426132238511282,0.0
2024-03-21,55.154349420842294,7.5162616579200865,10.753107658574649,7.9325097279971,7.116526077154078,0.2459824269814878,0.0,6.838311470085362,4.442951560444943,0.0
2024-03-22,54.9836544321966,7.8024858783484055,10.719828296040957,7.907959721113317,7.094501425414148,0.24522114581288476,0.0,6.817147853598196,4.429201247475484,0.0
2024-03-25,54.9799351928298,7.808722361310203,10.719103178588945,7.907424805866055,7.094021534630936,0.2452045584079823,0.0,6.816686723741908,4.428901644624177,0.0
2024-03-26,55.09453243082522,7.557253116170106,10.458448859464493,7.9239066194446,7.108807933910918,0.2457156496822606,0.0,6.8173383356671335,4.793997054835277,0.0
2024-03-27,55.321400485619755,7.758529210781087,10.21735265284566,7.956535651797022,7.138080556015468,0.24672745664415802,0.0,6.564651915401114,4.796722070895734,0.0
2024-04-02,55.22086105263148,7.822559004655756,10.198783946461853,7.957361972149733,7.128504977789564,0.2462790616582051,0.0,6.6036758050144915,4.821974179638926,0.0
2024-04-03,54.97807576182437,8.58294026633985,10.098140453505206,7.922376453930009,7.097163631040136,0.24519626554701446,0.0,6.310844572561779,4.765262595251633,0.0
2024-04-05,55.03205037477353,8.650609960845127,9.833841924847523,7.9470809194629215,7.104131256856684,0.24543698647705964,0.0,6.416907694720917,4.769940882016234,0.0
2024-04-08,55.04229889723361,8.633598123758278,9.835673264024408,7.948560890438755,7.10545424679163,0.24548269377764742,0.0,6.418102704214217,4.770829179761452,0.0
2024-04-10,55.056280308267525,8.66457920259059,9.838171644242072,7.865909214566809,7.107259118288596,0.24554504935712326,0.0,6.416346151821656,4.805909310865626,0.0
2024-04-11,55.051619048779074,8.665538899421755,9.837338709821712,7.865243258861912,7.10665739258507,0.2455242606444687,0.0,6.422576004306688,4.805502425579325,0.0
2024-04-12,55.04882267191993,8.673564652433956,9.835145832112007,7.864843739563103,7.10291003656201,0.24551178910643423,0.0,6.423942950826286,4.8052583274762775,0.0
2024-04-15,55.05348345785796,8.703085589816745,9.835978538556356,7.865509627611693,7.040858274414781,0.24553257570710516,0.0,6.424486842984531,4.831065093050835,0.0
2024-04-16,55.06560519567832,8.705001844976671,9.83814423535813,7.867241464355547,7.020390426183767,0.24558663734539116,0.0,6.4259013937132,4.832128802388972,0.0
2024-04-22,55.07679923092152,8.686442901998674,9.8401441867417,7.868840759921369,7.021817569271953,0.24563656153062322,0.0,6.427207685842651,4.833111103771504,0.0
2024-04-23,55.04695857850124,8.668191561180926,9.833119661593946,7.8645774159118,7.018013143082174,0.24719660286851566,0.0,6.491450516423898,4.830492520437501,0.0
2024-04-24,55.04509461132419,8.689907955172538,9.812469857356193,7.825370498336161,7.021161643490446,0.24718823244504587,0.0,6.491230706810313,4.867576495065116,0.0
2024-04-25,55.03391345861813,8.688142799012223,9.810476678405855,7.823780953197922,7.019735454997828,0.2471380218060484,0.0,6.489912161673902,4.886900472288095,0.0
2024-04-26,55.10387028136742,8.68732265962884,9.8229473484881,7.718474521078493,7.028658650862164,0.24745217338458547,0.0,6.49816186819521,4.893112496995193,0.0
2024-04-29,55.275313662157785,8.733052985589786,9.513479027709181,7.742488830049554,7.050526751875257,0.24822206553503437,0.0,6.528580353798164,4.9083363232852335,0.0
2024-04-30,55.27343419832136,8.690253712350703,9.513155551665237,7.742225570977903,7.050287020805817,0.24821362552149726,0.0,6.5742608896686985,4.908169430688784,0.0
2024-05-02,55.261220798078526,8.710429814915308,9.511053493452101,7.740514823291601,7.048729166142705,0.24815877942050515,0.0,6.572808219308859,4.9070849053904,0.0
2024-05-03,55.23024177823168,8.860134412727744,9.376615543037836,7.7361755495862345,7.039681407756893,0.2480196634972264,0.0,6.604797614227509,4.904334030934881,0.0
2024-05-06,55.3826547891571,8.608625440790393,9.402491189444435,7.757524248606863,7.059108066137643,0.24870409692473355,0.0,6.623024170160027,4.9178679987788065,0.0
2024-05-07,55.22648910556206,8.677776917065838,9.375978439745348,7.781513441234298,7.039203089734534,0.24800281155918005,0.0,6.747035393925089,4.904000801173649,0.0
2024-05-08,55.100134761339895,8.717239475565531,9.496886949156053,7.763709882763583,7.023097885426688,0.24743539847304452,0.0,6.7587148569212445,4.892780790353969,0.0
2024-05-09,55.08893123943357,8.718855834256194,9.494955945149664,7.762131286012004,7.038614061534419,0.24738508738180676,0.0,6.757340606018119,4.89178594021422,0.0
2024-05-10,55.05721265488813,8.771412829345486,9.489489029090024,7.757662079369057,7.017627006700801,0.24724265033260542,0.0,6.7703843563681945,4.888969393905698,0.0
2024-05-13,55.085197744513714,8.865669349507893,9.494312451638576,7.761605229741324,7.02119400385288,0.2473683215643148,0.0,6.763659860854415,4.76099303832688,0.0
2024-05-14,55.0003972382488,8.892621846369133,9.479696501519443,7.744581597261588,7.21338871259513,0.24698751220424225,0.0,6.668662829514541,4.753663762287128,0.0
2024-05-16,54.996675733558675,8.934309663413138,9.477363493783365,7.744057573832949,7.212900631394384,0.24697080023067075,0.0,6.634379989758155,4.753342114028663,0.0
2024-05-17,55.070268824001836,8.993692637289236,9.20378580319117,7.754420184333068,7.222552481100634,0.24730128101329565,0.0,6.5788916127098656,4.929087176360893,0.0
2024-05-20,55.03826114486839,9.387980303078464,9.129593453318014,7.775306095732887,7.218354623576491,0.2471575457415965,0.0,6.2991316966060324,4.9042151370781175,0.0
2024-05-21,55.032671388705644,9.36332921617076,9.128666240135628,7.774516425705857,7.2176215182529795,0.24713244410528495,0.0,6.3509652759111574,4.885097491012687,0.0
2024-05-22,55.03360293588383,9.329633378286433,9.128820762586782,7.774648026237966,7.217743692132402,0.2471366273572539,0.0,6.574511374353248,4.6939032031620895,0.0
2024-05-23,55.05503722855869,9.307866412352464,9.132376223351901,7.777676068603872,7.207007826179435,0.24723288125521556,0.0,6.577071991748337,4.695731367950088,0.0
2024-05-24,55.03826114486839,9.335501646105932,9.129593453318014,7.775306095732887,7.204811744357772,0.2471575457415965,0.0,6.575067860687403,4.694300509187994,0.0
2024-05-28,55.01683991035373,9.370788834345428,9.126040158604136,7.772279898105356,7.202007586690007,0.2470613504832568,0.0,6.5725088032669134,4.692473458151172,0.0
2024-05-29,55.023357651130844,9.38543818596312,9.127121303289513,7.773200665377805,7.2028607948822865,0.24709061937331153,0.0,6.547901413392755,4.693029366590362,0.0
2024-05-30,52.19404280582558,8.955814068590225,8.657802437617415,7.373500738348031,6.832487886983072,0.2343851577771449,5.008778714141727,6.291475570744047,4.451712619972758,0.0
2024-05-31,52.19320490770454,8.957275648269105,8.657663449411004,7.373382367704906,6.832378201500693,0.23438139507027753,5.00869830561141,6.2913745704138195,4.451641154314244,0.0
2024-06-03,52.09286673331911,9.168860199506597,8.654329070691576,7.370542611990129,6.807280533631312,0.23429112633431673,5.006769275089508,6.215133782827456,4.4499266666100015,0.0
2024-06-04,52.09286673331911,9.18330280318474,8.654329070691576,7.370542611990129,6.85060834466574,0.23429112633431673,5.006769275089508,6.157363368114885,4.4499266666100015,0.0
2024-06-05,52.07949493767212,9.217844929365212,8.652107578056366,7.368650656415493,6.8488498517935525,0.23423098579570362,5.005484080017776,6.144552572585923,4.44878440829785,0.0
2024-06-06,52.076988490202666,9.247881946591049,8.651691175148265,7.368296022872806,6.822852321139547,0.23421971288181842,5.005243179392284,6.144256851625785,4.4485703001457715,0.0
2024-06-07,52.075317659250565,9.244376852538947,8.651413595475889,7.368059619474372,6.8226334176819865,0.24544155017760264,5.005082591856995,6.139247140716897,4.448427572826746,0.0
