date,BNP PARIBAS,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-04,10.635115826357797,4.382503406657582,2.7936720524300824,0.0,1.3803452079683343,0.0,0.0,0.0,0.0,19.191636493413792
2024-03-05,10.635278048147427,4.382503406657582,2.7949698267471286,0.0,1.3779118811238726,0.0,0.0,0.0,0.0,19.19066316267601
2024-03-06,10.635602491726688,4.382503406657582,2.796267601064175,0.0,1.3779118811238726,0.0,0.0,0.0,0.0,19.19228538057232
2024-03-07,10.63576471351632,4.382503406657582,2.812814223606515,2.8063986762701965,1.3545519434170399,0.0,1.3020011679968853,0.0,0.0,23.29403413146454
2024-03-08,10.63592693530595,4.383152293816106,2.812814223606515,2.8063986762701965,1.3545519434170399,0.0,1.3020011679968853,0.0,0.0,23.29484524041269
2024-03-11,10.63625137888521,4.373094542858997,2.812814223606515,2.8063986762701965,1.3545519434170399,0.0,1.2950256310427617,0.0,0.0,23.278136396080722
2024-03-13,10.636575822464474,4.373094542858997,2.8160586593991304,2.8063986762701965,1.355200830575563,1.1562487833365778,1.2943767438842386,0.0,0.0,24.437954058789177
2024-03-14,10.636738044254104,4.373094542858997,2.8160586593991304,2.8063986762701965,1.355200830575563,1.1562487833365778,1.2929167477775614,0.0,0.0,24.43665628447213
2024-03-15,10.637062487833365,4.373094542858997,2.814760885082084,2.8065608980598276,1.3532541690999935,1.1562487833365778,1.2862656544026994,0.0,0.0,24.427247420673545
2024-03-18,10.637239634027642,4.373094542858997,2.814760885082084,2.811103108169489,1.3547141652066705,1.1562487833365778,1.2856167672441763,0.0,0.0,24.43277788592564
2024-03-19,10.635941859710595,4.373094542858997,2.8145986632924536,2.811103108169489,1.3547141652066705,1.1562487833365778,1.2869145415612226,0.0,0.0,24.432615664136005
2024-03-20,10.635941859710595,4.373256764648628,2.8145986632924536,2.811103108169489,1.357471935630394,1.1562487833365778,1.2940523003049769,0.0,0.0,24.442673415093115
2024-03-21,10.635941859710595,4.373256764648628,2.8145986632924536,2.811103108169489,1.357471935630394,1.1562487833365778,1.2908078645123613,0.0,0.0,24.4394289793005
2024-03-22,10.635941859710595,4.373256764648628,2.8061631302316528,2.811103108169489,1.3668807994289793,1.1568976704951008,1.2909700863019922,0.0,0.0,24.441213418986436
2024-03-25,10.635941859710595,4.373256764648628,2.8060009084420217,2.811103108169489,1.3668807994289793,1.1568976704951008,1.2909700863019922,0.0,0.0,24.44105119719681
2024-03-26,10.63253520212835,4.373256764648628,2.8158964376094997,2.811103108169489,1.3668807994289793,1.1568976704951008,1.2909700863019922,0.0,0.0,24.44754006878204
2024-03-27,10.63253520212835,4.373256764648628,2.8158964376094997,2.811103108169489,1.3675296865875024,1.1568976704951008,1.2909700863019922,0.0,0.0,24.448188955940562
2024-03-28,10.63042631886315,4.373256764648628,2.8204386477191616,2.79260982415158,1.3634741418467329,1.1568976704951008,1.2929167477775614,0.0,0.0,24.430020115501915
2024-04-02,10.629939653494256,4.371958990331581,2.820763091298423,2.79260982415158,1.364123029005256,1.1406754915320225,1.2580390630069431,0.0,0.3704827720459412,24.748591914866005
2024-04-03,10.629939653494256,4.37179676854195,2.8212497566673154,2.7329122055674517,1.3599052624748558,1.1406754915320225,1.2573901758484198,0.0,0.3695094413081565,24.68337875543443
2024-04-05,10.628804100966843,4.3714723249626894,2.7995120368567905,2.6732145869833235,1.361040815002271,1.1278599701511909,1.250576860683927,0.0,0.440238141587178,24.65271883719421
2024-04-08,10.47939783271689,4.373581208227889,2.806649795600545,2.6732145869833235,1.3655830251119332,1.1510576860683928,1.2956745182012848,0.0,0.440238141587178,24.585396794497434
2024-04-09,10.479073389137628,4.377474531179028,2.806974239179807,2.6732145869833235,1.3616897021607943,1.151544351437285,1.2956745182012848,0.0,0.440238141587178,24.585883459866327
2024-04-10,10.473557848290183,4.379745636233859,2.8027564726494063,2.6732145869833235,1.3522808383622087,1.159168775549932,1.2955122964116539,0.0,0.440238141587178,24.576474596067744
2024-04-11,10.473557848290183,4.377024852378172,2.8027564726494063,2.6732145869833235,1.3516319512036856,1.1580332230225163,1.2891856466160534,0.0,0.440238141587178,24.56564272273052
2024-04-12,10.473557848290183,4.3768626305885405,2.589597041074557,2.6732145869833235,1.3479008500421776,1.1731198494581792,1.2891856466160534,0.0,0.440238141587178,24.363676594640193
2024-04-15,10.471773408604244,4.3768626305885405,2.591381480760496,2.6732145869833235,1.3479008500421776,1.1731198494581792,1.2891856466160534,0.0,0.440238141587178,24.363676594640193
2024-04-16,10.464960093439752,4.376051521640386,2.603061449613912,2.668510155084031,1.3479008500421776,1.1737687366167024,1.2891856466160534,0.0,0.440238141587178,24.363676594640193
2024-04-17,10.464960093439752,4.376051521640386,2.60468366751022,2.668510155084031,1.3479008500421776,1.1737687366167024,1.2891856466160534,0.0,0.440238141587178,24.3652988125365
2024-04-18,10.464960093439752,4.375889299850757,2.60468366751022,2.630776717928752,1.3856342871974565,1.1737687366167024,1.2856167672441763,0.0,0.440238141587178,24.36156771137499
2024-04-19,10.464960093439752,4.375889299850757,2.6020881188761273,2.630776717928752,1.3817409642463176,1.1737687366167024,1.2856167672441763,0.0,0.440238141587178,24.35507883978976
