date,EMPEROR SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,CGS INTERNATIONAL SECURITIES HK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FULBRIGHT SECURITIES LTD
2024-12-04,0.0,80.63953252444914,4.408283623476579,3.763069972541222,0.0,5.218520472345088,4.902000568112649,0.0,0.47342720718527237,0.5951656318900567
2024-12-05,0.0,80.65165956871493,4.406138038261339,3.7585344419657947,0.0,5.215980531332387,4.899614682620158,0.0,0.47319678226188067,0.5948759548435071
2024-12-09,0.0,79.28587839390212,5.755949887151488,3.7327855337667075,0.0,5.214006730366386,4.9437108915708246,0.0,0.473017717892233,0.5946508453502358
2024-12-10,0.0,79.29659516375384,5.756727896949299,3.6251571306921857,0.0,5.214711487774219,5.060622034791776,0.0,0.47308165389346196,0.5731046321452226
2024-12-11,0.0,78.68188463137565,5.712101500784592,3.5970547605316456,0.0,5.174286825552232,5.021391880473706,0.0,1.2446185002883545,0.5686619009938171
2024-12-12,0.0,76.75746636035444,7.182146373482114,3.520840170659665,0.0,5.064653757794552,4.91499835904168,0.0,2.003281916639317,0.5566130620282245
2024-12-16,0.0,76.76192226408159,7.181580709100695,3.517937543481971,0.0,5.064254866699046,4.914611254774813,0.0,2.003124138564734,0.5565692232971476
2024-12-17,0.0,76.77603161474129,7.182900731287828,3.5185841637454542,0.0,5.046805046805047,4.915514592933948,0.0,2.0034923260729713,0.5566715244134599
2024-12-20,0.0,76.77664141579908,7.182712126980793,3.518491774869041,0.0,5.046672530819625,4.915385524294661,0.0,2.003439719570954,0.5566569076658483
2024-12-23,0.0,76.77725118483413,7.182523532578015,3.5183993908442845,0.0,5.046540021793071,4.915256462433209,0.0,2.0033871158314844,0.5566422916858123
2025-01-02,0.0,76.78733209910584,7.183466603642284,3.5057312797888684,0.0,5.047202636520004,4.915901839524166,0.0,2.003650162156484,0.5567153792623522
2025-01-06,0.0,76.80346706940705,7.18497603256944,3.4854553811806426,0.0,5.048263182086808,4.916934795456037,0.0,2.0040711799855537,0.5568323593144658
2025-01-09,0.0,76.55238520424912,7.446459288049686,3.477027719054059,0.0,5.0474677311343665,4.916160037816616,0.0,2.0037554000288877,0.5567446196672663
2025-01-10,0.0,76.60066483595895,7.451155579497826,3.4161531487734695,0.0,5.050651039955853,4.919260534233796,0.0,2.0050191173185827,0.5570957442615196
2025-01-15,0.0,76.97016670388713,7.449785216031948,2.958370006436951,0.0,5.049722160188116,4.8763185896509595,0.0,2.0046503684825874,0.6909869553223074
2025-01-16,0.0,76.9756469397679,7.453114116363732,2.9649489413712886,0.0,5.051978604003207,4.865355044750227,0.0,1.9897751317536043,0.699181221990038
2025-01-17,0.0,76.91458462023736,7.440167177047327,3.025483985437723,0.0,5.052111398793486,4.865482934009752,0.0,1.9898274343843232,0.7123424500900285
2025-01-20,0.0,76.91761830295543,7.4391894555632945,3.0250864028805338,0.0,5.051447494644993,4.864843554936463,0.0,1.98956594872334,0.712248840295938
2025-01-21,0.0,76.86570093824834,7.321477642994544,3.10917441997409,0.0,5.030162655884008,4.844344992737408,0.0,2.08586869757521,0.7432706525863987
2025-01-22,0.0,76.87636596825065,7.301304785960136,3.117352213686511,0.0,5.030689298661187,4.844852180968709,0.0,2.086087081702896,0.7433484707699154
2025-01-23,0.0,76.97100032583903,7.271423916585206,3.1045943304007824,0.0,5.01010101010101,4.825024437927664,0.0,2.0775496904529165,0.7403062886933854
2025-01-24,0.0,76.94753991528185,7.271423916585206,3.1045943304007824,0.0,5.01010101010101,4.848484848484849,0.0,2.0775496904529165,0.7403062886933854
2025-01-27,0.0,77.0389414774129,7.244231493384234,3.0877903730539,0.0,4.991365094204875,4.8303533169724595,0.0,2.0697804266812097,0.7375378182904185
2025-02-04,0.0,77.05912142421212,7.244419628364779,3.0904675955383,0.0,4.991494721533288,4.807105478438145,0.0,2.069834179532794,0.737556972380569
2025-02-06,0.0,77.13335317948253,7.220978242580345,3.0804675062450655,0.0,4.975343316809257,4.791550717697157,0.0,2.063136640737241,0.7351703964484022
2025-02-07,0.0,77.13594180763904,7.220978242580345,3.077878878088557,0.0,4.975343316809257,4.791550717697157,0.0,2.063136640737241,0.7351703964484022
2025-02-10,0.0,77.13853043579554,7.220978242580345,3.0752902499320487,0.0,4.975343316809257,4.791550717697157,0.0,2.063136640737241,0.7351703964484022
2025-02-11,0.0,77.15051327525275,7.222099962459061,3.0602337894341676,0.0,4.976116195678908,4.792295045890562,0.0,2.0634571321311603,0.7352845991533871
2025-02-12,0.0,77.26119816142862,7.195921152583399,3.0436853828425754,0.0,4.949207534537589,4.766380409172257,0.0,2.052298857974224,0.7313085014613294
2025-02-13,0.0,77.26377319136336,7.195921152583399,3.0436853828425754,0.0,4.949207534537589,4.766380409172257,0.0,2.049723828039501,0.7313085014613294
2025-02-14,0.0,77.2737222987677,7.19684775750396,3.044077312352721,0.0,4.949844834468639,4.766994166806166,0.0,2.037110959450933,0.7314026706498925
2025-02-17,0.0,77.27430756750493,7.1966624174295974,3.043998918376019,0.0,4.949717361352545,4.766871402634527,0.0,2.037058497830314,0.7313838348720723
2025-02-21,0.0,77.34722953113167,7.17356984251261,3.034231366559279,0.0,4.933834760175071,4.751575515652475,0.0,2.0305220058785025,0.7290369780903851
2025-02-24,0.0,77.3966556210898,7.150624992003685,3.0245262982817516,0.0,4.918053760827011,4.759406865316462,0.0,2.024027328207162,0.7267051342741265
2025-02-25,0.0,77.40457819917341,7.151356953667805,3.024835898813865,0.0,4.918557189103425,4.749657722672194,0.0,2.024234514350057,0.7267795222192367
2025-02-26,0.0,77.39269494019062,7.1502590673575135,3.0243715217808482,0.0,4.920360775283055,4.748928548583126,0.0,2.023923751039468,0.7394613957653682
2025-02-27,0.0,77.35311041493512,7.146601879675213,3.0228246275813566,0.0,4.968991752445496,4.746499584425548,0.0,2.022888562112397,0.7390831788248833
2025-02-28,0.0,77.27964984578368,7.1169868308227855,3.0254552900674456,0.0,5.0629023382008524,4.750630303185431,0.0,2.0246490139114632,0.7397263780283349
2025-03-04,0.0,77.26580593978323,7.067088073089275,3.0786554234750674,0.0,5.074791109518753,4.749779273457793,0.0,2.0242863175135315,0.7395938631623395
2025-03-05,0.0,77.36281757267498,6.801788528307688,3.082520851216481,0.0,5.229779765031453,4.755742892649866,0.0,2.0268279246153256,0.7405224655042086
2025-03-06,0.0,77.37273041784657,6.802660072011584,3.082915828453545,0.0,5.230449880194252,4.7563522673398,0.0,2.014274182181618,0.7406173519726305
2025-03-07,0.0,77.37273041784657,6.779595863818664,3.082915828453545,0.0,5.253514088387171,4.7563522673398,0.0,2.014274182181618,0.7406173519726305
2025-03-10,0.0,77.39256373120746,6.786460402701768,3.0837060866667523,0.0,5.254860746190226,4.7575714853312485,0.0,1.9840303500249925,0.7408071978775489
2025-03-11,0.0,61.10515842645034,11.613566289825282,5.383656600555422,0.0,8.969845400275524,8.117032210098182,0.0,3.3369049441298024,1.4738361286654567
2025-03-12,0.0,56.38313139389466,10.2732845398446,6.416958812555097,0.0,8.409701293642495,7.6552473501855385,6.277548844742399,3.1285236894437953,1.455604075691412
2025-03-14,0.0,55.677550434050936,10.48084224352002,6.813470970919614,0.0,8.418330699612124,7.658998091407228,6.238840889034827,3.1481519486116527,1.563814722843598
2025-03-17,0.0,55.69433335384236,10.37141860989766,7.083820422896286,0.0,8.412805840972949,7.617055312865317,6.193728337332595,3.1091695892040443,1.5176685329887816
2025-03-18,0.0,55.47280523583841,10.272665722902689,7.390082271598859,0.0,8.415912681315525,7.615764961736526,6.154982458299994,3.15955766192733,1.5182290063806652
2025-03-19,0.0,55.39472333435992,10.152961708243506,7.592649625295145,0.0,8.422133251206242,7.584436916127707,6.118468329740273,3.1824248023816857,1.552202032645519
2025-03-20,0.0,55.43534260690366,10.145285935085008,7.62493560020608,0.0,8.453374549201442,7.629057187017002,5.959814528593508,3.194229778464709,1.5579598145285933
2025-03-21,0.0,55.34967124925284,10.15108106436919,7.655048745800441,0.0,8.45476843168374,7.630315147267967,5.903085516416926,3.2978131376630873,1.5582167075458087
2025-03-24,0.0,55.24151153441771,10.15317376873441,7.743212319871359,0.0,8.456511431339807,7.631888181087265,5.887810006803142,3.3273548147690026,1.5585379429773023
2025-03-25,0.0,55.213206652789516,10.14612229756188,7.934708682838358,0.0,8.454071432987778,7.629686115290286,5.754209517528492,3.3099070505554296,1.5580882504482596
2025-03-26,0.0,55.20629089182886,10.160780995232296,8.20210109182473,0.0,8.466285525582547,7.640709170089369,5.419908773812717,3.3435842397473734,1.5603393118821076
2025-03-27,0.0,55.20530129435809,10.257839433537706,8.203794306475919,0.0,8.468033277595426,7.642286492846968,5.338452963398773,3.3236308086125392,1.5606614231745835
2025-03-31,0.0,55.28421662083084,10.22518144786088,8.113976137796985,0.0,8.482041314282169,7.654928558135687,5.3472839684870035,3.3249932797088566,1.5673786728975827
2025-04-01,0.0,50.60282010031229,9.488028768808556,7.41175357244251,8.403520393678434,7.763792940285795,7.006719030945396,4.8944828238856815,3.009368789628087,1.4195135800132488
2025-04-02,0.0,50.35580135525397,9.617018063761112,7.5501613846995985,8.380679137016553,7.742690500009437,6.9876743615394785,4.866079012438891,3.0880160063421354,1.4118801789388247
2025-04-03,0.0,50.140547474861805,9.78927311487162,7.663138830720471,8.37625219310657,7.7386005621899,6.995302507216028,4.795593034882185,3.0901579036731,1.4111343784783141
2025-04-07,0.0,49.97642977014311,10.074859050025456,7.715950445948749,8.409858012935342,7.734806629834254,6.908905775649124,4.778156996587031,3.0509305526747497,1.350102766202176
2025-04-08,0.0,49.95004241681591,10.08766141954944,7.725516071260251,8.407955509473089,7.733056838533321,6.9073428221321524,4.788387218399472,3.050240361956829,1.3497973418795364
2025-04-09,0.0,49.902938238564616,10.107616050057484,7.693322527752125,8.40573700974387,7.731016415688197,6.905520269888238,4.8248176558171085,3.0532049228217644,1.3758269096665976
2025-04-10,0.0,50.0236335104271,10.105689058630013,7.68750827172865,8.432436520390993,7.755572781758711,6.927454576392959,4.847705658807737,2.847365336257586,1.3726342856062468
2025-04-11,85.01208588487663,7.497499227806887,1.5146319968488853,1.1521971373596946,1.2638463434884994,1.1623985876658798,1.03828094227396,0.7265699606960789,0.4267606711420807,0.20572924784140145
2025-04-15,85.00774987319677,7.497116820483467,1.5145547435741225,1.157238834940452,1.263781881448192,1.162339299932844,1.0382279851179765,0.7265329022495884,0.4267389043634478,0.2057187546931362
2025-04-22,84.9658578861061,7.3614419272522325,1.571018712314102,1.3662509948085861,1.2631590872401106,1.1595007406190612,0.9731422923222018,0.7120138890855691,0.44692041248091813,0.180694057771119
2025-04-23,85.00245090400107,7.339678294057479,1.5886958073957798,1.4144407830425778,1.2637031034394826,1.1588667473245478,0.9712946723297188,0.6380850647860347,0.449946306785179,0.1728383168381355
2025-04-24,84.96248906107954,7.324332973658796,1.6179690000198244,1.4285026494136173,1.2693395865725283,1.1583219341993845,0.9855648731085225,0.637785084551837,0.4474691090550189,0.16822572834093746
2025-04-25,84.89468813936311,7.319054046788293,1.6291290653943782,1.4420777691939815,1.2649308532765104,1.157397581633317,0.9887401345297826,0.6712340008885643,0.4544695638393906,0.17827884509266254
2025-04-28,84.91006608833477,7.317549495492691,1.6277259669133775,1.434414049785602,1.2634617833944215,1.157607234337631,0.9872210350537057,0.6515432404511555,0.4653071621640746,0.1851039440725698
2025-04-29,84.90285698113742,7.3208903479602085,1.6321159207007316,1.4325942067950588,1.2644865499724065,1.1575089501761735,0.9882692552604395,0.6514879225685944,0.4686637705358786,0.18112609489309314
2025-04-30,84.90814354004692,7.322478298893646,1.638444143177772,1.4309852457949241,1.2470176014581558,1.1575810235959731,0.9934252794185491,0.6520945423875604,0.468692952341059,0.18113737288543344
2025-05-02,84.90429870464341,7.321014662972386,1.6406340653027263,1.4377127913986285,1.2492252482743202,1.1575286056733054,0.9945123521603899,0.6486688421034758,0.4669736428755388,0.17943108459581308
