date,LIVERMORE HOLDINGS LTD,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB INTERNATIONAL SECURITIES LTD,ADVENT SECURITIES (HONG KONG) LTD,DINGXIN (SECURITIES) LTD,BANK OF CHINA (HONG KONG) LTD,GOLDLINK SECURITIES LTD
2024-11-21,45.95631371502041,27.0000632319982,16.865379075829217,8.29744331953939,0.0,0.0,0.8269340209227656,1.0538666366900156
2024-11-22,45.94372488972551,26.97159553844857,16.860759138032762,8.298682325176298,0.0,0.0,0.8716601578962155,1.0535779507206473
2024-11-25,45.93694914778114,26.97253376219337,16.85827252744166,8.298160724192902,0.0,0.0,0.8806612684612306,1.0534225699297015
2024-11-26,43.09959745487599,24.91429684456564,18.262563303467083,7.661342682768471,0.0,4.172185430463577,0.9161147902869757,0.9738994935722634
2024-11-27,43.07554540381296,24.93802966789093,18.252371744124176,7.663556253487859,0.0,4.169857111338948,0.9272838176320195,0.9733560017131067
2024-11-28,41.30185908762848,23.91179910903163,17.49769791692591,7.341778452502426,0.0,8.073467559294194,0.940120952689082,0.9332769219282746
2024-11-29,41.28105469357296,23.922141724448867,17.48888405211281,7.338080283573271,0.0,8.06940082708871,0.9676316034949163,0.9328068157084668
2024-12-02,41.28952802726843,23.953175926156295,17.492473813848182,7.339586495160849,0.0,8.071057149254845,0.9211803050282387,0.9329982832831587
2024-12-03,41.27258483691665,23.94521195239931,17.485295763438987,7.336574690060807,0.0,8.06774518459568,0.9599721458859225,0.932615426702645
2024-12-04,41.27515109309324,23.968463202924863,17.48638296813988,7.337030865272216,0.0,8.068246822692567,0.9320516328002586,0.9326734150769767
2024-12-05,41.25745041859077,23.999825975624155,17.478884006538344,7.333884410523503,0.0,8.064786789063811,0.9328949576437099,0.9322734420156995
2024-12-06,41.249502883276996,24.017573076158282,15.475243587194273,7.332471664346789,0.0,10.06350666136409,0.9296082720222708,0.9320938556373037
2024-12-09,41.11231536246245,24.2541727309324,15.421918062738055,7.308085343572911,0.0,10.030037469420618,0.944477131266838,0.928993899606726
2024-12-10,41.105696292672654,24.258317800992003,15.419435138800305,7.30690874414054,0.0,10.028422636555598,0.952375054956623,0.928844331882272
2024-12-11,41.09678937137055,24.271634287978404,15.416094003442172,7.3053254584401275,0.0,10.026249644020158,0.9552641679977217,0.9286430667508637
2024-12-12,41.090683998761996,24.28288455586506,15.413803775920767,7.304240173320952,0.0,10.024760136180749,0.9551222531723925,0.9285051067780872
2024-12-13,41.07898710364118,24.31310180945073,15.40075249387361,7.302160944577836,0.0,10.021906482833733,0.9548503675833561,0.9282407980395554
2024-12-16,41.04723567131047,24.371602945814086,15.388848696211376,7.2965168407318775,0.0,10.014160189462098,0.9541123292584142,0.9275233272116793
2024-12-17,40.99379266000594,24.429345137995846,15.386660401622319,7.2954792758927685,0.0,10.012736175685033,0.9545949154219012,0.9273914333761994
2024-12-18,40.99480647953506,24.427476196364537,15.387040929887474,7.295659700754296,0.0,10.01298380116236,0.954618523556325,0.927414368739953
2024-12-20,40.99252545610792,24.431681185045967,15.386184767757452,7.295253757364806,0.0,10.012426661061275,0.9545654068958696,0.9273627657667127
2024-12-23,40.99227202472952,24.43214837712519,15.386089644513138,7.295208655332303,0.0,10.012364760432767,0.9545595054095827,0.9273570324574961
2024-12-30,40.97555247935927,24.462970287239827,15.379814109853166,7.2922331537054434,0.0,10.008281010530478,0.9541701685865427,0.9269787907252682
2025-01-02,40.976312162805215,24.4621878341048,15.379481253051361,7.292368351121356,0.0,10.008466563255116,0.9541878588246927,0.9269959768374605
2025-01-06,40.977325117885904,24.462174539117107,15.379861441576178,7.292548622140919,0.0,10.008713977590864,0.9523574090439962,0.9270188926450321
2025-01-07,40.97783161420705,24.453824618218,15.380051542887513,7.301909064502772,0.0,10.008837689345949,0.9505151198650243,0.9270303509736909
2025-01-08,40.960617760617765,24.485559845559845,15.373590733590733,7.298841698841699,0.0,10.004633204633205,0.95011583011583,0.9266409266409266
2025-01-09,40.94973999184773,24.505613952741513,15.369508022579332,7.296903370842031,0.0,10.001976308995912,0.9498635111599698,0.9263948418335206
2025-01-10,40.94392402171161,24.516336196516015,15.367325136932585,7.2958670132949655,0.0,10.000555757961232,0.9497286048622646,0.9262632687213245
2025-01-13,40.94316553870474,24.517734525514992,15.367040458430075,7.295731857926197,0.0,10.000370498443907,0.949711011213753,0.9262461097663389
2025-01-14,40.94240708379902,24.51913280270706,15.366755790474663,7.295596707564821,0.0,10.00018524579029,0.949693418217071,0.9262289514470784
2025-01-15,40.92421259235028,24.540331689493208,15.359926922151107,7.292354600386375,0.0,9.995741240224913,0.9616156129836625,0.9258173424104581
2025-01-16,40.92118174917145,24.545920225142105,15.358789367466718,7.291814529318463,0.0,9.99500095660707,0.9615443958254902,0.9257487764687005
2025-01-17,40.89997841038769,24.5850168090553,15.350831200074023,7.288036270548684,0.0,9.98982203990994,0.9610461709280449,0.9252690990963205
2025-01-20,40.89972612203607,24.58548200054282,15.350736509659749,7.287991314860964,0.0,9.98976041846579,0.9610402427891139,0.9252633916454884
2025-01-21,40.900735294117645,24.583621200157914,15.351115278326096,7.288171140939598,0.0,9.99000690880379,0.9610639557836557,0.9252862218712989
2025-01-22,40.90174451600168,24.581760307942854,15.351494065684607,7.288350975892614,0.0,9.990253411306043,0.9610876699484294,0.9253090532237768
2025-01-24,40.90199682925475,24.579444441017355,15.351588765445046,7.28839593601757,0.0,9.990315038832376,0.9629442281949576,0.9253147612379479
2025-01-27,45.09674317990626,26.62139967151384,16.615257247392808,7.888341411956362,0.0,1.7359024689874345,1.0408738265966964,1.001482193646597
2025-02-03,45.081994567067355,26.666755658192447,16.60982332957344,7.885761578353702,0.0,1.7353347527481695,1.0191754490178673,1.0011546650470209
2025-02-04,45.470763265251165,26.896718861497448,15.890700523743487,7.953765163653009,0.0,1.7502995705034132,1.0279644015995044,1.0097882137519691
2025-02-05,45.46678424060474,26.894365201704375,15.889309971122584,7.953069150977053,0.0,1.7501464064782344,1.0366251792217234,1.009699849891289
2025-02-06,45.461275971381845,26.899856639991388,15.887384992293557,7.952105642192264,0.0,1.7499343774608451,1.0398648512219253,1.00957752545818
2025-02-07,45.46066402385263,26.90084063023711,15.88717113454795,7.951998600071343,0.0,1.749910821852348,1.0398508537545683,1.009563935684047
2025-02-10,45.464948002557804,26.89327903611214,15.888668259684312,7.95274795544038,0.0,1.750075724430384,1.0406219499882206,1.00965907178676
2025-02-11,45.46188793538617,26.891468955073194,15.887598855796735,7.952212687195019,0.0,1.749957933703517,1.0472825172471816,1.0095911155981827
2025-02-12,45.45607494246067,26.89004939634171,15.885567384954976,7.951195876011144,0.0,1.7564639218272609,1.0511864543655869,1.0094620240386556
2025-02-13,45.455769036643225,26.888522494027388,15.88546047982772,7.951142366836031,0.0,1.756452101349305,1.0531982906558095,1.0094552306605202
2025-02-14,45.45791046383288,26.88844321210326,15.886208845936414,7.951516946186772,0.0,1.7565348480361807,1.0498828976767975,1.00950278622769
2025-02-17,45.455769036643225,26.895252195565128,15.88546047982772,7.951142366836031,0.0,1.756452101349305,1.0464685891180725,1.0094552306605202
2025-02-18,45.447816930312676,26.90871411173387,15.882681451477248,7.949751381029599,0.0,1.7561448247555864,1.0456126657740157,1.0092786349170035
2025-02-19,45.44659377628259,26.910008410428933,15.882253994953743,7.949537426408747,0.0,1.75609756097561,1.0462573591253153,1.0092514718250631
2025-02-20,45.44628799806225,26.910500181664045,15.882147134417934,7.949483939552972,0.0,1.7560857454281216,1.046250319594149,1.0092446812805296
2025-02-21,45.44842853201811,26.906384782564814,15.882895188367572,7.94985836265888,0.0,1.756168457599634,1.0469724597797052,1.009292217011284
2025-02-24,45.450875103458024,26.900431327425288,15.883750193458088,7.95028631797108,0.0,1.756262995336819,1.049047513306552,1.0093465490441489
2025-02-25,45.45209848795817,26.898463733202338,15.884177730524135,7.950500312905852,0.0,1.7563102680223677,1.0490757501329009,1.0093737172542343
2025-02-26,45.45332193831887,26.89649603305451,15.884605290606515,7.950714319360983,0.0,1.7563575432528278,1.0491039884793714,1.0094008869269127
2025-02-27,45.45240434437371,26.897971818096174,15.884284618386877,7.950553813439565,0.0,1.7563220865913893,1.0490828095770022,1.0093805095352812
2025-02-28,45.458828280109024,26.88831308678534,15.886529595854224,7.951677490998418,0.0,1.75657031328869,1.0485580644075783,1.0095231685567185
2025-03-03,45.48362333674514,26.84843505898831,15.895194742229165,7.956014652803965,0.0,1.7575284167429834,1.0491299897645854,1.0100738027258525
2025-03-04,45.48025451974548,26.853853146146854,15.894017439315894,7.955425377907956,0.0,1.7573982426017574,1.049052284281049,1.00999899000101
2025-03-05,45.47933583808023,26.855330666989857,15.89369638696993,7.955264681722081,0.0,1.757362743909829,1.0490310938741432,1.0099785884539247
2025-03-06,45.46647819063005,26.873990306946688,15.889203015616586,7.953015616585891,0.0,1.7568659127625201,1.0507539041464726,1.0096930533117932
2025-03-07,45.46372392625649,26.879766303872277,15.888240480854012,7.952533839495453,0.0,1.7567594854915898,1.0506902516675753,1.008285712362606
2025-03-10,45.46647819063005,26.875336564351105,15.889203015616586,7.953015616585891,0.0,1.7568659127625201,1.0507539041464726,1.0083467959073775
2025-03-11,45.46341791747997,26.880258464023694,15.888133539745574,7.952480312310694,0.0,1.7567476610352022,1.0506831796459581,1.0082789257589015
2025-03-12,45.46402993915244,26.87927413709547,15.888347423402077,7.952587367400786,0.0,1.7567713101071563,1.050697323784395,1.0082924990576705
2025-03-13,45.46372392625649,26.879766303872277,15.888240480854012,7.952533839495453,0.0,1.7567594854915898,1.0506902516675753,1.008285712362606
2025-03-14,45.46096999555789,26.884195506737203,15.887278062701075,7.952052120771581,0.0,1.7566530711141621,1.0506266069000796,1.0082246362180134
2025-03-17,45.461275971381845,26.883703399584054,15.887384992293557,7.952105642192264,0.0,1.756664894297233,1.050633678160146,1.0082314220909023
2025-03-18,45.45852233723231,26.8867861036706,15.887768699608307,7.95162397534088,0.0,1.7565584913787302,1.0505700402460527,1.0081703525231178
2025-03-19,45.45729860690491,26.888754290329093,15.887341005451242,7.951409919913857,0.0,1.756511205330103,1.0505417592031765,1.0081432128676224
2025-03-20,45.458828280109024,26.886294040448227,15.887875626745634,7.951677490998418,0.0,1.75657031328869,1.0505771107446917,1.0081771376653095
2025-03-21,45.45454545454545,26.893182322895846,15.886378777784508,7.950928337337398,0.0,1.7564048210284053,1.0504781324235022,1.0080821539848854
2025-03-24,45.45515723736011,26.892198362012692,15.88659259608202,7.95103535064638,0.0,1.7564284608706773,1.0504922710418112,1.008095721986312
2025-03-25,45.45332193831887,26.89515016520528,15.885951158455752,7.950714319360983,0.0,1.7563575432528278,1.050449856328607,1.008055019077677
2025-03-26,45.45026343590399,26.900069307530295,15.884882210842926,7.950179324823535,0.0,1.7562393599483221,1.0503791727507015,1.0079871882002247
2025-03-27,45.444453415146135,26.908068249098445,15.882851606652673,7.950508638785727,0.0,1.7560148554819959,1.0502449001560903,1.0078583346789385
2025-03-28,45.42978208232446,26.931665321495828,15.87772397094431,7.947941888619854,0.0,1.7554479418886197,1.0499058380414312,1.0075329566854991
2025-03-31,45.42672674692313,26.936579460622774,15.876656130203779,7.947407357589616,0.0,1.7553298809603874,1.0498352276548524,1.0074651960454637
2025-04-01,45.435588352022386,26.922326635768627,15.879753264137872,7.9489576956969215,0.0,1.7556723014105917,1.050040023947101,1.0076617270165007
2025-04-02,45.465223428809516,26.873989072730218,15.890110733346752,7.954142353368007,0.0,1.7568174276288822,1.051398016075216,1.0083189680414044
2025-04-03,45.50596202547849,26.81924475396329,15.886158628481498,7.961269572212293,0.0,1.758391603915891,1.059750955156972,1.0092224607915727
2025-04-07,45.500444260019094,26.818687348053977,15.884232373251168,7.960304238961367,0.0,1.7581783924590988,1.0690532984032912,1.0091000888520039
2025-04-08,45.484205273864816,26.836051476713124,15.87856333344781,7.957463227792738,0.0,1.757550903320559,1.0774258411160516,1.0087399437449032
2025-04-09,45.47042655157859,26.857542153296833,15.873753173235963,7.95505263986978,0.0,1.757018481007034,1.077772639115809,1.0084343618959912
2025-04-10,45.46308131258367,26.846472833545686,15.871188945898632,7.953767590062939,0.0,1.756734654317024,1.1004832029916989,1.0082714606003456
2025-04-11,45.45420898101683,26.858730243115588,15.868091609628795,7.952215375359774,0.0,1.7563918193863932,1.10228727975284,1.0080746917397767
2025-04-14,45.45115035922861,26.867016441009056,15.867023842928576,7.951680269376038,0.0,1.7562736314691936,1.0988485977736373,1.0080068582148858
2025-04-16,45.4480921490431,26.87193724132873,15.86595621991911,7.95114523540221,0.0,1.756155459456695,1.098774661031718,1.0079390338184404
2025-04-17,43.08813275827204,25.482951337744748,15.042092981568652,7.538270261373908,5.186268699752041,1.6649644903263012,1.041719161955115,0.9556003090072027
2025-04-23,43.08565909991191,25.487229307306098,15.041229425951924,7.537837494761404,5.185970959838387,1.6648689059259765,1.0416593576157547,0.955545448688549
2025-04-24,43.08263612537561,25.49245726976829,15.040174103728726,7.537308625265579,5.185607101921736,1.6647520954508894,1.0415862727476255,0.955478405741545
2025-04-25,43.08236133054303,25.496121662623878,15.040078172687906,7.537260549900466,5.185574026461097,1.6647414771295777,1.0383904692593686,0.955472311394677
2025-04-28,43.08153696707765,25.497547264040165,15.039790386907855,7.537116327484739,5.185474802610724,1.6647096229783505,1.0383706000799826,0.9554540288205244
2025-04-29,43.08126218626642,25.498022452388653,15.039694460761895,7.5370682545726595,5.185441728837753,1.6646990051988357,1.0383639771891588,0.9554479347846192
2025-05-02,43.079888334786446,25.497209326354152,15.039214848386473,7.536827899210473,5.1852763663011885,1.664645918332854,1.041519840857299,0.9554174657711169
