date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,FIRST SHANGHAI SECURITIES LTD,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-06-07,43.414155143225294,24.247963321854005,11.793021807634476,10.530250704043178,0.0,3.537402439818792,2.779523851747525,2.3780882257284963,1.3195945059482324
2024-06-11,43.40629899342311,24.243575452698746,11.790887762974716,10.546440993844165,0.0,3.536762317642369,2.7790208739586895,2.377657891030458,1.3193557144277552
2024-06-12,43.40687888043066,24.244142235288592,11.79104528349086,10.546581889157752,0.0,3.5363237665979486,2.777964949275345,2.377689655381517,1.3193733403773267
2024-06-13,43.430403719484254,24.257524648727223,11.797435571153143,10.552297726092066,0.0,3.477482347595419,2.779470498165608,2.3789782706403186,1.3264072181419688
2024-06-14,43.430931474520655,24.257819419894602,11.797578930539794,10.552425954885573,0.0,3.4770385354043643,2.779504273572427,2.379007179369142,1.3256942318134415
2024-06-18,43.43103702706709,24.257878374987754,11.797607602835221,10.552451601018245,0.0,3.47704698583955,2.7795110287522946,2.3790129611992166,1.3254544183006236
2024-06-19,43.431802298372745,24.25830580798331,11.797815481145108,10.552637539208243,0.0,3.477047492797637,2.7795600047883195,2.379054880307753,1.3237764953968845
2024-06-20,43.436605651327895,24.260988662452235,11.799120264019795,10.544446547902124,0.0,3.477432037888237,2.7798674110449446,2.379317992582286,1.3222214327824788
2024-06-24,43.437133557104524,24.26128351781373,11.799263664353523,10.544574699588022,0.0,3.477474300777638,2.7799011960988764,2.3793469095681754,1.321022154695507
2024-06-27,43.43702797492266,24.26122454616807,11.79923498400793,10.544792137945699,0.0,3.4774658481175753,2.779894439022393,2.3793411261147672,1.3210189437009048
2024-07-03,43.437344723008096,24.26140146196511,11.799321025462996,10.544869031851123,0.0,3.4774912062210395,2.77991471035039,2.3793584765593403,1.3202993645819123
2024-07-10,43.4373711188904,24.261416205064666,11.799328195640895,10.544875439727196,0.0,3.4774933194130213,2.7798556319250043,2.379359922441143,1.3203001668976815
2024-07-11,43.43816301027722,24.261858506383327,11.799543305030063,10.54433845374401,0.0,3.4764628775366035,2.779906310492212,2.379403299712378,1.3203242368241819
2024-07-12,43.43837418619013,24.2619764561253,11.799600668858472,10.544389715356948,0.0,3.476479778463599,2.7796767486115677,2.3794148672518216,1.3200875791421611
2024-07-18,43.438585364156324,24.26209440701411,11.799658033244635,10.544440977468307,0.0,3.4760105242368486,2.779690262157906,2.379426434903738,1.3200939968181304
2024-07-23,43.4386381589687,24.26212389491551,11.799672374428326,10.54433225409679,0.0,3.4760147489444884,2.7796936405650214,2.3794293268342908,1.3200956012468728
2024-07-26,43.43869095390941,24.262153382888584,11.799686715646878,10.54422353046099,0.0,3.476018973662397,2.7796970189803485,2.3794322187718735,1.320097205679515
2024-07-29,43.438928532730735,24.262286079654462,11.799751251561757,10.544281199882954,0.0,3.4760379850200724,2.779347602581889,2.3794452325779885,1.3199221159901395
2024-07-31,43.43895493053797,24.26230082382916,11.799758422262542,10.544287607635445,0.0,3.4760400974059844,2.779288521657758,2.3794466785652326,1.3199229181059087
2024-08-05,43.44001086913666,24.262890605511846,11.800045257440626,10.544543924121383,0.0,3.4761245949477724,2.776925225809449,2.379504519496154,1.319955003536112
2024-08-06,43.4410668590733,24.263480415868717,11.800332106564152,10.544800253068995,0.0,3.476209096597687,2.7745618150616917,2.3795623632392036,1.3199870905262545
2024-08-07,43.44180608257703,24.263893300180786,11.800532909248702,10.54425040370201,0.0,3.476268250197124,2.773636646214099,2.3796028555326645,1.3200095523475792
2024-08-09,43.44349583077546,24.26483708851944,11.800991912476743,10.544660541533055,0.0,3.4764034659844656,2.7698548496653084,2.37969541452136,1.3200608965241714
2024-08-12,43.443284605061926,24.26471911096193,11.800934535120494,10.544609272559317,0.0,3.4763865634357973,2.769841382411907,2.379683844253997,1.3205406861946327
2024-08-13,43.433992706683966,24.281403910260508,11.798410483694314,10.542353931171421,0.0,3.4756430139789916,2.7692489528826387,2.3791748638522274,1.3197721374759386
2024-08-14,43.43251481659038,24.283008145272618,11.798009029605309,10.541995215808935,0.0,3.47552475134507,2.769154726095298,2.379093909771263,1.3206994055111267
2024-08-21,43.43251481659038,24.283251188961525,11.798009029605309,10.541995215808935,0.0,3.47552475134507,2.769154726095298,2.379093909771263,1.3204563618222216
2024-08-28,43.430403719484254,24.287174537529996,11.797435571153143,10.541482807635315,0.0,3.4753558186853843,2.7690201275220088,2.3789782706403186,1.3201491473495808
2024-08-29,43.43029817001611,24.287601574667256,11.7974068996939,10.541457188534213,0.0,3.4753473724834865,2.769013397936817,2.3789724889788624,1.3199029076893578
2024-08-30,43.432303697644215,24.29601440461417,11.797951681251345,10.530034889882101,0.0,3.4755078573400606,2.769141265649132,2.3790823453522743,1.3199638582667044
2024-09-03,43.43209258075047,24.29662542988132,11.797894333454904,10.529983705209226,0.0,3.475490963499289,2.7691278053338237,2.379070781045711,1.3197144008252546
2024-09-05,43.43135368778479,24.297913341368524,11.797693620557716,10.529804562772696,0.0,3.4754318363499253,2.769080695260722,2.379030306858065,1.319691949047559
2024-09-11,43.43124813369916,24.298097325146585,11.797664947844181,10.529778971493627,0.0,3.4754233897785314,2.7690739653811303,2.379024524943678,1.3196887417131067
2024-09-13,43.43019262106099,24.29993711374213,11.79737822837402,10.52952306554436,0.0,3.4753389263226437,2.7690066683843346,2.378966707345509,1.3196566692260108
2024-09-16,43.429770430370816,24.301645117468045,11.79726354448809,10.529420706647429,0.0,3.473846972100113,2.768979750501501,2.3789435810931145,1.320129897330895
2024-09-17,43.42660426181638,24.307163768579393,11.796403486410584,10.528653078349894,0.0,3.473593717594345,2.7687778830606415,2.378770148530967,1.320033655657792
2024-09-23,43.42660426181638,24.30837882164977,11.796403486410584,10.528653078349894,0.0,3.4723786645239674,2.7687778830606415,2.378770148530967,1.320033655657792
2024-09-26,43.426709793330524,24.31159703939401,11.796432152992796,10.528678664156569,0.0,3.4689849459285305,2.768784611501128,2.37877592920896,1.3200368634874802
2024-09-27,43.42686809156344,24.315087828840422,11.796475153127355,10.528352524964088,0.0,3.466081445922521,2.768794704223174,2.3787846002786286,1.319555651080368
2024-09-30,43.42581279180889,24.31668401283292,11.796188491484903,10.528096679485847,0.0,3.4659972179995813,2.768727420799336,2.3787267943415413,1.3197665912469836
2024-10-02,43.42285822533439,24.33009493451392,11.795385912999823,10.509399144070652,0.0,3.453611919008842,2.763193272271646,2.378321963011243,1.3471346287894899
2024-10-03,43.421486598986974,24.329326403822687,11.795013324396555,10.507609284919122,0.0,3.449797352363662,2.7629237529884643,2.378246837393068,1.3555964451294655
2024-10-04,43.421592105629564,24.32938551984442,11.795041984222658,10.507634816577848,0.0,3.4498057347698112,2.762930466411512,2.378009633551686,1.3555997389925007
2024-10-07,43.420115059289756,24.32855792168209,11.794640759330942,10.5072773846461,0.0,3.449688384790538,2.7628364814576063,2.377928742219633,1.3589552665833304
2024-10-08,43.41684481425582,24.326725583245917,11.793752429916854,10.506486014755891,0.0,3.4569602028558215,2.7614136146631987,2.377749645281505,1.3600676950249944
2024-10-09,43.418321638108715,24.327553056747455,11.79415359437222,10.506843392847806,0.0,3.454648148693266,2.7605356870778386,2.3778305244289277,1.360113957723773
2024-10-10,43.40556097782151,24.33133335880227,11.790687288404722,10.503755427809807,0.0,3.4536328263644855,2.7597243646502436,2.3771316791857675,1.378174076961202
2024-10-15,43.40693159819964,24.34497539896773,11.791059603746483,10.504087105615877,0.0,3.4304234312808943,2.75981150865592,2.3772067420359555,1.3855046114974932
2024-10-17,43.401660455080155,24.348090830108035,11.789627750343962,10.502811536382241,0.0,3.4300068560427706,2.7594763695223916,2.376918064709535,1.3914081378109102
2024-10-21,43.401660455080155,24.354162605888323,11.789627750343962,10.502811536382241,0.0,3.4178633044821938,2.7594763695223916,2.376918064709535,1.3974799135911988
2024-10-22,43.40187127622482,24.354280904874678,11.789685017803123,10.50286255320342,0.0,3.416908417718767,2.7594897735249297,2.3769296104564472,1.3979724461938141
2024-10-23,43.401792218055554,24.354236542620118,11.78966354244074,10.50278270389526,0.0,3.416902193689339,2.759484747008718,2.376925280788211,1.3982127715020543
2024-10-24,43.401212466947975,24.355368435504076,11.78950605884047,10.502642410151752,0.0,3.416735117237536,2.759447886449357,2.376893530369766,1.398194094499067
2024-10-28,43.401212466947975,24.357797120747257,11.78950605884047,10.502642410151752,0.0,3.416735117237536,2.7570192012061767,2.376893530369766,1.398194094499067
2024-10-30,43.40058002885841,24.359870831237554,11.789334263347556,10.502489366706103,0.0,3.416685328918103,2.7560075662594667,2.376858894517033,1.3981737201557776
2024-10-31,43.39783967677809,24.364646817760896,11.788589874063987,10.501826229979233,0.0,3.4164695963001828,2.7558335494361303,2.37670881748553,1.3980854381959484
2024-11-01,43.39731272566659,24.365565207563826,11.788446733055508,10.5016987132861,0.0,3.416428112381522,2.7558000871817234,2.376679958690659,1.3980684621740744
2024-11-04,43.392676107625874,24.375103000770522,11.787187242055683,10.500576699902,0.0,3.416063097332761,2.7542915506005206,2.376183210756424,1.3979190909562103
2024-11-06,43.392676107625874,24.38627275553585,11.787187242055683,10.489406945136674,0.0,3.416063097332761,2.7542915506005206,2.376183210756424,1.3979190909562103
2024-11-08,43.39167514968726,24.388138378205216,11.786915341824994,10.4891649813747,0.0,3.4158628899260663,2.7542280161463193,2.3761283982935444,1.3978868445419037
2024-11-11,43.390621559639406,24.389974304212437,11.786629144607298,10.488910294737309,0.0,3.4157799496124417,2.7541611409400195,2.3760707036960387,1.3978529025550512
2024-11-12,43.38977872443869,24.39144298082716,11.7864001968397,10.488706554332222,0.0,3.4157136002614537,2.7541076431131946,2.3760245500352597,1.3978257501523124
2024-11-13,43.389568020754595,24.39302415788209,11.786342961287533,10.488655620467673,0.0,3.4156970133264535,2.7540942689812247,2.3747989950839834,1.3978189622164447
2024-11-14,43.387671779680915,24.399970277796875,11.785827866331504,10.488197237946192,0.0,3.415547738160385,2.7539739076383523,2.37105331868563,1.397757873760149
2024-11-15,43.38682905907039,24.40143866041779,11.785598949691185,10.487993525241244,0.0,3.4154813978301224,2.753920417084985,2.3710072656152916,1.397730725048996
2024-11-18,43.38464340505187,24.412833755932574,11.785005238598126,10.478239701678838,0.0,3.413306439212248,2.7549955646741826,2.370887823801487,1.40008807105068
2024-11-19,43.384011449752,24.41393478400519,11.784833574250216,10.478087072117017,0.0,3.4132567198432495,2.754955434482678,2.3708532886524565,1.4000676768971885
2024-11-20,43.373692118682854,24.43191370308421,11.782030430991128,10.475594751885316,0.0,3.412444841804796,2.7543001401413028,2.37028935693696,1.399734656473435
2024-11-21,43.368165924728096,24.440692356457618,11.780529295575578,10.474260067989096,0.0,3.4129808003940267,2.753827876018856,2.3699873610017397,1.399556317834988
2024-11-22,43.36785018474864,24.441242462595014,11.780443527962436,10.474183810610253,0.0,3.412955952340972,2.75380782689899,2.369970106415462,1.399546128428228
2024-11-27,43.367113476008626,24.442768690142653,11.780243408388344,10.473763203334318,0.0,3.412897974957527,2.75376104675458,2.369929846691184,1.3995223537227615
2024-12-04,43.367113476008626,24.451747765413636,11.780243408388344,10.473763203334318,0.0,3.412897974957527,2.7355602185025933,2.369929846691184,1.408744106703768
2024-12-09,43.367008233946144,24.453629843584928,11.780214820432782,10.473737785907305,0.0,3.4128896926349745,2.7319134231072613,2.36992409541366,1.4106821049729517
2024-12-10,43.366376792297785,24.453273788579853,11.780043295613174,10.473585283935845,0.0,3.412597325956199,2.731873645313373,2.369889588334702,1.412360279969072
2024-12-11,43.360379013618285,24.45450194356419,11.778414058915345,10.47213673667042,0.0,3.4121253473175095,2.7314958140367738,2.369561821195802,1.421385264681669
2024-12-12,43.359537352881155,24.454027261501892,11.77818543017905,10.471933463854876,0.0,3.4120591151488715,2.7314427934490246,2.369515826045518,1.4232987569396112
2024-12-13,43.359537352881155,24.454027261501892,11.77818543017905,10.471933463854876,0.0,3.4110885738894514,2.7314427934490246,2.369515826045518,1.4242692981990313
2024-12-16,43.359432147586446,24.455909005348918,11.778156852211087,10.471908055307795,0.0,3.411080297404032,2.7277966451282207,2.3695100767772823,1.42620692023622
2024-12-17,43.35909023390445,24.457657219156776,11.778063974772962,10.471825478381314,0.0,3.4108714244941747,2.7229224786500987,2.3694913918481966,1.4300777987920306
2024-12-18,43.35751224063164,24.46210484464302,11.777635328654728,10.471444370981002,0.0,3.4107472906128313,2.7211250138278986,2.3694051575324826,1.4300257531163967
2024-12-19,43.35751224063164,24.46380321252083,11.777635328654728,10.471444370981002,0.0,3.4107472906128313,2.7194266459500884,2.3694051575324826,1.4300257531163967
2024-12-20,43.35288412289534,24.488605452436335,11.776378146677736,10.470326615950478,0.0,3.410383216679297,2.670616748945768,2.369152239745752,1.4616534566692936
2024-12-23,43.352673777383366,24.507409193985374,11.776321008419448,10.431460309449653,0.0,3.4103666697108936,2.65337941087983,2.369140744765639,1.4992488854057957
2024-12-27,43.352673777383366,24.508864775427515,11.776321008419448,10.431460309449653,0.0,3.4103666697108936,2.6521664263447122,2.3688981478586153,1.4992488854057957
2024-12-30,43.352673777383366,24.512746325939894,11.776321008419448,10.431460309449653,0.0,3.4103666697108936,2.648284875832335,2.3688981478586153,1.4992488854057957
2025-01-03,43.352673777383366,24.514929698103106,11.776321008419448,10.431460309449653,0.0,3.4103666697108936,2.6461015036691222,2.3688981478586153,1.4992488854057957
2025-01-06,43.352358262942566,24.51693463829093,11.776235302071628,10.431384390801975,0.0,3.410341849559356,2.644141484596557,2.3688809073631787,1.4997231643738107
2025-01-07,43.352147922533426,24.518999030763123,11.776178165199475,10.431333778984106,0.0,3.4103253029923715,2.64170271589729,2.3688694138389685,1.5004436697912409
2025-01-08,43.352095337750065,24.52042485201413,11.77616388106807,10.431321126106377,0.0,3.4103211663757134,2.6403652464097473,2.368866540475343,1.5004418498005574
2025-01-09,43.34867760044178,24.521887785600157,11.775235486850185,10.430498754889724,0.0,3.4100523078166813,2.6385803541139348,2.3686797867904135,1.5063879234971167
2025-01-10,43.34867760044178,24.5226155092347,11.775235486850185,10.430498754889724,0.0,3.409082009637295,2.635669459575776,2.3686797867904135,1.509541392580122
2025-01-13,43.34867760044178,24.533531363752793,11.775235486850185,10.430498754889724,0.0,3.409082009637295,2.6186892414365173,2.3686797867904135,1.5156057562012857
2025-01-15,43.34762609737471,24.533663963150403,11.774949856539981,10.430245743678334,0.0,3.408999315991549,2.6186257202422962,2.3686223300420512,1.5172669729806736
2025-01-16,43.34836214416528,24.534080547084674,11.775149796302117,10.42387338518861,0.0,3.409057201122327,2.6235216403464143,2.368662549473219,1.5172927363173643
2025-01-17,43.34773124538586,24.534451182022305,11.774978418947436,10.41887028953729,0.0,3.409007585175593,2.6234834572059498,2.3686280755914524,1.522849746134119
2025-01-20,43.34741580288274,24.535000346671385,11.774892732140772,10.418794471162734,0.0,3.408982777743811,2.6234643660525063,2.3686108390268705,1.5228386643191778
2025-01-21,43.34699522002003,24.5354899886403,11.774778485005118,10.418693381713142,0.0,3.4089497017297266,2.6234389116134618,2.368587857330986,1.523066453947235
2025-01-22,43.34699522002003,24.536217684031577,11.774778485005118,10.418693381713142,0.0,3.4079794412080213,2.6231963464830352,2.368587857330986,1.5235515842080878
2025-01-24,43.34689007557958,24.536400732409565,11.77474992356761,10.418668109657252,0.0,3.4079711746582966,2.6231899835388304,2.368582111976697,1.5235478886121647
2025-01-27,43.34646950291861,24.536890354852826,11.774635679203156,10.418567022659706,0.0,3.4079381088604284,2.623164532070693,2.368559130838262,1.5237756685963244
2025-02-03,43.34623293438325,24.537241563572124,11.774571417722374,10.41851016208561,0.0,3.407737588982528,2.6231502158369033,2.368546204143864,1.5240099132733451
2025-02-04,43.34612779364084,24.53742460624757,11.774542857289399,10.418484890918563,0.0,3.4077293231648134,2.6231438531164897,2.3685404589916446,1.5240062166306871
2025-02-05,43.346180363948285,24.537454365306132,11.774557137488568,10.418497526486762,0.0,3.4077334560686587,2.6230257541875486,2.3685433315642705,1.5240080649497745
2025-02-06,43.345128982026516,24.537101752536568,11.774271540086275,10.418244820945942,0.0,3.407650799896423,2.6251451236528576,2.3684858814355896,1.5239710994198323
2025-02-07,43.34502384663953,24.537284790889363,11.774242981108047,10.418219551066102,0.0,3.407642534499734,2.62513875625576,2.3684801365760033,1.5239674029654657
2025-02-10,43.33913707885005,24.534437379211653,11.772643899410182,10.41680463341618,0.0,3.4071797362698586,2.636908289165673,2.3681584689117448,1.5247305147646522
2025-02-11,43.339163355510166,24.53445225452103,11.772651037202563,10.416810949158792,0.0,3.4071818020540414,2.6368492576057276,2.3681599047339454,1.5247314392137346
2025-02-12,43.339163355510166,24.544395627991328,11.772651037202563,10.416810949158792,0.0,3.391902959892364,2.634909087172499,2.3681599047339454,1.5320070783383428
2025-02-13,43.33601038378364,24.546247551163177,11.771794563911604,10.416053114723137,0.0,3.3916561952272515,2.631079839735975,2.3679876185003077,1.5391707329549098
2025-02-17,43.332017278117675,24.547623008464736,11.7707098766237,10.41509334938385,0.0,3.3901312716126704,2.6301099604633125,2.367769425254261,1.546545830079795
2025-02-18,43.33002100122423,24.548431877138185,11.77016760793597,10.414613533037823,0.0,3.3899750905449895,2.629988793066291,2.367660343709262,1.5491417533432472
2025-02-19,43.32949569577006,24.550801406909653,11.770024913953876,10.414487272926113,0.0,3.38581205017128,2.629956908764703,2.367631639709969,1.5517901117943422
2025-02-20,43.32308799465551,24.559534756496905,11.768284325919133,10.412947146030229,0.0,3.3826446008837503,2.6230223361249814,2.367281506950448,1.5631973329390396
2025-02-21,43.32566135178592,24.565842488386842,11.768983352691798,10.40556495715046,0.0,3.3824818586726058,2.61711699786548,2.367422121597916,1.5669268718489802
2025-02-24,43.32503111361038,24.565727582762715,11.768812154783566,10.405413592253318,0.0,3.382432655287616,2.617078927885924,2.3673876838131918,1.5681162896032899
2025-02-25,43.31400491285196,24.57547273057419,11.765816997430617,10.402765419215852,0.0,3.3815718277117233,2.6161705019661428,2.3667851847219334,1.57741242552757
2025-02-26,43.31400491285196,24.57547273057419,11.765816997430617,10.402765419215852,0.0,3.3815718277117233,2.6152009798853024,2.3667851847219334,1.5783819476084107
2025-02-27,43.313873682361525,24.57539827310147,11.765781349978063,10.402733901465169,0.0,3.38156158240353,2.612587473789156,2.366778013960855,1.5812857229402308
2025-02-28,40.29523938171061,22.862912939376752,10.945799479562583,9.67549077559211,6.937189537852981,3.1774617912305367,2.4305107973952262,2.201832312097249,1.4735629851819576
2025-03-04,40.295057660806386,22.84725124339321,10.94575011689321,9.675447141680026,6.9371582529574205,3.1661731209368242,2.4304998364324275,2.201822382414119,1.5008402444863798
2025-03-05,40.29882870544725,22.85187000845482,10.946774483520654,9.676352626005146,6.923825981452544,3.163199564926672,2.4307272966698585,2.2020284416922875,1.506392891830767
2025-03-06,40.29828345052741,22.853139350048004,10.946626370465378,9.676221702128572,6.9237323000652236,3.163156765912888,2.4304689033529994,2.201998647604468,1.5063725098950662
2025-03-07,40.298192576141936,22.8623334939101,10.946601685345833,9.676199881826921,6.9104119296117155,3.1631496328565234,2.430237918181469,2.2008661602104125,1.5120067219150914
2025-03-10,40.297738210362276,22.862075719024464,10.946478261418074,9.676090781794827,6.910334014089865,3.164241477135482,2.430210517028319,2.2008413452446565,1.5119896739020386
2025-03-11,40.29492137120382,22.872653891325164,10.94571309518336,9.675414416504232,6.909850977068103,3.1637948084630088,2.4194427991823275,2.200687504945966,1.5175211361240146
2025-03-12,40.29510309087878,22.87320801521885,10.945762457518814,9.67545805012115,6.9098821387090945,3.1629071280802266,2.4194537102436744,2.200697429477507,1.5175279797519017
2025-03-13,40.296284308718214,22.874329511878035,10.946083323551887,9.675290690864706,6.908957227827783,3.162999846103946,2.4177206851031507,2.2007619411144925,1.517572464837781
2025-03-14,40.29637517449741,22.876636034044115,10.946108006333622,9.67531250808291,6.908972807124801,3.1605265424141002,2.417726136922784,2.200766903704767,1.5175758868754918
2025-03-17,40.296420607540675,22.88026973789526,10.946120347766234,9.67532341672891,6.908980596799657,3.1581624141738978,2.417503368399339,2.1996419127958893,1.5175775979001345
2025-03-18,40.29601171383938,22.88206699782527,10.946009275874575,9.675225239800449,6.908684998203938,3.1575666374499116,2.417253345483061,2.199619592706172,1.5175621988172465
2025-03-19,40.2941945088938,22.8850937747841,10.94551565029367,9.674788922001056,6.908373441401857,3.157424242570977,2.416918854080843,2.199520397787562,1.5181702081861304
2025-03-21,40.294239937019924,22.887148915852247,10.945527990390588,9.67479982946643,6.908381229979439,3.1557366854888005,2.416696096702541,2.1995228775514897,1.5179464375485408
2025-03-25,40.29260458900935,22.889151187494775,10.945083764430457,9.674407176206843,6.908100852250057,3.1556086094233735,2.4156961223608358,2.199433609572552,1.5199140892517566
2025-03-26,40.29033349252752,22.89011564211208,10.944466843745278,9.673861877328159,6.907711476489872,3.155430743244605,2.415334501039986,2.1993096382884008,1.5234357852240932
2025-03-27,40.2813424642308,22.904167431919756,10.942024520672847,9.671703097334596,6.906169979461503,3.1547265900485004,2.414344684602228,2.1988188492212215,1.5267023825085557
2025-03-28,40.279526582075206,22.9047127118229,10.941531254414633,9.671267097142094,6.90585864944959,3.1545843750335525,2.4137850461789014,2.198719726509131,1.5300145573739958
2025-03-31,40.27607685698917,22.916048501675455,10.940594171036283,9.669762663262341,6.889039796477079,3.1543142018270145,2.4133529378545595,2.1985314179752113,1.5422794529028803
2025-04-01,40.27562298978334,22.916015641007565,10.940470882541126,9.669653695644254,6.888962164555422,3.1542786561660456,2.412874985891756,2.1985066429377826,1.5436143414727055
2025-04-02,40.27008663341184,22.922104796400046,10.938966986606527,9.668324488424748,6.888015195973894,3.1538450635996447,2.4123179608679814,2.198204432435328,1.548134442279987
2025-04-03,40.266275600601034,22.929399203046916,10.937931757591954,9.66740950897148,6.887363336141752,3.1535465937421794,2.4120896667750817,2.1979964013651907,1.547987931764408
2025-04-07,40.26591268271519,22.930319160159808,10.937833174571553,9.667322377103229,6.887301260687698,3.1535181709877618,2.4118426030106748,2.1979765909358626,1.5479739798282248
2025-04-09,40.26618487051627,22.93272741601979,10.937907111670253,9.66738772585717,6.887347817173335,3.150159609307383,2.4111829307419175,2.19799144872438,1.549111069989504
2025-04-10,40.266275600601034,22.932779089360814,10.937931757591954,9.66740950897148,6.887363336141752,3.1501667074282835,2.4111883637580425,2.1979964013651907,1.5488892347814471
2025-04-11,40.25720461560664,22.9512667820592,10.93546771508087,9.665231683352333,6.885811785407514,3.1494570536421627,2.4104199083198585,2.197501247739057,1.547639208792365
